name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"69,172,000,000","68,746,000,000","66,288,000,000","63,239,165,000","59,669,525,000","57,208,874,000","56,031,127,000","55,511,918,000","53,149,109,000","51,034,886,000","51,123,007,000","55,092,791,000","52,947,414,000","46,970,226,000","42,779,639,000","31,469,834,000","28,558,238,000","26,565,689,000","24,304,164,000","21,939,443,000","20,280,900,000","16,648,900,000","9,521,800,000","6,485,000,000","5,620,600,000","4,934,100,000","4,365,600,000","3,779,300,000","3,645,800,000","3,559,100,000","2,975,400,000"
	CashCashEquivalentsAndFederalFundsSold,"1,932,000,000","2,694,000,000","1,844,000,000","2,716,513,000","7,526,201,000","9,406,330,000","9,632,379,000","10,596,239,000","8,347,404,000","5,630,439,000","2,101,694,000","4,178,893,000","3,355,363,000","2,308,086,000","2,373,332,000","1,444,085,000","1,688,045,000","1,630,058,000","1,261,189,000","1,575,319,000","1,423,500,000","1,476,600,000","1,091,600,000","1,017,700,000","1,105,400,000","720,300,000","882,600,000","884,200,000","801,800,000","1,066,400,000","716,000,000"
		CashAndCashEquivalents,"1,448,000,000","1,233,000,000","1,330,000,000","2,148,179,000","6,906,443,000","8,020,039,000","9,350,131,000","7,820,885,000","8,245,245,000","5,500,134,000","2,023,153,000","3,808,735,000","2,581,601,000","1,982,013,000","1,728,769,000","852,249,000","1,120,235,000","1,088,986,000","981,389,000","1,068,489,000","915,700,000","894,900,000","688,700,000","452,000,000","452,700,000","336,600,000","328,800,000","526,200,000","580,700,000","496,000,000","445,300,000"
			CashFinancial,"705,000,000","614,000,000","548,000,000","737,327,000","798,319,000","845,905,000","1,175,083,000","1,841,907,000",,,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,"1,475,976,000","1,855,155,000","1,938,810,000","1,706,590,000","850,998,000","1,119,351,000","1,087,296,000","978,609,000","1,047,252,000","898,300,000","864,400,000","626,800,000","404,300,000","418,100,000","316,900,000","303,800,000","270,000,000","235,700,000","288,300,000","322,800,000"
			CashAndDueFromBanks,"743,000,000","619,000,000","782,000,000","1,410,852,000","6,108,124,000","7,174,134,000","8,175,048,000","5,978,978,000","8,245,245,000","5,500,134,000","2,023,153,000","2,332,759,000","726,446,000","43,203,000","22,179,000","1,251,000","884,000","1,690,000","2,780,000","21,237,000","17,400,000","30,500,000","61,900,000","47,700,000","34,600,000","19,700,000","25,000,000","256,200,000","345,000,000","207,700,000","122,500,000"
		MoneyMarketInvestments,"484,000,000","1,461,000,000","514,000,000","568,334,000","619,758,000","1,386,291,000","282,248,000","2,775,354,000","102,159,000","130,305,000","78,541,000","370,158,000","773,762,000","326,073,000","644,563,000","591,836,000","567,810,000","541,072,000","279,800,000","506,830,000","507,800,000","581,700,000","402,900,000","565,700,000","652,700,000","383,700,000","553,800,000","358,000,000","221,100,000","570,400,000","270,700,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"484,000,000","1,461,000,000","514,000,000","568,334,000","619,758,000","1,386,291,000","282,248,000","2,775,354,000","102,159,000","130,305,000","78,541,000","370,158,000","773,762,000","326,073,000","644,563,000","591,836,000","567,810,000","541,072,000","279,800,000","506,830,000","507,800,000","581,700,000","402,900,000","565,700,000","652,700,000","383,700,000","553,800,000","358,000,000","221,100,000","570,400,000","270,700,000"
				FederalFundsSold,,,,,,,,,,,"20,985,000",,,,,,,,,,,,,,,,,,,,
				SecurityAgreeToBeResell,,,,,,,,,,,"57,556,000",,,,,,,,,,,,,,,,,,,,
