name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"2,144,108,891","3,748,436,619","3,036,020,538","4,073,127,708","4,858,457,372"
PeRatio,"8.647","14.005","14.338","17.793","21.705"
ForwardPeRatio,"11.682","13.532","10.309","17.271","21.368"
PsRatio,"3.245","5.765","4.543","6.205","7.684"
PbRatio,"0.805","1.412","1.253","1.578","1.925"
