name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
TotalAssets,"52,115,324,000","47,604,577,000","44,277,337,000","38,661,609,000","35,769,534,000","33,096,695,000","35,749,333,000","36,507,535,000","37,348,432,000","38,722,962,000","34,736,325,000","38,882,769,000","44,411,437,000","47,403,987,000","48,623,668,000","44,401,576,000","36,434,715,000","33,660,352,000","30,744,676,000","28,057,051,000","25,460,500,000","23,160,400,000","19,300,500,000","16,764,100,000","15,675,500,000","12,778,400,000","11,513,400,000","10,002,300,000","8,780,300,000","8,983,600,000"
	CashCashEquivalentsAndFederalFundsSold,"3,650,597,000","4,565,083,000","5,657,976,000","3,252,611,000","2,543,766,000","2,203,481,000","1,281,664,000","1,524,943,000","1,911,456,000","1,431,668,000","1,680,127,000","1,579,641,000","1,825,537,000","1,251,866,000","1,655,820,000","1,596,099,000","1,460,916,000","1,747,048,000","1,429,530,000","1,794,279,000","1,649,200,000","1,615,300,000","1,275,000,000","1,290,000,000","1,254,700,000","707,400,000","631,200,000","609,800,000","792,700,000","1,280,500,000"
		CashAndCashEquivalents,"3,650,597,000","4,565,083,000","5,657,976,000","3,228,974,000","2,447,428,000","2,052,347,000","1,100,644,000","1,277,966,000","1,583,788,000","1,249,707,000","1,227,195,000","1,060,423,000","941,851,000","965,335,000","915,050,000","716,778,000","696,136,000","655,613,000","609,198,000","736,959,000","718,100,000","704,900,000","472,200,000","511,400,000","458,300,000","442,400,000","383,900,000","375,600,000","653,200,000","992,500,000"
			CashFinancial,"388,311,000","394,035,000","402,857,000","362,394,000","363,674,000","381,095,000","423,211,000","439,363,000",,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,"4,171,048,000","5,255,119,000","2,890,217,000","2,180,092,000","1,756,470,000","858,453,000","994,580,000",,,,,"818,825,000","950,158,000","906,397,000","716,459,000","688,090,000","652,556,000","606,142,000","726,051,000","663,700,000","667,700,000","463,200,000","492,400,000","458,200,000","442,300,000","368,800,000","325,500,000","311,400,000","347,600,000"
			CashAndDueFromBanks,"3,262,286,000","4,171,048,000","5,255,119,000","2,866,580,000","2,083,754,000","1,671,252,000","677,433,000","838,603,000","1,583,788,000","1,249,707,000","1,227,195,000","1,060,423,000","123,026,000","15,177,000","8,653,000","319,000","8,046,000","3,057,000","3,056,000","10,908,000","54,400,000","37,200,000","9,000,000","19,000,000","100,000","100,000","15,100,000","50,100,000","341,800,000","644,900,000"
		MoneyMarketInvestments,,,,"23,637,000","96,338,000","151,134,000","181,020,000","246,977,000","327,668,000","181,961,000","452,932,000","519,218,000","883,686,000","286,531,000","740,770,000","879,321,000","764,780,000","1,091,435,000","820,332,000","1,057,320,000","931,100,000","910,400,000","802,800,000","778,600,000","796,400,000","265,000,000","247,300,000","234,200,000","139,500,000","288,000,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,"0","23,637,000","96,338,000","151,134,000","181,020,000","246,977,000","327,668,000","181,961,000","452,932,000","519,218,000","883,686,000","286,531,000","740,770,000","879,321,000","764,780,000","1,091,435,000","820,332,000","1,057,320,000","931,100,000","910,400,000","802,800,000","778,600,000","796,400,000","265,000,000","247,300,000","234,200,000","139,500,000","288,000,000"
				FederalFundsSold,,,,,,"0","5,055,000","33,515,000","75,000,000","16,110,000","159,807,000","214,990,000",,,,,,,,,,,,,,,,,,
				SecurityAgreeToBeResell,,,"0","23,637,000","96,338,000","151,134,000","175,965,000","213,462,000","252,668,000","165,851,000","293,125,000","304,228,000",,,,,,,,,,,,,,,,,,
	CustomerAcceptances,,,,,,,,,,,,,,,,,"67,000","154,000","402,000","390,000","500,000","16,200,000","1,800,000","5,800,000","4,400,000","1,500,000","1,700,000","2,700,000","1,700,000","5,400,000"
	OtherRealEstateOwned,"122,072,000","136,705,000","188,855,000","212,573,000","191,916,000","265,766,000","303,508,000","405,902,000","281,632,000","219,061,000","125,483,000","89,721,000",,,,,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,,,,,,"0","228,805,000","233,475,000",,,,,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"17,946,343,000","13,595,130,000","10,482,971,000","8,535,530,000","6,407,802,000","5,718,762,000","5,956,791,000","5,726,986,000","5,751,417,000","6,069,432,000","7,534,261,000","9,082,804,000","9,984,140,000","10,621,921,000","12,708,131,000","12,190,574,000","11,076,663,000","11,223,000,000","10,146,947,000","9,213,728,000","7,860,900,000","7,565,200,000","5,870,300,000","4,905,200,000","5,192,000,000","3,796,800,000","4,048,400,000","3,698,900,000","2,355,700,000","1,918,000,000"
		TradingSecurities,"40,321,000","37,787,000","43,187,000","59,805,000","71,659,000","138,527,000","339,743,000","314,525,000","436,331,000","546,713,000","462,436,000","645,903,000","93,997,000","382,325,000","519,338,000","385,139,000","605,119,000","510,346,000","270,186,000","153,073,000","236,600,000","318,700,000","222,300,000","292,200,000","330,700,000","1,700,000","3,000,000","300,000",,"900,000"
		AvailableForSaleSecurities,"159,887,000","155,584,000","167,225,000","167,818,000","172,248,000","161,906,000","181,752,000","185,443,000","5,189,703,000","5,400,365,000","6,858,863,000","8,142,154,000","9,890,143,000","10,239,596,000","12,188,793,000","11,805,435,000","10,471,544,000","10,712,654,000","9,876,761,000","9,060,655,000","7,624,300,000","7,246,500,000","5,648,000,000","4,613,000,000","4,861,300,000","3,795,100,000","4,045,400,000","3,698,600,000","2,355,700,000","1,917,100,000"
		HeldToMaturitySecurities,"97,662,000","101,575,000","93,821,000","98,101,000","100,903,000","103,170,000","140,496,000","142,817,000","125,383,000","122,354,000","212,962,000","294,747,000",,,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"17,648,473,000","13,300,184,000","10,178,738,000","8,209,806,000","6,062,992,000","5,315,159,000","5,294,800,000","5,084,201,000",,,,,,,,,,,,,,,,,,,,,,
	LongTermEquityInvestment,"237,081,000","228,072,000","215,349,000","218,062,000","212,838,000","225,625,000","197,006,000","246,776,000",,,,,,,,,,,,,,,,,,,,,,
	DerivativeAssets,"17,966,000","13,603,000","16,539,000","14,085,000","16,959,000","25,362,000","34,710,000","41,925,000",,,,,,,,,,,,,,,,,,,,,,
	NetLoan,"26,988,368,000","25,989,963,000","24,319,037,000","22,894,795,000","22,592,119,000","21,451,425,000","24,066,164,000","24,363,025,000","24,499,084,000","24,771,692,000","22,542,705,000","25,386,124,000","29,362,170,000","32,214,707,000","31,248,500,000","28,305,180,000","22,193,650,000","19,209,322,000","17,831,919,000","15,766,432,000","14,615,800,000","12,811,600,000","11,165,000,000","9,593,400,000","8,509,100,000","7,627,500,000","6,213,500,000","5,141,300,000","5,101,400,000","5,284,000,000"
		GrossLoan,"27,466,076,000","26,559,311,000","24,942,463,000","23,435,446,000","23,129,230,000","22,053,217,000","24,706,719,000","25,093,632,000","25,414,988,000","25,671,158,000","23,918,059,000","26,393,295,000","30,093,112,000","33,045,286,000","32,007,820,000","29,004,651,000","22,885,471,000","19,868,774,000","18,495,517,000","16,404,280,000","15,278,700,000","13,427,800,000","11,723,000,000","10,110,000,000","8,996,800,000","8,077,200,000","6,655,100,000","5,614,700,000","5,576,000,000","5,805,500,000"
			LoansHeldForSale,"59,203,000","51,422,000","132,395,000","88,821,000","137,000,000","106,104,000","110,426,000","354,468,000","363,093,000","893,938,000","23,918,059,000","26,393,295,000",,,,,,,,,,,,,,,,,,
			CommercialLoan,"12,312,751,000","12,043,019,000","11,488,861,000","10,798,507,000","10,099,163,000","9,749,048,000","11,849,988,000","12,102,849,000",,,,,,,,,,,,,,,,,,,,,,
			ConsumerLoan,"5,997,886,000","5,489,441,000","3,824,871,000","3,770,701,000","3,856,692,000","3,904,830,000","3,979,349,000","3,942,085,000",,,,,,,,,,,,,,,,,,,,,,
			MortgageLoan,"8,014,624,000","8,014,707,000","8,653,366,000","8,029,231,000","8,344,289,000","7,648,028,000","8,012,060,000","7,769,490,000",,,,,,,,,,,,,,,,,,,,,,
			OtherLoanAssets,"1,081,612,000","960,722,000","842,970,000","748,186,000","692,086,000","645,207,000","754,896,000","924,740,000","25,051,895,000","24,777,220,000",,,"30,093,112,000","33,045,286,000","32,007,820,000","29,004,651,000","22,885,471,000","19,868,774,000","18,495,517,000","16,404,280,000","15,278,700,000","13,427,800,000","11,723,000,000","10,110,000,000","8,996,800,000","8,077,200,000","6,655,100,000","5,614,700,000","5,576,000,000","5,805,500,000"
		AllowanceForLoansAndLeaseLosses,"477,708,000","569,348,000","623,426,000","540,651,000","537,111,000","601,792,000","640,555,000","730,607,000","815,308,000","793,225,000","1,261,204,000","882,807,000","548,832,000","522,232,000","461,707,000","437,081,000","408,542,000","372,797,000","336,632,000","290,653,000","292,000,000","267,200,000","211,700,000","185,600,000","168,400,000","153,800,000","133,400,000","473,400,000","94,200,000","89,300,000"
		UnearnedIncome,"-180,983,000","-155,824,000","-130,633,000","-121,425,000","-107,698,000","-93,835,000","-92,144,000","-96,813,000","-100,596,000","-106,241,000","-114,150,000","-124,364,000","-182,110,000","-308,347,000","-297,613,000","-262,390,000","-283,279,000","-286,655,000","-326,966,000","-347,195,000","-370,900,000","-349,000,000","-346,300,000","-331,000,000","-319,300,000","-295,900,000","-308,200,000",,"-380,400,000","-432,200,000"
	Receivables,"336,866,000","265,723,000","455,177,000","337,075,000","202,993,000","188,767,000","203,216,000","263,270,000","125,209,000","150,658,000","126,080,000","156,227,000",,,,,"176,152,000","184,549,000","186,143,000","202,540,000","175,700,000","156,300,000","118,700,000","95,500,000","113,500,000","78,800,000","79,300,000","76,000,000","66,000,000","59,100,000"
		AccountsReceivable,"227,920,000","206,110,000","221,358,000","184,672,000","202,993,000","188,767,000","203,216,000","263,270,000",,,,,,,,,,,,,,,,,,,"79,300,000","76,000,000","59,000,000","59,100,000"
			GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,300,000","76,000,000","59,000,000","59,100,000"
		OtherReceivables,"108,946,000","59,613,000","233,819,000","152,403,000",,,,,,,,,,,,,,,,,,,,,,,,,"7,000,000",
	PrepaidAssets,"207,451,000","204,955,000","360,922,000","332,581,000","267,985,000","282,199,000","158,995,000","176,519,000",,,,,,,,,,,,,,,,,,,,,,
	NetPPE,"719,387,000","569,808,000","547,142,000","543,981,000","502,611,000","494,581,000","519,516,000","535,793,000","538,486,000","545,453,000","584,853,000","620,807,000","588,163,000","595,140,000","596,571,000","545,681,000","485,452,000","461,177,000","405,705,000","405,772,000","441,000,000","424,700,000","364,900,000","356,700,000","325,200,000","324,200,000","298,100,000","260,300,000","253,100,000","234,600,000"
		GrossPPE,"1,281,129,000","1,118,068,000","1,072,043,000","1,058,873,000","1,006,440,000","969,743,000","1,008,013,000","1,008,477,000","1,009,569,000","1,013,159,000","1,162,996,000","1,195,071,000",,,,,,,,,,,,,,,,,,
			LandAndImprovements,"114,481,000","120,519,000","120,519,000","120,519,000","116,701,000","115,176,000","110,453,000","108,851,000","108,468,000","103,632,000","97,260,000","97,639,000",,,,,,,,,,,,,,,,,,
			BuildingsAndImprovements,"535,602,000","544,249,000","523,438,000","516,758,000","495,631,000","483,983,000","500,474,000","496,621,000","493,746,000","494,512,000","440,107,000","433,986,000",,,,,,,,,,,,,,,,,,
			MachineryFurnitureEquipment,"362,543,000","336,722,000","319,394,000","309,294,000","302,656,000","290,444,000","305,814,000","306,925,000","312,975,000","324,106,000","474,606,000","509,887,000",,,,,,,,,,,,,,,,,,
			ConstructionInProgress,"12,843,000","32,334,000","30,777,000","35,665,000","21,003,000","10,697,000","5,252,000","10,766,000","5,498,000","4,792,000","55,542,000","52,658,000",,,,,,,,,,,,,,,,,,
			Leases,"92,923,000","84,244,000","77,915,000","76,637,000","70,449,000","69,443,000","86,020,000","85,314,000","88,882,000","86,117,000","95,481,000","100,901,000",,,,,,,,,,,,,,,,,,
			OtherProperties,"162,737,000","569,808,000","547,142,000","543,981,000","502,611,000","494,581,000","519,516,000","535,793,000",,,,,,,,,,,,,,,,,,,,,,
		AccumulatedDepreciation,"-561,742,000","-548,260,000","-524,901,000","-514,892,000","-503,829,000","-475,162,000","-488,497,000","-472,684,000","-471,083,000","-467,706,000","-578,143,000","-574,264,000",,,,,,,,,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"850,808,000","867,732,000","830,997,000","869,233,000","895,902,000","651,965,000","853,988,000","856,482,000","863,627,000","706,083,000","648,152,000","658,955,000","700,264,000","775,407,000","764,193,000","450,409,000","218,880,000","217,612,000","258,658,000","281,595,000","304,800,000","274,300,000","232,600,000","131,200,000","143,000,000","128,700,000","132,700,000","132,900,000","138,700,000","133,100,000"
		Goodwill,"671,122,000","671,122,000","627,294,000","627,294,000","626,388,000","465,676,000","647,757,000","647,757,000","648,350,000","647,387,000","604,349,000","605,792,000",,,,,,,,,,,,,,,,,,
		OtherIntangibleAssets,"179,686,000","196,610,000","203,703,000","241,939,000","269,514,000","186,289,000","206,231,000","208,725,000","215,277,000","58,696,000","43,803,000","53,163,000",,,,,,,,,,,,,,,,,,
	DeferredAssets,"886,353,000","1,049,895,000","1,035,110,000","1,243,668,000","1,302,452,000","812,819,000","761,768,000","541,499,000",,,,,,,,,,,,,,,,,,,,,,
		DeferredTaxAssets,"886,353,000","1,049,895,000","1,035,110,000","1,243,668,000","1,302,452,000","812,819,000","761,768,000","541,499,000",,,,,,,,,,,,,,,,,,,,,,
	AssetsHeldForSale,,,,,,"0",,,,,"0","12,587,000",,,,,,,,,,,,,,,,,,
	OtherAssets,"152,032,000","117,908,000","167,262,000","207,415,000","632,191,000","775,943,000","1,183,202,000","1,590,940,000","3,377,521,000","4,828,915,000","1,494,664,000","1,295,903,000","1,951,163,000","1,944,946,000","1,650,453,000","1,313,633,000","822,935,000","617,490,000","485,372,000","392,315,000","412,600,000","296,800,000","272,200,000","386,300,000","133,600,000","113,500,000","108,500,000","80,400,000","71,000,000","68,900,000"
TotalLiabilitiesNetMinorityInterest,"46,098,545,000","42,169,520,000","39,173,432,000","33,463,652,000","30,664,210,000","28,829,313,000","31,123,183,000","32,397,535,000","33,429,679,000","34,922,431,000","32,197,508,000","35,614,296,000","40,829,446,000","43,783,571,000","45,174,306,000","41,296,853,000","33,680,193,000","31,248,311,000","28,470,949,000","26,062,480,000","23,776,900,000","21,423,700,000","17,647,400,000","15,501,600,000","14,533,800,000","11,776,000,000","10,668,200,000","9,239,200,000","8,137,500,000","8,383,700,000"
	TotalDeposits,"43,758,606,000","39,710,039,000","35,453,508,000","30,496,224,000","27,209,723,000","24,807,535,000","26,711,145,000","27,000,613,000","27,942,127,000","26,762,200,000","25,924,894,000","27,550,205,000","28,334,478,000","24,438,331,000","22,638,005,000","20,593,160,000","18,097,828,000","17,614,740,000","16,370,042,000","14,804,907,000","14,173,700,000","13,672,200,000","11,749,600,000","10,763,300,000","9,876,700,000","9,012,500,000","8,522,700,000","8,038,700,000","7,207,200,000","7,422,700,000"
		InterestBearingDepositsLiabilities,"34,598,433,000","30,561,003,000","26,962,563,000","23,515,781,000","20,808,208,000","19,023,787,000","20,788,463,000","21,205,984,000","22,286,653,000","21,822,879,000","21,429,593,000","23,256,652,000","23,823,689,000","20,216,198,000","18,679,613,000","16,419,892,000","14,371,121,000","14,247,355,000","13,088,201,000","11,695,022,000","10,888,800,000","10,495,900,000","9,202,800,000","8,432,600,000","7,855,000,000","7,061,600,000","6,673,800,000","6,423,900,000","5,707,800,000","5,966,900,000"
			CustomerAccounts,"34,598,433,000","30,561,003,000","26,962,563,000","23,515,781,000","20,808,208,000","19,023,787,000","20,788,463,000","21,205,984,000","22,286,653,000","21,822,879,000","21,429,593,000","23,256,652,000","23,823,689,000","20,216,198,000","18,679,613,000","16,419,892,000","14,371,121,000","14,247,355,000","13,088,201,000","11,695,022,000","10,888,800,000","10,495,900,000","9,202,800,000","8,432,600,000","7,855,000,000","7,061,600,000","6,673,800,000","6,423,900,000","5,707,800,000","5,966,900,000"
		NonInterestBearingDeposits,"9,160,173,000","9,149,036,000","8,490,945,000","6,980,443,000","6,401,515,000","5,783,748,000","5,922,682,000","5,794,629,000","5,655,474,000","4,939,321,000","4,495,301,000","4,293,553,000","4,510,789,000","4,222,133,000","3,958,392,000","4,173,268,000","3,726,707,000","3,367,385,000","3,281,841,000","3,109,885,000","3,284,900,000","3,176,300,000","2,546,800,000","2,330,700,000","2,021,700,000","1,950,900,000","1,848,900,000","1,614,800,000","1,499,400,000","1,455,800,000"
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,"193,378,000","281,529,000","390,921,000","479,425,000","762,145,000","1,271,657,000","1,659,292,000","2,016,752,000","2,141,097,000","2,412,550,000","2,632,790,000","3,551,608,000","5,437,265,000","5,762,445,000","8,702,461,000","6,436,853,000","5,778,987,000","6,684,551,000","5,751,768,000","4,964,115,000","4,414,500,000","4,076,500,000","2,723,300,000","1,875,500,000","3,000,900,000","1,438,000,000","951,700,000","665,200,000","449,100,000","394,100,000"
		FinancialInstrumentsSoldUnderAgreementsToRepurchase,"193,378,000","281,529,000","390,921,000",,,,"1,659,292,000","2,016,752,000","2,141,097,000","2,412,550,000","2,632,790,000","3,551,608,000",,,,,,,,,,,,,,,,,,
	PayablesAndAccruedExpenses,"416,009,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Payables,"142,825,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccountsPayable,"113,798,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DividendsPayable,"29,027,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentAccruedExpenses,"273,184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CurrentDebtAndCapitalLeaseObligation,"0","42,000","96,208,000","1,200,000","1,200,000","21,200,000","401,200,000","636,200,000","296,200,000","364,222,000","7,326,000","4,934,000","1,501,979,000","4,034,125,000","2,700,261,000","3,139,639,000","1,996,624,000","1,703,562,000","1,827,242,000","4,369,212,000","2,612,400,000","1,639,100,000","1,287,400,000","1,404,000,000","454,700,000","573,800,000","664,300,000","222,000,000","143,700,000","181,300,000"
		CurrentDebt,"0","42,000","96,208,000","1,200,000","1,200,000","21,200,000","401,200,000","636,200,000","296,200,000","364,222,000","7,326,000","4,934,000","1,501,979,000","4,034,125,000","2,700,261,000","3,139,639,000","1,996,624,000","1,703,562,000","1,827,242,000","4,369,212,000","2,612,400,000","1,639,100,000","1,287,400,000","1,404,000,000","454,700,000","573,800,000","664,300,000","222,000,000","143,700,000","181,300,000"
			OtherCurrentBorrowings,"0","42,000","96,208,000","1,200,000","1,200,000","21,200,000","401,200,000","636,200,000","296,200,000","364,222,000","7,326,000","4,934,000","1,501,979,000","4,034,125,000","2,700,261,000","3,139,639,000","1,996,624,000","1,703,562,000","1,827,242,000","4,369,212,000","2,612,400,000","1,639,100,000","1,287,400,000","1,404,000,000","454,700,000","573,800,000","664,300,000","222,000,000","143,700,000","181,300,000"
	LongTermDebtAndCapitalLeaseObligation,"1,286,557,000","1,256,102,000","1,536,356,000","1,574,852,000","1,670,309,000","1,711,828,000","1,584,754,000","1,777,721,000","1,856,372,000","4,170,183,000","2,648,632,000","3,386,763,000","4,621,352,000","8,737,246,000","9,893,577,000","10,305,710,000","7,117,025,000","4,567,853,000","4,009,211,000","1,451,912,000","2,127,600,000","1,582,200,000","1,528,700,000","1,141,700,000","935,400,000","539,500,000","345,800,000","179,000,000","197,800,000","132,000,000"
		LongTermDebt,"1,101,608,000","1,235,690,000","1,536,356,000","1,574,852,000","1,670,309,000","1,711,828,000","1,584,754,000","1,777,721,000","1,856,372,000","4,170,183,000","2,648,632,000","3,386,763,000","4,621,352,000","8,737,246,000","9,893,577,000","10,305,710,000","7,117,025,000","4,567,853,000","4,009,211,000","1,451,912,000","2,127,600,000","1,582,200,000","1,528,700,000","1,141,700,000","935,400,000","539,500,000","345,800,000","179,000,000","197,800,000","132,000,000"
			AdvanceFromFederalHomeLoanBanks,"421,399,000","556,776,000","631,490,000","672,670,000","761,501,000","802,198,000","589,229,000","577,490,000",,,,,,,,,,,,,,,,,,,,,,
