name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
BasicAverageShares,,"590,268,500",,"590,268,500","590,268,415","590,268,415",,"590,268,500","590,268,500","590,268,500","590,268,415","590,268,500","590,268,500","590,268,500","590,268,415","590,268,500","590,268,500","590,268,500","590,268,415","590,268,500","590,268,500","590,268,500",,"590,268,500","590,268,500","590,268,500",,"590,268,500","596,897,143","590,268,500","590,268,415","590,268,415","590,268,500","590,268,500",,"590,268,500","590,268,500","590,268,500",,"590,268,500","590,268,500","577,760,526",,"590,268,500","553,658,065","590,398,387",,"590,268,500","590,268,500","1,180,537,000",,"590,268,500","590,268,500","590,268,500",,"590,268,500","590,268,500","590,268,500",,"590,270,000","590,270,000","590,270,000",,"590,268,500","590,268,500","590,185,500",,"580,350,395","580,350,395","580,350,395"
DilutedAverageShares,,"590,268,500",,"590,268,500","590,268,415","590,268,415",,"590,268,500","590,268,500","590,268,500","590,268,415","590,268,500","590,268,500","590,268,500","590,268,415","590,268,500","590,268,500","590,268,500","590,268,415","590,268,500","590,268,500","590,268,500",,"590,268,500","590,268,500","590,268,500",,"590,268,500","596,897,143","590,268,500","590,268,415","590,268,415","590,268,500","590,268,500",,"590,268,500","590,268,500","590,268,500",,"590,268,500","590,268,500","577,760,526",,"590,268,500","553,658,065","590,398,387",,"1,180,537,000","1,180,537,000","1,180,537,000",,"590,268,500","590,268,500","590,268,500",,"590,268,500","590,268,500","590,268,500",,"590,270,000","590,270,000","590,270,000",,"590,268,500","590,268,500","590,185,500",,"580,350,395","580,350,395","580,350,395"
TotalOperatingIncomeAsReported,"63,830,000","-509,545,000","151,767,000","187,120,000","234,488,000","259,016,000","178,683,000","258,497,000","222,436,000","212,197,000","168,029,000","79,055,000","51,490,000","36,014,000","-47,596,000","-13,811,000","-39,814,000","42,164,000","24,392,000","-319,459,000","111,122,000","379,373,000","350,159,000","433,605,000","549,282,000","565,770,000","589,369,000","463,680,000","578,196,000","553,585,000","585,960,000","583,560,000","620,886,000","566,201,000","555,690,000","485,257,000","412,361,000","441,450,000","453,818,000","405,086,000","405,303,000","309,340,000","330,616,000","360,552,000","436,797,000","678,099,000","559,313,000","933,916,000","823,722,000","710,913,000","731,906,000","687,308,000","780,414,000","757,597,000","803,010,000","695,772,000","692,798,000","600,906,000","576,919,000","475,215,000","490,629,000","405,683,000","355,376,000","201,859,000","153,712,000","102,571,000","-32,068,000","109,236,000","112,454,000","98,568,000"
TotalExpenses,"6,503,464,000","1,649,454,000","1,593,870,000","1,576,663,000","1,683,477,000","1,612,743,000","1,931,203,000","1,640,395,000","1,566,048,000","1,654,038,000","1,425,094,000","1,223,869,000","1,191,314,000","1,117,846,000","919,529,000","1,062,338,000","1,160,487,000","1,215,090,000","1,401,902,000","1,878,653,000","1,756,956,000","1,874,182,000","2,124,335,000","1,987,026,000","2,111,600,000","2,014,174,000","2,088,231,000","1,951,381,000","2,251,074,000","2,124,720,000","2,125,894,000","2,117,683,000","2,181,367,000","2,051,148,000","2,065,800,000","2,009,583,000","1,990,761,000","1,882,515,000","1,597,697,000","1,622,156,000","1,576,459,000","1,334,430,000","1,516,597,000","1,410,923,000","1,659,547,000","1,771,386,000","2,679,439,000","2,184,596,000","2,324,663,000","1,915,274,000","1,757,044,000","1,836,245,000","1,823,792,000","1,667,702,000","1,256,827,000","1,226,719,000","1,269,467,000","1,182,246,000","1,321,655,000","1,165,170,000","1,253,682,000","1,047,244,000","917,335,000","805,298,000","843,137,000","756,775,000","793,634,000","650,379,000","756,438,000","691,011,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-160,261,000","-660,068,000","151,773,000","106,548,000","241,486,000","242,879,000","225,825,000","246,927,000","168,328,000","234,983,000","160,232,000","104,854,000","74,524,000","205,127,000","33,800,000","16,603,000","-13,266,000","18,161,000","-46,654,000","-354,904,000","66,314,000","255,082,000","246,918,000","81,209,000","407,885,000","422,505,000","408,630,000","300,159,000","417,828,000","424,777,000","357,687,000","436,431,000","461,089,000","443,840,000","399,574,000","324,991,000","287,218,000","319,374,000","320,908,000","304,812,000","282,098,000","219,549,000","222,367,000","229,873,000","343,268,000","366,047,000","244,471,000","570,635,000","987,471,000","473,043,000","546,542,000","400,952,000","495,950,000","480,304,000","574,750,000","479,105,000","471,771,000","441,690,000","380,960,000","318,897,000","313,456,000","279,970,000","467,422,000","141,599,000","127,314,000","48,368,000","13,683,000","61,438,000","89,675,000","45,512,000"
NormalizedIncome,"227,334,200","-275,337,800","157,003,274.471","106,548,000","241,486,000","242,879,000","225,825,000","246,927,000","168,328,000","241,335,622.162","161,560,729.825","104,854,000","74,524,000","125,545,120","-40,380,534","16,603,000","-13,266,000","39,215,188.282","-52,892,484","-354,904,000","66,314,000","257,771,689.326","251,998,822.03","81,209,000","407,885,000","390,615,371.658","408,630,000","300,159,000","417,828,000","424,191,425.768","446,334,788.594","402,761,502.671","472,973,287.319","433,923,143.564","510,257,270.34","304,763,197.367","296,285,906.557","318,630,672.223","318,409,682.926","316,836,435.817","287,535,615.929","210,908,449.511","222,367,000","229,873,000","375,484,487.375","390,596,275.377","244,471,000","579,302,589.991","592,295,226.681","466,937,414.908","498,934,892.593","409,017,659.727","485,550,444.182","490,686,994.346","512,103,389.836","477,498,142.764","471,771,000","429,041,239.497","446,986,379.234","316,285,276.904","311,627,994.201","300,828,542.657","337,451,138.589","133,682,743.731","123,969,593.329","52,172,000","13,683,000","61,438,000","100,415,908.378","57,596,114.315"
InterestIncome,"42,717,000","5,115,000","11,785,000","13,015,000","12,736,000","10,461,000","12,458,000","10,804,000","9,609,000","9,373,000","11,843,000","11,776,000","11,059,000","13,775,000","12,219,000","14,226,000","24,212,000","15,668,000","13,077,000","2,554,000","10,978,000","7,548,000","10,106,000","7,021,000","9,944,000","9,062,000","10,955,000","9,188,000","6,870,000","6,081,000","8,757,000","9,413,000","5,706,000","9,583,000","11,093,000","5,547,000","6,513,000","7,687,000","7,387,000","13,968,000","4,352,000","7,148,000","7,659,000","10,435,000","8,163,000","4,613,000",,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"44,841,000","8,442,000","11,658,000","13,454,000","11,287,000","6,982,000","7,760,000","8,586,000","10,422,000","10,174,000","8,613,000","6,501,000","6,020,000","5,938,000","6,298,000","6,913,000","4,814,000","4,304,000","2,717,000","4,721,000","9,363,000","5,655,000","7,931,000","12,878,000","10,618,000","13,003,000","21,076,000","18,845,000","16,620,000","13,909,000","14,647,000","18,247,000","12,688,000","9,925,000","13,045,000","14,073,000","12,248,000","13,041,000","12,142,000","10,003,000","21,889,000","20,069,000","-43,931,000","46,384,000","24,435,000","40,827,000",,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-3,828,000","-3,492,000","-1,300,000","7,901,000","-6,136,000","24,394,000","-39,493,000","13,057,000","38,570,000","-1,106,000","5,936,000","-7,274,000","-15,628,000","11,311,000","-24,727,000","3,857,000","9,622,000","15,055,000","10,052,000","4,587,000","-8,103,000","2,667,000","1,322,000","-3,564,000","470,000","-4,228,000","-33,486,000","-16,872,000","-10,705,000","-9,980,000","-1,274,000","-23,988,000","-6,982,000","-342,000","9,316,000","-8,526,000","-5,735,000","-5,354,000","-26,060,000","3,965,000","-17,537,000","-12,921,000","51,590,000","-35,949,000","-16,272,000","-36,214,000",,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"136,043,000","-521,521,000","169,926,000","221,710,000","265,928,000","319,527,000","231,101,000","336,070,000","312,348,000","260,530,000","206,940,000","103,034,000","72,083,000","72,726,000","-3,648,000","23,545,000","-6,766,000","43,628,000","-400,426,000","-315,526,000","116,651,000","391,523,000","380,336,000","216,507,000","574,737,000","640,087,000","630,700,000","475,537,000","595,980,000","570,482,000","477,052,000","592,225,000","621,172,000","608,027,000","574,372,000","520,337,000","429,186,000","474,480,000","467,468,000","418,406,000","421,575,000","347,705,000","292,857,000","381,281,000","495,567,000","637,020,000","593,470,000","933,916,000","823,722,000","710,913,000","731,906,000","687,308,000","780,414,000","757,597,000","803,010,000","695,772,000","692,798,000","600,906,000","576,919,000","475,215,000","490,629,000","405,683,000","355,376,000","201,859,000","153,712,000","102,571,000","-32,068,000","109,236,000","112,454,000","98,568,000"
EBITDA,"711,206,000"
ReconciledCostOfRevenue,"4,652,620,000","1,166,101,000","1,125,165,000","1,248,691,000","1,342,819,000","1,271,799,000","1,442,005,000","1,305,232,000","1,226,557,000","1,194,486,000","971,645,000","918,338,000","865,729,000","726,379,000","554,512,000","766,574,000","814,847,000","829,493,000","913,952,000","1,096,539,000","1,324,377,000","1,346,225,000","1,559,886,000","1,510,166,000","1,590,888,000","1,432,455,000","1,589,205,000","1,507,706,000","1,714,443,000","1,557,829,000","1,672,517,000","1,658,967,000","1,694,712,000","1,529,145,000","1,722,894,000","1,548,822,000","1,523,448,000","1,434,362,000","1,277,755,000","1,252,583,000","1,183,429,000","987,043,000","1,156,550,000","1,080,161,000","1,264,899,000","1,380,415,000","1,710,525,000","1,745,064,000","1,842,911,000","1,435,990,000","1,383,200,000","1,436,511,000","1,404,558,000","1,234,296,000","910,211,000","982,487,000","1,019,036,000","923,622,000","1,070,927,000","962,929,000","1,043,774,000","865,128,000","837,531,000","641,293,000","677,655,000","620,457,000","536,357,000","508,814,000","604,122,000","558,534,000"
ReconciledDepreciation,"575,163,000","166,977,000","138,342,000","134,624,000","135,220,000","131,335,000","247,110,000","135,044,000","140,401,000","141,802,000","151,281,000","146,293,000","148,848,000","162,218,000","167,774,000","167,520,000","163,963,000","163,155,000","198,362,000","159,215,000","153,464,000","147,737,000","156,371,000","153,515,000","153,079,000","152,664,000","155,151,000","157,931,000","151,602,000","145,370,000","147,057,000","144,713,000","137,725,000","138,159,000","153,880,000","135,064,000","136,017,000","129,384,000","129,012,000","125,974,000","125,888,000","126,028,000","129,014,000","127,789,000","126,320,000","121,741,000","129,176,000","134,885,000","134,390,000","134,483,000","143,173,000","140,876,000","130,284,000","100,487,000","88,996,000","56,218,000","55,115,000","54,675,000","57,573,000","52,911,000","51,766,000","51,977,000","57,750,000","48,540,000","48,005,000","53,824,000","53,862,000","47,450,000","50,620,000","47,867,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-160,261,000","-660,068,000","151,773,000","106,548,000","241,486,000","242,879,000","225,825,000","246,927,000","168,328,000","234,983,000","160,232,000","104,854,000","74,524,000","113,585,000","-7,611,000","16,603,000","-13,266,000","18,161,000","-46,654,000","-354,904,000","66,314,000","255,082,000","246,918,000","81,209,000","407,885,000","422,505,000","408,630,000","300,159,000","417,828,000","424,777,000","357,687,000","436,431,000","461,089,000","443,840,000","399,574,000","324,991,000","287,218,000","319,374,000","320,908,000","304,812,000","282,098,000","219,549,000","222,367,000","229,873,000","363,444,000","366,047,000","244,471,000","570,635,000","593,148,000","456,256,000","512,050,000","400,952,000","495,950,000","480,304,000","527,570,000","479,105,000","471,771,000","441,690,000","380,960,000","318,897,000","313,456,000","279,970,000","467,422,000","141,599,000","127,314,000","48,368,000","13,683,000","61,438,000","89,675,000","45,512,000"
TotalUnusualItemsExcludingGoodwill,"-645,992,000","-641,217,000","-5,576,000",,,"20,963,000","-11,074,000",,,"-6,761,000","-1,625,000",,,"-15,737,000","47,769,000",,,"-29,622,000","9,094,000",,,"-4,087,000","-7,684,000",,,"46,721,000",,,,"771,000","-117,005,000","44,174,000","-15,715,000","13,081,000","-145,730,000","28,019,000","-12,408,000","1,058,000","3,542,000","-16,223,000","-7,368,000","12,740,000",,,"-15,907,000","-37,233,000",,"-12,399,000","1,146,000","-15,293,000","16,772,000","-11,748,000","15,121,000","-14,980,000","22,046,000","2,274,000",,"18,128,000","-92,186,000","3,696,000","2,602,000","-29,357,000","155,251,000","11,491,000","4,923,000","-6,340,000",,,"-12,980,000","-16,844,000"
TotalUnusualItems,"-645,992,000","-641,217,000","-5,576,000",,,"20,963,000","-11,074,000",,,"-6,761,000","-1,625,000",,,"-15,737,000","47,769,000",,,"-29,622,000","9,094,000",,,"-4,087,000","-7,684,000",,,"46,721,000",,,,"771,000","-117,005,000","44,174,000","-15,715,000","13,081,000","-145,730,000","28,019,000","-12,408,000","1,058,000","3,542,000","-16,223,000","-7,368,000","12,740,000",,,"-15,907,000","-37,233,000",,"-12,399,000","1,146,000","-15,293,000","16,772,000","-11,748,000","15,121,000","-14,980,000","22,046,000","2,274,000",,"18,128,000","-92,186,000","3,696,000","2,602,000","-29,357,000","155,251,000","11,491,000","4,923,000","-6,340,000",,,"-12,980,000","-16,844,000"
NormalizedEBITDA,"1,357,198,000","286,673,000","313,844,000","221,710,000","265,928,000","450,862,000","478,211,000","471,114,000","452,749,000","409,093,000","359,846,000","249,327,000","220,931,000","250,681,000","116,357,000","191,065,000","157,197,000","236,405,000","-211,158,000","-156,311,000","270,115,000","543,347,000","544,391,000","370,022,000","727,816,000","746,030,000","785,851,000","633,468,000","747,582,000","715,081,000","741,114,000","692,764,000","774,612,000","733,105,000","873,982,000","627,382,000","577,611,000","602,806,000","592,938,000","560,603,000","554,831,000","460,993,000","421,871,000","509,070,000","637,794,000","795,994,000","722,646,000","1,081,200,000","956,966,000","860,689,000","858,307,000","839,932,000","895,577,000","873,064,000","869,960,000","749,716,000","747,913,000","637,453,000","726,678,000","524,430,000","539,793,000","487,017,000","257,875,000","238,908,000","196,794,000","162,735,000","21,794,000","156,686,000","176,054,000","163,279,000"
TaxRateForCalcs,"0.4","0.4","0.062","0.24","0.059","0.224","0.24","0.245","0.24","0.06","0.182","0.014","0.24","0.24","0.314","0.069","0.208","0.289","0.314","0.314","0.326","0.342","0.339","0.275","0.256","0.317","0.331","0.312","0.259","0.241","0.242","0.238","0.244","0.242","0.24","0.278","0.269","0.297","0.295","0.259","0.262","0.322","0.285","0.291","0.243","0.341","0.275","0.301","0.256","0.302","0.218","0.313","0.312","0.307","0.298","0.293","0.314","0.302","0.284","0.293","0.297","0.289","0.163","0.311","0.321","0.4","0.4","0.4","0.173","0.283"
TaxEffectOfUnusualItems,"-258,396,800","-256,486,800","-345,725.529","0","0","0","0","0","0","-408,377.838","-296,270.175","0","0","-3,776,880","14,999,466","0","0","-8,567,811.718","2,855,516","0","0","-1,397,310.674","-2,603,177.97","0","0","14,831,371.658","0","0","0","185,425.768","-28,357,211.406","10,504,502.671","-3,830,712.681","3,164,143.564","-35,046,729.66","7,791,197.367","-3,340,093.443","314,672.223","1,043,682.926","-4,198,564.183","-1,930,384.071","4,099,449.511","0","0","-3,866,512.625","-12,683,724.623","0","-3,731,410.009","293,226.681","-4,611,585.092","3,656,892.593","-3,682,340.273","4,721,444.182","-4,597,005.654","6,579,389.836","667,142.764","0","5,479,239.497","-26,159,620.766","1,084,276.904","773,994.201","-8,498,457.343","25,280,138.589","3,574,743.731","1,578,593.329","-2,536,000","0","0","-2,239,091.622","-4,759,885.685"
