name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,08/31/1999,08/31/1998,08/31/1997,08/31/1996,08/31/1995,08/31/1994,08/31/1993,08/31/1992,08/31/1991,08/31/1990,08/31/1989,08/31/1988,08/31/1987,08/31/1986,08/31/1985
MarketCap,"12,313,739,527","31,269,798,913","22,202,184,093","20,494,690,920","12,086,066,355","5,171,967,150","10,372,364,678","12,847,561,771","8,760,973,088","8,928,128,633","5,925,060,333","4,720,265,006","3,053,093,126","4,655,519,300","4,772,456,876","2,600,544,581","2,958,700,619","2,101,898,225","1,432,474,195","1,070,439,569","1,423,965,322","742,589,457","959,387,565","949,309,492","909,118,080","746,297,136","591,089,520","480,420,000","572,631,000","434,282,000","369,366,375","346,151,000","413,520,000","238,442,000","522,282,250","450,521,386","406,479,323"
EnterpriseValue,"26,046,265,527","43,110,293,913","31,071,078,093","29,939,914,920","21,322,950,355","13,855,274,150","17,426,568,678","20,398,181,771","15,520,752,088","14,327,027,633","10,718,719,333","10,062,116,006","9,043,811,126","9,474,539,300","8,583,791,876","6,127,860,581","5,564,793,619","4,674,616,225","3,251,154,195","3,511,538,569","3,390,316,322","2,001,799,457","2,051,835,565","2,058,809,492","1,248,418,080","1,111,397,136","1,006,689,520","911,920,000","572,631,000","434,282,000","369,366,375","346,151,000","413,520,000","238,442,000","522,282,250","450,521,386","406,479,323"
PeRatio,"15.495","25.056","24.977","32.791","41.905","16.331","36.61","45.387","26.067","28.516","17.894","15.53","9.871","16.047","10.122","10.203","12.357","10.366","14.769","20.988","68.751","35.894","15.08","13.482","15.417","13.289","13.846","13.433","15.035","14.05","12.065","10.744","11.628","35.417","27.39","15.389","10.836"
ForwardPeRatio,"9.132","19.121","18.215","23.365","29.851","14.815","25.84","26.667","16.695","23.585","17.182",,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.77","1.287","0.697","1.337","2.055","2.284","1.353","2.501","1.568","2.255","2.456",,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.298","2.953","1.66","1.24","1.483","0.598","0.675","0.922","0.713","0.653","0.459","0.426","0.191","0.363","0.357","0.272","0.501","0.714","0.917","0.261","2.998","1.565","0.869","0.749","0.749","0.624","0.618","0.607","0.724","0.668","0.55","0.524","0.681","0.415","0.887","0.56","0.367"
PbRatio,"2.214","5.028","3.337","3.877","56.442","12.478","16.643","5.867","4.114","4.095","2.42","2.139","1.462","2.364","2.214","1.877","1.843","1.693","1.049","0.846","1.199","0.645","0.817","1.581","1.92","1.745","1.521","1.297",,,,,,,,,
EnterprisesValueRevenueRatio,"2.736","4.241","2.467","2.459","2.39","1.785","1.429","1.397","1.229","0.968","0.823","0.906","0.56","0.703","0.722","0.483","0.929","1.559","1.545","0.516","0.51","2.475","1.113","1.122","1.074","0.908","1.06","1.151","0.726","0.641","0.536","0.518","0.669","0.417","0.89","0.611","0.387"
EnterprisesValueEBITDARatio,"12.704","16.459","12.86","15.49","11.721","10.713","11.758","13.982","9.807","8.995","7.912","7.81","7.806","9.035","8.748","8.533","8.199","7.702","6.235","7.741","7.094","15.495","5.874","6.748","6.159","5.75","6.478","6.293","0.726","0.641","0.536","0.518","0.669","0.417","0.89","0.611","0.387"
