name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,10/31/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996
MarketCap,"10,893,567,581","8,445,350,000","15,487,352,000","16,080,300,000","17,619,989,942","17,596,938,824","15,211,830,000","17,863,874,769","16,174,991,888","12,702,750,347","12,795,866,263","10,711,755,779","11,583,238,000","11,245,533,000","9,805,578,406","10,250,360,000","8,850,535,000","7,966,965,000","8,776,100,000","11,398,800,000","16,386,916,000","18,320,580,000","16,663,680,000","19,023,131,000","17,071,770,000","13,156,695,000","10,266,872,000","8,152,632,000","6,699,039,646","6,762,366,660","4,195,452,000","3,329,522,979","2,291,244,530","1,941,516,709","719,912,039","426,420,000","757,532,000","652,631,000","374,256,000","145,152,000","162,508,140","176,942,670","137,095,420","165,629,970","166,224,660","222,423,729","144,483,497","114,042,177","221,255,206","961,169,853","1,557,935,564","1,860,362,581","1,833,815,403","1,752,696,895","1,593,992,698","1,637,289,518","2,142,472,449","2,221,971,717","2,029,276,495","2,235,251,898","1,676,332,731","1,728,174,001","1,621,756,836","392,258,906","373,208,882","326,414,452","192,911,787","94,854,564","67,055,965","19,680,141","17,020,663","12,632,523","17,286,610","16,488,767","13,297,393","15,292,001","26,594,786","31,993,482","30,189,027","30,264,825","30,909,502","30,707,512","28,912,428","40,147,250","37,548,500","21,786,000","18,974,000","14,968,625","37,989,400","44,569,250","37,689,750","50,229,067","53,912,000","55,850,500","30,811,902"
EnterpriseValue,"39,971,567,581","37,228,350,000","44,290,352,000","44,297,300,000","45,842,989,942","45,090,938,824","41,755,830,000","43,908,874,769","40,788,991,888","37,316,750,347","36,840,866,263","34,569,755,779","34,772,238,000","32,304,696,000","29,630,470,406","28,667,432,000","25,889,119,000","23,570,195,000","23,271,748,000","24,783,387,000","26,346,458,000","26,379,081,000","24,861,784,000","27,121,094,000","22,735,517,000","18,772,126,000","15,466,903,000","13,327,719,000","6,520,998,646","8,727,768,660","6,160,854,000","5,589,578,979","4,526,195,530","3,957,067,709","3,550,803,039","3,257,311,000","3,548,042,000","3,568,279,000","3,227,604,000","2,978,771,000","2,991,449,140","3,136,857,670","3,090,598,420","3,107,251,970","3,093,598,660","3,314,516,729","3,207,018,497","3,137,866,177","2,910,640,206","3,576,624,853","4,018,405,564","3,906,560,581","3,607,195,403","3,646,733,895","2,277,705,698","2,049,181,518","2,554,364,449","2,535,873,717","2,215,330,495","2,421,305,898","1,504,515,731","1,481,326,001","1,312,413,836","384,004,368","362,086,429","311,824,135","192,654,094","93,155,035","65,334,602","19,482,728","17,180,624","12,350,510","17,631,940","15,878,049","12,686,675","15,290,238","25,942,270","30,104,920","29,660,211","33,127,288","33,771,965","33,829,264","32,712,428","43,747,250","38,148,500","23,686,000","22,874,000","18,868,625","41,089,400","47,769,250","37,689,750","47,929,067","50,112,000","52,050,500","30,111,902"
PeRatio,"12.709","13.347",,"103.377","72.819","35.979","26.783","97.873",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.2",,,,,,,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,"16.978","12.547","18.051","15.798","26.247","20.921",,"38.168","136.986","454.546","47.619","35.461","20.619","20.04","714.286","86.957",,,,,,,,,,,,,,,,,,,,,,,,,,"26.178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.777","0.575","0.589","0.598","0.994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.139","0.889","1.725","1.847","2.164","2.123","1.95","2.383","2.304","2.224","2.819","2.98","4.618","8.427","12.124","26.111","31.433","28.337","31.44","40.527","58.011","64.801","58.539","66.06","58.874","45.336","34.953","27.478","21.527","19.118","12.822","6.735","4.841","3.945","2.039","1.209","1.938","1.879","1.056","0.495","0.797","0.633","0.689","1.531","30.247","29.492","18.896","14.82",,"744.163","2,549.502","420.394","784.815","715.005","644.723","675.828","887.152","826.012","625.598","695.184","608.248","719.174","620.007","252.73","306.113","316.7","262.871","246.912","247.516","104.921","71.2","27.94","11.063","6.813","5.494","4.193","5","6.195","4.402","5.454","5.7","10.224","11.592","78.993","277.504","217.86","160.155","116.667","312.533","366.667","318.778","352.253","397.24","471.723","287.999"
PbRatio,"55.579",,,,,,,,,,,,,,,,,,,,,,,,"147.728","73.222","35.499","21.989","13.787","13.248","8.226","10.896",,,,,,,,,,,,,,,,,,,,,"15.758","12.235","7.318","5.734","7.503","8.15","6.832","7.525","4.777","4.548","5.324","14.691","12.815","9.177","10.08","4.371","2.943","0.9","0.956","0.744","0.832","0.712","0.574","0.508","0.815","0.968","0.984","1.018","1.039","1.043","1.044","1.625","1.64","1.21","1.164","0.966","2.516","3.326","2.855","4.221","5.675","5.879","7.003"
EnterprisesValueRevenueRatio,"3.927","13.742","14.729","20.414","20.001","19.943","17.522","24.139","26.435","16.644","21.1","24.64","28.02","26.676","51.839","61.561","146.409","341.196","340.071","375.17","387.306","385.834","376.968","405.962","336.1","277.9","232.865","196.835","97.072","132.428","91.379","84.693","72.619","56.149","48.916","49.493","48.73","45.036","42.765","43.646","43.815","39.449","36.105","55.16","81.498","2,683.819","4,911.207","765.333","2,411.467","2,421.547","6,298.441","9,915.128","1,326.663","4,383.094","2,850.695","2,780.436","6,184.902","6,009.179","2,603.209","3,321.407","2,183.622","2,009.94","1,515.91","825.374","1,081.998","938.254","662.492","688.787","538.62","176.923","981.862","561.438","464.549","98.253","55.015","38.657","33.481","30.983","123.056","21.082","16.048","24.102","27.26","109.368","381.485","236.86",,"188.686","410.894","477.693","376.898",,"501.12","520.505","301.119"
EnterprisesValueEBITDARatio,"11.175","27.055","34.494","240.746","70.096","55.875","73.128","78.269","86.417","39.699","61.814","94.453","115.907","79.373","78.903","418.582","-131.725","-95.067","-112.84","-129.109","-718.494","-102.33","-213.521","-682.189","-103.56","-282.254","-178.008","-251.947","-61.698","-125.88","-94.055","-142.286","483.723","232.618","148.712","130.674","110.579","91.351","-37.41","75.898","17.834","66.503","53.012","91.608","51.839","-150.475","-76.489","-149.979","-157.912","-104.558","-93.586","-89.633","-96.705","-133.083","132.997","-145.995","-344.486","-120.509","-56.21","-242.155","-155.86","-152.196","-121.04","-73.29","-50.525","-44.469","-49.814","-32.992","-59.697","-24.231","31.083","-9.189","-11.224","-13.19","2.629","-3.62","-42.65","-172.545","213.533","40.645","23.711","55.018","81.781","-437.473","-127.162","-118.43","-45.748","-47.172","-136.965","477.693","-188.449","-47.929","-167.04","-520.505",
