name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2009,09/30/2009,06/30/2009,03/31/2009
MarketCap,"4,452,146,193","6,008,346,657","6,343,919,842","6,657,565,964","6,708,778,010","7,206,844,034","7,719,612,916","5,888,033,069","5,420,332,972","5,164,656,242","5,667,171,187","6,037,324,260","5,437,421,003","5,245,960,832","4,973,349,786","4,934,267,937","5,514,984,510","5,164,273,223","6,530,097,517","8,870,424,795","9,093,622,089","9,249,410,311","9,150,645,411","10,899,605,846","11,080,978,111","10,572,199,527","10,607,807,292","12,599,207,745","16,544,414,211","15,202,856,497","15,594,762,507","13,900,804,059","14,715,455,831","16,753,828,108","14,722,423,002","12,764,956,464","10,423,406,292"
EnterpriseValue,"6,755,146,193","8,398,346,657","8,867,919,842","9,184,565,964","8,920,778,010","9,411,844,034","9,986,612,916","8,157,033,069","8,457,332,972","8,428,656,242","8,967,171,187","9,299,324,260","8,705,421,003","8,668,960,832","8,413,349,786","8,365,267,937","8,744,984,510","7,832,273,223","9,120,097,517","11,336,513,795","11,752,764,089","11,873,077,311","11,806,264,411","13,276,818,846","12,825,172,111","12,143,167,527","12,126,827,292","13,988,246,745","18,111,411,211","16,769,853,497","17,045,340,507","15,351,382,059","16,166,033,831","17,622,131,108","15,964,810,002","14,007,343,464","11,665,793,292"
PeRatio,"9.243","12.282","12.846","14.857","5.402","5.442","6.03","4.742","14.621","22.444",,,,,"12.188","13.929","10.725","10.253","11.663","16.12","19.425","18.542","23.248","17.16","13.509","11.72","8.558","9.556","12.695","11.777","10.152","9.049","9.579","21.787","7.056","6.543","5.388"
ForwardPeRatio,,,,,,,,,,,,"55.556","51.814",,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.832","1.104","1.143","1.197","1.207","1.312","1.383","1.063","0.999","0.956","1.06","1.118","1.011","0.96","0.912","0.943","1.01","0.957","1.167","1.501","1.474","1.505","1.53","1.772","1.763","1.673","1.57","1.847","2.475","2.296","2.172","1.936","2.05","3.686","2.048","1.899","1.564"
PbRatio,"1.116","1.572","1.628","1.708","1.774","1.92","2.081","1.548","1.896","1.852","2.134","2.319","2.112","2.007","1.616","1.625","1.807","1.719","2.187","3.073","3.031","2.987","2.94","3.48","3.03","3.001","2.888","3.601","4.901","4.546","5.068","4.518","4.783","6.051","7.912","7.337","6.024"
EnterprisesValueRevenueRatio,"1.282","7.593","6.693","6.445","6.304","6.675","7.284","5.95","6.024","6.193","6.227","7.034","6.722","6.479","6.083","6.075","6.913","5.489","6.614","9.479","8.378","8.462","7.571","8.646","7.953","8.575","8.393","7.903","11.041","11.152","9.671","8.051","10.782","14.366","11.856","12.939","12.984"
EnterprisesValueEBITDARatio,"5.725","93.315","25.63","25.372","23.353","52.288","32.424","27.281","7.633","50.171","28.377","34.063","30.227","56.66","-47.803","30.755","39.392","39.161","28.68","40.926","23.432","59.645","28.441","68.77","37.806","72.304","34.266","28.47","37.29","73.577","29.503","24.776","36.563","63.875","52.845","69.559","47.257"
