name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"7,230,000,000","7,230,000,000","7,351,000,000","5,408,000,000","4,265,000,000","4,635,000,000","6,069,000,000","5,025,000,000","3,427,402,000","1,676,710,000","1,255,102,000","811,796,000","674,883,000","504,788,000","335,818,000","290,522,000","278,291,000","243,074,000","224,467,000","191,647,000","136,190,000","101,335,000","108,679,000"
	OperatingRevenue,"7,138,000,000","7,138,000,000","7,273,000,000","5,408,000,000","4,265,000,000","4,635,000,000","6,069,000,000","5,025,000,000","3,427,402,000","1,676,710,000","1,255,102,000","811,796,000","674,883,000","504,788,000","335,818,000","290,522,000","278,291,000","243,074,000","224,467,000","191,647,000","136,190,000","101,335,000","108,679,000"
CostOfRevenue,"5,187,000,000","5,187,000,000","5,457,000,000","3,971,000,000","3,193,000,000","3,803,000,000","5,217,000,000","4,238,000,000","2,920,208,000","1,331,983,000","895,370,000","473,534,000","371,855,000","244,681,000","119,010,000","102,736,000","105,028,000","96,151,000","88,972,000","71,368,000","52,475,000","36,576,000","38,301,000"
GrossProfit,"2,043,000,000","2,043,000,000","1,894,000,000","1,437,000,000","1,072,000,000","832,000,000","852,000,000","787,000,000","507,194,000","344,727,000","359,732,000","338,262,000","303,028,000","260,107,000","216,808,000","187,786,000","173,263,000","146,923,000","135,495,000","120,279,000","83,715,000","64,759,000","70,378,000"
OperatingExpense,"311,000,000","311,000,000","306,000,000","264,000,000","194,000,000","181,000,000","174,000,000","132,000,000","97,488,000","63,620,000","110,788,000","121,189,000","110,780,000","97,093,000","112,254,000","103,243,000","99,923,000","89,108,000","79,800,000","71,455,000","-24,414,000","-18,069,000","50,987,000"
	SellingGeneralAndAdministration,"296,000,000","296,000,000","279,000,000","236,000,000","195,000,000","157,000,000","156,000,000","132,000,000","97,488,000","59,984,000","44,086,000","51,367,000","38,632,000","30,643,000","26,635,000","17,973,000","16,228,000","12,786,000","11,827,000","9,834,000","7,411,000","7,238,000","9,222,000"
		GeneralAndAdministrativeExpense,"296,000,000","296,000,000","279,000,000","236,000,000","195,000,000","157,000,000","156,000,000","132,000,000","97,488,000",,,,,,,,,,,,,,
			OtherGandA,"296,000,000","296,000,000","279,000,000","236,000,000","195,000,000","157,000,000","156,000,000","132,000,000","97,488,000",,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"2,207,000","66,891,000","69,822,000","72,148,000","66,450,000","85,619,000","85,270,000","83,695,000","76,322,000","67,973,000","82,141,000","65,553,000","39,014,000","41,765,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,"2,207,000","66,891,000","69,822,000","72,148,000","66,450,000","85,619,000","85,270,000","83,695,000","76,322,000","67,973,000","82,141,000","65,553,000","39,014,000","41,765,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,"61,621,000","48,243,000",,
			Amortization,,,,,,,,,,,,,,,,,,,,"20,520,000","17,310,000",,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,"20,520,000","17,310,000",,
	OtherOperatingExpenses,"15,000,000","15,000,000","27,000,000","28,000,000","-1,000,000","24,000,000","18,000,000",,,"1,429,000","-189,000",,,,,,,,,"-20,520,000","-97,378,000","-64,321,000",
OperatingIncome,"1,732,000,000","1,732,000,000","1,588,000,000","1,173,000,000","878,000,000","651,000,000","678,000,000","655,000,000","409,706,000","281,107,000","248,944,000","217,073,000","192,248,000","163,014,000","104,554,000","84,543,000","73,340,000","57,815,000","55,695,000","48,824,000","108,129,000","82,828,000","19,391,000"
NetNonOperatingInterestIncomeExpense,"-321,000,000","-321,000,000","-286,000,000","-183,000,000","-112,000,000","-113,000,000","-94,000,000","-101,000,000",,"-82,338,000","-60,168,000","-51,894,000",,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,"5,000,000","5,000,000",,"5,787,000",,,,,,,,,,,,,
	InterestExpenseNonOperating,"321,000,000","321,000,000","286,000,000","183,000,000","112,000,000","113,000,000","99,000,000","106,000,000",,"88,125,000","60,168,000","51,894,000",,,,,,,,,,,
	TotalOtherFinanceCost,"13,000,000","13,000,000","12,000,000","12,000,000","10,000,000","10,000,000","9,000,000","9,000,000",,,,,,,,,,,,,,,
OtherIncomeExpense,"117,000,000","117,000,000","440,000,000","43,000,000","-112,000,000","76,000,000","-12,000,000","-60,000,000","6,781,000",,"-7,068,000","-6,953,000","23,488,000","-9,004,000","-1,395,000","-1,298,000","15,000","-480,000","-825,000","3,667,000","3,548,000",,
	GainOnSaleOfSecurity,"46,000,000","46,000,000","29,000,000","-60,000,000","-72,000,000","36,000,000","29,000,000","12,000,000","31,529,000",,,,,,,,,,,,,,
	EarningsFromEquityInterest,"370,000,000","370,000,000","411,000,000","116,000,000",,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-300,000,000","-300,000,000",,,,,,"-1,000,000","-24,748,000",,"-7,068,000","-6,953,000",,,"6,000,000",,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,"1,000,000","24,748,000",,,"317,000",,,"-6,000,000",,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,"7,068,000","6,636,000",,,,,,,,,,,
		WriteOff,"300,000,000","300,000,000",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,000,000","1,000,000","-274,000,000","-13,000,000","-40,000,000","40,000,000","-41,000,000","-71,000,000",,,,,,,"-7,395,000",,,,,,,,
PretaxIncome,"1,528,000,000","1,528,000,000","1,742,000,000","1,033,000,000","654,000,000","614,000,000","572,000,000","494,000,000","301,347,000","198,769,000","181,708,000","158,226,000","172,920,000","119,785,000","64,579,000","42,769,000","29,334,000","37,044,000","39,035,000","16,661,000","2,878,000","19,606,000","19,678,000"
TaxProvision,"36,000,000","36,000,000","464,000,000","142,000,000","189,000,000","199,000,000","167,000,000","143,000,000","75,339,000","38,869,000","-4,992,000","-3,852,000","11,127,000","-22,520,000","-24,306,000","-27,640,000","-31,089,000","-26,346,000","-20,501,000","-23,610,000","-49,610,000","282,000","391,000"
EarningsFromEquityInterestNetOfTax,,,,,"1,000,000","-9,000,000","-22,000,000",,"-1,056,000","5,766,000",,,,,,,,,,,,,
NetIncomeCommonStockholders,"1,361,000,000","1,361,000,000","1,153,000,000","805,000,000","394,000,000","355,000,000","383,000,000","351,000,000","224,844,000","165,666,000","186,700,000","162,078,000","161,793,000","142,305,000","88,885,000","70,409,000","60,423,000","63,390,000","59,536,000","40,271,000","52,488,000","19,324,000","19,287,000"
	NetIncome,"1,492,000,000","1,492,000,000","1,278,000,000","891,000,000","466,000,000","406,000,000","383,000,000","351,000,000","224,844,000","165,666,000","186,700,000","162,078,000","161,793,000","142,305,000","88,885,000","70,409,000","60,423,000","63,390,000","59,536,000","40,271,000","52,488,000","19,324,000","19,287,000"
		NetIncomeIncludingNoncontrollingInterests,"1,492,000,000","1,492,000,000","1,278,000,000","891,000,000","466,000,000","406,000,000","383,000,000","351,000,000","224,952,000","165,666,000","186,700,000","162,078,000","161,793,000","142,305,000","88,885,000","70,409,000","60,423,000","63,390,000","59,536,000","40,271,000","52,488,000","19,324,000","19,287,000"
			NetIncomeContinuousOperations,"1,492,000,000","1,492,000,000","1,278,000,000","891,000,000","466,000,000","406,000,000","383,000,000","351,000,000","224,952,000","165,666,000","186,700,000","162,078,000","161,793,000","142,305,000","88,885,000","70,409,000","60,423,000","63,390,000","59,536,000","40,271,000","52,488,000","19,324,000","19,287,000"
		MinorityInterests,,,,,,,,,"-108,000",,,,,,,,,,,,,,
	PreferredStockDividends,"131,000,000","131,000,000","125,000,000","86,000,000","72,000,000","51,000,000",,,,,,,,,,,,,,,,,
AverageDilutionEarnings,"0","0","4,000,000",,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,361,000,000","1,361,000,000","1,157,000,000","805,000,000","394,000,000","355,000,000","383,000,000","351,000,000","224,844,000","165,666,000","186,700,000","162,078,000","161,793,000","142,305,000","88,885,000","70,409,000","60,423,000","63,390,000","59,536,000","40,271,000","52,488,000","19,324,000","19,287,000"
