name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"9,064,963,826","17,589,047,180","13,854,417,364","20,653,799,097","18,238,207,902","13,822,412,269","13,570,689,142"
PeRatio,"7.277","10.743","7.623","17.065","19.364","17.577","16.978"
ForwardPeRatio,"13.28","10.215","7.71","14.815","15.898","13.812","15.06"
PsRatio,"1.559","3.132","2.588","4.106","3.968","3.236","3.064"
PbRatio,"0.445","0.849","0.702","1.037","0.915","0.714","0.7"
