name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
OperatingIncome,"-9,865,000","-6,394,000","24,841,000","13,023,000","31,851,000","35,335,000","32,505,000","29,371,000","20,489,026","-6,761,680","-5,139,639","-79,174","5,225,337","20,374,002","-6,856,224","1,550,654","30,875,534","7,580,699","361,011","772,256","77,918"
NetNonOperatingInterestIncomeExpense,"7,092,000","8,464,000","3,263,000","2,738,000","-354,000","26,000","-194,000","86,000","82,842","1,287,192","25,819","170,547",,,,,,,,,
	TotalOtherFinanceCost,"-7,092,000","-8,464,000","-3,263,000","-2,738,000","354,000","-26,000","194,000","-86,000","-82,842","-1,287,192","-25,819","-170,547",,,,,,,,,
OtherIncomeExpense,,,,,,,,"-1,423,000","2,039,494","-4,154,253",,,,,"-17,650,481","-59,772","2,309","-254,476",,"4,260",
	SpecialIncomeCharges,,,,,,,"0","-1,423,000","2,039,494","-4,154,253",,,,,"-17,650,481","-59,772","2,309","-254,476",,"4,260",
		ImpairmentOfCapitalAssets,,,,,,,,"27,000","160,506","4,154,253",,,,,,,,,,,
		WriteOff,,,,,,,,"0","0","2,800,396",,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,"1,450,000","-2,200,000","3,770,063",,,,,,,,,,,
PretaxIncome,"-2,773,000","2,070,000","28,104,000","15,761,000","31,497,000","35,361,000","32,311,000","28,034,000","22,611,362","-9,628,741","-5,113,820","91,373","6,943,304","22,523,240","-4,983,579","2,715,718","31,315,808","7,367,291","380,746","620,025",
TaxProvision,"-1,310,000","1,188,000","-1,101,000","10,554,000","14,200,000","15,428,000","12,393,000","9,790,000","7,873,620","-2,588,875","-729,385","92,479","3,306,263","7,499,764","-895,900","1,652,861","12,191,000","2,913,601","171,843","104,996",
NetIncomeCommonStockholders,"-1,463,000","882,000","29,205,000","5,207,000","17,297,000","19,933,000","19,918,000","18,244,000","14,737,742","-7,039,866","-4,384,435","-1,106","3,637,041","15,026,476","-4,087,679","1,062,857","19,124,808","4,453,690","208,903","515,029","-473,247"
	NetIncome,"-1,463,000","882,000","29,205,000","5,207,000","17,297,000","19,933,000","19,918,000","18,244,000","14,737,742","-7,039,866","-4,384,435","-1,106","3,637,041","15,026,476","-4,087,679","1,062,857","19,124,808","4,453,690","208,903","515,029","-473,247"
		NetIncomeIncludingNoncontrollingInterests,"-1,463,000","882,000","29,205,000","5,207,000","17,297,000","19,933,000","19,918,000","18,244,000","14,737,742","-7,039,866","-4,384,435","-1,106","3,637,041","15,026,476","-4,087,679","1,062,857","19,124,808","4,453,690","208,903","515,029","-473,247"
			NetIncomeContinuousOperations,"-1,463,000","882,000","29,205,000","5,207,000","17,297,000","19,933,000","19,918,000","18,244,000","14,737,742","-7,039,866","-4,384,435","-1,106","3,637,041","15,026,476","-4,087,679","1,062,857","19,124,808","4,453,690","208,903","515,029","-473,247"
DilutedNIAvailtoComStockholders,"-1,463,000","882,000","29,205,000","5,207,000","17,297,000","19,933,000","19,918,000","18,244,000","14,737,742","-7,039,866","-4,384,435","-1,106","3,637,041","15,026,476","-4,087,679","1,062,857","19,124,808","4,453,690","208,903","515,029","-473,247"
BasicEPS,,"0.01","0.52","0.1","0.33","0.37","0.38","0.38","0.27","-0.12","-0.07","0","0.06","0.24","-0.07","0.02","0.33","0.118","0.006","0.018","-0.016"
DilutedEPS,,"0.01","0.5","0.1","0.32","0.36","0.37","0.37","0.27","-0.12","-0.07","0","0.06","0.23","-0.07","0.02","0.31","0.095","0.006","0.014","-0.016"
BasicAverageShares,,"59,190,000","56,392,000","52,726,000","52,667,000","53,548,000","52,948,000","51,880,000","53,827,204","59,435,624","62,524,446","61,920,094","62,371,004","62,621,174","61,984,240","61,303,939","57,232,329","37,889,640","33,561,204","27,640,632","29,825,536"
DilutedAverageShares,,"60,018,000","57,922,000","53,898,000","53,536,000","54,638,000","54,500,000","54,152,000","54,722,785","59,435,624","62,524,446","63,272,168","64,070,869","65,685,667","61,984,240","63,556,246","62,319,590","46,598,312","34,915,404","36,351,960","29,825,536"
TotalOperatingIncomeAsReported,"-9,865,000","-6,394,000","24,841,000","13,023,000","31,851,000","35,335,000","32,505,000","27,948,000","22,528,520","-10,915,933","-5,139,639","-79,174","5,225,337","20,374,002","-6,856,224","1,550,654","30,875,534","7,580,699","361,011","772,256","-46,885"
TotalExpenses,"572,077,000","537,254,000","395,227,000","330,775,000","236,394,000","162,557,000","132,020,000","108,460,000","94,263,722","96,789,586","92,069,658","104,330,734","87,620,153","80,353,189","74,574,075","46,143,527","36,764,345","16,874,807","9,481,766","6,081,016","3,334,702"
NetIncomeFromContinuingAndDiscontinuedOperation,"-1,463,000","882,000","29,205,000","5,207,000","17,297,000","19,933,000","19,918,000","18,244,000","14,737,742","-7,039,866","-4,384,435","-1,106","3,637,041","15,026,476","-4,087,679","1,062,857","19,124,808","4,453,690","208,903","515,029","-473,247"
NormalizedIncome,"-1,463,000","882,000","29,205,000","5,207,000","17,297,000","19,933,000","19,918,000","19,170,373","13,407,991.912","-4,002,565.023","-4,384,435","-1,106","3,637,041","15,026,476","10,389,767.936","1,098,720.2","19,123,397.876","4,607,526.358","208,903","511,490.395","-473,247"
NetInterestIncome,"7,092,000","8,464,000","3,263,000","2,738,000","-354,000","26,000","-194,000","86,000","82,842","1,287,192","25,819","170,547",,,,,,,,,
EBIT,"-9,865,000","-6,394,000","24,841,000","13,023,000","31,851,000","35,335,000","32,505,000","29,371,000","20,489,026","-6,761,680","-5,139,639","-79,174","5,225,337","20,374,002","-6,856,224","1,550,654","30,875,534","7,580,699","361,011","772,256","77,918"
EBITDA,"1,577,000"
ReconciledCostOfRevenue,"235,235,000","217,952,000","156,921,000","136,710,000","97,709,000","67,815,000","59,906,000","48,087,000","47,038,173","45,498,669","41,563,144","40,849,151","35,841,263","43,117,423","24,538,790","17,511,237","22,455,496","9,402,616","4,306,551","2,914,430","1,713,586"
ReconciledDepreciation,"11,442,000","11,361,000","10,615,000","8,041,000","3,658,000","3,291,000","4,317,000","5,131,000","6,519,250","8,096,543","7,286,915","3,634,412","2,637,773","2,521,237","2,096,595","1,712,738","551,793","393,568","255,502","196,499","124,803"
NetIncomeFromContinuingOperationNetMinorityInterest,"-1,463,000","882,000","29,205,000","5,207,000","17,297,000","19,933,000","19,918,000","18,244,000","14,737,742","-7,039,866","-4,384,435","-1,106","3,637,041","15,026,476","-4,087,679","1,062,857","19,124,808","4,453,690","208,903","515,029","-473,247"
TotalUnusualItemsExcludingGoodwill,,,,,,,"0","-1,423,000","2,039,494","-4,154,253",,,,,"-17,650,481","-59,772","2,309","-254,476",,"4,260",
TotalUnusualItems,,,,,,,"0","-1,423,000","2,039,494","-4,154,253",,,,,"-17,650,481","-59,772","2,309","-254,476",,"4,260",
NormalizedEBITDA,"1,577,000","4,967,000","35,456,000","21,064,000","35,509,000","38,626,000","36,822,000","35,925,000","24,968,782","5,489,116","2,147,276","3,555,238","7,863,110","22,895,239","12,890,852","3,323,164","31,425,018","8,228,743","616,513","964,495","202,721"
TaxRateForCalcs,"0.27","0.27","0.27","0.4","0.4","0.4","0.384","0.349","0.348","0.269","0.143","0.35","0.35","0.333","0.18","0.4","0.389","0.395","0.4","0.169","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","-496,627","709,743.912","-1,116,952.023","0","0","0","0","-3,173,034.064","-23,908.8","898.876","-100,639.642","0","721.395","0"
