name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"6,997,000,000","6,961,000,000","7,190,000,000","6,544,000,000","6,353,000,000","5,819,000,000","5,643,000,000","5,506,000,000","5,386,000,000","5,334,000,000","4,219,000,000","4,168,000,000","4,125,000,000","4,109,000,000","2,880,500,000","2,772,700,000","2,682,100,000","1,523,500,000","1,471,000,000","1,469,100,000","1,454,000,000","539,500,000","350,500,000","342,700,000","332,400,000","584,200,000","578,600,000","145,000,000","144,600,000","144,900,000"
	CurrentAssets,"214,000,000","414,000,000","774,000,000","240,000,000","116,000,000","129,000,000","239,000,000","263,000,000","283,000,000","292,000,000","87,000,000","94,000,000","88,000,000","100,000,000","70,100,000","83,600,000","64,900,000","77,400,000","105,300,000","133,500,000","170,100,000","36,200,000","67,000,000","58,300,000","48,800,000","439,400,000","434,600,000","1,000,000","500,000","500,000"
		CashCashEquivalentsAndShortTermInvestments,"92,000,000","286,000,000","655,000,000","130,000,000","2,000,000","1,000,000","100,000,000","151,000,000","167,000,000","185,000,000","2,000,000","1,000,000","1,000,000","2,000,000","19,000,000","35,700,000","20,100,000","48,000,000","72,900,000","104,300,000","137,600,000","8,300,000","43,000,000","34,500,000","21,100,000","425,100,000","421,600,000","0","0","0"
			CashAndCashEquivalents,"92,000,000","286,000,000","655,000,000","130,000,000","2,000,000","1,000,000","100,000,000","151,000,000","167,000,000","185,000,000","2,000,000","1,000,000","1,000,000","2,000,000","19,000,000","35,700,000","20,100,000","48,000,000","72,900,000","104,300,000","137,600,000","8,300,000","43,000,000","34,500,000","21,100,000","425,100,000","421,600,000","0","0","0"
		Receivables,"95,000,000","105,000,000","101,000,000","88,000,000","90,000,000","95,000,000","117,000,000","89,000,000","91,000,000","86,000,000","70,000,000","76,000,000","72,000,000","83,000,000","41,400,000","39,000,000","38,000,000","24,700,000","27,100,000","24,000,000","27,500,000","23,000,000","19,100,000","19,300,000","24,700,000","11,400,000","9,400,000","200,000","100,000","200,000"
			AccountsReceivable,"95,000,000","105,000,000","101,000,000","88,000,000","90,000,000","95,000,000","117,000,000","89,000,000","91,000,000","86,000,000","70,000,000","76,000,000","72,000,000","83,000,000","41,400,000","39,000,000","38,000,000","24,700,000","27,100,000","24,000,000","27,500,000","23,000,000","19,100,000","19,300,000","24,700,000","11,400,000","9,400,000","200,000","100,000","200,000"
		Inventory,"13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","12,000,000","13,000,000","13,000,000","12,000,000","12,000,000","12,000,000","12,000,000","11,000,000","5,500,000","5,500,000","5,200,000","2,500,000","2,500,000","2,500,000","2,300,000","2,200,000","2,000,000","2,000,000","2,000,000","600,000","600,000","400,000",,"300,000"
			RawMaterials,"13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","12,000,000","13,000,000","13,000,000","12,000,000","12,000,000","12,000,000","12,000,000","11,000,000","5,500,000","5,500,000","5,200,000","2,500,000","2,500,000","2,500,000","2,300,000","2,200,000","2,000,000","2,000,000","2,000,000","600,000","600,000","400,000",,"300,000"
		PrepaidAssets,"14,000,000","10,000,000","5,000,000","9,000,000","11,000,000","20,000,000","10,000,000","10,000,000","12,000,000","9,000,000","3,000,000","5,000,000","3,000,000","4,000,000","3,800,000",,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,"400,000","3,400,000","1,600,000","2,200,000","2,800,000","2,700,000","2,700,000","2,700,000","2,900,000","2,500,000","1,000,000","2,300,000","3,000,000","400,000","400,000",
