name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalRevenue,"13,121,119,000","13,130,000,000","14,086,932,894.798","13,143,126,272.912","12,110,442,891.343","13,071,519,233.62","14,256,090,077.762","15,019,294,082.969","15,348,710,398.604","13,639,053,891.958","14,455,545,103.636","15,117,777,438.092","17,679,630,706.601","21,673,000,000","18,249,000,000","15,340,000,000","8,147,855,000","7,172,683,000","6,538,078,000","6,932,769,000","5,623,737,000","4,853,471,000","4,315,200,000","3,792,258,372.612","3,588,339,663.385"
	OperatingRevenue,"13,121,119,000","13,130,000,000","14,086,932,894.798","13,143,126,272.912","12,110,442,891.343","13,071,519,233.62","14,256,090,077.762","15,019,294,082.969","15,348,710,398.604","13,639,053,891.958","14,455,545,103.636","15,117,777,438.092","17,679,630,706.601","21,673,000,000","18,249,000,000","15,340,000,000","8,147,855,000","7,172,683,000","6,538,078,000","6,932,769,000","5,623,737,000","4,853,471,000","4,315,200,000","3,792,258,372.612","3,588,339,663.385"
CostOfRevenue,"8,822,128,000","8,825,000,000","9,309,623,005.172","8,632,077,393.075","7,813,489,458.645","8,707,069,467.092","9,689,414,179.591","10,345,497,266.895","10,805,309,527.704","9,780,496,038.729","10,404,732,557.008","10,675,022,928.768","12,083,018,319.279","14,441,000,000","11,649,000,000","9,283,000,000","4,585,498,000","4,134,827,000","3,652,698,000","3,899,565,000","2,653,241,000","2,268,264,000","2,102,100,000","2,323,865,045.894","2,175,850,238.171"
GrossProfit,"4,298,991,000","4,305,000,000","4,777,309,889.627","4,511,048,879.837","4,296,953,432.698","4,364,449,766.528","4,566,675,898.171","4,673,796,816.073","4,543,400,870.9","3,858,557,853.228","4,050,812,546.628","4,442,754,509.324","5,596,612,387.322","7,232,000,000","6,600,000,000","6,057,000,000","3,562,357,000","3,037,856,000","2,885,380,000","3,033,204,000","2,970,496,000","2,585,207,000","2,213,100,000","1,468,393,326.718","1,412,489,425.214"
OperatingExpense,"2,986,481,000","2,972,000,000","3,088,231,403.142","2,852,647,657.841","2,594,891,497.413","2,815,499,462.645","3,060,922,498.805","3,176,634,316.678","3,203,555,264.736","2,992,034,362.138","3,171,526,809.173","3,232,115,560.991","3,569,569,642.338","4,261,000,000","3,655,000,000","3,567,000,000","1,711,021,000","1,580,957,000","1,575,983,000","1,377,613,000","1,315,807,000","1,141,123,000","1,035,300,000","572,287,893.823","557,109,812.639"
	SellingGeneralAndAdministration,"3,048,231,403.142","2,972,000,000","3,088,231,403.142","2,852,647,657.841","2,594,891,497.413","2,815,499,462.645","3,060,922,498.805","3,176,634,316.678","3,203,555,264.736","2,992,034,362.138","3,171,526,809.173","3,232,115,560.991","3,569,569,642.338","4,261,000,000","3,670,000,000","3,568,000,000","1,711,021,000","1,580,957,000","1,575,983,000","1,377,613,000","826,572,000","705,262,000","642,400,000","572,287,893.823","557,109,812.639"
		GeneralAndAdministrativeExpense,"1,110,095,074.013","1,112,000,000","1,139,095,074.013","1,073,370,672.098","1,007,944,628.929","1,600,890,805.663","1,714,819,822.755","1,853,183,811.547","1,834,108,418.437",,"2,097,943,494.761","2,186,716,600.428",,,,,,,,,,,,"387,683,329.199","377,100,285.805"
			OtherGandA,"1,110,095,074.013","1,112,000,000","1,139,095,074.013","1,073,370,672.098","1,007,944,628.929","1,600,890,805.663","1,714,819,822.755","1,853,183,811.547","1,834,108,418.437",,"2,097,943,494.761","2,186,716,600.428",,,,,,,,,,,,"387,683,329.199","377,100,285.805"
		SellingAndMarketingExpense,"1,938,136,329.129","1,860,000,000","1,949,136,329.129","1,779,276,985.743","1,586,946,868.484","1,214,608,656.982","1,346,102,676.05","1,323,450,505.131","1,369,446,846.299",,"1,073,583,314.412","1,045,398,960.563",,,,,,,,,,,,"184,604,564.624","180,009,526.834"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"489,235,000","435,861,000","392,900,000",,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"489,235,000","435,861,000","392,900,000",,
	OtherOperatingExpenses,,,,,,,,,,,,,,,"-15,000,000","-1,000,000",,,,,,,,,
OperatingIncome,"1,312,510,000","1,333,000,000","1,689,078,486.485","1,658,401,221.996","1,702,061,935.285","1,548,950,303.884","1,505,753,399.366","1,497,162,499.396","1,339,845,606.163","866,523,491.09","879,285,737.455","1,210,638,948.334","2,027,042,744.984","2,971,000,000","2,945,000,000","2,490,000,000","1,851,336,000","1,456,899,000","1,309,397,000","1,655,591,000","1,654,689,000","1,444,084,000","1,177,800,000","896,105,432.895","855,379,612.575"
NetNonOperatingInterestIncomeExpense,"-729,588,000","-749,000,000","-678,256,905.195","-1,017,515,274.949","-1,065,864,159.395","-1,178,997,276.164","-1,497,064,924.627","-1,563,100,901.107","-1,454,978,850.693","-1,159,147,554.643","-1,286,369,976.321","-1,003,362,885.968","-701,075,894.155",,,,,,,,,,,,
	InterestIncomeNonOperating,"21,676,000","21,000,000","18,063,105.877","17,209,775.967","20,127,036.837","18,645,308.331","21,992,701.681","32,547,010.856","48,296,760.222","35,123,506.892","35,599,597.781","29,425,252.216","42,090,724.048",,,,,,,,,,,,
	InterestExpenseNonOperating,"692,264,000","711,000,000","640,960,407.707","982,739,307.536","1,036,180,400.031","1,145,296,749.926","1,459,663,756.028","1,530,400,366.614","1,428,259,836.57","1,194,271,061.534","1,321,969,574.102","1,032,788,138.184","743,166,618.203",,,,,,,,,,,,
	TotalOtherFinanceCost,"58,359,603.365","59,000,000","55,359,603.365","51,985,743.381","49,810,796.2","52,345,834.569","59,393,870.281","65,247,545.349","75,015,774.345",,,,,,,,,,,,,,,,
OtherIncomeExpense,"-314,582,000","-331,000,000","-221,591,059.424","54,582,484.725","197,795,196.54","-170,645,104.506","-121,163,495.373","-195,128,541.502","-283,860,313.306","-609,525,724.916","-564,403,645.918","-561,984,102.721","-2,869,947,659.203","664,000,000","492,000,000","541,000,000","8,714,000","-342,861,000","-410,002,000","215,910,000","31,383,000","108,436,000","196,500,000","-137,678,119.573","-181,861,543.347"
	GainOnSaleOfSecurity,"-20,588,000","-33,000,000","52,561,094.003","6,873,727.088","244,034,288.362","-37,927,568.189","206,758,547.287","163,656,196.099","102,825,360.473",,"-2,432,774.336","-182,895,139.101",,,,,,,,,,,,,
	EarningsFromEquityInterest,"52,705,000","49,000,000","33,225,938.417","29,938,900.204","33,207,197.467","42,733,656.982","20,159,976.541","17,578,456.335","56,709,744.261","-23,990,288.961","-42,492,458.4","11,770,100.887","79,819,715.033","136,000,000","122,000,000","87,000,000","40,055,000","34,809,000","30,680,000","20,551,000",,,,,
	SpecialIncomeCharges,"-349,378,091.844","-347,000,000","-307,378,091.844","17,769,857.434","-79,446,289.289","-175,451,193.3","-348,082,019.202","-376,363,193.936","-443,395,418.04","-585,535,435.955","-519,478,413.182","-390,859,064.506","-2,949,767,374.237","528,000,000","370,000,000","454,000,000","-31,341,000","-377,670,000","-440,682,000","195,359,000","31,383,000","108,436,000","196,500,000","-137,678,119.573","-181,861,543.347"
		RestructuringAndMergernAcquisition,"86,318,907.95","48,000,000","70,318,907.95","42,922,606.925","37,551,162.252","48,929,458.197","37,061,775.055","73,921,630.789","239,847,943.103",,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"55,447,802.203","64,000,000","60,447,802.203","149,490,835.031","121,437,948.876","88,420,452.861","262,486,967.288","122,128,052.53","129,388,578.595",,,,,,,,,,,,,,,,
		WriteOff,,"64,000,000","60,447,802.203","149,490,835.031","121,437,948.876","88,420,452.861","262,486,967.288","122,128,052.53","129,388,578.595",,,,,,,,,,,,,,,,
		OtherSpecialCharges,"13,890,782.83","5,000,000","13,890,782.83","6,466,395.112","4,488,763.611","3,474,281.055","1,221,816.76","1,919,045.451","7,789,800.036",,"519,478,413.182","390,859,064.506",,,,,,,,,,,,,
		GainOnSaleOfBusiness,"-2,379,925.631","0","-10,379,925.631","212,016,293.279",,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"-191,340,673.23","-230,000,000","-152,340,673.23","4,633,401.222","84,031,585.451","-34,627,001.186","-47,311,460.098","-178,394,465.166","-66,369,096.305",,,,,,,,,,,,,,,,
PretaxIncome,"268,340,000","253,000,000","789,230,521.866","695,468,431.772","833,992,972.43","199,307,923.214","-112,475,020.635","-261,066,943.214","-398,993,557.835","-902,149,788.469","-971,487,884.784","-354,708,040.355","-1,543,980,808.375","2,907,000,000","2,867,000,000","2,417,000,000","1,490,379,000","719,212,000","574,664,000","1,346,458,000","1,157,862,000","1,046,442,000","849,400,000","917,284,172.662","1,237,715,846.3"
TaxProvision,"150,095,000","162,000,000","227,289,842.123","26,476,578.411","149,432,388.601","131,791,061.37","273,076,045.875","476,690,890.138","474,944,108.185","876,794,782.471","365,645,982.679","-807,551,207.582","-1,712,852,573.423","439,000,000","486,000,000","336,000,000","183,413,000","89,712,000","54,794,000","167,043,000","158,026,000","68,744,000","46,200,000","66,447,531.63","105,828,262.941"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,"11,308,000",,,,,,,,,,,,,
NetIncomeCommonStockholders,"146,333,000","143,000,000","535,685,573.735","779,633,401.222","683,064,329.292","77,881,800.326","-449,289,174.16","-817,743,647.768","-910,238,134.187","-1,780,452,942.402","-1,339,323,364.365","107,688,780.19","165,600,465.252","2,391,000,000","2,378,000,000","2,114,000,000","1,306,966,000","629,500,000","519,870,000","1,179,415,000","999,836,000","977,698,000","803,200,000","761,592,532.87","1,041,823,436.011"
	NetIncome,"146,333,000","143,000,000","532,581,772.444","775,000,000","677,320,642.521","69,543,525.793","-460,421,282.419","-831,637,536.836","-925,506,142.257","-1,780,452,942.402","-1,339,323,364.365","107,688,780.19","165,600,465.252","2,391,000,000","2,378,000,000","2,114,000,000","1,306,966,000","629,500,000","519,870,000","1,179,415,000","999,836,000","977,698,000","803,200,000","761,592,532.87","1,041,823,436.011"
