name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalAssets,"22,367,000,000","21,254,000,000","20,135,000,000","19,221,000,000","19,637,000,000","16,640,000,000","17,060,000,000","14,727,000,000","14,110,000,000","13,675,900,000","15,531,400,000","15,469,800,000","13,365,000,000","11,415,900,000","10,891,100,000","10,499,800,000","9,957,100,000","9,660,800,000","9,853,000,000","8,808,200,000","8,764,600,000","8,364,100,000","7,842,300,000"
	CurrentAssets,"1,210,000,000","1,117,000,000","1,274,000,000","1,009,000,000","1,537,000,000","1,277,000,000","2,029,000,000","1,329,000,000","856,000,000","1,203,800,000","1,427,400,000","1,123,000,000","1,167,700,000","1,004,900,000","893,900,000","992,000,000","724,200,000","909,300,000","1,215,500,000","829,400,000","793,400,000","753,200,000","1,220,700,000"
		CashCashEquivalentsAndShortTermInvestments,"133,000,000","61,000,000","338,000,000","164,000,000","650,000,000","226,000,000","476,000,000","333,000,000","47,000,000","360,600,000","679,100,000","117,600,000","378,100,000","124,300,000","121,800,000","352,483,748.5","135,127,998","285,983,295","558,457,573.5",,,,
			CashAndCashEquivalents,"133,000,000","61,000,000","338,000,000","164,000,000","650,000,000","226,000,000","476,000,000","333,000,000","47,000,000","360,600,000","679,100,000","117,600,000","378,100,000","124,300,000","121,800,000","352,483,748.5","135,127,998","285,983,295","558,457,573.5",,,,
				CashFinancial,,,,,,,"109,000,000","24,000,000",,,"35,800,000",,,,,,,,,,,,
				CashEquivalents,,,,,,,"367,000,000","309,000,000",,,"643,300,000",,,,,,,,,,,,
		Receivables,"805,000,000","815,000,000","687,000,000","591,000,000","645,000,000","702,000,000","580,000,000","546,000,000","518,000,000","459,000,000","569,100,000","713,100,000","542,800,000","615,700,000","524,000,000","434,700,000","395,700,000","443,000,000","464,100,000","495,300,000","503,800,000","458,700,000","402,000,000"
			AccountsReceivable,"805,000,000","815,000,000","687,000,000","591,000,000","645,000,000","702,000,000","580,000,000","546,000,000","518,000,000","459,000,000","441,000,000","713,100,000","542,800,000","615,700,000","524,000,000","434,700,000","395,700,000","443,000,000","464,100,000","495,300,000","503,800,000","458,700,000","402,000,000"
				GrossAccountsReceivable,"847,000,000","845,000,000","712,000,000","623,000,000","676,000,000","724,000,000","600,000,000","565,000,000","552,000,000","489,100,000",,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-42,000,000","-30,000,000","-25,000,000","-32,000,000","-31,000,000","-22,000,000","-20,000,000","-19,000,000","-34,000,000","-30,100,000",,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,"128,100,000",,,,,,,,,,,,
		Inventory,"182,000,000","173,000,000","152,000,000","184,000,000","188,000,000","177,000,000","165,000,000","136,000,000","138,000,000","114,100,000","132,700,000","215,800,000","179,500,000","158,600,000","140,100,000","134,100,000","106,400,000","108,900,000","102,300,000","131,000,000","176,100,000","194,600,000","173,000,000"
		RestrictedCash,,,,,,"0","411,000,000",,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,"56,000,000","344,000,000","254,000,000","101,000,000","222,300,000","128,100,000","76,500,000","67,300,000","106,300,000","108,000,000","70,200,000","87,400,000","72,500,000","92,200,000","82,800,000","58,800,000","50,400,000","75,400,000"
			CurrentDeferredTaxesAssets,,,,,,"56,000,000","344,000,000","254,000,000","101,000,000","222,300,000","128,100,000","76,500,000","67,300,000","106,300,000","108,000,000","70,200,000","87,400,000","72,500,000","92,200,000","82,800,000","58,800,000","50,400,000","75,400,000"
		OtherCurrentAssets,"90,000,000","68,000,000","97,000,000","70,000,000","54,000,000","116,000,000","53,000,000","60,000,000","52,000,000","47,800,000","46,500,000",,,,,"516,251.5","-427,998","-1,083,295","-1,557,573.5","120,300,000","54,700,000","49,500,000","570,300,000"
	TotalNonCurrentAssets,"21,157,000,000","20,137,000,000","18,861,000,000","18,212,000,000","18,100,000,000","15,363,000,000","15,031,000,000","13,398,000,000","13,254,000,000","12,472,100,000","14,104,000,000","14,346,800,000","12,197,300,000","10,411,000,000","9,997,200,000","9,507,800,000","9,232,900,000","8,751,500,000","8,637,500,000","7,978,800,000","7,971,200,000","7,610,900,000","6,621,600,000"
		NetPPE,"19,514,000,000","18,418,000,000","17,016,000,000","16,689,000,000","16,273,000,000","14,438,000,000","13,327,000,000","13,013,000,000","12,752,000,000","11,996,800,000","11,967,800,000","12,576,900,000","9,293,100,000","9,122,900,000","8,790,900,000","8,393,500,000","8,220,000,000","8,149,300,000","7,935,500,000","7,389,300,000","7,471,600,000","7,035,400,000","6,176,300,000"
			GrossPPE,"27,613,000,000","26,382,000,000","24,429,000,000","23,814,000,000","23,225,000,000","20,943,000,000","19,511,000,000","19,281,000,000","18,722,000,000","17,620,100,000","17,296,500,000","18,086,700,000","14,365,151,523.15","14,128,389,140.9","13,293,636,972.2","12,869,547,571.85","12,534,148,195.5","12,336,872,700.4","12,012,065,491.7","7,389,300,000","7,471,600,000","7,035,400,000","6,176,300,000"
				Properties,"26,422,000,000","25,601,000,000","23,710,000,000","23,152,000,000","22,583,000,000","20,372,000,000","18,976,000,000","18,805,000,000",,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,"7,655,892,142.15","7,412,149,578","7,343,033,624.4","7,025,084,836.5",,,,
				BuildingsAndImprovements,"833,000,000","781,000,000","719,000,000","662,000,000","642,000,000","571,000,000","535,000,000","476,000,000","453,000,000","440,400,000","357,300,000","366,500,000","339,964,797","344,427,271.2",,"319,232,689.7","315,899,558.25","349,424,903.4","341,250,628.8",,,,
				MachineryFurnitureEquipment,,,,,,,,,"16,833,000,000","15,824,900,000","15,765,800,000","15,692,300,000","13,967,196,979.05",,,,,,,,,,
				OtherProperties,"358,000,000",,,,,,,,"1,436,000,000","1,354,800,000","16,939,200,000","2,027,900,000","57,989,747.1","13,783,961,869.7",,"4,894,422,740","4,806,099,059.25","4,644,414,172.6","4,645,730,026.4",,,,
			AccumulatedDepreciation,"-8,099,000,000","-7,964,000,000","-7,413,000,000","-7,125,000,000","-6,952,000,000","-6,505,000,000","-6,184,000,000","-6,268,000,000","-5,970,000,000","-5,623,300,000","-5,328,700,000","-5,509,800,000","-5,072,051,523.15","-5,005,489,140.9","-4,502,736,972.2","-4,476,047,571.85","-4,314,148,195.5","-4,187,572,700.4","-4,076,565,491.7",,,,
		GoodwillAndOtherIntangibleAssets,"206,000,000","202,000,000","187,000,000","202,000,000","211,000,000","176,000,000","162,000,000","161,000,000","192,000,000","189,800,000","202,300,000","237,200,000",,,,,,,,,,,
			Goodwill,"194,000,000","194,000,000","178,000,000","191,000,000","198,000,000","164,000,000","150,000,000","146,000,000",,,"154,900,000",,,,,,,,,,,,
			OtherIntangibleAssets,"12,000,000","8,000,000","9,000,000","11,000,000","13,000,000","12,000,000","12,000,000","15,000,000",,,"47,400,000",,,,,,,,,,,,
