name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
TotalAssets,"2,551,000,000","1,725,200,000","2,359,400,000","2,254,400,000","2,277,444,000","2,360,274,000","1,352,261,000","1,114,337,000","948,022,000","1,017,719,000","725,402,000","637,667,000","624,816,000","546,328,000","514,542,000","641,958,000","505,506,000","469,212,000","470,715,000","470,004,000","398,000,000","114,700,000","85,800,000","80,700,000","77,500,000","70,200,000","56,800,000"
	CurrentAssets,"221,200,000","241,500,000","256,100,000","246,000,000","222,829,000","241,727,000","160,715,000","147,064,000","144,462,000","169,995,000","104,625,000","100,462,000","103,282,000","128,541,000","83,334,000","93,441,000","62,633,000","60,491,000","59,722,000","55,280,000","56,100,000","19,400,000","16,900,000","14,100,000","8,500,000","5,500,000","15,500,000"
		CashCashEquivalentsAndShortTermInvestments,"96,200,000","133,300,000","51,700,000","48,700,000","74,528,000","67,936,000","44,708,000","37,177,000","27,325,000","26,901,000","13,643,000","12,658,000","15,345,000","20,751,000","22,737,000","27,712,000","16,440,000","14,662,000","15,732,000","10,807,000","29,100,000","6,400,000","9,300,000","8,200,000","5,900,000","2,500,000","11,100,000"
			CashAndCashEquivalents,"96,200,000","133,300,000","51,700,000","48,700,000","74,528,000","67,936,000","44,708,000","37,177,000","27,325,000","26,901,000","13,643,000","12,658,000","15,345,000","20,751,000","22,737,000","27,712,000","16,440,000","14,662,000","15,732,000","10,807,000","29,100,000","6,400,000","9,300,000","8,200,000","5,900,000","2,500,000","11,100,000"
		Receivables,"51,800,000","45,800,000","85,200,000","102,600,000","68,752,000","105,345,000","58,970,000","50,067,000","53,452,000","44,981,000","33,446,000","57,804,000","59,749,000","54,533,000","42,823,000","50,523,000","36,693,000","34,435,000","28,472,000","32,535,000","24,300,000","12,000,000","7,100,000","5,200,000","2,100,000","2,300,000","3,700,000"
			AccountsReceivable,"12,300,000","6,000,000","5,500,000","31,600,000","33,016,000","46,985,000","16,129,000","19,294,000","49,773,000","33,307,000","33,446,000","40,909,000","46,335,000","42,316,000","42,823,000","50,523,000","36,693,000","34,435,000","28,472,000",,,,,,,,
				GrossAccountsReceivable,,,,,,,,,"52,181,000",,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,"-2,408,000",,,,,,,,,,,,,,,,,,
			TaxesReceivable,"14,500,000","17,000,000","35,600,000","7,600,000","1,037,000","29,455,000","12,398,000","2,915,000","3,679,000","11,674,000","0",,,,,,,,,,,,,,,,
			OtherReceivables,"29,400,000","26,800,000","47,700,000","66,900,000","38,460,000","33,151,000","34,781,000","29,743,000",,,,"16,895,000","13,414,000","12,217,000",,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,"-4,400,000","-4,000,000","-3,600,000","-3,500,000","-3,761,000","-4,246,000","-4,338,000","-1,885,000",,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,"500,000",,"500,000",,
		RestrictedCash,"46,300,000","40,000,000","31,200,000","34,300,000","29,686,000","26,065,000","36,074,000","38,241,000","44,559,000","61,891,000","35,125,000","13,738,000","11,295,000","12,704,000","4,946,000","7,267,000","1,613,000","3,247,000","10,535,000",,,,,,,,
		CurrentDeferredAssets,,,,,,"17,716,000","8,927,000","8,227,000","8,727,000","16,136,000","6,408,000","5,900,000","6,497,000","6,274,000","3,949,000","3,940,000","3,767,000","2,159,000",,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,"17,716,000","8,927,000","8,227,000","8,727,000","16,136,000","6,408,000","5,900,000","6,497,000","6,274,000","3,949,000","3,940,000","3,767,000","2,159,000",,,,,,,,,
		AssetsHeldForSaleCurrent,,"0","69,100,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"26,900,000","22,400,000","18,900,000","60,400,000","49,863,000","24,665,000","12,036,000","13,352,000","10,399,000","20,086,000","16,003,000","10,362,000","10,396,000","34,279,000","8,879,000","3,999,000","4,120,000","5,988,000","4,983,000","11,938,000","2,700,000","1,000,000",,"700,000",,"700,000","700,000"
	TotalNonCurrentAssets,"2,329,800,000","1,483,700,000","2,103,300,000","2,008,400,000","2,054,615,000","2,118,547,000","1,191,546,000","967,273,000","803,560,000","847,724,000","620,777,000","537,205,000","521,534,000","417,787,000","431,208,000","548,517,000","442,873,000","408,721,000","410,993,000","414,724,000","341,900,000","95,300,000","68,900,000","66,600,000","69,000,000","64,700,000","41,300,000"
		NetPPE,"937,300,000","757,500,000","608,000,000","574,400,000","573,172,000","595,315,000","585,498,000","542,882,000","477,356,000","507,476,000","458,222,000","375,418,000","357,986,000","336,068,000","346,530,000","458,644,000","367,229,000","338,381,000","339,419,000","342,767,000","274,900,000","83,100,000","63,200,000","62,900,000","64,300,000","59,600,000","39,300,000"
			GrossPPE,"1,572,700,000","1,317,200,000","1,122,100,000","1,051,500,000","1,002,972,000","1,006,367,000","946,273,000","856,035,000","747,760,000","735,083,000","650,070,000","547,293,000","503,621,000","460,779,000","477,457,000","598,116,000","485,877,000","442,510,000","425,436,000","441,667,000","373,800,000","129,600,000","104,600,000","100,000,000","97,400,000","89,600,000","66,200,000"
				Properties,"222,300,000","207,300,000","177,900,000","157,300,000","142,774,000","142,975,000","121,085,000","92,197,000","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,
				LandAndImprovements,"162,400,000","140,500,000","131,700,000","117,500,000","118,694,000","118,658,000","118,165,000","115,887,000","104,130,000","103,921,000","103,855,000","76,107,000","75,962,000","76,301,000","77,054,000","160,261,000","136,630,000","134,769,000","133,221,000",,,,,,,,
				BuildingsAndImprovements,"625,200,000","532,800,000","439,800,000","414,300,000","412,394,000","439,625,000","435,125,000","413,896,000","364,823,000","445,955,000","363,149,000","299,803,000","330,504,000","306,556,000","276,554,000","238,911,000","221,695,000","197,047,000","198,733,000",,,,,,,,
				MachineryFurnitureEquipment,"485,700,000","429,600,000","347,000,000","332,900,000","304,264,000","289,682,000","256,684,000","226,262,000","274,259,000","182,724,000","113,797,000","167,981,000","91,957,000","76,986,000","120,933,000","72,654,000","58,715,000","55,522,000","49,687,000",,,,,,,,
