name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
MarketCap,"4,168,304,284","4,607,977,950","4,634,044,140","4,308,260,327","2,766,630,858","1,880,705,240","2,181,075,040","2,007,562,000","1,049,484,520","707,523,510","896,457,990","867,957,553","821,277,739"
EnterpriseValue,"4,193,952,284","4,758,657,950","4,581,959,140","4,106,785,327","2,729,202,858","1,801,642,240","2,086,132,040","1,932,605,000","1,044,748,520","712,200,510","836,373,990","831,157,553","818,450,739"
PeRatio,"16.406","17.938","20.946","23.499","19.814","15.026","20.924","23.956","15.34","14.25","20.406","31.683","110.471"
ForwardPeRatio,"16.313","16.529","18.868","21.834","17.391","17.036","17.986","19.841","13.889","12.61","13.736",,
PegRatio,"1.088","1.101","1.257","1.213","1.16","1.136","0.999","1.101","0.695","0.61","0.521",,
PsRatio,"5.461","6.231","4.954","4.537","3.259","2.519","3.298","3.459","2.077","1.756","2.356","3.303","3.892"
PbRatio,"2.888","3.335","4.071","4.705","3.878","3.245","4.963","6.387","4.484","4.82","6.56","10.089","15.933"
EnterprisesValueRevenueRatio,"5.386","6.111","5.419","4.216","3.125","2.315","3.019","3.23","2.043","1.669","2.168","3.174","5.074"
EnterprisesValueEBITDARatio,"11.79","13.377","14.133","12.081","9.639","7.326","9.888","11.199","7.679","7.174","9.747","15.152","44.164"
