name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
TotalRevenue,"5,135,000,000","5,249,000,000","5,207,000,000","4,707,000,000","3,771,000,000","3,653,000,000","3,916,000,000","3,837,000,000","3,791,000,000","3,803,000,000","3,202,000,000","2,849,000,000"
	OperatingRevenue,"5,135,000,000","5,249,000,000","5,207,000,000","4,707,000,000","3,771,000,000","3,653,000,000","3,916,000,000","3,837,000,000","3,791,000,000","3,803,000,000","3,202,000,000","2,849,000,000"
CostOfRevenue,"3,154,000,000","3,203,000,000","3,181,000,000","2,856,000,000","2,310,000,000","2,249,000,000","2,403,000,000","2,338,000,000","2,289,000,000","2,342,000,000","1,988,000,000","1,812,000,000"
GrossProfit,"1,981,000,000","2,046,000,000","2,026,000,000","1,851,000,000","1,461,000,000","1,404,000,000","1,513,000,000","1,499,000,000","1,502,000,000","1,461,000,000","1,214,000,000","1,037,000,000"
OperatingExpense,"1,341,000,000","1,349,000,000","1,350,000,000","1,270,000,000","1,025,000,000","949,000,000","1,024,000,000","1,090,000,000","1,020,000,000","1,064,000,000","811,000,000","730,000,000"
	SellingGeneralAndAdministration,"1,152,000,000","1,158,000,000","1,161,000,000","1,090,000,000","915,000,000","854,000,000","920,000,000","986,000,000","914,000,000","964,000,000","737,000,000","667,000,000"
	ResearchAndDevelopment,"189,000,000","191,000,000","189,000,000","180,000,000","110,000,000","95,000,000","104,000,000","104,000,000","106,000,000","100,000,000","74,000,000","63,000,000"
OperatingIncome,"640,000,000","697,000,000","676,000,000","581,000,000","436,000,000","455,000,000","489,000,000","409,000,000","482,000,000","397,000,000","403,000,000","307,000,000"
NetNonOperatingInterestIncomeExpense,"-60,000,000","-62,000,000","-78,000,000","-79,000,000","-68,000,000","-53,000,000","-52,000,000","-52,000,000","-51,000,000","-14,000,000",,
	InterestIncomeNonOperating,,"5,000,000","4,000,000","3,000,000","2,000,000","2,000,000","2,000,000","3,000,000","4,000,000","3,000,000",,
	InterestExpenseNonOperating,"65,000,000","67,000,000","82,000,000","82,000,000","70,000,000","55,000,000","54,000,000","55,000,000","55,000,000","17,000,000",,
OtherIncomeExpense,"-216,000,000","-219,000,000","-13,000,000","-36,000,000","-28,000,000","1,000,000","-16,000,000","-59,000,000","-43,000,000",,"-15,000,000","-30,000,000"
	EarningsFromEquityInterest,,"3,000,000","5,000,000","3,000,000","3,000,000","3,000,000","2,000,000","2,000,000","4,000,000","4,000,000",,
	SpecialIncomeCharges,"-202,000,000","-210,000,000","-22,000,000","-35,000,000","-30,000,000","3,000,000","-15,000,000","-46,000,000","-39,000,000","-4,000,000","-15,000,000","-31,000,000"
		RestructuringAndMergernAcquisition,"47,000,000","53,000,000","20,000,000","20,000,000","30,000,000","6,000,000","26,000,000","44,000,000","37,000,000","2,000,000","15,000,000","31,000,000"
		ImpairmentOfCapitalAssets,"155,000,000","158,000,000",,,,"0","0","2,000,000","2,000,000",,,
		WriteOff,,"10,000,000","2,000,000","5,000,000",,,,,,,,
		OtherSpecialCharges,,,,,,,,,,"2,000,000",,
		GainOnSaleOfBusiness,"0","1,000,000","0","-10,000,000","0","9,000,000","11,000,000",,,,,
	OtherNonOperatingIncomeExpenses,"-17,000,000","-12,000,000","4,000,000","-4,000,000","-1,000,000","-5,000,000","-3,000,000","-15,000,000","-8,000,000",,,"1,000,000"
PretaxIncome,"364,000,000","416,000,000","585,000,000","466,000,000","340,000,000","403,000,000","421,000,000","298,000,000","388,000,000","383,000,000","388,000,000","277,000,000"
TaxProvision,"4,000,000","15,000,000","36,000,000","136,000,000","80,000,000","63,000,000","84,000,000","70,000,000","91,000,000","104,000,000","59,000,000","14,000,000"
NetIncomeCommonStockholders,"360,000,000","401,000,000","549,000,000","331,000,000","260,000,000","340,000,000","337,000,000","228,000,000","297,000,000","279,000,000","314,000,000","263,000,000"
	NetIncome,"360,000,000","401,000,000","549,000,000","331,000,000","260,000,000","340,000,000","337,000,000","228,000,000","297,000,000","279,000,000","329,000,000","263,000,000"
		NetIncomeIncludingNoncontrollingInterests,"360,000,000","401,000,000","549,000,000","330,000,000","260,000,000","340,000,000","337,000,000","228,000,000","297,000,000","279,000,000","329,000,000","263,000,000"
			NetIncomeContinuousOperations,"360,000,000","401,000,000","549,000,000","330,000,000","260,000,000","340,000,000","337,000,000","228,000,000","297,000,000","279,000,000","329,000,000","263,000,000"
		MinorityInterests,,"0","0","1,000,000",,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,"15,000,000",
DilutedNIAvailtoComStockholders,"360,000,000","401,000,000","549,000,000","331,000,000","260,000,000","340,000,000","337,000,000","228,000,000","297,000,000","279,000,000","314,000,000","263,000,000"
BasicEPS,,,"3.05","1.84","1.45","1.88","1.84","1.23","1.6","1.51","1.701","1.425"
DilutedEPS,,,"3.03","1.83","1.45","1.87","1.83","1.22","1.59","1.5","1.701","1.425"
BasicAverageShares,,,"179,800,000","179,600,000","179,100,000","180,900,000","183,100,000","185,200,000","185,800,000","185,100,000","184,600,000","184,600,000"
DilutedAverageShares,,,"181,100,000","180,900,000","180,000,000","181,700,000","184,200,000","186,000,000","186,200,000","185,300,000","184,600,000","184,600,000"
TotalOperatingIncomeAsReported,"438,000,000","486,000,000","654,000,000","556,000,000","406,000,000","449,000,000","463,000,000","363,000,000","443,000,000","395,000,000","388,000,000","276,000,000"
TotalExpenses,"4,495,000,000","4,552,000,000","4,531,000,000","4,126,000,000","3,335,000,000","3,198,000,000","3,427,000,000","3,428,000,000","3,309,000,000","3,406,000,000","2,799,000,000","2,542,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"360,000,000","401,000,000","549,000,000","331,000,000","260,000,000","340,000,000","337,000,000","228,000,000","297,000,000","279,000,000","329,000,000","263,000,000"
NormalizedIncome,"559,780,219.78","603,230,000","569,658,000","355,780,000","282,950,000","337,468,000","349,030,000","263,190,000","326,874,000","281,913,838.12","341,719,072.165","292,433,212.996"
InterestIncome,,"5,000,000","4,000,000","3,000,000","2,000,000","2,000,000","2,000,000","3,000,000","4,000,000","3,000,000",,
InterestExpense,"65,000,000","67,000,000","82,000,000","82,000,000","70,000,000","55,000,000","54,000,000","55,000,000","55,000,000","17,000,000",,
NetInterestIncome,"-60,000,000","-62,000,000","-78,000,000","-79,000,000","-68,000,000","-53,000,000","-52,000,000","-52,000,000","-51,000,000","-14,000,000",,
EBIT,"429,000,000","483,000,000","667,000,000","548,000,000","410,000,000","458,000,000","475,000,000","353,000,000","443,000,000","400,000,000","403,000,000","307,000,000"
EBITDA,"686,000,000"
ReconciledCostOfRevenue,"3,154,000,000","3,203,000,000","3,181,000,000","2,856,000,000","2,310,000,000","2,249,000,000","2,403,000,000","2,338,000,000","2,289,000,000","2,342,000,000","1,988,000,000","1,812,000,000"
ReconciledDepreciation,"257,000,000","257,000,000","261,000,000","234,000,000","151,000,000","133,000,000","142,000,000","150,000,000","142,000,000","137,000,000","92,000,000","70,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"360,000,000","401,000,000","549,000,000","331,000,000","260,000,000","340,000,000","337,000,000","228,000,000","297,000,000","279,000,000","329,000,000","263,000,000"
TotalUnusualItemsExcludingGoodwill,"-202,000,000","-210,000,000","-22,000,000","-35,000,000","-30,000,000","3,000,000","-15,000,000","-46,000,000","-39,000,000","-4,000,000","-15,000,000","-31,000,000"
TotalUnusualItems,"-202,000,000","-210,000,000","-22,000,000","-35,000,000","-30,000,000","3,000,000","-15,000,000","-46,000,000","-39,000,000","-4,000,000","-15,000,000","-31,000,000"
NormalizedEBITDA,"888,000,000","950,000,000","950,000,000","817,000,000","591,000,000","588,000,000","632,000,000","549,000,000","624,000,000","541,000,000","510,000,000","408,000,000"
TaxRateForCalcs,"0.011","0.037","0.061","0.292","0.235","0.156","0.198","0.235","0.234","0.272","0.152","0.051"
TaxEffectOfUnusualItems,"-2,219,780.22","-7,770,000","-1,342,000","-10,220,000","-7,050,000","468,000","-2,970,000","-10,810,000","-9,126,000","-1,086,161.88","-2,280,927.835","-1,566,787.004"
