name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
TotalRevenue,"1,011,452,000","213,289,000","293,373,000","283,338,000","221,452,000","206,897,000","323,812,000","287,848,000","225,265,000","233,202,000","291,964,000","285,069,000","198,146,000","208,847,000","295,272,000","261,302,000","206,376,000","214,967,000","267,345,000","190,265,000","118,304,000","93,380,000","99,505,000","105,986,000","63,822,000","56,878,000","65,725,000","56,000,000","32,304,000"
	OperatingRevenue,"1,011,452,000","213,289,000","293,373,000","283,338,000","221,452,000","206,897,000","323,812,000","287,848,000","225,265,000","233,202,000","291,964,000","285,069,000","198,146,000","208,847,000","295,272,000","261,302,000","206,376,000","214,967,000","267,345,000","190,265,000","118,304,000","93,380,000","99,505,000","105,986,000","63,822,000","56,878,000","65,725,000","56,000,000","32,304,000"
CostOfRevenue,"116,018,000","13,552,000","29,593,000","3,380,000","2,913,000","148,853,000","378,000","2,854,000","36,864,000","45,432,000","4,069,000","37,358,000","26,973,000","48,367,000","6,880,000","10,226,000","7,375,000","6,976,000","8,444,000","5,796,000","12,923,000","16,200,000","3,300,000","7,584,000","4,499,000","17,271,000","1,478,000","2,199,000","476,000"
GrossProfit,"895,434,000","199,737,000","263,780,000","279,958,000","218,539,000","58,044,000","323,434,000","284,994,000","188,401,000","187,770,000","287,895,000","247,711,000","171,173,000","160,480,000","288,392,000","251,076,000","199,001,000","207,991,000","258,901,000","184,469,000","105,381,000","77,180,000","96,205,000","98,402,000","59,323,000","39,607,000","64,247,000","53,801,000","31,828,000"
OperatingExpense,"394,984,000","115,402,000","104,000,000","126,976,000","115,186,000","73,651,000","137,931,000","109,279,000","85,071,000","106,917,000","134,415,000","100,790,000","94,474,000","122,508,000","126,365,000","123,968,000","123,614,000","139,896,000","120,615,000","89,184,000","62,526,000","38,781,000","41,237,000","42,327,000","35,422,000","13,808,000","27,129,000","21,911,000","15,049,000"
	SellingGeneralAndAdministration,"99,646,000","30,742,000","27,525,000","5,461,000","5,316,000","68,509,000","5,478,000","5,218,000","19,374,000","29,811,000","4,993,000","19,706,000","13,964,000","23,491,000","4,747,000","3,595,000","2,254,000","111,349,000","1,083,000","1,223,000","571,000","27,833,000","68,000","87,000","1,707,000","24,441,000","883,000","978,000","573,000"
		GeneralAndAdministrativeExpense,"99,646,000","30,742,000","27,525,000","5,461,000","5,316,000","68,509,000","5,478,000","5,218,000","19,374,000","29,811,000","4,993,000","19,706,000","13,964,000","23,491,000","4,747,000","3,595,000","2,254,000","111,349,000","1,083,000","1,223,000","571,000","27,833,000","68,000","87,000","1,707,000","24,441,000","883,000","978,000","573,000"
			SalariesAndWages,"32,246,000","11,969,000","9,500,000","5,461,000","5,316,000","-663,000","5,478,000","5,218,000","5,097,000","5,602,000","4,993,000","4,179,000","4,080,000","4,140,000","4,747,000","3,595,000","2,254,000","2,971,000","1,083,000","1,223,000","571,000","-198,000","68,000","87,000","1,707,000","12,000","883,000","978,000","573,000"
			RentAndLandingFees,"1,850,000","349,000","556,000",,"731,000","420,000",,,"743,000","1,449,000",,"1,572,000","1,726,000","1,449,000",,,,,,,,,,,,,,,
			InsuranceAndClaims,"23,971,000","5,779,000","6,139,000",,"6,112,000","5,948,000",,,"6,443,000","6,507,000",,"5,645,000","5,928,000","6,035,000",,,,,,,,,,,,,,,
			OtherGandA,"41,579,000","12,645,000","11,330,000",,"8,833,000","18,352,000",,,"7,091,000","16,253,000",,"8,310,000","2,230,000","11,867,000",,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"310,755,000","75,866,000","84,826,000","74,327,000","75,736,000","118,898,000","83,502,000","85,673,000","74,624,000","74,529,000","80,720,000","78,835,000","76,876,000","98,522,000","78,900,000","78,343,000","77,160,000","77,309,000","73,642,000","58,095,000","52,254,000","38,599,000","29,685,000","29,958,000","27,238,000","21,258,000","8,627,000","8,513,000","8,545,000"
		DepreciationAndAmortizationInIncomeStatement,"310,755,000","75,866,000","84,826,000","74,327,000","75,736,000","118,898,000","83,502,000","85,673,000","74,624,000","74,529,000","80,720,000","78,835,000","76,876,000","98,522,000","78,900,000","78,343,000","77,160,000","77,309,000","73,642,000","58,095,000","52,254,000","38,599,000","29,685,000","29,958,000","27,238,000","21,258,000","8,627,000","8,513,000","8,545,000"
	OtherTaxes,"34,844,000","9,014,000","11,115,000",,"3,069,000","2,427,000",,,"9,909,000","8,326,000",,"21,788,000","9,688,000","10,278,000",,,,,,,,,,,,,,,
	OtherOperatingExpenses,"-50,261,000","-220,000","-19,466,000","47,188,000","34,134,000","-151,195,000","48,951,000","18,388,000","-18,836,000","-5,749,000","48,702,000","-19,539,000","-6,054,000","-9,783,000","42,718,000","42,030,000","44,200,000","-81,114,000","45,890,000","29,866,000","9,701,000","-41,877,000","11,484,000","12,282,000","6,477,000","-38,496,000","17,619,000","12,420,000","5,931,000"
OperatingIncome,"500,450,000","84,335,000","159,780,000","152,982,000","103,353,000","-15,607,000","185,503,000","175,715,000","103,330,000","80,853,000","153,480,000","146,921,000","76,699,000","37,972,000","162,027,000","127,108,000","75,387,000","68,095,000","138,286,000","95,285,000","42,855,000","38,399,000","54,968,000","56,075,000","23,901,000","25,799,000","37,118,000","31,890,000","16,779,000"
NetNonOperatingInterestIncomeExpense,"-346,160,000","-82,530,000","-82,728,000","-110,071,000","-100,155,000","-47,856,000","-101,954,000","-77,491,000","-83,760,000","-120,765,000","-110,416,000","-81,820,000","-89,591,000","-87,959,000","-97,063,000","-103,877,000","-80,850,000","-81,115,000","-97,213,000","-68,878,000","-57,823,000","-50,668,000","-40,102,000","-41,865,000","-46,186,000","-42,607,000","-21,040,000","-12,921,000","-20,242,000"
	InterestIncomeNonOperating,"3,665,000","1,143,000","2,182,000","231,000","286,000","-307,000","-268,000","36,575,000","119,000","101,000","643,000","127,000","131,000","107,000","132,000","797,000","67,000","177,000","-53,000","2,878,000","175,000","1,642,000","1,356,000","921,000","156,000","464,000","30,000","-86,000","232,000"
	InterestExpenseNonOperating,"348,672,000","82,578,000","85,063,000","109,029,000","101,503,000","50,453,000","100,234,000","106,039,000","82,219,000","137,998,000","105,874,000","84,157,000","83,617,000","88,627,000","101,553,000","103,681,000","78,727,000","81,236,000","98,567,000","73,093,000","56,392,000","51,130,000","40,597,000","41,895,000","45,935,000","41,927,000","20,784,000","14,318,000","18,728,000"
