name,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996
TotalAssets,"43,786,000,000","37,520,000,000","38,627,000,000","28,818,000,000","26,375,000,000","23,831,000,000","21,836,000,000","19,513,000,000","17,125,762,000","14,726,918,000","18,371,810,000","15,951,522,000","18,092,327,000","16,558,469,000","16,417,110,000","15,277,021,000","14,404,268,000","9,800,841,000","3,653,871,000","3,798,236,000","3,037,100,000","1,290,400,000","757,400,000","401,700,000"
	CashCashEquivalentsAndFederalFundsSold,"5,824,000,000","4,348,000,000","6,338,000,000","3,986,000,000","4,502,000,000","3,456,000,000","4,911,000,000","4,945,000,000","3,551,212,000","741,492,000","791,211,000","674,135,000","413,787,000","1,925,560,000","7,766,423,000","7,957,917,000","8,127,044,000","5,863,507,000","2,068,391,000","82,351,000","76,900,000","24,500,000","53,500,000","15,800,000"
		CashAndCashEquivalents,"5,324,000,000","3,848,000,000","5,334,000,000","2,698,000,000","2,916,000,000","2,263,000,000","2,293,000,000","915,000,000","1,031,963,000","741,492,000","791,211,000","674,135,000","413,787,000","363,650,000","171,064,000","155,342,000","248,623,000","198,398,000","24,134,000","82,351,000","76,900,000","24,500,000","53,500,000","15,800,000"
			CashFinancial,"2,852,000,000","2,690,000,000","1,472,000,000","1,855,000,000","1,978,000,000","1,460,000,000","1,062,000,000",,,,,,,,,,,,,,,,,
			CashAndDueFromBanks,"2,472,000,000","1,158,000,000","3,862,000,000","843,000,000","938,000,000","803,000,000","1,231,000,000","915,000,000","1,031,963,000","741,492,000","791,211,000","674,135,000","413,787,000","363,650,000","171,064,000","155,342,000","248,623,000","198,398,000","24,134,000","82,351,000","76,900,000","24,500,000","53,500,000","15,800,000"
		RestrictedCashAndInvestments,"8,684,000,000","3,185,000,000","10,446,000,000","8,729,000,000","6,305,000,000","5,116,000,000","5,894,000,000","4,030,000,000","2,519,249,000","994,026,000",,,,"1,561,910,000","7,595,359,000","7,802,575,000","7,878,421,000","5,665,109,000","2,044,257,000",,,,,
		MoneyMarketInvestments,"500,000,000","500,000,000","1,004,000,000","1,288,000,000","1,586,000,000","1,193,000,000","2,618,000,000",,,,,,,,,,,,,,,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"500,000,000","500,000,000","1,004,000,000","1,288,000,000","1,586,000,000","1,193,000,000","2,618,000,000",,,,,,,,,,,,,,,,,
				SecurityAgreeToBeResell,"500,000,000","500,000,000","1,004,000,000","1,288,000,000","1,586,000,000","1,193,000,000","2,618,000,000",,,,,,,,,,,,,,,,,
	CustomerAcceptances,,,,,,,,,,,,"6,933,926,000","7,727,969,000","6,970,834,000","3,784,688,000","3,100,572,000","2,202,170,000","1,408,730,000","971,823,000","2,982,135,000","1,616,800,000","672,900,000","343,200,000","181,200,000"
	SecuritiesAndInvestments,"6,594,000,000","865,000,000","5,343,000,000","7,686,000,000","4,206,000,000","3,452,000,000","2,385,000,000","567,000,000","446,609,000","220,826,000","76,296,000","429,778,000","84,813,000","81,811,000","298,394,000","73,759,000","91,740,000","34,684,000","62,717,000","292,907,000","230,600,000","30,800,000","12,600,000","12,200,000"
		TradingSecurities,,,,,,,,,,"217,234,000","23,405,000",,,,,,,,,,,,,
		AvailableForSaleSecurities,"4,926,000,000","381,000,000","4,597,000,000","6,929,000,000","4,206,000,000","3,452,000,000","2,368,000,000","413,000,000","446,609,000",,"820,000","429,778,000","84,813,000","81,811,000","298,394,000","73,759,000","91,740,000","34,684,000","62,717,000","292,907,000","230,600,000","30,800,000","12,600,000","12,200,000"
		OtherShortTermInvestments,"1,668,000,000","484,000,000","746,000,000","757,000,000",,,"17,000,000","154,000,000",,"3,592,000","52,071,000",,,,,,,,,,,,,
	NetLoan,"1,318,000,000","1,302,000,000","1,486,000,000",,,,,,,,,,,,,,,,,,,,,
