name,ttm,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992
TotalRevenue,"18,212,600,000","18,289,000,000","16,285,100,000","14,859,700,000","14,171,800,000","11,381,300,000","9,895,100,000","9,545,400,000","9,207,600,000","5,399,600,000","3,001,400,000","2,812,300,000","2,838,900,000","2,315,800,000","2,138,100,000","1,733,481,000","1,581,261,000","1,433,346,000","1,436,547,000","1,441,632,000","1,463,288,000","1,310,400,000","1,293,600,000","1,109,700,000","876,100,000","902,900,000","705,800,000","650,700,000","655,500,000"
	OperatingRevenue,"18,212,600,000","18,289,000,000","16,285,100,000","14,859,700,000","14,171,800,000","11,381,300,000","9,895,100,000","9,545,400,000","9,207,600,000","5,399,600,000","3,001,400,000","2,812,300,000","2,838,900,000","2,315,800,000","2,138,100,000","1,733,481,000","1,581,261,000","1,433,346,000","1,436,547,000","1,441,632,000","1,463,288,000","1,310,400,000","1,293,600,000","1,109,700,000","876,100,000","902,900,000","705,800,000","650,700,000","655,500,000"
CostOfRevenue,"14,531,200,000","14,540,000,000","12,891,200,000","12,119,500,000","11,413,200,000","9,170,500,000","7,961,500,000","7,698,900,000","7,674,900,000","4,407,700,000","2,281,300,000","2,049,600,000","2,296,800,000","1,870,200,000","1,789,000,000","1,459,217,000","1,310,924,000","1,168,290,000","1,145,524,000","1,144,801,000","1,106,845,000","894,700,000","879,300,000","786,300,000","583,600,000","644,200,000","494,800,000","463,500,000","464,200,000"
GrossProfit,"3,681,400,000","3,749,000,000","3,393,900,000","2,740,200,000","2,758,600,000","2,210,800,000","1,933,600,000","1,846,500,000","1,532,700,000","991,900,000","720,100,000","762,700,000","542,100,000","445,600,000","349,100,000","274,264,000","270,337,000","265,056,000","291,023,000","296,831,000","356,443,000","415,700,000","414,300,000","323,400,000","292,500,000","258,700,000","211,000,000","187,200,000","191,300,000"
OperatingExpense,"2,115,900,000","2,109,100,000","1,974,100,000","1,661,800,000","1,961,900,000","1,183,900,000","1,023,600,000","954,300,000","927,500,000","541,200,000","339,900,000","330,800,000","310,500,000","259,100,000","244,200,000","204,918,000","199,355,000","184,642,000","207,973,000","205,742,000","320,652,000","308,600,000","300,300,000","259,200,000","200,400,000","182,700,000","147,800,000","131,100,000","132,200,000"
	SellingGeneralAndAdministration,"1,709,100,000","1,708,900,000","1,677,500,000","1,432,200,000","1,750,100,000","1,053,500,000","1,023,600,000","954,300,000","927,500,000","541,200,000","339,900,000","330,800,000","310,500,000","259,100,000","244,200,000","204,918,000","199,355,000","184,642,000","189,736,000","180,280,000","243,591,000","236,100,000","229,500,000","197,100,000","151,800,000","139,500,000","113,500,000","102,000,000","103,300,000"
		GeneralAndAdministrativeExpense,"1,709,100,000","1,708,900,000","1,677,500,000","1,432,200,000","1,750,100,000","1,053,500,000","1,023,600,000","954,300,000",,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"7,200,000","6,300,000","184,200,000","32,600,000","370,700,000","11,500,000","47,900,000",,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"1,714,500,000","1,715,200,000","1,493,300,000","1,399,600,000","1,379,400,000","1,042,000,000","975,700,000","954,300,000",,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"406,800,000","400,200,000","296,600,000","229,600,000","211,800,000","130,400,000",,,,,,,,,,,,,,"8,569,000","77,061,000","72,500,000","70,800,000","62,100,000","48,600,000","43,200,000","34,300,000","29,100,000","28,900,000"
		DepreciationAndAmortizationInIncomeStatement,"406,800,000","400,200,000","296,600,000","229,600,000","211,800,000","130,400,000",,,,,,,,,,,,,,"8,569,000","77,061,000","72,500,000","70,800,000","62,100,000","48,600,000","43,200,000","34,300,000","29,100,000","28,900,000"
			Amortization,"406,800,000","400,200,000","296,600,000","229,600,000","211,800,000","130,400,000",,,,,,,,,,,,,,"8,569,000",,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"406,800,000","400,200,000","296,600,000","229,600,000","211,800,000","130,400,000",,,,,,,,,,,,,,"8,569,000",,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,"18,237,000","16,893,000",,,,,,,,,
OperatingIncome,"1,565,500,000","1,639,900,000","1,419,800,000","1,078,400,000","796,700,000","1,026,900,000","910,000,000","892,200,000","605,200,000","450,700,000","380,200,000","431,900,000","231,600,000","186,500,000","104,900,000","69,346,000","70,982,000","80,414,000","83,050,000","91,089,000","35,791,000","107,100,000","114,000,000","64,200,000","92,100,000","76,000,000","63,200,000","56,100,000","59,100,000"
NetNonOperatingInterestIncomeExpense,"-415,900,000","-431,300,000","-293,800,000","-211,000,000","-198,100,000","-121,700,000","-92,900,000","-106,900,000","-119,700,000","-88,900,000","-75,400,000","-96,700,000",,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,"66,700,000","58,600,000","11,000,000","2,400,000","-900,000",,,"100,000","0",,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"415,900,000","431,300,000","293,800,000","277,700,000","256,700,000","132,700,000","95,300,000","106,900,000","119,700,000","88,900,000","75,500,000","96,700,000",,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"431,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-23,800,000","-63,900,000","-91,200,000","-9,800,000","-354,000,000","-142,900,000","-46,800,000","-74,600,000","-96,400,000","-146,300,000","-9,400,000","-17,700,000","-13,200,000","-3,600,000","-5,900,000","-8,483,000","-32,762,000","-2,083,000","-18,555,000","-18,897,000",,,"1,000,000","700,000","1,300,000","300,000","500,000","-10,600,000","400,000"
	EarningsFromEquityInterest,"12,200,000","10,100,000","33,500,000","39,000,000","9,700,000","7,100,000","8,800,000","4,600,000","3,400,000","1,500,000","800,000","100,000","2,400,000","1,100,000","1,900,000",,,,,,,,,,,,,,
	SpecialIncomeCharges,"-130,800,000","-150,600,000","-137,400,000","-48,800,000","-363,700,000","-150,000,000","-55,600,000","-78,300,000","-99,800,000","-147,800,000","-10,200,000","-17,800,000","-15,600,000","-4,700,000","-7,800,000","-8,483,000","-32,762,000","-2,083,000","-18,555,000","-18,897,000",,,"1,000,000","700,000","1,300,000","300,000","500,000","-10,600,000","400,000"
		RestructuringAndMergernAcquisition,"131,000,000","173,700,000","105,400,000","196,700,000","366,400,000","147,400,000","55,600,000","78,000,000","75,200,000","93,300,000","7,400,000","13,400,000","15,600,000","4,700,000","7,800,000","7,525,000","32,738,000","1,684,000",,,,,,,,,,,
		ImpairmentOfCapitalAssets,"0","13,000,000","31,900,000","46,700,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"4,100,000","5,100,000","100,000","-1,800,000","-2,700,000","2,600,000",,"300,000","24,600,000","54,500,000","2,800,000","4,400,000",,,,"958,000","24,000","399,000",,,,,,,,,,,
		GainOnSaleOfBusiness,,"0","0","192,800,000",,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"4,300,000","41,200,000","-10,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"94,800,000","76,600,000","12,700,000",,,,,"-900,000",,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,125,800,000","1,144,700,000","1,034,800,000","857,600,000","244,600,000","762,300,000","770,300,000","710,700,000","389,100,000","215,500,000","295,400,000","313,900,000","126,100,000","127,000,000","38,600,000","19,856,000","11,235,000","48,285,000","53,818,000","52,134,000","-4,346,000","70,300,000","74,600,000","37,800,000","82,400,000","67,900,000","61,000,000","41,500,000","55,700,000"
TaxProvision,"271,200,000","276,800,000","-874,500,000","159,000,000","89,800,000","250,500,000","286,500,000","-21,800,000","136,900,000","69,500,000","64,700,000","91,600,000","44,300,000","45,300,000","9,900,000","2,242,000","1,584,000","18,744,000","21,348,000","21,897,000","11,570,000","30,600,000","32,600,000","21,700,000","31,300,000","26,500,000","23,500,000","16,000,000","22,500,000"
NetIncomeCommonStockholders,"849,800,000","862,800,000","1,905,900,000","708,100,000","-396,300,000","507,000,000","479,600,000","727,100,000","249,100,000","141,100,000","225,600,000","222,300,000","81,800,000","81,700,000","28,700,000","17,614,000","17,648,000","29,576,000","26,626,000","30,523,000","-15,916,000","39,700,000","42,000,000","16,100,000","51,100,000","41,400,000","37,500,000","25,200,000","32,900,000"
	NetIncome,"850,000,000","862,900,000","1,906,100,000","708,200,000","-396,300,000","507,100,000","479,700,000","727,300,000","249,100,000","141,100,000","225,600,000","222,300,000","81,800,000","81,700,000","28,700,000","17,614,000","17,648,000","29,576,000","26,626,000","30,523,000","-15,916,000","39,700,000","42,000,000","16,100,000","51,100,000","41,400,000","37,500,000","25,500,000","33,200,000"
		NetIncomeIncludingNoncontrollingInterests,"854,600,000","867,900,000","1,909,300,000","698,600,000","-389,900,000","511,800,000","483,800,000","732,500,000","252,200,000","146,000,000","230,700,000","222,300,000","87,100,000","86,500,000","35,100,000","22,446,000","21,067,000","32,824,000","29,597,000","32,962,000","-10,936,000","45,700,000","47,300,000","16,500,000","51,100,000","41,400,000","37,500,000","25,500,000","33,200,000"
			NetIncomeContinuousOperations,"854,600,000","867,900,000","1,909,300,000","698,600,000","154,800,000","511,800,000","483,800,000","732,500,000","252,200,000","146,000,000","230,700,000","222,300,000","81,800,000","81,700,000","28,700,000","17,614,000","9,651,000","29,541,000","32,470,000","30,237,000","-15,916,000","39,700,000","42,000,000","16,100,000","51,100,000","41,400,000","37,500,000","25,500,000","33,200,000"
			NetIncomeDiscontinuousOperations,,,"0","0","-544,700,000",,,,,,,,,,,,"7,997,000","35,000",,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,"-5,844,000","286,000",,,,,,,,,
