name,ttm,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010
TotalRevenue,"5,726,600,000","5,681,100,000","6,257,200,000","5,225,800,000","5,026,800,000","4,648,200,000","2,411,100,000","1,034,100,000","958,900,000","968,200,000","996,700,000"
	OperatingRevenue,"5,726,600,000","5,681,100,000","6,257,200,000","5,225,800,000","5,026,800,000","4,648,200,000","2,411,100,000","1,034,100,000","958,900,000","968,200,000","996,700,000"
CostOfRevenue,"3,889,500,000","3,889,000,000","4,390,400,000","3,651,700,000","3,479,400,000","3,473,800,000","1,789,900,000","609,200,000","530,000,000","516,600,000","553,700,000"
GrossProfit,"1,837,100,000","1,792,100,000","1,866,800,000","1,574,100,000","1,547,400,000","1,174,400,000","621,200,000","424,900,000","428,900,000","451,600,000","443,000,000"
OperatingExpense,"1,092,600,000","1,074,400,000","1,154,400,000","1,027,300,000","1,001,700,000","900,900,000","518,200,000","310,400,000","289,800,000","253,700,000","232,800,000"
	SellingGeneralAndAdministration,"929,800,000","911,600,000","975,200,000","867,400,000","839,700,000","734,100,000","444,400,000","294,400,000","274,500,000","239,500,000","218,800,000"
	DepreciationAmortizationDepletionIncomeStatement,"161,100,000","161,300,000","177,400,000","159,100,000","152,600,000","141,700,000","70,800,000","14,600,000","12,600,000","12,600,000","12,700,000"
		DepreciationAndAmortizationInIncomeStatement,"161,100,000","161,300,000","177,400,000","159,100,000","152,600,000","141,700,000","70,800,000","14,600,000","12,600,000","12,600,000","12,700,000"
			Amortization,"161,100,000","161,300,000","177,400,000","159,100,000","152,600,000","141,700,000","70,800,000","14,600,000","12,600,000","12,600,000","12,700,000"
				AmortizationOfIntangiblesIncomeStatement,"161,100,000","161,300,000","177,400,000","159,100,000","152,600,000","141,700,000","70,800,000","14,600,000","12,600,000","12,600,000","12,700,000"
	OtherOperatingExpenses,"1,700,000","1,500,000","1,800,000","800,000","9,400,000","25,100,000","3,000,000","1,400,000","2,700,000","1,600,000","1,300,000"
OperatingIncome,"744,500,000","717,700,000","712,400,000","546,800,000","545,700,000","273,500,000","103,000,000","114,500,000","139,100,000","197,900,000","210,200,000"
NetNonOperatingInterestIncomeExpense,"-365,900,000","-322,400,000","-387,300,000","-314,800,000","-306,500,000","-287,500,000","-183,700,000","-85,500,000","-60,300,000","-51,500,000","-51,500,000"
