name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
			InterestExpenseForShortTermDebt,,,,,,,,,,,,,,,,,,"33,738,000","50,495,000","108,549,000","151,157,000","104,200,000","64,600,000","62,700,000","45,000,000","62,100,000","31,500,000","7,900,000","6,100,000","3,800,000"
			InterestExpenseForLongTermDebtAndCapitalSecurities,"224,404,000","243,541,000","148,042,000","77,247,000","41,395,000","19,304,000","16,362,000","15,330,000","20,309,000","31,211,000","35,765,000","39,843,000","125,859,000","203,506,000","162,833,000","110,193,000","46,608,000","9,477,000","10,751,000","10,923,000","10,437,000","9,300,000","9,700,000","4,200,000",,"400,000","1,400,000","1,400,000",,
			OtherInterestExpense,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,,"100,000","100,000","100,000",
	NonInterestIncome,"670,461,000","634,334,000","570,486,000","642,238,000","612,633,000","627,856,000","582,778,000","583,384,000","621,777,000","595,771,000","548,717,000","527,403,000","436,276,000","398,648,000","371,623,000","346,946,000","308,890,000","302,992,000","323,997,000","263,338,000","198,903,000","188,500,000","172,800,000","129,700,000","105,300,000","91,100,000","74,400,000","73,300,000","60,100,000","30,300,000"
		TotalPremiumsEarned,,,,,,"9,304,000","9,086,000","10,155,000","11,089,000","11,280,000","12,066,000","10,239,000","10,681,000",,,,,,,,,,,,,,,,,
		FeesAndCommissions,"683,049,000","651,516,000","597,344,000","630,588,000","625,361,000","610,718,000","582,352,000","562,601,000","576,680,000","425,720,000","416,728,000","405,293,000","376,245,000","340,416,000","173,473,000","163,548,000","151,244,000","127,805,000","107,724,000","91,851,000","82,248,000","76,200,000","62,100,000","52,800,000","45,700,000","40,600,000","37,800,000","43,400,000","33,200,000","21,600,000"
			FeesandCommissionIncome,"734,373,000","702,201,000","643,642,000","683,444,000","686,748,000","649,715,000","612,233,000","593,689,000","621,014,000","425,720,000","416,728,000","405,293,000","376,245,000","340,416,000","173,473,000","163,548,000","151,244,000","127,805,000","107,724,000","91,851,000","82,248,000","76,200,000","62,100,000","52,800,000","45,700,000","40,600,000","37,800,000","43,400,000","33,200,000","21,600,000"
				ServiceChargeOnDepositorAccounts,"231,246,000","220,026,000","209,940,000","216,794,000","226,107,000","224,806,000","200,004,000","217,044,000","268,219,000","95,872,000","103,611,000","115,791,000","117,528,000","109,218,000","102,436,000","98,361,000","93,712,000","82,042,000","67,632,000","51,284,000","42,932,000","41,100,000","32,200,000","28,700,000","24,100,000","21,200,000","20,700,000","19,600,000","15,900,000","7,900,000"
				TrustFeesbyCommissions,"178,125,000","177,025,000","184,703,000","162,893,000","135,477,000","126,153,000","115,652,000","96,082,000","80,053,000","73,290,000","68,976,000","66,177,000","78,979,000","78,231,000","71,037,000","65,187,000","57,532,000","45,763,000","40,092,000","40,567,000","39,316,000","35,100,000","29,900,000","24,100,000","21,600,000","19,400,000","17,100,000","16,700,000","14,900,000","7,600,000"
				SecuritiesActivities,"178,988,000","159,826,000","108,323,000","131,601,000","138,377,000","129,556,000","134,437,000","125,478,000","126,930,000","104,181,000","101,471,000","91,677,000","42,804,000",,,,,,,,,,,,,,,,,
				CreditCard,"88,359,000","87,216,000","84,025,000","119,988,000","135,758,000","128,621,000","123,689,000","116,823,000","107,985,000","116,757,000","112,302,000","105,517,000","100,153,000",,,,,,,,,,,,,,,,,
				OtherCustomerServices,"57,655,000","58,108,000","56,651,000","52,168,000","51,029,000","40,579,000","38,451,000","38,262,000","37,827,000","35,620,000","30,368,000","26,131,000","36,781,000","152,967,000",,,,,,,,,,,,,,"7,100,000","2,400,000","6,100,000"
			FeesandCommissionExpense,"51,324,000","50,685,000","46,298,000","52,856,000","61,387,000","38,997,000","29,881,000","31,088,000","44,334,000",,,,,,,,,,,,,,,,,,,,,
		InvestmentBankingProfit,,,,,,,,,,"91,643,000","87,600,000","64,980,000","27,074,000",,,,,,,,,,,,,,,,,
		GainLossonSaleofAssets,"108,743,000","36,335,000","-31,526,000","11,478,000","-10,535,000","12,063,000","7,785,000","-12,358,000","40,215,000","67,128,000","32,323,000","46,891,000","22,276,000","-9,256,000","-73,000","1,345,000","-3,675,000","-798,000","59,861,000","31,197,000","2,059,000","-400,000","9,300,000","-1,300,000","-2,600,000","1,200,000","-1,900,000","1,500,000",,"800,000"
			GainOnSaleOfSecurity,"108,743,000","36,335,000","-31,526,000","11,478,000","-10,535,000","12,063,000","7,785,000","-12,358,000","40,215,000","58,557,000","29,213,000","46,122,000","21,637,000","-8,328,000","-1,572,000","-5,716,000","-4,562,000","-1,620,000","58,704,000","30,640,000","2,059,000","-400,000","9,300,000","-1,300,000","-2,600,000","1,200,000","-1,900,000","1,500,000",,"800,000"
			GainonSaleofInvestmentProperty,,,,,,,,,,"8,571,000","3,110,000","769,000","639,000","-928,000","1,499,000","7,061,000","887,000","822,000","1,157,000","557,000",,,,,,,,,,
		OtherNonInterestIncome,"-121,331,000","-53,517,000","4,668,000","172,000","-2,193,000","-4,229,000","-16,445,000","22,986,000","-6,207,000","572,264,000",,,"292,856,000","67,488,000","198,223,000","182,053,000","161,321,000","175,985,000","156,412,000","140,290,000","114,596,000","112,700,000","101,400,000","78,200,000","62,200,000","49,300,000","38,500,000","28,400,000","26,900,000","7,900,000"
CreditLossesProvision,"-129,771,000","-44,000,000","-8,000,000","7,000,000","-65,000,000","-34,000,000","0","27,900,000","22,000,000","6,050,000","-105,139,000","-195,900,000","-202,593,000","-34,721,000","-18,402,000","-12,441,000","-20,439,000","-35,636,000","-33,730,000","-37,610,000","-17,204,000","-10,400,000","-14,500,000","-9,000,000","-4,300,000","-200,000","-200,000","-3,000,000","-5,000,000","-2,300,000"
NonInterestExpense,"1,059,524,000","1,078,696,000","979,022,000","970,661,000","954,203,000","864,771,000","813,374,000","807,470,000","803,177,000","821,473,000","753,170,000","684,960,000","662,404,000","574,987,000","512,307,000","469,106,000","441,224,000","410,111,000","425,637,000","368,762,000","302,815,000","280,500,000","228,700,000","195,200,000","159,000,000","142,200,000","133,500,000","118,300,000","98,300,000","53,800,000"
	OccupancyAndEquipment,"106,815,000","110,275,000","97,981,000","86,477,000","80,024,000","76,016,000","77,232,000","69,773,000","66,726,000","64,611,000","63,969,000","65,715,000","60,632,000","57,284,000","52,188,000","50,195,000","47,289,000","45,967,000","42,347,000","42,764,000","65,718,000","58,000,000","42,800,000","35,600,000","30,800,000","27,300,000","29,000,000","23,600,000","11,800,000","7,300,000"
	ProfessionalExpenseAndContractServicesExpense,"51,670,000","54,861,000","59,099,000","51,067,000","56,783,000","40,123,000","44,440,000","32,552,000","34,015,000","28,798,000","30,217,000","30,243,000","27,045,000",,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"844,749,000","858,633,000","768,937,000","784,597,000","759,615,000","707,594,000","652,725,000","663,905,000","642,859,000","614,337,000","586,066,000","557,695,000","505,464,000","350,593,000","315,611,000","276,935,000","256,279,000","240,857,000","194,681,000","174,493,000","154,610,000","145,100,000","114,000,000","96,400,000","78,300,000","73,300,000","69,300,000","62,700,000","52,500,000","28,500,000"
		GeneralAndAdministrativeExpense,"810,746,000","822,971,000","738,414,000","755,720,000","733,033,000","679,743,000","626,076,000","641,307,000","619,521,000","593,788,000","568,340,000","538,113,000","481,928,000","328,705,000","296,260,000","258,971,000","240,661,000","222,922,000","183,314,000","163,835,000","146,215,000","136,000,000","106,000,000","87,700,000","71,900,000","67,300,000","63,100,000","57,400,000","49,200,000","26,100,000"
			SalariesAndWages,"647,518,000","660,565,000","583,131,000","573,408,000","553,119,000","523,487,000","476,931,000","505,225,000","491,033,000","429,986,000","401,864,000","380,517,000","352,947,000","328,705,000","296,260,000","258,971,000","240,661,000","222,922,000","183,314,000","163,835,000","146,215,000","136,000,000","106,000,000","87,700,000","71,900,000","67,300,000","63,100,000","57,400,000","49,200,000","26,100,000"
			InsuranceAndClaims,"21,047,000","20,906,000","23,318,000","19,653,000","32,489,000","20,375,000","18,578,000","16,122,000","15,356,000","16,799,000","24,320,000","24,040,000","11,988,000",,,,,,,,,,,,,,,,,
			OtherGandA,"142,181,000","141,500,000","131,965,000","162,659,000","147,425,000","135,881,000","130,567,000","119,960,000","113,132,000","147,003,000","142,156,000","133,556,000","116,993,000",,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"34,003,000","35,662,000","30,523,000","28,877,000","26,582,000","27,851,000","26,649,000","22,598,000","23,338,000","20,549,000","17,726,000","19,582,000","23,536,000","21,888,000","19,351,000","17,964,000","15,618,000","17,935,000","11,367,000","10,658,000","8,395,000","9,100,000","8,000,000","8,700,000","6,400,000","6,000,000","6,200,000","5,300,000","3,300,000","2,400,000"
	DepreciationAmortizationDepletionIncomeStatement,"20,521,000","20,618,000","9,620,000","6,779,000","6,862,000","4,359,000","3,965,000","3,428,000","2,927,000","3,583,000","5,336,000","6,970,000","7,661,000",,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"20,521,000","20,618,000","9,620,000","6,779,000","6,862,000","4,359,000","3,965,000","3,428,000","2,927,000","3,583,000","5,336,000","6,970,000","7,661,000",,,,,,,,,,,,,,,,,
			Amortization,"20,521,000","20,618,000","9,620,000","6,779,000","6,862,000","4,359,000","3,965,000","3,428,000","2,927,000","3,583,000","5,336,000","6,970,000","7,661,000",,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"20,521,000","20,618,000","9,620,000","6,779,000","6,862,000","4,359,000","3,965,000","3,428,000","2,927,000","3,583,000","5,336,000","6,970,000","7,661,000",,,,,,,,,,,,,,,,,
	OtherNonInterestExpense,"35,769,000","34,309,000","43,385,000","41,741,000","50,919,000","36,679,000","35,012,000","37,812,000","56,650,000","110,144,000","67,582,000","24,337,000","61,602,000","167,110,000","144,508,000","141,976,000","137,656,000","123,287,000","188,609,000","151,505,000","82,487,000","77,400,000","71,900,000","63,200,000","49,900,000","41,600,000","35,200,000","32,000,000","34,000,000","18,000,000"
SpecialIncomeCharges,,"-3,000,000","-2,846,000","-2,000,000","-2,000,000","-796,000","-4,267,000","-2,062,000","-2,062,000","-23,507,000","-27,809,000","-46,186,000",,,,,,,,"-4,062,000",,,,,,,,,,
	ImpairmentOfCapitalAssets,,,,,,,,,,"23,507,000","27,809,000","34,413,000",,,,,,,,,,,,,,,,,,
	OtherSpecialCharges,,"3,000,000","2,846,000","2,000,000","2,000,000","796,000","4,267,000","2,062,000","2,062,000",,,"11,773,000",,,,,,,,,,,,,,,,,,
OtherNonOperatingIncomeExpenses,"-4,366,000","9,351,000",,,,,,,,"23,507,000","27,809,000","34,413,000",,,,,,,,,,,,,,,,,,
PretaxIncome,"569,937,000","630,868,000","565,485,000","518,278,000","338,658,000","431,643,000","430,331,000","476,229,000","542,864,000","448,335,000","371,651,000","310,721,000","218,141,000","333,425,000","327,602,000","314,740,000","270,470,000","247,274,000","232,831,000","179,678,000","147,771,000","133,700,000","111,900,000","81,100,000","69,400,000","64,000,000","59,700,000","48,800,000","35,600,000","13,600,000"
TaxProvision,"117,533,000","130,183,000","119,061,000","182,593,000","106,377,000","139,384,000","134,852,000","157,298,000","188,740,000","158,511,000","123,357,000","106,705,000","64,909,000","115,761,000","114,625,000","113,235,000","91,447,000","88,914,000","82,422,000","63,612,000","47,631,000","44,500,000","37,200,000","16,500,000","15,300,000","14,800,000","14,600,000","14,600,000","10,000,000","5,100,000"
NetIncomeCommonStockholders,"449,483,000","497,531,000","441,909,000","331,083,000","229,785,000","285,182,000","289,196,000","313,221,000","348,650,000","285,875,000","246,754,000","200,578,000","153,232,000","217,664,000","212,977,000","201,130,000","177,148,000","157,035,000","148,909,000","114,802,000","98,640,000","88,800,000","74,700,000","64,600,000","54,100,000","49,200,000","45,100,000","35,800,000","25,600,000","8,500,000"
	NetIncome,"452,225,000","500,758,000","445,646,000","334,644,000","232,668,000","288,565,000","292,435,000","316,609,000","351,191,000","285,875,000","246,754,000","200,578,000","153,232,000","217,664,000","212,977,000","201,505,000","179,023,000","158,360,000","150,409,000","116,302,000","100,140,000","89,200,000","74,700,000","64,600,000","54,100,000","49,200,000","45,100,000","35,800,000","25,600,000","8,500,000"
		NetIncomeIncludingNoncontrollingInterests,"452,404,000","500,685,000","446,424,000","335,685,000","232,281,000","292,259,000","295,479,000","318,931,000","354,124,000","289,824,000","248,294,000","204,016,000","153,232,000","217,664,000","212,977,000","201,505,000","179,023,000","158,360,000","150,409,000","116,302,000","100,140,000","89,200,000","74,700,000","64,600,000","54,100,000","49,200,000","45,100,000","35,800,000","25,600,000","8,500,000"
			NetIncomeContinuousOperations,"452,404,000","500,685,000","446,424,000","335,685,000","232,281,000","292,259,000","295,479,000","318,931,000","354,124,000","289,824,000","248,294,000","204,016,000","153,232,000","217,664,000","212,977,000","201,505,000","179,023,000","158,360,000","150,409,000","116,066,000","100,140,000","89,200,000","74,700,000","64,600,000","54,100,000","49,200,000","45,100,000","34,200,000","25,600,000","8,500,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,"236,000",,,,,,,,"1,600,000",,
		MinorityInterests,"-179,000","73,000","-778,000","-1,041,000","387,000","-3,694,000","-3,044,000","-2,322,000","-2,933,000","-3,949,000","-1,540,000","-3,438,000",,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,"375,000","1,875,000","1,325,000","1,500,000","1,500,000","1,500,000","400,000",,,,,,,,
AverageDilutionEarnings,,,"1,000","2,000","1,000","3,000","4,000","7,000","6,000",,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"449,483,000","497,531,000","441,910,000","331,085,000","229,786,000","285,185,000","289,200,000","313,228,000","348,656,000","285,875,000","246,754,000","200,578,000","153,232,000","217,664,000","212,977,000","201,130,000","177,148,000","157,035,000","148,909,000","114,802,000","98,640,000","88,800,000","74,700,000","64,600,000","54,100,000","49,200,000","45,100,000","35,800,000","25,600,000","8,500,000"
BasicEPS,,"7.03","6.63","5.11","3.53","4.22","4.23","4.61","5.15","4.18","3.63","2.96","2.28","3.24","3.19","3.14","3","2.67","2.709","2.121","1.786","1.59","1.397","1.21","1.008","0.92","0.837","0.742","0.63","0.414"
DilutedEPS,,"7.03","6.63","5.11","3.53","4.21","4.22","4.59","5.13","4.17","3.61","2.96","2.27","3.22","3.16","3.01","2.68","2.379","2.408","1.895","1.599","1.422","1.242","1.08","0.911","0.837","0.76","0.673","0.544","0.345"
BasicAverageShares,,"70,787,700","66,628,640","64,745,364","65,085,627","67,594,689","68,394,194","67,988,897","67,684,043","67,787,676","67,627,735","67,375,387","67,274,457","67,083,200","66,759,384","64,067,873","59,128,395","58,699,951","54,941,532","54,076,875","55,284,992","55,120,668","52,284,858","52,204,587","52,231,176","51,925,539","53,865,218","48,226,790","40,627,569","20,515,445"
DilutedAverageShares,,"70,802,612","66,662,273","64,806,284","65,143,898","67,691,658","68,544,770","68,205,519","67,964,940","68,038,763","67,831,734","67,487,944","67,557,220","67,550,538","67,310,005","67,047,064","66,732,496","66,509,120","62,455,968","61,465,929","62,565,909","62,770,751","60,019,152","59,755,196","59,540,055","58,863,172","59,374,214","53,173,081","47,076,391","24,618,628"
InterestIncomeAfterProvisionForLoanLoss,"966,366,000","1,068,879,000","976,867,000","848,701,000","682,228,000","669,354,000","665,194,000","702,377,000","726,326,000","697,544,000","603,913,000","514,464,000","444,269,000","509,764,000","468,286,000","436,900,000","402,804,000","354,393,000","334,471,000","289,164,000","251,683,000","225,700,000","167,800,000","146,600,000","123,100,000","115,100,000","118,800,000","93,900,000","73,800,000","37,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"452,225,000","500,758,000","445,646,000","334,644,000","232,668,000","288,565,000","292,435,000","316,609,000","351,191,000","285,875,000","246,754,000","200,578,000","153,232,000","217,664,000","212,977,000","201,505,000","179,023,000","158,360,000","150,409,000","116,066,000","100,140,000","89,200,000","74,700,000","64,600,000","54,100,000","49,200,000","45,100,000","34,200,000","25,600,000","8,500,000"
NormalizedIncome,"452,225,000","503,140,000","447,891,494","335,940,000","234,040,000","289,103,892","295,366,429","317,990,540","352,531,300","295,530,305.216","263,255,000.955","230,398,303.977","152,783,137.805","218,269,809.978","212,002,486.648","196,984,358.185","178,435,898.284","157,833,572.151","149,661,577.135","118,330,113.191","100,140,000","89,200,000","74,700,000","64,600,000","54,100,000","49,200,000","45,100,000","34,200,000","25,600,000","8,500,000"
TotalMoneyMarketInvestments,,,,,,,,,"12,000","15,000","27,000","77,000","1,577,000","4,480,000","1,841,000","1,287,000","353,000","281,000","291,000","829,000","2,962,000","2,200,000","1,800,000","3,000,000","1,600,000","1,000,000","2,000,000","1,600,000","1,200,000","3,800,000"
ReconciledDepreciation,"99,202,000","95,416,000","60,843,000","54,466,000","47,016,000","65,982,000","56,032,000","53,261,000","54,935,000","49,967,000","58,987,000","87,771,000","51,282,000","41,120,000","40,629,000","44,860,000","47,298,000","73,390,000","71,608,000","63,550,000","49,469,000","42,500,000","40,000,000","35,300,000","26,600,000","21,500,000","23,800,000","13,300,000","8,800,000","3,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"452,225,000","500,758,000","445,646,000","334,644,000","232,668,000","288,565,000","292,435,000","316,609,000","351,191,000","285,875,000","246,754,000","200,578,000","153,232,000","217,664,000","212,977,000","201,505,000","179,023,000","158,360,000","150,409,000","116,066,000","100,140,000","89,200,000","74,700,000","64,600,000","54,100,000","49,200,000","45,100,000","34,200,000","25,600,000","8,500,000"
TotalUnusualItemsExcludingGoodwill,,"-3,000,000","-2,846,000","-2,000,000","-2,000,000","-796,000","-4,267,000","-2,062,000","-2,062,000","-14,936,000","-24,699,000","-45,417,000","639,000","-928,000","1,499,000","7,061,000","887,000","822,000","1,157,000","-3,505,000",,,,,,,,,,
TotalUnusualItems,,"-3,000,000","-2,846,000","-2,000,000","-2,000,000","-796,000","-4,267,000","-2,062,000","-2,062,000","-14,936,000","-24,699,000","-45,417,000","639,000","-928,000","1,499,000","7,061,000","887,000","822,000","1,157,000","-3,505,000",,,,,,,,,,
TaxRateForCalcs,"0.206","0.206","0.211","0.352","0.314","0.323","0.313","0.33","0.35","0.354","0.332","0.343","0.298","0.347","0.35","0.36","0.338","0.36","0.354","0.354","0.322","0.333","0.332","0.203","0.22","0.231","0.245","0.299","0.281","0.375"
TaxEffectOfUnusualItems,"0","-618,000","-600,506","-704,000","-628,000","-257,108","-1,335,571","-680,460","-721,700","-5,280,694.784","-8,197,999.045","-15,596,696.023","190,137.805","-322,190.022","524,486.648","2,540,358.185","299,898.284","295,572.151","409,577.135","-1,240,886.809","0","0","0","0","0","0","0","0","0","0"
