name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalAssets,"14,842,991,000","14,251,299,000","14,398,218,000","14,003,275,000","14,886,974,000","16,510,678,000","15,930,970,000","15,963,925,000","14,863,635,000","14,364,331,000","13,483,308,000","15,100,712,000","15,244,587,000","12,595,242,000","6,706,028,000","5,662,288,000","4,309,548,000","4,017,446,000","3,837,954,000"
	CurrentAssets,"5,670,607,000","5,464,192,000","5,381,154,000","4,968,571,000","5,743,031,000","7,396,322,000","6,925,472,000","6,987,116,000","6,393,221,000","5,955,536,000","5,621,841,000","7,252,417,000","5,862,883,000","6,028,832,000","3,773,284,000","3,012,092,000","2,035,895,000","1,810,581,000","1,619,136,000"
		CashCashEquivalentsAndShortTermInvestments,"1,764,675,000","916,095,000","1,522,527,000","2,032,879,000","2,427,409,000","2,256,024,000","1,863,431,000","1,494,439,000","1,254,519,000","1,520,085,000","2,144,076,000","1,584,632,000","1,050,027,000","1,555,933,000","827,263,000","431,245,000","386,100,000","304,536,000",
			CashAndCashEquivalents,"1,554,299,000","428,361,000","330,221,000","399,737,000","286,547,000","417,645,000","614,529,000","828,458,000","823,743,000","843,861,000","1,542,829,000","1,538,769,000","962,497,000","1,372,329,000","707,356,000","311,579,000","247,834,000","304,536,000",
				CashFinancial,"118,314,000","81,211,000","150,948,000","92,730,000","101,019,000","120,772,000","123,162,000","285,395,000","202,927,000","174,167,000",,,,,,,,,
				CashEquivalents,"1,435,985,000","347,150,000","179,273,000","307,007,000","185,528,000","296,873,000","491,367,000","543,063,000","620,816,000","669,694,000",,,,,,,,,
			OtherShortTermInvestments,"210,376,000","487,734,000","1,192,306,000","1,633,142,000","2,140,862,000","1,838,379,000","1,248,902,000","665,981,000","430,776,000","676,224,000","601,247,000","45,863,000","87,530,000","183,604,000","119,907,000","119,666,000","138,266,000",,
		Receivables,"1,564,175,000","1,952,996,000","1,408,096,000","1,162,803,000","1,385,763,000","2,235,154,000","2,206,943,000","2,360,300,000","2,070,114,000","1,646,002,000","1,530,426,000","2,374,777,000","1,971,243,000","1,897,873,000","1,467,453,000","970,237,000","664,564,000","825,932,000",
			AccountsReceivable,"1,348,160,000","1,737,366,000","1,214,060,000","954,685,000","1,135,129,000","1,963,394,000","1,982,979,000","2,070,778,000","1,900,591,000","1,421,642,000","1,310,302,000","2,123,296,000","1,748,833,000","1,625,241,000","1,324,171,000","853,049,000","581,116,000","670,226,000",
				GrossAccountsReceivable,"1,396,942,000","1,803,901,000","1,292,445,000","1,040,409,000","1,236,609,000","2,032,372,000","2,034,133,000","2,099,921,000",,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-48,782,000","-66,535,000","-78,385,000","-85,724,000","-101,480,000","-68,978,000","-51,154,000","-29,143,000",,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,"83,882,000","71,666,000",,
			TaxesReceivable,"168,058,000","126,228,000","149,687,000","150,336,000","195,233,000","146,360,000","181,693,000","205,768,000","25,973,000","30,130,000",,,,,,,,,
			OtherReceivables,"33,012,000","32,865,000","22,207,000","39,372,000","48,234,000","69,659,000","40,354,000","51,909,000","134,338,000","165,651,000","220,124,000","251,481,000","222,410,000","272,632,000","143,282,000","33,306,000","11,782,000","155,706,000",
			DuefromRelatedPartiesCurrent,"19,837,000","63,321,000","28,397,000","24,742,000","14,249,000","63,733,000","11,313,000","42,361,000","14,892,000","35,153,000",,,,,,,,,
			ReceivablesAdjustmentsAllowances,"-4,892,000","-6,784,000","-6,255,000","-6,332,000","-7,082,000","-7,992,000","-9,396,000","-10,516,000","-5,680,000","-6,574,000",,,,,,,,,
		Inventory,"2,265,880,000","2,524,341,000","2,368,304,000","1,563,889,000","1,843,467,000","2,779,869,000","2,702,647,000","2,985,805,000","2,806,409,000","2,460,384,000","1,687,059,000","3,091,401,000","2,598,856,000","2,372,308,000","1,376,113,000","1,269,470,000","831,879,000","680,113,000",
			RawMaterials,"708,365,000","761,102,000","767,085,000","612,061,000","780,876,000","951,793,000","935,778,000","997,817,000","964,555,000","872,674,000","297,834,000","659,973,000","402,476,000","421,322,000","183,900,000","196,141,000","111,988,000","127,647,000",
			WorkInProcess,"612,888,000","709,497,000","619,796,000","375,822,000","407,126,000","622,365,000","650,567,000","757,185,000","1,024,955,000","848,836,000","479,214,000","972,137,000","544,020,000","430,828,000","404,518,000","256,203,000","158,918,000","111,125,000",
			FinishedGoods,"968,329,000","1,025,999,000","923,316,000","653,482,000","741,437,000","1,012,297,000","1,024,571,000","1,024,746,000","969,636,000","890,313,000","715,906,000","1,122,147,000","1,050,634,000","1,060,322,000","479,756,000","526,623,000","360,190,000","327,328,000",
			OtherInventories,"194,015,000","237,539,000","274,175,000","162,766,000","143,228,000","386,954,000","320,496,000","391,225,000",,"429,409,000","378,876,000","430,488,000","703,937,000","539,309,000","393,689,000","357,625,000","248,526,000","165,634,000",
			InventoriesAdjustmentsAllowances,"-217,717,000","-209,796,000","-216,068,000","-240,242,000","-229,200,000","-193,540,000","-228,765,000","-185,168,000","-152,737,000","-151,439,000","-184,771,000","-93,344,000","-102,211,000","-79,473,000","-85,750,000","-67,122,000","-47,743,000","-51,621,000",
		PrepaidAssets,"55,948,000","61,587,000","73,997,000","54,824,000","68,237,000","99,687,000","143,178,000","128,720,000","72,278,000","58,176,000",,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,"168,329,000","249,317,000","260,280,000","201,607,000",,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,"168,329,000","249,317,000","260,280,000","201,607,000",,,,,,,
		AssetsHeldForSaleCurrent,,,"0","151,417,000",,,,,"21,572,000","21,572,000",,,,,,,,,
		HedgingAssetsCurrent,"19,929,000","9,173,000","8,230,000","2,759,000","18,155,000","25,588,000","9,273,000","17,852,000",,,,,,,,,,,
