name,ttm,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011,04/30/2010,04/30/2009,04/30/2008,04/30/2007,04/30/2006,04/30/2005,04/30/2004,04/30/2003,04/30/2002,04/30/2001,04/30/2000,04/30/1999,04/30/1998,04/30/1997,04/30/1996
TotalRevenue,"5,603,000,000","6,146,000,000","5,911,000,000","5,519,000,000","5,546,000,000","6,122,700,000","6,325,100,000","6,332,400,000","6,233,200,000","5,122,600,000","3,931,400,000","3,406,393,000","3,303,167,000","2,804,282,000","2,066,456,000","1,598,131,000","1,170,310,000","892,068,000","798,369,000","1,006,186,000","579,300,000","289,420,000","166,163,000","93,333,000","46,632,000"
	OperatingRevenue,"5,603,000,000","6,146,000,000","5,911,000,000","5,519,000,000","5,546,000,000","6,122,700,000","6,325,100,000","6,332,400,000","6,233,200,000","5,122,600,000","3,931,400,000","3,406,393,000","3,303,167,000","2,804,282,000","2,066,456,000","1,598,131,000","1,170,310,000","892,068,000","798,369,000","1,006,186,000","579,300,000","289,420,000","166,163,000","93,333,000","46,632,000"
CostOfRevenue,"1,895,000,000","2,201,000,000","2,212,000,000","2,129,000,000","2,173,000,000","2,289,500,000","2,406,000,000","2,571,300,000","2,519,800,000","1,793,900,000","1,412,200,000","1,416,478,000","1,289,791,000","1,099,782,000","809,995,000","623,083,000","465,789,000","345,642,000","317,846,000","401,707,000","235,846,000","118,120,000","67,549,000","38,061,000","20,557,000"
GrossProfit,"3,708,000,000","3,945,000,000","3,699,000,000","3,390,000,000","3,373,000,000","3,833,200,000","3,919,100,000","3,761,100,000","3,713,400,000","3,328,700,000","2,519,200,000","1,989,915,000","2,013,376,000","1,704,500,000","1,256,461,000","975,048,000","704,521,000","546,426,000","480,523,000","604,479,000","343,454,000","171,300,000","98,614,000","55,272,000","26,075,000"
OperatingExpense,"2,744,000,000","2,762,000,000","2,792,000,000","2,683,000,000","2,960,000,000","3,116,700,000","3,096,500,000","3,151,600,000","2,957,100,000","2,496,900,000","2,068,200,000","1,888,334,000","1,699,329,000","1,403,332,000","943,287,000","722,132,000","539,811,000","457,563,000","469,359,000","468,134,000","238,086,000","116,174,000","65,956,000","41,670,000","20,075,000"
	SellingGeneralAndAdministration,"1,904,000,000","1,935,000,000","2,009,000,000","1,904,000,000","2,099,000,000","2,197,400,000","2,179,200,000","2,247,400,000","2,128,900,000","1,848,300,000","1,532,500,000","1,389,839,000","1,247,124,000","1,043,314,000","700,299,000","551,083,000","407,935,000","344,700,000","331,739,000","335,464,000","176,021,000","85,717,000","49,307,000","28,402,000","15,313,000"
		GeneralAndAdministrativeExpense,"269,000,000","278,000,000","280,000,000","271,000,000","307,000,000","284,200,000","281,000,000","272,600,000","264,900,000","251,300,000","238,800,000","203,698,000",,,,,,,,,,,,,
			OtherGandA,"269,000,000","278,000,000","280,000,000","271,000,000","307,000,000","284,200,000","281,000,000","272,600,000","264,900,000","251,300,000","238,800,000","203,698,000",,,,,,,,,,,,,
		SellingAndMarketingExpense,"1,635,000,000","1,657,000,000","1,729,000,000","1,633,000,000","1,792,000,000","1,913,200,000","1,898,200,000","1,974,800,000","1,864,000,000","1,597,000,000","1,293,700,000","1,186,141,000",,,,,,,,,,,,,
	ResearchAndDevelopment,"840,000,000","827,000,000","783,000,000","779,000,000","861,000,000","919,300,000","917,300,000","904,200,000","828,200,000","648,600,000","535,700,000","498,495,000","452,205,000","385,357,000","242,988,000","171,049,000","131,856,000","112,863,000","116,725,000","120,938,000","62,065,000","30,457,000","16,649,000","8,968,000","4,762,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,"20,895,000","11,732,000",,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,"20,895,000","11,732,000",,,,,
			Amortization,,,,,,,,,,,,,,,,,,,"20,895,000","11,732,000",,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,"20,895,000","11,732,000",,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,"-25,339,000",,,"20,000",,,,,,,"4,300,000",
OperatingIncome,"964,000,000","1,183,000,000","907,000,000","707,000,000","413,000,000","716,500,000","822,600,000","609,500,000","756,300,000","831,800,000","451,000,000","101,581,000","314,047,000","301,168,000","313,174,000","252,916,000","164,710,000","88,863,000","11,164,000","136,345,000","105,368,000","55,126,000","32,658,000","13,602,000","6,000,000"
NetNonOperatingInterestIncomeExpense,"6,000,000","30,000,000","17,000,000","-8,000,000","-3,000,000","-5,400,000","-1,200,000","-49,500,000","-36,500,000","-36,000,000","-42,900,000","30,745,000",,,,,,,,,,,,,
	InterestIncomeNonOperating,"61,000,000","88,000,000","79,000,000","44,000,000","46,000,000","36,600,000","34,900,000","42,200,000","38,200,000","39,900,000","31,200,000","57,610,000",,,,,,,,,,,,,
	InterestExpenseNonOperating,"55,000,000","58,000,000","62,000,000","52,000,000","49,000,000","42,000,000","36,100,000","91,700,000","74,700,000","75,900,000","74,100,000","26,865,000",,,,,,,,,,,,,
OtherIncomeExpense,"108,000,000","55,000,000","242,000,000","-34,000,000","-65,000,000","1,700,000","-80,700,000","6,600,000","-7,400,000","-1,700,000","38,900,000","-87,497,000","12,032,000","26,704,000","-3,138,000","-937,000","-7,980,000","-3,263,000","-25,234,000","-25,540,000","-1,808,000","-781,000",,"-14,819,000","668,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,"-29,571,000",,,,,,,,,,,,,
	SpecialIncomeCharges,"74,000,000","38,000,000","218,000,000","-42,000,000","-65,000,000","0","-88,300,000","-1,700,000","-9,800,000","-7,500,000","38,900,000","-57,926,000","12,032,000","26,704,000","-3,138,000","-937,000","-7,980,000","-3,263,000","-25,234,000","-25,540,000","-1,808,000","-781,000",,"-14,819,000","668,000"
		RestructuringAndMergernAcquisition,"37,000,000","35,000,000","0","52,000,000","116,000,000","0","88,300,000","1,700,000","9,800,000","1,800,000","-37,400,000","54,406,000","447,000","-74,000","-117,000","-271,000","1,327,000","1,257,000","12,226,000",,,,,,
		OtherSpecialCharges,,,,,,,,,,"5,700,000","-1,500,000","3,520,000","-12,479,000","-26,630,000","3,255,000","1,208,000","6,653,000","2,006,000","13,008,000",,,,,,
		GainOnSaleOfPPE,"111,000,000","73,000,000","218,000,000","10,000,000","51,000,000",,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"34,000,000","17,000,000","24,000,000","8,000,000","-3,000,000","1,700,000","7,600,000","8,300,000","2,400,000","5,800,000",,,,,,,,,,,,,,,
PretaxIncome,"1,078,000,000","1,268,000,000","1,166,000,000","665,000,000","345,000,000","712,800,000","740,700,000","566,600,000","712,400,000","794,100,000","447,000,000","44,829,000","382,699,000","359,728,000","350,272,000","276,228,000","170,454,000","97,815,000","2,533,000","133,009,000","114,406,000","56,990,000","33,547,000","4,043,000",
TaxProvision,"59,000,000","99,000,000","1,090,000,000","156,000,000","116,000,000","152,900,000","103,200,000","61,300,000","107,000,000","121,000,000","46,600,000","-41,716,000","72,961,000","61,993,000","83,820,000","50,474,000","18,367,000","21,343,000","-500,000","58,123,000","40,614,000","21,377,000","12,582,000","3,793,000",
NetIncomeCommonStockholders,"1,019,000,000","1,169,000,000","76,000,000","509,000,000","229,000,000","559,900,000","637,500,000","505,300,000","605,400,000","673,100,000","400,400,000","86,545,000","309,738,000","297,735,000","266,452,000","225,754,000","152,087,000","76,472,000","3,033,000","74,886,000","73,792,000","35,613,000","20,965,000","250,000","6,600,000"
	NetIncome,"1,019,000,000","1,169,000,000","76,000,000","509,000,000","229,000,000","559,900,000","637,500,000","505,300,000","605,400,000","673,100,000","400,400,000","86,545,000","309,738,000","297,735,000","266,452,000","225,754,000","152,087,000","76,472,000","3,033,000","74,886,000","73,792,000","35,613,000","20,965,000","250,000","6,600,000"
		NetIncomeIncludingNoncontrollingInterests,"1,019,000,000","1,169,000,000","76,000,000","509,000,000","229,000,000","559,900,000","637,500,000","505,300,000","605,400,000","673,100,000","400,400,000","86,545,000","309,738,000","297,735,000","266,452,000","225,754,000","152,087,000","76,472,000","3,033,000","74,886,000","73,792,000","35,613,000","20,965,000","250,000","6,600,000"
