name,ttm,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008
MarketCap,"12,509,713,188","15,314,095,135","17,314,401,368","13,546,409,374","16,916,484,120","11,540,418,305","8,492,404,520","5,505,360,032","6,238,325,726","4,737,215,350","2,229,882,080","1,127,211,993","336,222,757","867,247,440"
EnterpriseValue,"13,945,735,188","17,034,685,135","17,017,457,368","13,439,622,374","16,673,376,120","11,180,657,305","8,097,344,520","5,264,444,032","6,046,601,726","4,483,477,350","2,118,697,080","1,162,578,993","470,554,757","938,228,440"
PeRatio,"18.285","22.589","27.206","28.402","45.685","38.961","35.373","28.102","40.589","40.079","31.931","36.604","8.969","31.75"
ForwardPeRatio,"31.949","20.45","22.936","20.45","33.67","32.051","29.24","21.598","29.674","32.787","26.455",,,
PegRatio,"3.414","1.977","1.348","1.061","1.582","1.642","1.463","1.08","1.484","1.311","1.15",,,
PsRatio,"1.745","2.177","2.712","2.503","3.787","3.153","2.785","2.158","3.071","2.715","1.56","0.981","0.497","0.89"
PbRatio,"6.577","8.291","9.432","8.382","11.65","8.377","7.138","5.93","8.824","8.102","5.54","4.176","1.455","4.1"
EnterprisesValueRevenueRatio,"1.885","2.303","2.534","2.284","3.434","2.849","2.498","1.971","2.723","2.524","1.456","0.951","0.434","1.029"
EnterprisesValueEBITDARatio,"11.654","14.235","15.013","12.948","19.273","16.654","14.935","12.134","16.422","16.476","11.526","8.921","4.814","10.881"
