name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalAssets,"1,651,889,000","1,671,235,000","1,566,434,000","1,496,564,000","1,453,856,000","1,455,491,000","1,343,551,000","1,284,769,000","1,154,294,000","959,682,000","813,029,000","832,591,000","818,812,000","721,220,000","608,336,000","582,415,000","525,151,000","458,714,000","424,619,000","389,350,000","318,800,000","249,800,000","204,500,000","169,200,000","137,100,000"
	CurrentAssets,"947,358,000","1,022,220,000","894,090,000","834,647,000","799,740,000","947,820,000","828,595,000","767,700,000","719,549,000","650,718,000","532,178,000","529,023,000","545,210,000","477,094,000","362,306,000","392,304,000","331,125,000","277,966,000","263,758,000","284,559,000","231,000,000","174,400,000","149,200,000","131,600,000","100,700,000"
		CashCashEquivalentsAndShortTermInvestments,"432,599,000","530,782,000","412,052,000","358,400,000","332,918,000","471,193,000","393,412,000","335,162,000","366,112,000","350,662,000","288,661,000","235,620,000","288,677,000","250,477,000","175,710,000","226,608,000","194,673,000","153,878,000","150,511,000","154,802,000","128,800,000","51,500,000","31,900,000","30,200,000","12,000,000"
			CashAndCashEquivalents,"194,616,000","259,386,000","290,164,000","285,283,000","251,129,000","274,030,000","230,263,000","161,996,000","142,608,000","219,447,000","201,465,000","229,400,000","194,839,000","100,287,000","55,864,000","76,216,000","53,446,000","40,240,000","49,089,000","75,277,000","45,300,000","51,500,000","31,900,000","30,200,000","12,000,000"
			OtherShortTermInvestments,"237,983,000","271,396,000","121,888,000","73,117,000","81,789,000","197,163,000","163,149,000","173,166,000","223,504,000","131,215,000","87,196,000","6,220,000","93,838,000","150,190,000","119,846,000","150,392,000","141,227,000","113,638,000","101,422,000","79,525,000","83,500,000",,,,
		Receivables,"248,872,000","242,955,000","248,825,000","228,686,000","216,244,000","202,329,000","180,680,000","187,060,000","157,056,000","127,214,000","103,957,000","121,548,000","131,283,000","117,235,000","95,733,000","87,312,000","77,970,000","62,981,000","53,624,000","74,704,000","58,300,000","45,600,000","37,400,000","33,400,000","28,800,000"
			AccountsReceivable,"248,872,000","242,955,000","248,825,000","228,686,000","216,244,000","202,329,000","180,680,000","187,060,000","157,056,000","127,214,000","103,957,000","121,548,000","131,283,000","117,235,000","95,733,000","87,312,000","77,970,000","62,981,000","53,624,000",,,,,,
				GrossAccountsReceivable,"252,415,000","246,445,000","253,816,000","232,394,000","220,610,000","207,127,000","185,111,000","191,930,000",,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,543,000","-3,490,000","-4,991,000","-3,708,000","-4,366,000","-4,798,000","-4,431,000","-4,870,000",,,,,,,,,,,,,,,,,
		Inventory,"200,410,000","194,146,000","184,592,000","193,608,000","185,197,000","173,052,000","172,109,000","169,990,000","131,995,000","117,765,000","86,515,000","107,358,000","82,675,000","77,138,000","62,827,000","54,043,000","38,813,000","39,247,000","32,607,000","33,292,000","26,200,000","16,500,000","15,500,000","11,800,000","15,300,000"
			RawMaterials,"110,078,000","98,346,000","91,513,000","92,906,000","94,816,000","79,376,000","81,574,000","78,244,000","56,139,000","55,218,000","42,121,000","48,004,000","40,521,000","38,270,000","28,497,000","23,817,000","17,513,000","21,127,000","15,394,000",,,,,,
			WorkInProcess,"10,613,000","9,306,000","8,938,000","9,125,000","10,819,000","6,675,000","4,958,000","8,566,000","5,708,000","6,359,000","2,042,000","4,150,000","3,511,000","4,321,000","4,634,000","2,320,000","1,625,000","1,324,000","824,000",,,,,,
			FinishedGoods,"79,719,000","86,494,000","84,141,000","91,577,000","79,562,000","87,001,000","85,577,000","83,180,000","70,148,000","56,188,000","42,352,000","55,204,000","38,643,000","34,547,000","29,696,000","27,906,000","19,675,000","16,796,000","16,389,000",,,,,,
		PrepaidAssets,"65,477,000","54,337,000","48,621,000","53,953,000","65,381,000","70,075,000","49,001,000","48,009,000","38,082,000","36,239,000","36,523,000","43,062,000","23,312,000","11,393,000",,"10,253,000","9,742,000","13,756,000","20,608,000",,,,,,
		CurrentDeferredAssets,,,,,"0","31,171,000","33,393,000","27,479,000","26,304,000","18,838,000","16,522,000","21,435,000","19,264,000","20,851,000",,"14,088,000","9,927,000","8,104,000","6,408,000",,,,,,
			CurrentDeferredTaxesAssets,,,,,"0","31,171,000","33,393,000","27,479,000","26,304,000","18,838,000","16,522,000","21,435,000","19,264,000","20,851,000",,"14,088,000","9,927,000","8,104,000","6,408,000",,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,"-1,000",,"28,036,000",,,,,"21,761,000","17,700,000","60,800,000","64,400,000","56,200,000","44,600,000"
	TotalNonCurrentAssets,"704,531,000","649,015,000","672,344,000","661,917,000","654,116,000","507,671,000","514,956,000","517,069,000","434,745,000","308,964,000","280,851,000","303,568,000","273,602,000","244,126,000","246,030,000","190,111,000","194,026,000","180,748,000","160,861,000","104,791,000","87,800,000","75,400,000","55,300,000","37,600,000","36,400,000"
		NetPPE,"314,124,000","245,201,000","249,715,000","260,456,000","257,853,000","264,086,000","260,568,000","249,721,000","190,148,000","160,410,000","153,265,000","154,477,000","151,462,000","145,425,000","144,330,000","149,783,000","151,612,000","152,133,000","137,360,000","84,694,000","69,800,000","66,100,000","46,800,000","32,200,000","32,600,000"
			GrossPPE,"717,462,000","639,358,000","618,656,000","596,651,000","561,336,000","544,866,000","512,428,000","472,043,000","386,604,000","335,236,000","310,001,000","288,991,000","269,214,000","243,103,000","222,586,000","271,640,000","259,319,000","241,336,000","210,519,000","145,246,000","117,600,000","104,800,000","77,700,000","57,700,000","51,200,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,
				LandAndImprovements,"12,366,000","32,967,000","33,016,000","32,928,000","32,949,000","32,861,000","32,959,000","27,751,000","23,730,000","17,760,000","17,076,000","7,210,000","7,248,000","7,165,000","7,085,000","5,869,000","5,805,000","5,850,000","5,665,000",,,,,,
				BuildingsAndImprovements,"219,473,000","218,289,000","217,533,000","210,188,000","207,977,000","213,352,000","206,674,000","203,879,000","156,317,000","142,037,000","138,367,000","136,802,000","134,609,000","125,228,000","124,428,000","126,878,000","126,019,000","121,320,000","66,819,000",,,,,,
				MachineryFurnitureEquipment,"415,216,000","388,102,000","368,107,000","353,535,000","320,410,000","298,653,000","272,795,000","240,413,000","206,557,000","175,439,000","154,558,000","144,979,000","127,357,000","110,710,000","91,073,000","138,893,000","127,495,000","114,166,000","93,608,000",,,,,,
				OtherProperties,"70,407,000",,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,"44,427,000",,,,,,
			AccumulatedDepreciation,"-403,338,000","-394,157,000","-368,941,000","-336,195,000","-303,483,000","-280,780,000","-251,860,000","-222,322,000","-196,456,000","-174,826,000","-156,736,000","-134,514,000","-117,752,000","-97,678,000","-78,256,000","-121,857,000","-107,707,000","-89,203,000","-73,159,000","-60,552,000","-47,800,000","-38,700,000","-30,900,000","-25,500,000","-18,600,000"
		GoodwillAndOtherIntangibleAssets,"346,325,000","375,313,000","390,076,000","361,860,000","365,914,000","222,607,000","228,830,000","241,171,000","214,613,000","123,094,000","108,169,000","106,476,000","94,468,000","93,408,000","96,135,000","40,328,000","42,414,000","28,615,000","23,501,000","20,097,000","18,000,000","9,300,000","8,500,000","5,500,000","3,900,000"
			Goodwill,"262,242,000","264,530,000","266,783,000","253,197,000","257,718,000","144,325,000","146,520,000","147,258,000","130,747,000","70,278,000","64,779,000","64,561,000","54,111,000","53,343,000",,,,,,,,,,,
