name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,813,922,065","2,274,469,975","2,938,178,495","3,240,268,379","2,692,868,691","4,083,980,701","5,159,296,689","5,672,904,400"
EnterpriseValue,"4,214,118,065","3,914,112,975","3,484,071,495","3,705,958,379","2,972,423,691","4,243,273,701","5,425,354,689","6,053,255,400"
PeRatio,"15.217","17.917","16.674","24.847","21.258","34.532","53.094","123.988"
ForwardPeRatio,"17.825","16.835","17.094","21.645","18.904","27.778","38.314","65.36"
PegRatio,"3.109","3.286","1.178","1.634","1.261","1.736","1.631",
PsRatio,"0.481","0.426","0.609","0.757","0.724","1.219","1.845","2.438"
PbRatio,"4.195","4.062","4.582","5.245","3.546","5.001","7.931","11.681"
EnterprisesValueRevenueRatio,"0.718","0.695","0.669","0.794","0.735","1.181","1.828","2.483"
EnterprisesValueEBITDARatio,"8.913","9.292","10.457","11.496","10.148","14.488","20.904","35.927"
