name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"5,006,952,995","7,698,731,849","5,809,431,431","6,960,708,489","5,539,826,754","4,580,940,250","4,114,282,468","3,321,279,533","3,291,029,376","2,331,370,844","2,060,583,846","1,732,749,084","1,589,888,145","2,717,299,193","3,058,005,817"
EnterpriseValue,"9,483,209,995","11,705,072,849","9,759,346,431","10,841,794,489","9,783,262,754","8,045,121,250","7,312,025,468","6,523,608,533","6,358,966,376","5,606,260,844","5,458,577,846","4,918,009,084","5,253,533,145","2,711,456,193","5,244,194,817"
PeRatio,"14.077","68.594","48.757","76.891","70.173","85.191","97.931","80.31","145.625",,,,,,"650.424"
ForwardPeRatio,"64.103","70.922","44.053","55.556",,,"17.637","32.895","44.248","208.333",,,,,
PegRatio,,,"5.505","6.927",,,"2.94","0.368","0.494","34.208",,,,,
PsRatio,"5.445","8.218","6.705","8.103","7.871","8.862","8.374","6.926","6.967","3.947","3.569","3.033","2.593","4.915","7.276"
PbRatio,"1.902","3.141","2.364","2.858","2.928","2.387","2.102","1.675","1.662","1.317","1.128","0.966","0.896","1.485",
EnterprisesValueRevenueRatio,"10.124","12.496","11.074","13.351","13.175","12.654","12.196","11.028","10.983","9.744","9.562","8.612","8.639","5.232","12.093"
EnterprisesValueEBITDARatio,"10.311","12.726","17.065","20.598","19.919","19.644","19.048","17.409","17.669","15.73","14.953","13.115","13.004","7.729","22.003"
