name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalAssets,"18,970,000,000","18,133,000,000","15,030,000,000","11,988,000,000","12,083,000,000","12,467,000,000","11,231,000,000","11,026,000,000","4,143,000,000","3,693,000,000","3,859,000,000","4,191,000,000","5,842,000,000","5,366,000,000","5,274,000,000","4,882,000,000","4,722,141,000","4,690,557,000","5,025,904,000","5,123,933,000","4,497,700,000","2,634,700,000"
	CurrentAssets,"1,842,000,000","1,761,000,000","1,772,000,000","1,361,000,000","1,294,000,000","1,546,000,000","1,362,000,000","1,343,000,000","723,000,000","725,000,000","705,000,000","703,000,000","1,120,000,000","1,005,000,000","1,216,000,000","1,032,000,000","803,014,000","708,518,000","687,761,000","741,851,000","669,800,000","384,100,000"
		CashCashEquivalentsAndShortTermInvestments,"52,000,000","43,000,000","352,000,000","312,000,000","179,000,000","158,000,000","175,000,000","106,000,000","36,000,000","203,000,000","169,000,000","77,000,000","381,000,000","119,000,000","316,000,000","303,000,000","79,449,000","19,231,000","27,326,000","34,384,000","23,800,000","20,400,000"
			CashAndCashEquivalents,"52,000,000","43,000,000","352,000,000","312,000,000","179,000,000","158,000,000","175,000,000","106,000,000","36,000,000","203,000,000","169,000,000","77,000,000","381,000,000","119,000,000","316,000,000","303,000,000","79,449,000","19,231,000","27,326,000","34,384,000","23,800,000","20,400,000"
		Receivables,"1,530,000,000","1,545,000,000","1,233,000,000","920,000,000","930,000,000","940,000,000","804,000,000","793,000,000","464,000,000","377,000,000","337,000,000","454,000,000","519,000,000","502,000,000","572,000,000","490,000,000","499,433,000","466,196,000","450,273,000","469,594,000","435,000,000","233,300,000"
			AccountsReceivable,"1,530,000,000","1,545,000,000","1,233,000,000","920,000,000","930,000,000","940,000,000","804,000,000","793,000,000","464,000,000","377,000,000","337,000,000","454,000,000","519,000,000","502,000,000","572,000,000","490,000,000","499,433,000","466,196,000","450,273,000",,,
				GrossAccountsReceivable,"1,633,000,000","1,638,000,000","1,301,000,000","974,000,000","985,000,000","983,000,000","853,000,000","857,000,000","497,000,000",,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-103,000,000","-93,000,000","-68,000,000","-54,000,000","-55,000,000","-43,000,000","-49,000,000","-64,000,000","-33,000,000",,,,,,,,,,,,,
		Inventory,"120,000,000","109,000,000","75,000,000","68,000,000","69,000,000","78,000,000","70,000,000","68,000,000","44,000,000","39,000,000","44,000,000","59,000,000","91,000,000","139,000,000","174,000,000","119,000,000","105,987,000","91,798,000","85,764,000","133,380,000","129,500,000","71,000,000"
		PrepaidAssets,"140,000,000","64,000,000","112,000,000","61,000,000","116,000,000","122,000,000","53,000,000","111,000,000","75,000,000","37,000,000","89,000,000","37,000,000","57,000,000","56,000,000","154,000,000","120,000,000","118,145,000","131,293,000","124,398,000",,,
