name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
TotalAssets,"762,237,452,000","723,865,007,000","645,703,039,000","634,393,240,000","605,394,528,000","520,230,910,000","453,052,695,000","421,084,963,000","399,886,082,000","374,662,683,000","315,972,576,000","340,635,472,000","116,036,936,000","102,027,099,000"
	CashCashEquivalentsAndFederalFundsSold,"20,127,364,000","31,716,345,000","100,866,081,000","110,604,911,000","89,143,353,000","55,903,848,000","51,714,210,000","55,535,240,000","65,938,003,000","56,800,151,000","27,269,012,000","5,087,316,000","1,641,705,000","1,179,015,000"
		CashAndCashEquivalents,"20,127,364,000","31,716,345,000","100,866,081,000","110,604,911,000","89,143,353,000","55,903,848,000","51,714,210,000","55,535,240,000","48,330,086,000","56,800,151,000","27,269,012,000","5,087,316,000","1,641,705,000","1,179,015,000"
			CashFinancial,"4,877,849,000","4,235,096,000","4,569,443,000","3,316,800,000","2,995,112,000","3,525,864,000","3,533,344,000","4,114,775,000","3,542,707,000",,,,,
			CashEquivalents,"15,249,515,000","15,228,491,000","33,831,521,000","46,371,814,000","31,316,917,000","22,473,056,000","12,793,443,000","17,337,140,000","44,787,379,000",,,,,
			CashAndDueFromBanks,,"12,252,758,000","62,465,117,000","60,916,297,000","54,831,324,000","29,904,928,000","35,387,423,000","34,083,325,000","44,787,379,000","56,800,151,000","27,269,012,000","5,087,316,000","1,641,705,000","1,179,015,000"
		MoneyMarketInvestments,,,,,,,,,"17,607,917,000",,,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,"17,607,917,000",,,,,
				SecurityAgreeToBeResell,,,,,,,,,"17,607,917,000",,,,,
	SecuritiesAndInvestments,"224,403,191,000","235,717,777,000","167,785,986,000","170,731,932,000","142,793,108,000","132,174,639,000","77,804,165,000","77,284,818,000","75,175,065,000","89,967,165,000","82,816,232,000","37,267,263,000","25,396,958,000","16,301,216,000"
		TradingSecurities,"57,020,903,000","68,852,314,000","52,439,576,000","84,873,663,000","50,536,731,000","56,013,603,000","30,218,787,000","31,638,268,000","29,901,495,000","24,821,365,000","20,115,652,000",,,
		AvailableForSaleSecurities,"71,262,055,000","81,428,786,000","19,308,572,000","17,994,463,000","13,892,935,000","996,694,000","1,298,296,000","1,497,930,000","45,273,570,000","65,145,800,000","62,700,580,000","37,267,263,000","25,396,958,000","16,301,216,000"
		HeldToMaturitySecurities,"0","0","10,214,454,000","10,048,761,000","10,097,836,000",,,,,,,,,
		OtherShortTermInvestments,"96,120,233,000","85,436,677,000","85,823,384,000","57,815,045,000","68,265,606,000","75,164,342,000","46,287,082,000","44,148,620,000",,,,,,
	LongTermEquityInvestment,"1,070,762,000","1,053,315,000","866,564,000","990,077,000","1,060,743,000","1,023,461,000","1,063,803,000","472,093,000","422,225,000","370,586,000","419,122,000","129,117,000","110,965,000","120,046,000"
	DerivativeAssets,"339,932,000","343,934,000","192,763,000","222,717,000","1,312,202,000","212,552,000","322,817,000","156,164,000","80,708,000","115,640,000","163,425,000","55,824,473,000","20,464,437,000","28,638,803,000"
	NetLoan,"435,932,608,000","380,679,208,000","304,720,252,000","279,765,247,000","294,456,087,000","264,607,746,000","258,777,511,000","226,687,429,000","202,757,191,000","174,106,525,000","152,162,954,000","109,826,853,000","37,589,840,000","32,560,169,000"
		GrossLoan,"435,932,608,000","380,679,208,000","304,720,252,000","279,765,247,000","294,456,087,000","264,607,746,000","258,777,511,000","226,687,429,000","202,757,191,000","174,106,525,000","152,162,954,000","109,826,853,000","37,589,840,000","32,560,169,000"
			CommercialLoan,"109,233,128,000","79,607,001,000","32,300,095,000","27,762,473,000","42,422,638,000","28,917,397,000","46,043,184,000","29,913,132,000","19,690,923,000","22,739,964,000","24,228,143,000",,,
			ConsumerLoan,"326,699,480,000","301,072,207,000","272,420,157,000","252,002,774,000","252,033,449,000","235,690,349,000","212,734,327,000","196,774,297,000","183,066,268,000","151,366,561,000","127,934,811,000",,,
	Receivables,"6,856,905,000","5,446,795,000","5,256,854,000","6,563,406,000","5,601,534,000","5,027,761,000","4,360,116,000","4,771,032,000","2,077,224,000","1,217,186,000","2,162,063,000","79,346,697,000","21,132,190,000","15,626,693,000"
		AccountsReceivable,,,"0","0","8,000","530,311,000","399,045,000",,"966,207,000",,,"79,346,697,000","21,132,190,000","15,626,693,000"
		OtherReceivables,"6,856,905,000","5,446,795,000","5,256,854,000","6,563,406,000","5,601,526,000","4,497,450,000","3,961,071,000","4,771,032,000","2,077,224,000","1,217,186,000","2,162,063,000",,,
	PrepaidAssets,"1,059,223,000","685,755,000","784,456,000","1,825,467,000","1,383,476,000","1,289,624,000","1,255,046,000","614,062,000","641,098,000",,,,,
	NetPPE,"9,781,957,000","6,588,975,000","6,509,883,000","6,646,433,000","7,005,914,000","7,071,036,000","6,885,927,000","5,938,228,000","5,008,306,000","4,518,109,000","3,701,769,000","3,650,334,000","706,148,000","682,766,000"
		GrossPPE,"21,443,016,000","16,640,177,000","14,771,430,000","13,940,848,000","13,242,856,000","12,434,305,000","10,751,063,000","9,138,340,000","7,528,204,000","6,545,432,000","5,400,456,000","6,551,070,000","1,788,084,000","1,684,957,000"
			Properties,"2,840,170,000","2,779,038,000","2,649,312,000","2,711,193,000","2,724,859,000","2,773,548,000","3,020,484,000","2,648,632,000",,,,,,
			LandAndImprovements,"2,840,170,000","2,779,038,000","2,649,312,000","2,711,193,000","2,724,859,000","2,773,548,000","3,020,484,000","2,648,632,000","2,409,478,000","2,226,175,000","2,098,622,000",,,
			MachineryFurnitureEquipment,"15,518,012,000","13,859,456,000","12,118,359,000","11,225,896,000","10,514,238,000","9,656,292,000","7,726,114,000","6,485,949,000","5,115,893,000","4,317,994,000","3,301,834,000",,,
			ConstructionInProgress,,,"3,759,000","3,759,000","3,759,000","4,465,000","4,465,000","3,759,000","2,833,000","1,263,000","0",,,
			OtherProperties,"3,084,834,000","1,683,000",,,,,,,,,,"6,551,070,000","1,788,084,000","1,684,957,000"
