name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,08/31/2007,08/31/2006
MarketCap,"20,147,334,469","34,507,319,495","34,601,859,272","18,626,733,617","20,216,549,601","14,355,103,196","30,914,444,664","22,884,065,271","12,732,381,051","9,048,232,490","8,710,311,590","6,816,228,423","3,612,073,586","8,189,000,883","3,439,773,459"
EnterpriseValue,"71,871,334,469","82,014,319,495","78,975,859,272","63,368,733,617","60,319,549,601","49,683,103,196","59,659,444,664","44,016,065,271","34,172,381,051","20,554,230,490","18,003,387,590","14,533,780,423","10,749,724,586","13,354,290,883","6,657,005,459"
PeRatio,"5.507","10.692","11.388","20.795","19.119","15.099","89.656","60.548","24.321","30.284","45.43","15.444","9.649","23.71","34.316"
ForwardPeRatio,"5.718","7.77","8.489","8.764","16.695","6.427","17.212","34.722","23.866","16.722","19.084",,,,
PegRatio,"0.855","1.22",,"0.513","2.712","0.192","0.278","1.479","0.616","2.634","5.09",,,,
PsRatio,"0.364","0.609","0.295","0.446","0.568","0.32","0.577","0.487","0.717","1.154","1.32","1.258","0.389","1.107","0.462"
PbRatio,"0.923","1.65",,,,,"43.728","16.346","6.026","179.084","72.184","44,843.608",,,"75.185"
EnterprisesValueRevenueRatio,"1.326","1.513","1.46","1.564","1.608","1.179","1.071","0.911","2.014","2.494","2.729","2.683","1.157","1.966","0.847"
EnterprisesValueEBITDARatio,"6.798","7.758","9.143","12.219","15.024","10.537","13.228","15.131","10.274","10.837","12.79","9.686","8.172","13.256","9.388"
