name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalRevenue,"8,359,000,000","8,469,000,000","7,594,000,000","7,663,000,000","9,554,000,000","9,132,000,000","8,024,000,000","8,565,000,000","7,201,700,000","4,839,600,000","5,740,300,000","5,828,400,000","4,329,095,000","5,524,010,000","9,436,101,000","6,315,861,000","5,889,413,000","7,715,215,000","5,082,640,000","3,490,465,000","2,554,674,000"
	TotalPremiumsEarned,"5,628,000,000","5,342,000,000","4,911,000,000","4,893,000,000","4,723,000,000","4,286,000,000","3,671,000,000","4,152,000,000","3,836,500,000","1,431,500,000","1,404,500,000","1,475,300,000","1,140,266,000","3,800,458,000","4,606,200,000","2,184,993,000","2,003,447,000",,,,"786,588,000"
		NetPremiumsWritten,,,,,,,,,,,,"5,280,432,000",,,,,,,,,
	NetInvestmentIncome,,,,,,,,,,"142,700,000","144,500,000","154,500,000","134,370,000","372,504,000","208,309,000",,,,,,
	NetRealizedGainLossOnInvestments,"-144,000,000","318,000,000","-109,000,000","2,000,000","-2,000,000","-13,000,000","-13,000,000","12,000,000","186,900,000","6,700,000","236,700,000","27,400,000","-22,215,000","18,458,000","18,562,000","44,684,000","22,948,000",,,"946,000","4,605,000"
	InterestIncome,"224,000,000","225,000,000","177,000,000","131,000,000","129,000,000","123,000,000","126,000,000","129,000,000","143,900,000","142,700,000","144,500,000",,,,,,,,,,
	FeeRevenueAndOtherIncome,"2,651,000,000","2,584,000,000","2,615,000,000","2,637,000,000","4,704,000,000","4,736,000,000","4,240,000,000","4,272,000,000","3,034,400,000","3,258,700,000","3,954,600,000","4,171,200,000","3,076,674,000","1,332,590,000","4,603,030,000","4,086,184,000","3,863,018,000",,,"3,489,519,000","1,763,481,000"
		FeesAndCommissions,"2,651,000,000","2,584,000,000","2,615,000,000","2,637,000,000","3,546,000,000","3,324,000,000","2,804,000,000","1,737,000,000","1,707,600,000","3,258,700,000","3,563,000,000","2,452,300,000","1,554,743,000",,,,,,,,
		OtherIncomeExpense,,,,,"1,158,000,000","1,412,000,000","1,436,000,000","2,535,000,000","1,326,800,000","1,429,100,000","391,600,000","1,718,900,000","1,521,931,000","1,332,590,000","4,603,030,000","4,086,184,000","3,863,018,000",,,"3,489,519,000","1,763,481,000"
TotalExpenses,"7,340,000,000","7,100,000,000","6,844,000,000","6,799,000,000","8,482,000,000","8,265,000,000","7,632,000,000","7,914,000,000","6,358,300,000","4,424,800,000","5,177,900,000","5,483,500,000","4,624,488,000","5,347,497,000","8,492,899,000","5,447,557,000","5,006,486,000","6,294,576,000","4,231,340,000","2,976,838,000","2,329,492,000"
