name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","154,400,000","154,400,000","154,400,000","154,400,000","154,400,000","154,400,000","154,300,000","155,100,000","155,100,000","155,200,000","155,200,000","155,200,000","155,000,000","152,900,000","117,600,000","116,500,000","115,600,000","110,700,000","92,800,000","92,500,000","76,900,000","75,400,000","71,500,000","70,900,000","70,100,000","68,700,000","65,100,000","62,900,000","62,300,000","61,000,000","60,200,000","60,200,000","57,400,000","57,400,000","57,500,000"
TotalCapitalization,"5,359,652,000","4,470,099,000","4,022,358,000","3,944,467,000","3,864,417,000","3,795,661,000","3,796,500,000","3,688,246,000","3,566,527,000","4,211,509,000","4,179,954,000","4,119,808,000","3,828,196,000","3,839,668,000","3,924,014,000","3,886,208,000","3,740,281,000","3,567,038,000","3,567,946,000","3,269,458,000","3,233,557,000","3,235,713,000","2,480,475,000","2,463,674,000","2,545,130,000","2,580,929,000","2,493,020,000","2,382,643,000","2,362,833,000","2,298,908,000","2,446,294,000","2,574,472,000","2,541,941,000","2,548,727,000","2,616,769,000","2,602,850,000","2,590,214,000","2,542,911,000","2,537,349,000","2,612,239,000","2,590,800,000","2,356,481,000","2,394,442,000","2,170,016,000","2,169,333,000","2,176,507,000","2,153,548,000","2,096,559,000","2,095,369,000","1,845,600,000","1,805,841,000","1,773,294,000","1,747,683,000","1,712,017,000","1,696,605,000","1,756,057,000","1,612,320,000","1,590,046,000","1,568,627,000","1,544,206,000","1,387,880,000","1,372,253,000","1,354,451,000","1,333,140,000","1,336,201,000","1,318,582,000","1,272,430,000","1,253,165,000","1,237,021,000","1,220,700,000","1,198,320,000","1,180,857,000","1,190,269,000","1,169,052,000","1,049,981,000","1,004,126,000","984,972,000","965,060,000","944,028,000","912,746,000","896,051,000","884,500,000","869,900,000","849,500,000","833,800,000","819,500,000","802,500,000","788,200,000","775,200,000","612,500,000","673,900,000","656,400,000","636,100,000","622,400,000","599,700,000","592,200,000","585,900,000","543,800,000","529,500,000","518,100,000","503,400,000","483,900,000","486,700,000","462,900,000","460,300,000","449,400,000","440,200,000","382,400,000","367,100,000","351,300,000","339,400,000","326,400,000","313,400,000","302,200,000","301,800,000","295,300,000","292,200,000","286,600,000"
PreferredStockEquity,"3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"3,957,517,000","3,586,184,000","3,568,482,000","3,574,613,000","3,523,309,000","3,488,954,000","3,499,013,000","3,446,886,000","3,372,114,000","3,334,064,000","3,313,831,000","3,239,851,000","3,100,696,000","3,012,427,000","3,083,748,000","3,035,704,000","2,961,194,000","2,872,109,000","2,862,528,000","2,793,890,000","2,765,377,000","2,687,594,000","2,166,707,000","2,149,145,000","2,104,830,000","2,076,675,000","1,982,057,000","1,939,330,000","1,918,581,000","1,864,007,000","1,974,124,000","1,929,790,000","1,892,123,000","1,861,128,000","1,871,930,000","1,810,189,000","1,789,133,000","1,732,962,000","1,718,204,000","1,693,309,000","1,668,593,000","1,559,115,000","1,514,684,000","1,434,213,000","1,436,277,000","1,443,375,000","1,504,334,000","1,487,282,000","1,486,034,000","1,441,208,000","1,401,575,000","1,367,980,000","1,342,327,000","1,310,819,000","1,272,254,000","1,228,579,000","1,203,366,000","1,181,059,000","1,158,885,000","1,134,242,000","1,102,568,000","1,086,310,000","1,068,014,000","1,046,483,000","1,047,083,000","1,029,305,000","1,015,678,000","999,789,000","983,635,000","967,291,000","944,902,000","926,878,000","906,281,000","885,043,000","865,963,000","849,297,000","830,135,000","810,728,000","789,341,000","758,985,000","741,136,000","728,800,000","713,100,000","692,600,000","676,300,000","660,700,000","643,700,000","628,700,000","615,000,000","601,600,000","662,500,000","644,200,000","629,300,000","615,500,000","593,000,000","584,300,000","570,300,000","520,800,000","505,900,000","492,300,000","477,000,000","449,400,000","438,800,000","413,000,000","400,900,000","389,100,000","376,800,000","365,100,000","350,300,000","333,800,000","321,400,000","308,100,000","294,800,000","283,200,000","276,300,000","265,500,000","259,300,000","256,000,000"
CapitalLeaseObligations,,,,,,"13,160,000",,,,"7,795,000",,,,"5,701,000",,,,"9,226,000",,,,"3,150,000",,,,"6,515,000",,,,"10,020,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"3,543,552,000","3,168,510,000","3,206,571,000","3,208,274,000","3,219,909,000","3,180,309,000","3,218,048,000","3,161,299,000","3,152,845,000","3,110,367,000","3,085,739,000","3,008,706,000","2,874,770,000","2,783,786,000","2,853,597,000","2,815,376,000","2,736,678,000","2,641,350,000","2,627,220,000","2,555,119,000","2,523,700,000","2,441,211,000","2,036,276,000","2,018,184,000","1,973,300,000","1,972,803,000","1,877,736,000","1,834,439,000","1,813,072,000","1,757,826,000","1,867,177,000","1,821,990,000","1,783,422,000","1,751,471,000","1,761,224,000","1,699,330,000","1,677,243,000","1,620,440,000","1,604,206,000","1,577,748,000","1,551,446,000","1,450,129,000","1,405,083,000","1,328,553,000","1,330,229,000","1,336,940,000","1,397,389,000","1,379,342,000","1,378,066,000","1,332,725,000","1,292,576,000","1,258,464,000","1,232,275,000","1,200,194,000","1,272,254,000","1,228,579,000","1,203,366,000","1,068,006,000","1,158,885,000","1,134,242,000","1,102,568,000","971,638,000","1,068,014,000","1,046,483,000","1,047,083,000","1,029,305,000","1,015,678,000","999,789,000","983,635,000","967,291,000","944,902,000","926,878,000","906,281,000","885,043,000","865,963,000","849,297,000","830,135,000","810,728,000","789,341,000","758,985,000","741,136,000","728,800,000","713,100,000","692,600,000","676,300,000","660,700,000","643,700,000","628,700,000","615,000,000","601,600,000","662,500,000","644,200,000","629,300,000","615,500,000","593,000,000","584,300,000","570,300,000","520,800,000","505,900,000","492,300,000","477,000,000","449,400,000","438,800,000","413,000,000","400,900,000","389,100,000","376,800,000","365,100,000","350,300,000","333,800,000","321,400,000","308,100,000","294,800,000","283,200,000","276,300,000","265,500,000","259,300,000","256,000,000"
InvestedCapital,"5,359,649,000","4,470,099,000","4,022,358,000","3,944,467,000","3,864,417,000","3,824,012,000","4,484,249,000","4,302,239,000","4,121,285,000","4,301,594,000","4,859,234,000","4,904,325,000","4,623,783,000","3,849,832,000","4,654,228,000","4,614,770,000","4,429,517,000","3,567,038,000","4,327,703,000","3,992,683,000","4,175,407,000","3,725,971,000","3,278,644,000","3,252,214,000","3,162,924,000","2,992,836,000","3,097,455,000","2,964,580,000","2,935,935,000","2,752,955,000","3,124,067,000","3,274,771,000","3,219,934,000","3,163,949,000","3,217,153,000","3,258,658,000","3,256,631,000","3,089,508,000","3,190,065,000","3,153,948,000","3,184,921,000","2,998,886,000","2,971,051,000","2,769,869,000","2,811,245,000","2,823,535,000","3,167,936,000","3,227,347,000","3,366,182,000","3,150,887,000","3,198,890,000","3,133,805,000","2,992,708,000","2,862,864,000","2,826,115,000","2,713,075,000","2,462,886,000","2,369,074,000","2,265,492,000","2,165,914,000","1,852,880,000","1,819,939,000","1,812,068,000","1,770,543,000","1,804,096,000","1,748,773,000","1,745,061,000","1,752,729,000","1,675,448,000","1,683,327,000","1,697,308,000","1,687,839,000","1,748,272,000","1,780,442,000","1,726,332,000","1,681,280,000","1,653,181,000","1,597,432,000","1,576,346,000","1,475,666,000","1,483,138,000","1,452,800,000","1,424,800,000","1,367,900,000","1,418,600,000","1,387,600,000","1,337,400,000","1,335,300,000","1,261,800,000","1,206,300,000","1,213,300,000","1,144,400,000","979,500,000","1,014,400,000","932,100,000","930,700,000","912,700,000","920,300,000","872,600,000","829,300,000","754,700,000","774,800,000","718,200,000","684,700,000","680,600,000","685,900,000","692,100,000","589,700,000","569,800,000","541,600,000","561,400,000","545,300,000","523,200,000","574,200,000","550,700,000","515,300,000","491,800,000","468,800,000"
TangibleBookValue,"3,543,549,000","3,168,510,000","3,206,571,000","3,208,274,000","3,219,909,000","3,180,309,000","3,218,048,000","3,161,299,000","3,152,845,000","3,110,367,000","3,085,739,000","3,008,706,000","2,874,770,000","2,783,786,000","2,853,597,000","2,815,376,000","2,736,678,000","2,641,350,000","2,627,220,000","2,555,119,000","2,523,700,000","2,441,211,000","2,036,276,000","2,018,184,000","1,973,300,000","1,972,803,000","1,877,736,000","1,834,439,000","1,813,072,000","1,757,826,000","1,867,177,000","1,821,990,000","1,783,422,000","1,751,471,000","1,761,224,000","1,699,330,000","1,677,243,000","1,620,440,000","1,604,206,000","1,577,748,000","1,551,446,000","1,450,129,000","1,405,083,000","1,328,553,000","1,330,229,000","1,336,940,000","1,397,389,000","1,379,342,000","1,378,066,000","1,332,725,000","1,292,576,000","1,258,464,000","1,232,275,000","1,200,194,000","1,272,254,000","1,228,579,000","1,203,366,000","1,068,006,000","1,158,885,000","1,134,242,000","1,102,568,000","971,638,000","1,068,014,000","1,046,483,000","1,047,083,000","1,029,305,000","1,015,678,000","999,789,000","983,635,000","967,291,000","944,902,000","926,878,000","906,281,000","885,043,000","865,963,000","849,297,000","830,135,000","810,728,000","789,341,000","758,985,000","741,136,000","728,800,000","713,100,000","692,600,000","676,300,000","660,700,000","643,700,000","628,700,000","615,000,000","601,600,000","662,500,000","644,200,000","629,300,000","615,500,000","593,000,000","584,300,000","570,300,000","520,800,000","505,900,000","492,300,000","477,000,000","449,400,000","438,800,000","413,000,000","400,900,000","389,100,000","376,800,000","365,100,000","350,300,000","333,800,000","321,400,000","308,100,000","294,800,000","283,200,000","276,300,000","265,500,000","259,300,000","256,000,000"
TotalDebt,"1,402,132,000","883,915,000","453,876,000","369,854,000","341,108,000","348,218,000","985,236,000","855,353,000","749,171,000","975,325,000","1,545,403,000","1,664,474,000","1,523,087,000","843,106,000","1,570,480,000","1,579,066,000","1,468,323,000","704,155,000","1,465,175,000","1,198,793,000","1,410,030,000","1,041,527,000","1,111,937,000","1,103,069,000","1,058,094,000","922,676,000","1,115,398,000","1,025,250,000","1,017,354,000","898,968,000","1,149,943,000","1,344,981,000","1,327,811,000","1,302,821,000","1,345,223,000","1,448,469,000","1,467,498,000","1,356,546,000","1,471,861,000","1,460,639,000","1,516,328,000","1,439,771,000","1,456,367,000","1,335,656,000","1,374,968,000","1,380,160,000","1,663,602,000","1,740,065,000","1,880,148,000","1,709,679,000","1,797,315,000","1,765,825,000","1,650,381,000","1,552,045,000","1,553,861,000","1,484,496,000","1,259,520,000","1,188,015,000","1,106,607,000","1,031,672,000","750,312,000","733,629,000","744,054,000","724,060,000","757,013,000","719,468,000","729,383,000","752,940,000","691,813,000","716,036,000","752,406,000","760,961,000","841,991,000","895,399,000","860,369,000","831,983,000","823,046,000","786,704,000","787,005,000","716,681,000","742,002,000","724,000,000","711,700,000","675,300,000","742,300,000","726,900,000","693,700,000","706,600,000","646,800,000","604,700,000","550,800,000","500,200,000","350,200,000","398,900,000","339,100,000","346,400,000","342,400,000","399,500,000","366,700,000","337,000,000","277,700,000","325,400,000","279,400,000","271,700,000","279,700,000","296,800,000","315,300,000","224,600,000","219,500,000","207,800,000","240,000,000","237,200,000","228,400,000","291,000,000","274,400,000","249,800,000","232,500,000","212,800,000"
NetDebt,"947,912,000","507,196,000","164,943,000","85,707,000","72,509,000","7,618,000","722,711,000","594,828,000","501,032,000","631,380,000","1,249,017,000","1,107,702,000","1,020,814,000","297,664,000","1,074,775,000","1,071,497,000","1,010,565,000","160,843,000","918,731,000","684,389,000","914,129,000","434,195,000","710,944,000","536,117,000","514,623,000","382,562,000","546,280,000","482,605,000","557,137,000","249,218,000",,,"22,814,000","712,020,000","395,884,000","169,098,000","475,960,000","497,978,000",,"97,886,000","771,148,000","236,269,000","733,336,000","697,760,000","903,169,000","786,785,000","939,386,000","1,028,414,000","1,145,567,000","915,891,000","970,232,000","919,896,000","803,179,000","541,061,000","644,159,000","526,608,000","453,763,000","410,087,000","403,770,000","351,257,000","150,954,000","53,946,000","77,572,000","16,724,000","117,355,000",,,,,,,,"132,234,000","136,412,000","168,775,000","122,621,000","132,966,000","30,774,000","257,108,000","188,183,000","295,007,000","132,400,000","249,900,000","221,700,000","258,700,000","223,900,000","258,200,000","220,700,000","204,300,000","97,900,000","99,000,000","37,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"10,280,105","10,629,495","10,884,005","11,179,905","11,385,405","11,628,405","11,971,460","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","9,618,941","9,618,941","9,618,941","9,618,941","9,618,941","9,618,941","9,618,941","9,620,914","10,255,747","10,271,244","10,275,731","10,284,119","10,309,251","10,396,765","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,000","10,434,453","10,434,453","10,434,453","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,436,000","10,436,000","10,436,000","10,428,000","10,483,000","10,471,000","10,489,000","10,510,000","10,481,000","10,481,000","10,503,000","10,510,000","10,513,475","10,522,836","10,533,814","10,534,614","10,566,849","10,610,399","10,626,000","10,626,000","10,626,000","10,626,000","10,625,000","10,625,000","10,627,000","10,627,000","11,390,000","11,392,000","11,396,000","11,396,310","11,428,000","11,449,000","11,449,000",,,,"11,405,393","10,188,000","10,192,000","9,867,000","9,709,000","9,766,000","9,751,000","9,736,000","9,709,000","9,608,000","9,465,000","9,525,000","9,469,000","9,450,000","9,449,000","9,265,000","9,268,000","9,275,000"
OrdinarySharesNumber,"10,280,105","10,629,495","10,884,005","11,179,905","11,385,405","11,628,405","11,971,460","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","12,010,405","9,618,941","9,618,941","9,618,941","9,618,941","9,618,941","9,618,941","9,618,941","9,620,914","10,255,747","10,271,244","10,275,731","10,284,119","10,309,251","10,396,765","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,453","10,434,000","10,434,453","10,434,453","10,434,453","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,434,000","10,436,000","10,436,000","10,436,000","10,428,000","10,483,000","10,471,000","10,489,000","10,510,000","10,481,000","10,481,000","10,503,000","10,510,000","10,513,475","10,522,836","10,533,814","10,534,614","10,566,849","10,610,399","10,626,000","10,626,000","10,626,000","10,626,000","10,625,000","10,625,000","10,627,000","10,627,000","11,390,000","11,392,000","11,396,000","11,396,310","11,428,000","11,449,000","11,449,000",,,,"11,405,393","10,188,000","10,192,000","9,867,000","9,709,000","9,766,000","9,751,000","9,736,000","9,709,000","9,608,000","9,465,000","9,525,000","9,469,000","9,450,000","9,449,000","9,265,000","9,268,000","9,275,000"
PreferredSharesNumber,"345,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
