name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
		GainsLossesNotAffectingRetainedEarnings,"-37,000,000","-44,000,000","-41,000,000","-23,000,000","-13,000,000","5,000,000","-1,000,000",,
TotalCapitalization,"4,500,000,000","4,598,000,000","4,432,000,000","4,459,000,000","4,581,000,000","4,618,000,000","4,665,000,000","2,729,000,000","2,843,000,000"
CommonStockEquity,"2,206,000,000","2,163,000,000","2,155,000,000","2,162,000,000","2,197,000,000","2,203,000,000","2,202,000,000","2,729,000,000","2,843,000,000"
CapitalLeaseObligations,"312,000,000","323,000,000","346,000,000","305,000,000","289,000,000","301,000,000","303,000,000","304,000,000","301,000,000"
NetTangibleAssets,"-2,510,000,000","-2,610,000,000","-2,431,000,000","-2,483,000,000","-2,481,000,000","-2,511,000,000","-2,560,000,000","-190,000,000","-56,000,000"
WorkingCapital,"-183,000,000","-144,000,000","-140,000,000","-136,000,000","-170,000,000","-163,000,000","-145,000,000","-156,000,000","-115,000,000"
InvestedCapital,"4,588,000,000","4,685,000,000","4,512,000,000","4,539,000,000","4,660,000,000","4,698,000,000","4,746,000,000","2,729,000,000","2,843,000,000"
TangibleBookValue,"-2,510,000,000","-2,610,000,000","-2,431,000,000","-2,483,000,000","-2,481,000,000","-2,511,000,000","-2,560,000,000","-190,000,000","-56,000,000"
TotalDebt,"2,694,000,000","2,845,000,000","2,703,000,000","2,682,000,000","2,752,000,000","2,796,000,000","2,847,000,000","304,000,000","301,000,000"
NetDebt,"2,313,000,000","2,400,000,000","2,178,000,000","2,289,000,000","2,363,000,000","2,369,000,000","2,343,000,000",,
ShareIssued,"166,218,067","165,986,855","165,886,892","165,844,994","165,842,402","165,757,231","165,698,525","142,500,000","142,500,000"
OrdinarySharesNumber,"161,532,459","161,866,236","162,466,907","163,099,080","163,902,020","164,818,944","165,698,525","142,500,000","142,500,000"
TreasurySharesNumber,"4,685,608","4,120,619","3,419,985","2,745,914","1,940,382","938,287",,,
