name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"10,002,579,815","16,403,140,000","12,427,480,000","8,234,582,093","10,639,040,195","10,773,630,000","14,930,994,000","20,730,034,000","15,096,790,000","13,232,148,464","13,814,415,000","10,005,300,000","8,375,951,895","14,388,716,748","9,011,876,936","8,630,268,878"
EnterpriseValue,"24,423,579,815","30,958,140,000","29,378,480,000","15,948,582,093","18,413,040,195","17,570,630,000","21,704,994,000","26,801,034,000","19,140,790,000","16,451,148,464","16,968,415,000","12,996,300,000","12,066,951,895","14,179,267,748","8,860,028,936","8,402,765,878"
PeRatio,"15.807","13.946",,"12.984","16.376","16.685","23.356","32.482","49.418","17.116","28.752","23.746","35.035",,,"456.797"
ForwardPeRatio,"16.42","9.569","9.488","11.696","12.707","12.804","17.212","22.124","18.832","14.514","20.202",,,,,
PegRatio,"1.921","0.684","0.772","0.854","0.828","0.984","1.169","1.021","1.112","0.688","1.045",,,,,
PsRatio,"2.901","2.338","2.265","2.17","2.81","2.78","4.055","6.295","10.505","4.115","4.871","3.731","2.785","20.314","13.581","12.451"
PbRatio,"2.453","2","2.163","1.642","2.185","2.002","2.763","4.559","3.339","2.404","3.903","2.825","1.514","3.202","1.985","1.89"
EnterprisesValueRevenueRatio,"2.196","2.778","2.784","2.32","2.834","2.748","3.464","4.842","4.266","3.885","4.497","3.696","3.505","20.049","12.876","12.099"
EnterprisesValueEBITDARatio,"3.45","4.317","4.564","6.186","4.47","4.473","5.48","7.64","6.965","6.022","13.361","8.926","9.142","-143.008","-252.307","106.247"
