name,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018
TotalAssets,"5,269,780,000","5,478,081,000","5,152,087,000","5,226,716,000","3,239,285,000","3,464,955,000","3,220,856,000","3,261,266,000","3,273,856,000"
	CurrentAssets,"1,360,020,000","1,542,408,000","1,265,264,000","1,343,224,000","1,337,206,000","1,559,961,000","1,309,042,000","1,337,465,000","1,336,604,000"
		CashCashEquivalentsAndShortTermInvestments,"30,204,000","29,968,000","29,092,000","29,877,000","27,146,000","31,502,000","31,305,000","30,471,000","34,954,000"
			CashAndCashEquivalents,"30,204,000","29,968,000","29,092,000","29,877,000","27,146,000","31,502,000","31,305,000","30,471,000","34,954,000"
		Receivables,"206,353,000","185,983,000","162,278,000","180,379,000","194,300,000","179,091,000","165,347,000","168,719,000","190,756,000"
			AccountsReceivable,"206,353,000","185,983,000","162,278,000","180,379,000","194,300,000","179,091,000","165,347,000","168,719,000","190,756,000"
		Inventory,"1,081,502,000","1,271,172,000","1,026,541,000","1,085,565,000","1,052,306,000","1,245,110,000","1,005,045,000","1,055,234,000","1,019,138,000"
			FinishedGoods,"1,081,502,000","1,271,172,000","1,026,541,000","1,085,565,000","1,052,306,000","1,245,110,000","1,005,045,000","1,055,234,000","1,019,138,000"
		PrepaidAssets,"41,961,000","55,285,000","47,353,000","47,403,000","63,454,000","104,258,000","100,795,000","76,491,000","91,756,000"
		AssetsHeldForSaleCurrent,,,,,,,"6,550,000","6,550,000",
	TotalNonCurrentAssets,"3,909,759,000","3,935,673,000","3,886,823,000","3,883,492,000","1,902,079,000","1,904,994,000","1,911,814,000","1,923,801,000","1,937,252,000"
		NetPPE,"2,820,267,000","2,843,285,000","2,791,550,000","2,784,495,000","748,778,000","745,889,000","747,681,000","749,670,000","758,750,000"
			GrossPPE,"3,837,276,000","3,853,633,000","3,766,075,000","3,723,391,000","1,656,746,000","1,621,166,000","1,590,459,000","1,556,897,000","1,533,956,000"
				Properties,"0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"375,375,000","390,085,000","388,399,000","381,041,000","390,243,000","396,900,000","396,349,000","396,221,000","404,400,000"
				MachineryFurnitureEquipment,"1,135,892,000","1,130,854,000","1,096,179,000","1,067,448,000","1,039,360,000","1,012,195,000","982,117,000","956,894,000","924,616,000"
				OtherProperties,"2,060,059,000","2,067,626,000","2,040,834,000","2,055,733,000",,,,,
				ConstructionInProgress,"51,741,000","53,244,000","31,685,000","14,427,000","23,749,000","15,065,000","16,538,000","13,548,000","20,775,000"
				Leases,"214,209,000","211,824,000","208,978,000","204,742,000","203,394,000","197,006,000","195,455,000","190,234,000","184,165,000"
			AccumulatedDepreciation,"-1,017,009,000","-1,010,348,000","-974,525,000","-938,896,000","-907,968,000","-875,277,000","-842,778,000","-807,227,000","-775,206,000"
		GoodwillAndOtherIntangibleAssets,"1,071,118,000","1,074,491,000","1,077,864,000","1,081,237,000","1,125,004,000","1,130,840,000","1,136,695,000","1,142,779,000","1,149,010,000"
			Goodwill,"924,134,000","924,134,000","924,134,000","924,134,000","924,134,000","924,134,000","924,134,000","924,134,000","924,134,000"
			OtherIntangibleAssets,"146,984,000","150,357,000","153,730,000","157,103,000","200,870,000","206,706,000","212,561,000","218,645,000","224,876,000"
		OtherNonCurrentAssets,"18,374,000","17,897,000","17,409,000","17,760,000","28,297,000","28,265,000","27,438,000","31,352,000","29,492,000"
TotalLiabilitiesNetMinorityInterest,"5,324,124,000","5,582,567,000","5,316,673,000","5,375,025,000","3,441,369,000","3,721,573,000","3,538,729,000","4,272,669,000","4,303,713,000"
	CurrentLiabilities,"1,801,416,000","2,051,807,000","1,611,065,000","1,673,912,000","1,577,688,000","1,853,807,000","1,320,980,000","1,439,975,000","1,469,587,000"
		PayablesAndAccruedExpenses,"1,001,929,000","1,480,469,000","1,297,653,000","1,305,657,000","1,001,742,000","1,462,304,000","1,256,608,000","1,258,603,000","988,264,000"
			Payables,"825,516,000","973,328,000","798,504,000","820,489,000","846,788,000","976,518,000","783,108,000","799,524,000","768,099,000"
				AccountsPayable,"786,412,000","973,328,000","798,504,000","820,489,000","816,880,000","976,518,000","783,108,000","799,524,000","751,948,000"
				TotalTaxPayable,"39,104,000",,,,"29,908,000",,,,"16,151,000"
					IncomeTaxPayable,"6,662,000",,,,"858,000",,,,
			CurrentAccruedExpenses,"176,413,000","507,141,000","499,149,000","485,168,000","154,954,000","485,786,000","473,500,000","459,079,000","220,165,000"
				InterestPayable,,,,,,,,,"25,428,000"
		CurrentProvisions,"59,315,000",,,,"60,557,000",,,,"40,620,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"70,481,000",,,,"77,663,000",,,,"82,037,000"
		CurrentDebtAndCapitalLeaseObligation,"467,128,000","571,338,000","313,412,000","368,255,000","254,377,000","389,377,000","62,250,000","179,250,000","219,750,000"
			CurrentDebt,"343,377,000","449,377,000","195,377,000","246,377,000","254,377,000","389,377,000","62,250,000","179,250,000","219,750,000"
				OtherCurrentBorrowings,"343,377,000","449,377,000","195,377,000","246,377,000",,,,,
			CurrentCapitalLeaseObligation,"123,751,000","121,961,000","118,035,000","121,878,000",,,,,
		CurrentDeferredLiabilities,"174,666,000",,,,"161,215,000",,,,"126,216,000"
			CurrentDeferredRevenue,"174,666,000",,,,"161,215,000",,,,"126,216,000"
		OtherCurrentLiabilities,"27,897,000",,,,"22,134,000","2,126,000","2,122,000","2,122,000","12,700,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,522,708,000","3,530,760,000","3,705,608,000","3,701,113,000","1,863,681,000","1,867,766,000","2,217,749,000","2,832,694,000","2,834,126,000"
		LongTermProvisions,"17,153,000",,,,"15,248,000",,,,"12,998,000"
		LongTermDebtAndCapitalLeaseObligation,"3,339,328,000","3,320,147,000","3,498,536,000","3,510,225,000","1,588,938,000","1,549,406,000","1,894,071,000","2,507,960,000","2,543,613,000"
			LongTermDebt,"1,337,308,000","1,339,700,000","1,540,602,000","1,543,537,000","1,546,471,000","1,549,406,000","1,894,071,000","2,507,960,000","2,492,660,000"
			LongTermCapitalLeaseObligation,"2,002,020,000","1,980,447,000","1,957,934,000","1,966,688,000","42,467,000",,,,"50,953,000"
		NonCurrentDeferredLiabilities,"46,200,000","50,486,000","46,508,000","44,934,000","53,285,000","51,810,000","52,988,000","52,531,000","74,713,000"
			NonCurrentDeferredTaxesLiabilities,"46,200,000","50,486,000","46,508,000","44,934,000","36,937,000","51,810,000","52,988,000","52,531,000","57,074,000"
			NonCurrentDeferredRevenue,"0",,,,"16,348,000",,,,"17,639,000"
		EmployeeBenefits,"80,783,000",,,,"87,523,000",,,,"93,951,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"15,901,000",,,,"16,938,000",,,,"21,634,000"
		DerivativeProductLiabilities,"39,244,000",,,,"19,410,000",,,,
		RestrictedCommonStock,,,,"0","0","0","0","0","10,438,000"
		OtherNonCurrentLiabilities,"152,410,000","160,127,000","160,564,000","145,954,000","99,277,000","266,550,000","270,690,000","272,203,000","98,413,000"
TotalEquityGrossMinorityInterest,"-54,344,000","-104,486,000","-164,586,000","-148,309,000","-202,084,000","-256,618,000","-317,873,000","-1,011,403,000","-1,029,857,000"
	StockholdersEquity,"-54,344,000","-104,486,000","-164,586,000","-148,309,000","-202,084,000","-256,618,000","-317,873,000","-1,011,403,000","-1,029,857,000"
		CapitalStock,"1,407,000","1,406,000","1,402,000","1,398,000","1,381,000","1,376,000","1,362,000","888,000","871,000"
			PreferredStock,"0",,,,,"0",,,
			CommonStock,"1,407,000","1,406,000","1,402,000","1,398,000","1,381,000","1,376,000","1,362,000","888,000","871,000"
		AdditionalPaidInCapital,"773,618,000","766,050,000","760,191,000","752,218,000","742,072,000","738,134,000","731,324,000","13,545,000","2,883,000"
		RetainedEarnings,"-716,369,000","-758,131,000","-813,223,000","-867,746,000","-915,113,000","-979,420,000","-1,033,851,000","-1,028,237,000","-1,036,012,000"
		TreasuryStock,"86,414,000","86,414,000","86,346,000","19,109,000","19,109,000","19,109,000","19,109,000",,
		GainsLossesNotAffectingRetainedEarnings,"-26,586,000","-27,397,000","-26,610,000","-15,070,000","-11,315,000","2,401,000","2,401,000","2,401,000","2,401,000"
TotalCapitalization,"1,282,964,000","1,235,214,000","1,376,016,000","1,395,228,000","1,344,387,000","1,292,788,000","1,576,198,000","1,496,557,000","1,462,803,000"
CommonStockEquity,"-54,344,000","-104,486,000","-164,586,000","-148,309,000","-202,084,000","-256,618,000","-317,873,000","-1,011,403,000","-1,029,857,000"
CapitalLeaseObligations,"2,125,771,000","2,102,408,000","2,075,969,000","2,088,566,000","42,467,000",,,,"50,953,000"
NetTangibleAssets,"-1,125,462,000","-1,178,977,000","-1,242,450,000","-1,229,546,000","-1,327,088,000","-1,387,458,000","-1,454,568,000","-2,154,182,000","-2,178,867,000"
WorkingCapital,"-441,396,000","-509,399,000","-345,801,000","-330,688,000","-240,482,000","-293,846,000","-11,938,000","-102,510,000","-132,983,000"
InvestedCapital,"1,626,341,000","1,684,591,000","1,571,393,000","1,641,605,000","1,598,764,000","1,682,165,000","1,638,448,000","1,675,807,000","1,682,553,000"
TangibleBookValue,"-1,125,462,000","-1,178,977,000","-1,242,450,000","-1,229,546,000","-1,327,088,000","-1,387,458,000","-1,454,568,000","-2,154,182,000","-2,178,867,000"
TotalDebt,"3,806,456,000","3,891,485,000","3,811,948,000","3,878,480,000","1,843,315,000","1,938,783,000","1,956,321,000","2,687,210,000","2,763,363,000"
NetDebt,"1,650,481,000","1,759,109,000","1,706,887,000","1,760,037,000","1,773,702,000","1,907,281,000","1,925,016,000","2,656,739,000","2,677,456,000"
ShareIssued,"140,723,000","140,642,000","140,185,000","139,711,249","138,099,000","137,620,433","136,194,918","126,307,859","126,307,859"
OrdinarySharesNumber,"137,298,000","137,217,000","136,762,000","138,929,249","137,317,000","136,838,433","135,412,918","126,307,859","126,307,859"
TreasurySharesNumber,"3,425,000","3,425,000","3,423,000","782,000","782,000","782,000","782,000",,
