name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
TotalRevenue,"51,680,000,000","51,336,000,000","46,677,000,000","43,614,000,000","41,490,000,000","39,678,000,000","36,918,000,000","34,182,000,000","33,013,000,000","32,506,000,000","30,683,000,000","30,052,000,000","28,374,000,000","26,858,000,000","25,477,000,000","24,455,000,000","23,502,000,000","21,808,000,000","19,729,000,000","17,953,000,000","16,670,000,000","16,657,000,000","18,681,000,000","18,819,000,000","19,909,000,000","17,695,000,000","11,132,000,000","10,252,000,000","761,600,000","461,000,000","272,600,000"
	OperatingRevenue,"51,680,000,000","51,336,000,000","46,677,000,000","47,653,000,000","44,747,000,000","43,591,000,000","40,087,000,000","38,040,000,000","36,783,000,000","32,506,000,000","30,683,000,000","30,052,000,000","28,374,000,000","26,858,000,000","25,477,000,000","24,455,000,000","23,502,000,000","21,808,000,000","19,729,000,000","17,953,000,000","16,670,000,000","16,657,000,000","18,681,000,000","18,819,000,000","19,909,000,000","17,695,000,000","11,132,000,000","10,252,000,000","761,600,000","461,000,000","272,600,000"
CostOfRevenue,"32,594,000,000","32,041,000,000","29,149,000,000","27,375,000,000","25,830,000,000","24,753,000,000","22,903,000,000","21,616,000,000","20,806,000,000","5,179,000,000","4,961,000,000","4,868,000,000","4,620,000,000","4,395,000,000","4,322,000,000","4,126,000,000",,,,,,,,,,,,"3,512,000,000","230,500,000","135,300,000","81,300,000"
GrossProfit,"19,086,000,000","19,295,000,000","17,528,000,000","16,239,000,000","15,660,000,000","14,925,000,000","14,015,000,000","12,566,000,000","12,207,000,000","27,327,000,000","25,722,000,000","25,184,000,000","23,754,000,000","22,463,000,000","21,155,000,000","20,329,000,000",,,,,,,,,,,,"6,740,000,000","531,100,000","325,700,000","191,300,000"
OperatingExpense,"12,260,000,000","12,077,000,000","10,886,000,000","10,182,000,000","9,462,000,000","8,960,000,000","8,450,000,000","7,774,000,000","7,391,000,000","22,989,000,000","21,557,000,000","21,383,000,000","20,819,000,000","19,305,000,000","18,077,000,000","17,425,000,000","20,798,000,000","19,011,000,000","17,680,000,000","15,728,000,000","15,449,000,000","14,786,000,000","16,858,000,000","17,648,000,000","16,755,000,000","15,343,000,000","9,624,000,000","5,356,000,000","490,300,000","305,900,000","174,100,000"
	SellingGeneralAndAdministration,,,,,,,,,,"13,440,000,000","12,484,000,000","11,958,000,000","11,440,000,000","10,714,000,000","10,409,000,000","9,928,000,000","9,419,000,000","8,682,000,000","7,952,000,000","7,279,000,000","6,639,000,000","6,749,000,000","7,811,000,000","7,631,000,000","7,842,000,000","7,101,000,000",,"4,757,000,000","452,000,000","283,400,000","162,200,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,"13,440,000,000","12,484,000,000","11,958,000,000","11,440,000,000","10,714,000,000","10,409,000,000","9,928,000,000",,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,"13,440,000,000","12,484,000,000","11,958,000,000","11,440,000,000","10,714,000,000","10,409,000,000","9,928,000,000",,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"2,651,000,000","2,596,000,000","2,278,000,000","2,131,000,000","1,966,000,000","1,904,000,000","1,820,000,000","1,753,000,000","1,679,000,000","1,465,000,000","1,421,000,000","1,425,000,000","1,416,000,000","1,426,000,000","1,391,000,000","1,374,000,000","1,262,000,000","1,242,000,000","1,029,000,000","1,065,000,000","1,150,000,000","1,314,000,000","1,789,000,000","1,680,000,000","1,155,000,000","981,000,000","609,000,000","599,000,000","38,300,000","22,500,000","11,900,000"
		DepreciationAndAmortizationInIncomeStatement,"2,651,000,000","2,596,000,000","2,278,000,000","2,131,000,000","1,966,000,000","1,904,000,000","1,820,000,000","1,753,000,000","1,679,000,000","1,465,000,000","1,421,000,000","1,425,000,000","1,416,000,000","1,426,000,000","1,391,000,000","1,374,000,000","1,250,000,000","1,112,000,000","1,010,000,000","1,048,000,000","1,033,000,000","1,094,000,000","1,247,000,000","1,238,000,000","1,155,000,000","981,000,000","609,000,000","599,000,000","38,300,000","22,500,000","11,900,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,"599,000,000","38,300,000","22,500,000","11,900,000"
		DepletionIncomeStatement,,,,,,,,,,,,,,,,,"12,000,000","130,000,000","19,000,000","17,000,000","117,000,000","220,000,000","542,000,000","442,000,000",,,,,,,
	ProvisionForDoubtfulAccounts,,,,,,,,,,"2,824,000,000","2,648,000,000","3,276,000,000","3,409,000,000","3,130,000,000","2,660,000,000","2,358,000,000",,,,,,,,,,,,,,,
	OtherOperatingExpenses,"9,609,000,000","9,481,000,000","8,608,000,000","8,051,000,000","7,496,000,000","7,056,000,000","6,630,000,000","6,021,000,000","5,712,000,000","5,260,000,000","5,004,000,000","4,724,000,000","4,554,000,000","4,035,000,000","3,617,000,000","3,765,000,000","10,117,000,000","9,087,000,000","8,699,000,000","7,384,000,000","7,660,000,000","6,723,000,000","7,258,000,000","8,337,000,000","7,758,000,000","7,261,000,000","9,015,000,000",,,,
OperatingIncome,"6,826,000,000","7,218,000,000","6,642,000,000","6,057,000,000","6,198,000,000","5,965,000,000","5,565,000,000","4,792,000,000","4,816,000,000","4,338,000,000","4,165,000,000","3,801,000,000","2,935,000,000","3,158,000,000","3,078,000,000","2,904,000,000","2,704,000,000","2,797,000,000","2,049,000,000","2,225,000,000","1,221,000,000","1,871,000,000","1,823,000,000","1,171,000,000","3,154,000,000","2,352,000,000","1,508,000,000","1,384,000,000","40,800,000","19,800,000","17,200,000"
NetNonOperatingInterestIncomeExpense,"-1,791,000,000","-1,824,000,000","-1,755,000,000","-1,690,000,000","-1,707,000,000","-1,665,000,000","-1,743,000,000","-1,848,000,000","-1,798,000,000","-2,037,000,000","-2,097,000,000","-1,987,000,000","-2,021,000,000","-2,215,000,000","-955,000,000","-655,000,000",,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"1,791,000,000","1,824,000,000","1,755,000,000","1,690,000,000","1,707,000,000","1,665,000,000","1,743,000,000","1,848,000,000","1,798,000,000","2,037,000,000","2,097,000,000","1,987,000,000","2,021,000,000","2,215,000,000","955,000,000","655,000,000",,,,,,,,,,,,,,,
OtherIncomeExpense,"-441,000,000","-150,000,000","448,000,000","14,000,000","319,000,000","-343,000,000","-341,000,000","2,000,000","-124,000,000","1,260,000,000","163,000,000","203,000,000","485,000,000","247,000,000","-462,000,000","256,000,000",,,,"-65,000,000","-62,000,000","-116,000,000","-111,000,000","-140,000,000",,,,"-85,000,000","57,700,000","38,400,000","17,700,000"
	EarningsFromEquityInterest,"39,000,000","43,000,000","29,000,000","45,000,000","54,000,000","46,000,000","43,000,000","29,000,000","36,000,000","258,000,000","282,000,000","246,000,000","223,000,000",,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-480,000,000","-193,000,000","419,000,000","-31,000,000","265,000,000","-389,000,000","-384,000,000","-27,000,000","-160,000,000","1,002,000,000","-119,000,000","-43,000,000","262,000,000","247,000,000","-462,000,000","256,000,000",,,,"-65,000,000","-62,000,000","-116,000,000","-111,000,000","-140,000,000",,,,"-85,000,000","57,700,000","38,400,000","17,700,000"
		RestructuringAndMergernAcquisition,,,,,,,,"0","0",,,,,,,,,,,"65,000,000","62,000,000","116,000,000","111,000,000","140,000,000",,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,"0","0",,"43,000,000","64,000,000",,"24,000,000",,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"211,000,000","9,000,000","39,000,000","-242,000,000","384,000,000","413,000,000","17,000,000","175,000,000","-1,002,000,000",,,"-326,000,000",,"438,000,000",,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"26,000,000","18,000,000","428,000,000","8,000,000","23,000,000","-5,000,000","29,000,000","-10,000,000","15,000,000",,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"4,594,000,000","5,244,000,000","5,335,000,000","4,381,000,000","4,810,000,000","3,957,000,000","3,481,000,000","2,946,000,000","2,894,000,000","3,561,000,000","2,231,000,000","2,002,000,000","941,000,000","1,190,000,000","1,661,000,000","2,149,000,000","1,973,000,000","2,156,000,000","1,455,000,000","1,505,000,000","516,000,000","1,227,000,000","1,081,000,000","388,000,000","2,515,000,000","1,779,000,000","1,231,000,000","969,000,000","42,700,000","25,000,000","13,500,000"
TaxProvision,"932,000,000","1,099,000,000","946,000,000","1,638,000,000","1,378,000,000","1,261,000,000","1,108,000,000","950,000,000","888,000,000","719,000,000","658,000,000","627,000,000","268,000,000","316,000,000","625,000,000","725,000,000","727,000,000","824,000,000","622,000,000","602,000,000","297,000,000","570,000,000","549,000,000","206,000,000","1,010,000,000","715,000,000","486,000,000","394,000,000","16,800,000","9,800,000","3,700,000"
NetIncomeCommonStockholders,"3,047,000,000","3,505,000,000","3,787,000,000","2,216,000,000","2,890,000,000","2,129,000,000","1,875,000,000","1,556,000,000","1,605,000,000","2,465,000,000","1,207,000,000","1,054,000,000","673,000,000","874,000,000","1,036,000,000","1,424,000,000","1,246,000,000","1,332,000,000","833,000,000","886,000,000","219,000,000","657,000,000","379,000,000","-305,000,000","1,505,000,000","961,000,000","630,000,000","507,000,000","25,500,000","15,200,000","9,800,000"
	NetIncome,"3,047,000,000","3,505,000,000","3,787,000,000","2,216,000,000","2,890,000,000","2,129,000,000","1,875,000,000","1,556,000,000","1,605,000,000","2,465,000,000","1,207,000,000","1,054,000,000","673,000,000","874,000,000","1,036,000,000","1,424,000,000","1,246,000,000","1,332,000,000","833,000,000","886,000,000","219,000,000","657,000,000","379,000,000","-305,000,000","1,505,000,000","961,000,000","630,000,000","507,000,000","25,500,000","15,200,000","9,800,000"
		NetIncomeIncludingNoncontrollingInterests,"3,662,000,000","4,145,000,000","4,389,000,000","2,743,000,000","3,432,000,000","2,696,000,000","2,373,000,000","1,996,000,000","2,006,000,000","2,842,000,000","1,573,000,000","1,375,000,000","673,000,000","874,000,000","1,036,000,000","1,424,000,000","1,414,000,000","1,482,000,000","981,000,000","1,005,000,000","303,000,000","714,000,000","449,000,000","-155,000,000","1,646,000,000","1,074,000,000","659,000,000","498,000,000","15,700,000","5,800,000","6,000,000"
			NetIncomeContinuousOperations,"3,662,000,000","4,145,000,000","4,389,000,000","2,743,000,000","3,432,000,000","2,696,000,000","2,373,000,000","1,996,000,000","2,006,000,000","2,842,000,000","1,573,000,000","1,375,000,000","673,000,000","874,000,000","1,036,000,000","1,424,000,000","1,414,000,000","1,482,000,000","981,000,000","903,000,000","219,000,000","657,000,000","532,000,000","182,000,000","1,505,000,000","1,064,000,000","745,000,000","575,000,000","25,900,000","15,200,000","9,800,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,"0","0","-153,000,000","-431,000,000",,"0","0","16,000,000",,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,"-17,000,000",,"0","0","-56,000,000","0","-103,000,000","-115,000,000",,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-84,000,000","-400,000",,
		MinorityInterests,"-615,000,000","-640,000,000","-602,000,000","-527,000,000","-542,000,000","-567,000,000","-498,000,000","-440,000,000","-401,000,000","-377,000,000","-366,000,000","-321,000,000",,,,,"-168,000,000","-150,000,000","-148,000,000","-119,000,000","-84,000,000","-57,000,000","-70,000,000","-150,000,000","-141,000,000","-113,000,000","-29,000,000","9,000,000","9,800,000","9,400,000","3,800,000"
DilutedNIAvailtoComStockholders,"3,047,000,000","3,505,000,000","3,787,000,000","2,216,000,000","2,890,000,000","2,129,000,000","1,875,000,000","1,556,000,000","1,605,000,000","2,465,000,000","1,207,000,000","1,054,000,000","673,000,000","874,000,000","1,036,000,000","1,424,000,000","1,246,000,000","1,332,000,000","833,000,000","886,000,000","219,000,000","657,000,000","379,000,000","-305,000,000","1,505,000,000","961,000,000","630,000,000","507,000,000","25,500,000","15,200,000","9,800,000"
BasicEPS,,"10.356","11.044","6.33","7.8","5.339","4.459","3.54","3.621","5.17","2.83","2.472","1.578","2.05","2.568","3.25","2.62","2.66","1.63","1.69","0.39","1.12","0.59","-0.46","2.22","2.14","1.8","1.05","0.78","0.61","0.55"
DilutedEPS,,"10.07","10.66","5.95","7.3","4.99","4.16","3.37","3.49","4.97","2.76","2.41","1.539","1.998","2.526","3.19","2.58","2.61","1.59","1.65","0.39","1.11","0.59","-0.46","2.22","2.14","1.8","1.03","0.78","0.61","0.55"
BasicAverageShares,,"338,445,600","342,895,200","350,091,600","370,535,900","398,738,700","420,477,900","439,604,000","443,200,200","476,609,000","426,424,000","426,424,000","426,424,000","426,424,000","403,398,000","438,619,000","475,572,519","500,751,880","511,042,945","524,260,355","561,538,462","586,607,143","642,372,881","663,043,478","677,886,000","448,714,000","350,000,000","482,857,143","32,692,308","24,918,033","17,818,182"
DilutedAverageShares,,"348,226,000","355,303,000","372,221,000","395,851,000","426,721,000","450,352,000","461,913,000","459,403,000","495,943,000","437,347,000","437,347,000","437,347,000","437,347,000","410,205,000","445,785,000","482,945,736","510,344,828","523,899,371","536,969,697","561,538,462","591,891,892","642,372,881","663,043,478","677,886,000","674,444,444","516,666,667","492,233,010","32,692,308","24,918,033","17,818,182"
TotalExpenses,"44,854,000,000","44,118,000,000","40,035,000,000","37,557,000,000","35,292,000,000","33,713,000,000","31,353,000,000","29,390,000,000","28,197,000,000","28,168,000,000","26,518,000,000","26,251,000,000","25,439,000,000","23,700,000,000","22,399,000,000","21,551,000,000","20,798,000,000","19,011,000,000","17,680,000,000","15,728,000,000","15,449,000,000","14,786,000,000","16,858,000,000","17,648,000,000","16,755,000,000","15,343,000,000","9,624,000,000","8,868,000,000","720,800,000","441,200,000","255,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"3,047,000,000","3,505,000,000","3,787,000,000","2,216,000,000","2,890,000,000","2,129,000,000","1,875,000,000","1,556,000,000","1,605,000,000","2,465,000,000","1,207,000,000","1,054,000,000","673,000,000","874,000,000","1,036,000,000","1,424,000,000","1,246,000,000","1,332,000,000","833,000,000","903,000,000","219,000,000","657,000,000","379,000,000","-249,000,000","1,505,000,000","1,064,000,000","745,000,000","591,000,000","25,900,000","15,200,000","9,800,000"
NormalizedIncome,"3,429,620,809.752","3,657,470,000","3,442,163,000","2,235,409,495.549","2,710,595,000","2,373,292,000","2,136,888,000","1,572,767,000","1,708,040,000","1,665,313,395.114","1,290,902,734.2","1,083,532,967.033","485,618,490.967","692,589,915.966","1,324,158,940.397","1,254,365,751.512","1,246,000,000","1,332,000,000","833,000,000","942,000,000","256,200,000","726,600,000","598,600,000","266,000,000","1,505,000,000","1,064,000,000","745,000,000","626,000,000","-9,098,360.656","-8,147,200","-3,048,888.889"
InterestExpense,"1,791,000,000","1,824,000,000","1,755,000,000","1,690,000,000","1,707,000,000","1,665,000,000","1,743,000,000","1,848,000,000","1,798,000,000","2,037,000,000","2,097,000,000","1,987,000,000","2,021,000,000","2,215,000,000","955,000,000","655,000,000",,,,,,,,,,,,,,,
NetInterestIncome,"-1,791,000,000","-1,824,000,000","-1,755,000,000","-1,690,000,000","-1,707,000,000","-1,665,000,000","-1,743,000,000","-1,848,000,000","-1,798,000,000","-2,037,000,000","-2,097,000,000","-1,987,000,000","-2,021,000,000","-2,215,000,000","-955,000,000","-655,000,000",,,,,,,,,,,,,,,
EBIT,"6,385,000,000","7,068,000,000","7,090,000,000","6,071,000,000","6,517,000,000","5,622,000,000","5,224,000,000","4,794,000,000","4,692,000,000","5,598,000,000","4,328,000,000","3,989,000,000","2,962,000,000","3,405,000,000","2,616,000,000","2,804,000,000","2,704,000,000","2,797,000,000","2,049,000,000","2,225,000,000","1,221,000,000","1,871,000,000","1,823,000,000","1,171,000,000","3,154,000,000","2,352,000,000","1,508,000,000","1,384,000,000","40,800,000","19,800,000","17,200,000"
EBITDA,"9,036,000,000"
ReconciledCostOfRevenue,"32,594,000,000","32,041,000,000","29,149,000,000","27,375,000,000","25,830,000,000","24,753,000,000","22,903,000,000","21,616,000,000","20,806,000,000","5,179,000,000","4,961,000,000","4,868,000,000","4,620,000,000","4,395,000,000","4,322,000,000","4,126,000,000",,,,,,,,,,,,"3,512,000,000","230,500,000","135,300,000","81,300,000"
ReconciledDepreciation,"2,651,000,000","2,596,000,000","2,278,000,000","2,131,000,000","1,966,000,000","1,904,000,000","1,820,000,000","1,753,000,000","1,679,000,000","1,465,000,000","1,421,000,000","1,425,000,000","1,416,000,000","1,426,000,000","1,391,000,000","1,374,000,000","1,250,000,000","1,112,000,000","1,010,000,000","1,048,000,000","1,033,000,000","1,094,000,000","1,247,000,000","1,238,000,000","1,155,000,000","981,000,000","609,000,000","599,000,000","38,300,000","22,500,000","11,900,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"3,047,000,000","3,505,000,000","3,787,000,000","2,216,000,000","2,890,000,000","2,129,000,000","1,875,000,000","1,556,000,000","1,605,000,000","2,465,000,000","1,207,000,000","1,054,000,000","673,000,000","874,000,000","1,036,000,000","1,424,000,000","1,246,000,000","1,332,000,000","833,000,000","903,000,000","219,000,000","657,000,000","532,000,000","182,000,000","1,505,000,000","1,064,000,000","745,000,000","575,000,000","25,900,000","15,200,000","9,800,000"
