name,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,01/31/2006
	StockholdersEquity,"1,902,094,000","1,847,156,000","1,839,451,000","1,941,568,000","1,820,218,000","1,835,736,000","1,812,478,000","1,783,433,000","1,774,217,000","1,616,051,000","1,635,350,000","1,641,657,000","1,550,218,000","1,452,084,000","1,391,937,000","1,319,688,000","1,442,886,000","1,374,159,000","1,343,789,000","1,302,985,000","1,247,509,000","1,186,333,000","1,126,041,000","1,059,756,000","1,003,094,000","928,319,000","860,462,000","803,724,000","786,942,000","707,000,000","639,685,000","584,905,000","584,704,000","524,432,000","478,032,000","449,366,000","402,533,000","349,539,000","327,911,000","310,538,000","292,608,000","270,254,000","259,056,000","251,321,000","244,968,000","231,108,000","224,351,000","218,896,000","211,503,000","197,743,000","161,007,000","153,359,000","148,760,000","123,015,000"
		CapitalStock,"573,000","580,000","585,000","593,000","592,000","601,000","605,000","610,000","614,000","617,000","623,000","627,000","627,000","629,000","630,000","632,000","641,000","643,000","646,000","647,000","647,000","650,000","650,000","649,000","647,000","647,000","645,000","643,000","645,000","643,000","638,000","634,000","627,000","623,000","617,000","616,000","606,000","598,000","594,000","591,000","586,000","586,000","583,000","583,000","582,000","582,000","580,000","578,000","574,000","573,000","228,987,000","225,109,000","223,164,000","208,534,000"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"228,865,000","224,988,000","223,047,000","208,463,000"
			CommonStock,"573,000","580,000","585,000","593,000","592,000","601,000","605,000","610,000","614,000","617,000","623,000","627,000","627,000","629,000","630,000","632,000","641,000","643,000","646,000","647,000","647,000","650,000","650,000","649,000","647,000","647,000","645,000","643,000","645,000","643,000","638,000","634,000","627,000","623,000","617,000","616,000","606,000","598,000","594,000","591,000","586,000","586,000","583,000","583,000","582,000","582,000","580,000","578,000","574,000","573,000","122,000","121,000","117,000","71,000"
		AdditionalPaidInCapital,"807,492,000","800,986,000","794,368,000","786,753,000","738,671,000","731,890,000","720,535,000","711,597,000","698,917,000","691,075,000","683,156,000","675,650,000","658,330,000","653,036,000","635,582,000","595,148,000","621,715,000","614,589,000","607,375,000","594,479,000","576,982,000","573,118,000","561,727,000","556,154,000","548,194,000","544,101,000","521,170,000","509,292,000","496,930,000","481,522,000","452,335,000","432,444,000","404,698,000","387,489,000","367,863,000","363,103,000","339,576,000","316,694,000","309,273,000","304,965,000","300,701,000","298,762,000","296,205,000","294,377,000","293,052,000","291,362,000","289,587,000","287,922,000","284,951,000","284,362,000","17,753,000","16,333,000","15,501,000","6,533,000"
		RetainedEarnings,"1,128,477,000","1,079,862,000","1,078,678,000","1,188,313,000","1,105,863,000","1,127,951,000","1,115,751,000","1,094,824,000","1,093,453,000","943,091,000","970,122,000","982,413,000","905,785,000","812,846,000","769,827,000","737,535,000","832,215,000","770,514,000","746,959,000","718,585,000","679,593,000","622,278,000","573,125,000","512,331,000","462,378,000","391,696,000","346,266,000","301,355,000","296,861,000","232,329,000","194,178,000","159,242,000","186,794,000","140,499,000","113,731,000","89,826,000","66,530,000","36,426,000","22,223,000","9,161,000","-4,500,000","-24,726,000","-33,186,000","-38,936,000","-43,856,000","-56,144,000","-61,161,000","-64,849,000","-69,124,000","-82,728,000","-83,336,000","-81,665,000","-83,240,000","-91,199,000"
		TreasuryStock,"34,448,000","34,272,000","34,180,000","34,091,000","24,908,000","24,706,000","24,413,000","23,598,000","18,767,000","18,732,000","18,551,000","17,033,000","14,524,000","14,427,000","14,102,000","13,627,000","11,685,000","11,587,000","11,191,000","10,726,000","9,713,000","9,713,000","9,461,000","9,378,000","8,125,000","8,125,000","7,619,000","7,566,000","7,494,000","7,494,000","7,466,000","7,415,000","7,415,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","4,179,000","2,321,000","2,244,000","2,217,000",
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-189,000","-367,000","-524,000","-631,000","-513,000","-476,000","-576,000","-719,000","-285,000","-76,000","-4,174,000","-4,448,000","-853,000"
TotalCapitalization,"1,902,094,000","1,847,156,000","1,839,451,000","1,941,568,000","1,820,218,000","1,835,736,000","1,812,478,000","1,783,433,000","1,774,217,000","1,616,051,000","1,635,350,000","1,641,657,000","1,550,218,000","1,452,084,000","1,391,937,000","1,319,688,000","1,442,886,000","1,374,159,000","1,343,789,000","1,302,985,000","1,247,509,000","1,186,333,000","1,126,041,000","1,059,756,000","1,003,094,000","928,319,000","860,462,000","803,724,000","786,942,000","707,000,000","639,685,000","584,905,000","584,704,000","524,432,000","478,032,000","449,366,000","402,533,000","349,539,000","327,911,000","310,538,000","292,608,000","294,781,000","301,421,000","339,368,000","333,015,000","317,498,000","310,741,000","305,287,000","286,273,000","252,781,000","216,045,000","208,397,000","199,497,000","168,396,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"228,865,000","224,988,000","223,047,000","208,463,000"
CommonStockEquity,"1,902,094,000","1,847,156,000","1,839,451,000","1,941,568,000","1,820,218,000","1,835,736,000","1,812,478,000","1,783,433,000","1,774,217,000","1,616,051,000","1,635,350,000","1,641,657,000","1,550,218,000","1,452,084,000","1,391,937,000","1,319,688,000","1,442,886,000","1,374,159,000","1,343,789,000","1,302,985,000","1,247,509,000","1,186,333,000","1,126,041,000","1,059,756,000","1,003,094,000","928,319,000","860,462,000","803,724,000","786,942,000","707,000,000","639,685,000","584,905,000","584,704,000","524,432,000","478,032,000","449,366,000","402,533,000","349,539,000","327,911,000","310,538,000","292,608,000","270,254,000","259,056,000","251,321,000","244,968,000","231,108,000","224,351,000","218,896,000","211,503,000","197,743,000","-67,858,000","-71,629,000","-74,287,000","-85,448,000"
CapitalLeaseObligations,"1,938,347,000","1,929,433,000","1,892,004,000","1,865,833,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"1,887,833,000","1,832,664,000","1,824,727,000","1,926,613,000","1,805,031,000","1,819,667,000","1,812,478,000","1,783,433,000","1,774,217,000","1,616,051,000","1,635,350,000","1,641,657,000","1,550,218,000","1,452,084,000","1,391,937,000","1,319,688,000","1,442,886,000","1,374,159,000","1,343,789,000","1,302,985,000","1,247,509,000","1,186,333,000","1,126,041,000","1,059,756,000","1,003,094,000","928,319,000","860,462,000","803,724,000","786,942,000","707,000,000","639,685,000","584,905,000","584,704,000","524,432,000","478,032,000","449,366,000","402,533,000","349,539,000","327,911,000","310,538,000","292,608,000","270,254,000","259,056,000","251,321,000","244,968,000","231,108,000","224,351,000","218,896,000","211,503,000","197,743,000","161,007,000","153,359,000","148,760,000","123,015,000"
WorkingCapital,"918,056,000","840,548,000","855,666,000","973,727,000","1,091,125,000","1,041,890,000","1,071,403,000","1,057,607,000","1,051,577,000","931,576,000","1,022,217,000","1,088,720,000","1,006,894,000","883,825,000","883,837,000","842,683,000","978,946,000","930,214,000","945,871,000","941,537,000","900,761,000","861,031,000","827,552,000","788,071,000","735,886,000","653,688,000","614,042,000","580,548,000","568,257,000","490,550,000","448,318,000","415,649,000","415,377,000","341,119,000","308,664,000","285,662,000","241,032,000","173,979,000","167,843,000","159,775,000","136,417,000","131,835,000","138,745,000","175,012,000","159,695,000","121,424,000","121,574,000","126,495,000","117,039,000","88,778,000","74,681,000","85,870,000","88,105,000","76,473,000"
InvestedCapital,"1,902,094,000","1,847,156,000","1,839,451,000","1,941,568,000","1,820,218,000","1,835,736,000","1,812,478,000","1,783,433,000","1,774,217,000","1,616,051,000","1,635,350,000","1,641,657,000","1,550,218,000","1,452,084,000","1,391,937,000","1,319,688,000","1,442,886,000","1,374,159,000","1,343,789,000","1,302,985,000","1,247,509,000","1,186,333,000","1,126,041,000","1,059,756,000","1,003,094,000","928,319,000","860,462,000","803,724,000","786,942,000","707,000,000","639,685,000","584,905,000","584,704,000","524,432,000","478,032,000","449,366,000","402,533,000","349,539,000","327,911,000","310,538,000","292,608,000","309,416,000","324,507,000","351,902,000","351,015,000","369,088,000","342,507,000","323,430,000","286,273,000","294,743,000","20,968,000","11,462,000","-23,550,000","-40,067,000"
TangibleBookValue,"1,887,833,000","1,832,664,000","1,824,727,000","1,926,613,000","1,805,031,000","1,819,667,000","1,812,478,000","1,783,433,000","1,774,217,000","1,616,051,000","1,635,350,000","1,641,657,000","1,550,218,000","1,452,084,000","1,391,937,000","1,319,688,000","1,442,886,000","1,374,159,000","1,343,789,000","1,302,985,000","1,247,509,000","1,186,333,000","1,126,041,000","1,059,756,000","1,003,094,000","928,319,000","860,462,000","803,724,000","786,942,000","707,000,000","639,685,000","584,905,000","584,704,000","524,432,000","478,032,000","449,366,000","402,533,000","349,539,000","327,911,000","310,538,000","292,608,000","270,254,000","259,056,000","251,321,000","244,968,000","231,108,000","224,351,000","218,896,000","211,503,000","197,743,000","-67,858,000","-71,629,000","-74,287,000","-85,448,000"
TotalDebt,"1,938,347,000","1,929,433,000","1,892,004,000","1,865,833,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,162,000","65,451,000","100,581,000","106,047,000","137,980,000","118,156,000","104,534,000","74,770,000","97,000,000","88,826,000","83,091,000","50,737,000","45,381,000"
NetDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,367,000","61,788,000","96,741,000","102,409,000","134,332,000","114,901,000","100,559,000","70,981,000","93,488,000","85,661,000","79,930,000","47,092,000","42,542,000"
ShareIssued,"57,285,000","57,959,000","58,485,000","59,262,000","59,232,000","60,108,000","60,518,000","60,998,000","61,441,000","61,693,000","62,263,000","62,688,000","62,733,000","62,920,000","63,005,000","63,226,000","64,131,000","64,355,000","64,595,000","64,770,000","64,762,000","64,992,000","64,951,000","64,899,000","64,793,000","64,793,000","64,472,000","64,313,000","64,565,000","64,319,000","63,788,000","63,438,000","62,764,000","62,277,000","61,693,000","61,577,000","60,707,000","59,842,000","59,365,000","59,095,000","58,674,000","58,609,000","58,389,000","58,389,000","58,176,142","57,671,142","57,523,000","57,275,000","56,906,000","56,771,241","56,673,125","56,673,125","56,673,125","56,673,125"
OrdinarySharesNumber,"56,609,000","57,283,000","57,810,000","58,587,000","58,584,000","59,461,000","59,872,000","60,356,000","60,822,000","61,074,000","61,645,000","62,075,000","62,129,000","62,316,000","62,402,000","62,625,000","63,540,000","63,765,000","64,007,000","64,185,000","64,184,000","64,414,000","64,375,000","64,324,000","64,231,000","64,231,000","63,914,000","63,758,000","64,009,000","63,765,000","63,232,000","62,883,000","62,209,000","61,772,000","61,188,000","61,072,000","60,202,000","59,337,000","58,860,000","58,590,000","58,169,000","58,104,000","57,884,000","57,884,000","57,671,142","57,671,142","57,523,000","57,275,000","56,906,000","56,771,241","56,673,125","56,673,125","56,673,125","56,673,125"
TreasurySharesNumber,"676,000","676,000","675,000","675,000","648,000","647,000","646,000","642,000","619,000","619,000","618,000","613,000","604,000","604,000","603,000","601,000","591,000","590,000","588,000","585,000","578,000","578,000","576,000","575,000","562,000","562,000","558,000","555,000","556,000","554,000","556,000","555,000","555,000","505,000","505,000","505,000","505,000","505,000","505,000","505,000","505,000","505,000","505,000","505,000","505,000",,,,,,,,,
