name,01/31/2020,01/31/2019,01/31/2018,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
TotalAssets,"26,294,000,000","14,662,000,000","20,622,000,000","16,643,000,000","15,746,000,000","15,216,000,000","12,327,000,000","10,596,392,000","8,680,808,000","6,797,319,000","5,066,984,000","3,839,205,000","2,695,700,000","1,145,950,000","799,803,000"
	CurrentAssets,"6,691,000,000","5,651,000,000","13,734,000,000","10,335,000,000","9,360,000,000","9,130,000,000","7,681,000,000","6,120,039,000","5,677,772,000","4,297,655,000","3,182,480,000","2,390,088,000","1,603,334,000","422,431,000","161,974,000"
		CashCashEquivalentsAndShortTermInvestments,"2,915,000,000","2,849,000,000","11,653,000,000","7,985,000,000","7,509,000,000","7,075,000,000","6,175,000,000","4,630,834,000","4,512,206,000","3,323,640,000","2,486,461,000","1,840,812,000","1,231,168,000","176,134,000","38,653,000"
			CashAndCashEquivalents,"2,915,000,000","2,830,000,000","5,971,000,000","2,790,000,000","2,493,000,000","2,071,000,000","2,305,000,000","1,609,322,000","1,955,756,000","1,628,965,000","2,486,461,000","1,840,812,000","1,231,168,000","176,134,000","38,653,000"
			OtherShortTermInvestments,"0","19,000,000","5,682,000,000","5,195,000,000","5,016,000,000","5,004,000,000","3,870,000,000","3,021,512,000","2,556,450,000","1,694,675,000",,,,,
		Receivables,"3,340,000,000","2,513,000,000","1,844,000,000","1,988,000,000","1,707,000,000","1,569,000,000","1,220,000,000","1,218,840,000","956,656,000","670,207,000","563,565,000","449,064,000","283,824,000","198,660,000","96,973,000"
			AccountsReceivable,"1,883,000,000","1,576,000,000","1,312,000,000","1,856,000,000","1,633,000,000","1,520,000,000","1,220,000,000","1,150,906,000","882,857,000","614,726,000","534,196,000","338,014,000","283,824,000","193,710,000","96,481,000"
				GrossAccountsReceivable,"1,890,000,000","1,578,000,000","1,314,000,000","1,858,000,000","1,635,000,000","1,522,000,000","1,222,000,000","1,155,173,000",,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-7,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-4,267,000",,,,,,,
			TaxesReceivable,,,,,,,,,,,"2,967,000","111,050,000",,,
			DuefromRelatedPartiesCurrent,"1,457,000,000","937,000,000","532,000,000","132,000,000","74,000,000","49,000,000","0","67,934,000","73,799,000","55,481,000",,,,,
			OtherReceivables,,,,,,,,,,"55,481,000","26,402,000",,,"4,950,000","492,000"
		PrepaidAssets,,,,,,,,,,,,,,"7,337,000","2,522,000"
		RestrictedCash,,,,,,,,,,,,,,"10,173,000","2,515,000"
		CurrentDeferredAssets,,,,,,"248,000,000","190,000,000","179,430,000","128,471,000","100,689,000","63,360,000","44,573,000","54,386,000","27,656,000","20,867,000"
			CurrentDeferredTaxesAssets,,,,,,"248,000,000","190,000,000","179,430,000","128,471,000","100,689,000","63,360,000","44,573,000","54,386,000","27,656,000","20,867,000"
		OtherCurrentAssets,"436,000,000","289,000,000","237,000,000","362,000,000","144,000,000","238,000,000","96,000,000","90,935,000","80,439,000","203,119,000","69,094,000","55,639,000","33,956,000","2,471,000","444,000"
	TotalNonCurrentAssets,"19,603,000,000","9,011,000,000","6,888,000,000","6,308,000,000","6,386,000,000","6,086,000,000","4,646,000,000","4,476,353,000","3,003,036,000","2,499,664,000","1,884,504,000","1,449,117,000","1,092,366,000","723,519,000","637,829,000"
		NetPPE,"1,280,000,000","1,133,000,000","1,074,000,000","1,049,000,000","1,128,000,000","1,035,000,000","845,000,000","664,669,000","525,490,000","419,065,000","402,356,000","418,212,000","276,983,000","48,675,000","19,341,000"
			GrossPPE,"2,718,000,000","2,534,000,000","2,316,000,000","2,215,000,000","2,102,000,000","1,844,000,000","1,533,000,000","1,239,026,000","983,080,000","764,865,000","637,873,000","579,143,000","349,168,000","80,057,000","32,194,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,"1,088,000,000","951,000,000","824,000,000","814,000,000","792,000,000","753,000,000","584,000,000","438,340,000","340,596,000","270,786,000","256,758,000","182,118,000","129,752,000","11,456,000","2,758,000"
				MachineryFurnitureEquipment,"1,524,000,000","1,528,000,000","1,363,000,000","1,371,000,000","1,280,000,000","1,066,000,000","829,000,000","703,670,000","573,777,000","490,997,000","375,223,000","330,362,000","187,319,000","58,659,000","23,776,000"
				ConstructionInProgress,"106,000,000","55,000,000","129,000,000","30,000,000","30,000,000","25,000,000","120,000,000","97,016,000","68,707,000","3,082,000","5,892,000","66,663,000","32,097,000","9,942,000","5,660,000"
			AccumulatedDepreciation,"-1,438,000,000","-1,401,000,000","-1,242,000,000","-1,166,000,000","-974,000,000","-809,000,000","-688,000,000","-574,357,000","-457,590,000","-345,800,000","-235,517,000","-160,931,000","-72,185,000","-31,382,000","-12,853,000"
		GoodwillAndOtherIntangibleAssets,"10,501,000,000","5,922,000,000","5,145,000,000","4,549,000,000","4,609,000,000","4,712,000,000","3,634,000,000","3,579,982,000","2,320,691,000","1,931,473,000","1,210,326,000","828,072,000","671,439,000","603,997,000","585,989,000"
			Goodwill,"9,329,000,000","5,381,000,000","4,597,000,000","4,032,000,000","3,993,000,000","3,964,000,000","3,027,000,000","2,848,130,000","1,759,080,000","1,568,600,000","1,115,769,000","771,088,000","639,366,000","560,482,000","526,252,000"
			OtherIntangibleAssets,"1,172,000,000","541,000,000","548,000,000","517,000,000","616,000,000","748,000,000","607,000,000","731,852,000","561,611,000","362,873,000","94,557,000","56,984,000","32,073,000","43,515,000","59,737,000"
		NonCurrentDeferredAssets,"5,556,000,000","103,000,000","346,000,000","462,000,000","456,000,000","165,000,000","60,000,000","103,001,000","156,855,000","149,126,000","102,529,000","68,280,000","72,249,000","20,935,000","6,407,000"
			NonCurrentDeferredTaxesAssets,"5,556,000,000","103,000,000","346,000,000","462,000,000","456,000,000","165,000,000","60,000,000","103,001,000","156,855,000","149,126,000","102,529,000","68,280,000","72,249,000","20,935,000","6,407,000"
		OtherNonCurrentAssets,"2,266,000,000","1,853,000,000","323,000,000","248,000,000","193,000,000","174,000,000","107,000,000","128,701,000",,,"169,293,000","134,553,000","71,695,000","49,912,000","26,092,000"
TotalLiabilitiesNetMinorityInterest,"19,285,000,000","14,111,000,000","12,846,000,000","8,546,000,000","7,823,000,000","7,630,000,000","5,511,000,000","4,856,411,000","3,910,526,000","2,988,876,000","2,324,033,000","1,769,138,000","1,355,083,000","1,376,762,000","345,974,000"
	CurrentLiabilities,"10,324,000,000","5,696,000,000","5,033,000,000","4,554,000,000","4,129,000,000","3,996,000,000","3,293,000,000","2,960,234,000","2,401,506,000","1,789,152,000","1,294,042,000","879,750,000","670,012,000","477,749,000","296,172,000"
		PayablesAndAccruedExpenses,"1,234,000,000","1,074,000,000","900,000,000","847,000,000","672,000,000","725,000,000","565,000,000","510,671,000","637,397,000","276,546,000","385,089,000","335,395,000","235,113,000","147,548,000","54,882,000"
			Payables,"208,000,000","135,000,000","15,000,000","125,000,000","138,000,000","203,000,000","127,000,000","89,562,000","49,747,000","58,913,000","61,028,000","137,815,000","61,503,000","44,227,000","12,465,000"
				AccountsPayable,"208,000,000","135,000,000","15,000,000","125,000,000","138,000,000","203,000,000","109,000,000","89,562,000","49,747,000","58,913,000","50,566,000","88,647,000","61,503,000","44,227,000","12,465,000"
				TotalTaxPayable,,,,,,,,,,,"10,462,000","15,761,000",,,
					IncomeTaxPayable,,,,,,,,,,,"10,462,000","15,761,000",,,
				DuetoRelatedPartiesCurrent,,,,,,"0","18,000,000",,,,,,,,
				OtherPayable,,,,,,,,,,,,"33,407,000",,,
			CurrentAccruedExpenses,"1,026,000,000","939,000,000","885,000,000","722,000,000","534,000,000","522,000,000","438,000,000","421,109,000","587,650,000","217,633,000","324,061,000","197,580,000","173,610,000","103,321,000","42,417,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,"242,180,000",,,,,
		CurrentDebtAndCapitalLeaseObligation,"2,747,000,000",,,,,,,,,,,,,,
			CurrentDebt,"2,747,000,000",,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"5,465,000,000","4,206,000,000","3,777,000,000","3,531,000,000","3,245,000,000","2,982,000,000","2,558,000,000","2,195,926,000","1,764,109,000","1,270,426,000","908,953,000","544,355,000","363,317,000","242,603,000","131,614,000"
			CurrentDeferredRevenue,"5,465,000,000","4,206,000,000","3,777,000,000","3,531,000,000","3,245,000,000","2,982,000,000","2,558,000,000","2,195,926,000","1,764,109,000","1,270,426,000","908,953,000","544,355,000","363,317,000","242,603,000","131,614,000"
		OtherCurrentLiabilities,"878,000,000","416,000,000","356,000,000","176,000,000","212,000,000","289,000,000","170,000,000","253,637,000",,,,,"71,582,000","87,598,000","109,676,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"8,961,000,000","8,415,000,000","7,813,000,000","3,992,000,000","3,694,000,000","3,634,000,000","2,218,000,000","1,896,177,000","1,509,020,000","1,199,724,000","1,029,991,000","889,388,000","685,071,000","899,013,000","49,802,000"
		LongTermDebtAndCapitalLeaseObligation,"3,747,000,000","4,242,000,000","4,234,000,000","1,500,000,000","1,500,000,000","1,500,000,000","450,000,000","450,000,000","450,000,000","450,000,000","450,000,000","450,000,000","450,000,000","800,000,000",
			LongTermDebt,"3,001,000,000","4,242,000,000","4,234,000,000","1,500,000,000","1,500,000,000","1,500,000,000","450,000,000","450,000,000","450,000,000","450,000,000","450,000,000","450,000,000","450,000,000","800,000,000",
			LongTermCapitalLeaseObligation,"746,000,000",,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"4,050,000,000","3,010,000,000","2,473,000,000","2,093,000,000","1,831,000,000","1,851,000,000","1,534,000,000","1,264,639,000","944,309,000","619,764,000","476,645,000","373,459,000","27,327,000","30,579,000","31,150,000"
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,"30,096,000","60,300,000","47,825,000","27,327,000","30,579,000","31,150,000"
			NonCurrentDeferredRevenue,"4,050,000,000","3,010,000,000","2,473,000,000","2,093,000,000","1,831,000,000","1,851,000,000","1,534,000,000","1,264,639,000","944,309,000","589,668,000","416,345,000","325,634,000",,,
		TradeandOtherPayablesNonCurrent,"817,000,000","889,000,000","954,000,000",,,,,,,,,,,,
		OtherNonCurrentLiabilities,"347,000,000","274,000,000","152,000,000","399,000,000","363,000,000","283,000,000","234,000,000","181,538,000","114,711,000","129,960,000","103,346,000","65,929,000","207,744,000","68,434,000","18,652,000"
TotalEquityGrossMinorityInterest,"7,009,000,000","551,000,000","7,776,000,000","8,097,000,000","7,923,000,000","7,586,000,000","6,816,000,000","5,739,981,000","4,770,282,000","3,808,443,000","2,742,951,000","2,070,067,000","1,340,617,000","-230,812,000","453,829,000"
