name,ttm,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997
MarketCap,"19,787,678,809","25,404,800,000","29,988,976,813","27,580,398,968","18,536,240,000","17,098,080,000","18,186,650,000","14,399,000,000","8,399,765,465","8,150,771,453","9,304,579,022","11,524,959,426","9,887,485,785","10,835,215,924","11,453,750,854","8,718,086,085","4,890,595,222","4,916,734,840","1,603,115,085","875,774,911","3,130,496,003","3,205,279,875","522,990,000","359,741,814"
PeRatio,"10.398","12.42","24.234","30.5","21.62","21.66","23.836","23.375","14.101","13.248","16.15","17.845","12.534","19.591","19.433","26.183","18.766","35.75",,,,"262.5","2,615.519","275.067"
ForwardPeRatio,"12.674","11.862","13.245","24.876","20.534","18.416","21.008","19.881","12.903","11.877","13.477",,,,,,,,,,,,,
PegRatio,,"1.214","0.549","1.361","1.623","1.003","0.965","1.052","0.909","0.792","2.246",,,,,,,,,,,,,
PsRatio,"3.672","4.75","6.247","7.792","6.056","5.726","6.316","5.425","3.212","3.104","3.8","4.791","4.087","5.39","5.91","8.843","5.844","6.986","1.981","1.505","6.153","11.247","3.88","4.66"
PbRatio,"2.162","2.991","3.748","5.068","3.728","3.424","3.871","3.164","1.93","1.98","2.467","3.245","3.38","5.483","6.945","5.74","4.039","3.979","1.46","3.561","14.532","14.536","6.182","5.369"
