name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
NetIncomeCommonStockholders,"587,013,000","587,013,000","504,428,000","387,209,000","396,324,000","373,065,000","296,704,000","228,744,000","185,483,000","149,526,000","102,051,000","50,523,000","42,969,000","27,279,000","33,360,000","15,869,000","29,798,000","2,537,000","-12,117,000","-22,821,000"
	NetIncome,"588,926,000","588,926,000","505,342,000","387,209,000","396,324,000","373,065,000","296,704,000","228,744,000","185,483,000","149,526,000","102,051,000","62,726,000","43,359,000","27,279,000","33,360,000","15,869,000","29,798,000","2,537,000","-12,117,000","-22,821,000"
		NetIncomeIncludingNoncontrollingInterests,"588,926,000","588,926,000","505,342,000","387,209,000","396,324,000","373,065,000","296,704,000","228,744,000","185,483,000","149,526,000","102,051,000","62,726,000","43,359,000","27,279,000","33,360,000","15,869,000","29,798,000","2,537,000","-12,117,000","-22,821,000"
			NetIncomeContinuousOperations,"588,926,000","588,926,000","505,342,000","387,209,000","396,324,000","373,065,000","296,704,000","228,744,000","185,483,000","149,526,000","102,051,000","62,726,000","43,359,000","27,279,000","33,360,000","15,869,000","29,798,000","2,537,000","-12,117,000","-22,821,000"
	PreferredStockDividends,"1,913,000","1,913,000","914,000",,,,,,,,,"12,203,000","390,000",,,,,,,
DilutedNIAvailtoComStockholders,"587,013,000","587,013,000","504,428,000","387,209,000","396,324,000","373,065,000","296,704,000","228,744,000","185,483,000","149,526,000","102,051,000","50,523,000","42,969,000","27,279,000","33,360,000","15,869,000","29,798,000","2,537,000","-12,117,000","-22,821,000"
BasicEPS,,,"9.27","7.17","7.42","7.35","6.05","4.84","3.98","3.43","2.49","1.32","1.37","0.92","1.13","0.54","1.16","0.097","-0.462","-0.871"
DilutedEPS,,,"9.23","7.12","7.37","7.27","5.95","4.76","3.91","3.37","2.46","1.3","0.35","0.91","1.12","0.53","1.15","0.097","-0.462","-0.871"
BasicAverageShares,,,"54,406,000","54,001,000","53,406,000","50,739,000","49,066,000","47,267,000","46,633,000","43,622,000","40,923,000","38,306,000","31,390,000","29,651,087","29,522,124","29,387,037","25,687,931","26,210,000","26,210,000","26,210,000"
DilutedAverageShares,,,"54,666,000","54,418,000","53,811,000","51,302,000","49,870,000","48,029,000","47,386,000","44,418,000","41,484,146","38,863,846","31,768,000","29,976,923","29,785,714","29,941,509","25,911,304","26,210,000","26,210,000","26,210,000"
InterestIncomeAfterProvisionForLoanLoss,"1,288,957,000","1,288,957,000","1,136,463,000","974,289,000","991,468,000","932,187,000","770,041,000","606,700,000","508,379,000","407,911,000","298,486,000","219,680,000","168,383,000","134,474,000","117,903,000","95,832,000","63,629,000","35,351,000","19,247,000","3,877,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"588,926,000","588,926,000","505,342,000","387,209,000","396,324,000","373,065,000","296,704,000","228,744,000","185,483,000","149,526,000","102,051,000","62,726,000","43,359,000","27,279,000","33,360,000","15,869,000","29,798,000","2,537,000","-12,117,000","-22,821,000"
NormalizedIncome,"588,926,000","588,926,000","505,342,000","395,529,299","399,100,212","374,974,200","299,201,300","228,744,000","185,483,000","149,526,000","102,051,000","63,520,083.637","53,292,635.29","27,279,000","33,360,000","15,869,000","29,798,000","2,537,000","-12,117,000","-22,821,000"
TotalMoneyMarketInvestments,,,,,,,,,,,,,,,,,"239,000",,,
ReconciledDepreciation,"20,147,000","20,147,000","14,007,000","12,193,000","10,086,000","9,044,000","8,904,000","8,220,000","6,931,000","6,111,000","5,783,000","5,395,000","4,578,000","11,407,000","14,314,000","18,566,000","19,771,000",,,
NetIncomeFromContinuingOperationNetMinorityInterest,"588,926,000","588,926,000","505,342,000","387,209,000","396,324,000","373,065,000","296,704,000","228,744,000","185,483,000","149,526,000","102,051,000","62,726,000","43,359,000","27,279,000","33,360,000","15,869,000","29,798,000","2,537,000","-12,117,000","-22,821,000"
TotalUnusualItemsExcludingGoodwill,,,,"-12,363,000","-4,604,000","-3,182,000","-3,842,000",,,,,"-1,322,000","-16,543,000",,,,,,,
TotalUnusualItems,,,,"-12,363,000","-4,604,000","-3,182,000","-3,842,000",,,,,"-1,322,000","-16,543,000",,,,,,,
TaxRateForCalcs,"0.252","0.252","0.25","0.327","0.397","0.4","0.35","0.35","0.35","0.35","0.35","0.399","0.4","0.382","0.4","0.4","0.4","0.4","0.008","0"
TaxEffectOfUnusualItems,"0","0","0","-4,042,701","-1,827,788","-1,272,800","-1,344,700","0","0","0","0","-527,916.363","-6,609,364.71","0","0","0","0","0","0","0"
