name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
NetIncomeCommonStockholders,"5,674,145,000","2,326,423,000","1,307,528,000","1,359,481,000","680,715,000","1,275,542,000","1,059,637,000","1,491,085,000","556,759,000","1,222,307,000","716,970,000","716,835,000","503,551,000","654,804,000","506,793,000","386,771,000","300,100,000","671,065,000","203,752,000"
	NetIncome,"5,674,145,000","2,326,423,000","1,307,528,000","1,359,481,000","680,715,000","1,275,542,000","1,059,637,000","1,491,085,000","556,759,000","1,222,307,000","716,970,000","716,835,000","503,551,000","740,199,000","547,062,000","427,819,000","338,775,000","702,405,000","213,344,000"
		NetIncomeIncludingNoncontrollingInterests,"5,671,267,000","2,316,845,000","1,307,681,000","1,365,095,000","681,647,000","1,278,854,000","1,059,375,000","1,492,226,000","557,455,000","1,221,877,000","717,230,000","716,923,000","502,870,000","739,810,000","547,177,000","425,802,000","338,814,000","703,051,000","213,147,000"
			NetIncomeContinuousOperations,"5,671,267,000","2,316,845,000","1,307,681,000","1,365,095,000","681,647,000","1,278,854,000","1,059,375,000","1,492,226,000","557,455,000","1,221,877,000","717,230,000","716,923,000","502,870,000","739,810,000","547,177,000","425,802,000","338,814,000","703,051,000","213,147,000"
		MinorityInterests,"2,878,000","9,578,000","-153,000","-5,614,000","-932,000","-3,312,000","262,000","-1,141,000","-696,000","430,000","-260,000","-88,000","681,000","389,000","-115,000","2,017,000","-39,000","-646,000","197,000"
	OtherunderPreferredStockDividend,,,,,,"0","0","0",,"0","0","0","0","85,395,000","40,269,000","41,048,000","38,675,000","31,340,000","9,592,000"
DilutedNIAvailtoComStockholders,"5,674,145,000","2,326,423,000","1,307,528,000","1,359,481,000","680,715,000","1,275,542,000","1,059,637,000","1,491,085,000","556,759,000","1,222,307,000","716,970,000","716,835,000","503,551,000","654,804,000","506,793,000","386,771,000","300,100,000","671,065,000","203,752,000"
BasicEPS,,"2.98","1.67","1.73","0.87","1.62","1.35","2.07","0.78","1.72","1","1","0.7","1.04","0.82","0.625","0.41",,"0.279"
DilutedEPS,,"2.97","1.67","1.73","0.87","1.62","1.34","2.07","0.78","1.71","1","1","0.7","1.04","0.82","0.625","0.41",,"0.279"
BasicAverageShares,,"781,947,464","782,011,037","786,106,219","786,032,440","786,966,574","787,163,859","721,183,933","710,715,557","712,237,048","716,138,386","719,716,569","720,564,604","691,687,671","618,384,686","618,384,686","731,406,440",,"731,406,440"
DilutedAverageShares,,"782,403,824","782,389,377","786,385,711","786,212,265","787,966,142","788,144,763","722,033,183","711,321,353","712,788,475","716,478,593","719,908,261","721,326,067","691,734,407","618,384,686","618,384,686","731,406,440",,"731,406,440"
TotalOperatingIncomeAsReported,"5,462,831,000","1,809,652,000","1,400,515,000","1,492,749,000","759,915,000","1,353,223,000","1,091,739,000","1,188,849,000","698,407,000","1,225,714,000","944,744,000","921,263,000","656,714,000","970,961,000","741,455,000","602,105,000","454,457,000","645,565,000","303,773,000"
TotalExpenses,"16,647,115,000","5,036,864,000","3,865,245,000","3,930,891,000","3,814,115,000","4,274,309,000","3,142,857,000","3,009,070,000","2,845,997,000","3,105,240,000","2,198,347,000","2,050,171,000","1,957,880,000","2,219,558,000","1,611,617,000","1,684,524,000","1,504,091,000","1,542,408,000","1,108,649,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"5,674,145,000","2,326,423,000","1,307,528,000","1,359,481,000","680,715,000","1,275,542,000","1,059,637,000","1,491,085,000","556,759,000","1,222,307,000","716,970,000","716,835,000","503,551,000","740,199,000","547,062,000","427,819,000","338,775,000","702,405,000","213,344,000"
NormalizedIncome,"5,712,454,634","2,387,563,000.495","1,283,836,349.629","1,341,067,625.624","701,423,527.798","1,274,129,071.405","1,014,805,899.331","1,016,807,877.441","585,648,999.204","1,266,751,611.826","737,692,636.379","719,003,800.248","505,791,224.202","740,199,000","547,062,000","427,819,000","331,706,619.904","520,803,222.412","213,344,000"
InterestIncome,"585,404,000","148,091,000","146,372,000","144,470,000","146,471,000","146,138,000","123,995,000","70,708,000","60,321,000","52,951,000","45,177,000","39,573,000","28,624,000","14,263,000","9,717,000","11,754,000","9,057,000","9,622,000","2,299,000"
InterestExpense,"0","0","0","0","0","0","4,000","3,000","773,000","2,452,000","2,479,000","5,029,000","5,708,000","834,000","3,766,000","4,742,000","3,644,000","3,663,000","4,293,000"
NetInterestIncome,"585,404,000","148,091,000","146,372,000","144,470,000","146,471,000","146,138,000","123,991,000","70,705,000","59,548,000","50,499,000","42,698,000","34,544,000","22,916,000","13,429,000","5,951,000","7,012,000","5,413,000","5,959,000","-1,994,000"
EBIT,"6,757,118,000","2,642,305,000","1,575,398,000","1,659,512,000","879,903,000","1,501,020,000","1,269,020,000","1,845,191,000","721,976,000","1,233,902,000","962,379,000","957,964,000","682,366,000","995,201,000","751,172,000","613,859,000","473,065,000","879,335,000","306,072,000"
EBITDA,"8,021,684,000"
ReconciledCostOfRevenue,"15,488,778,000","4,850,446,000","3,668,821,000","3,655,072,000","3,314,439,000","4,077,343,000","2,909,282,000","2,740,665,000","2,512,278,000","2,977,696,000","2,005,323,000","1,847,525,000","1,883,945,000","2,029,393,000","1,500,596,000","1,458,810,000","1,357,100,000","1,354,735,000","972,723,000"
ReconciledDepreciation,"1,264,566,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"5,674,145,000","2,326,423,000","1,307,528,000","1,359,481,000","680,715,000","1,275,542,000","1,059,637,000","1,491,085,000","556,759,000","1,222,307,000","716,970,000","716,835,000","503,551,000","740,199,000","547,062,000","427,819,000","338,775,000","702,405,000","213,344,000"
TotalUnusualItemsExcludingGoodwill,"-45,585,000","-69,906,000","28,511,000","22,293,000","-26,483,000","1,659,000","53,286,000","585,634,000","-36,752,000","-44,763,000","-27,542,000","-2,872,000","-2,972,000","0","0","0","9,551,000","224,148,000","0"
TotalUnusualItems,"-45,585,000","-69,906,000","28,511,000","22,293,000","-26,483,000","1,659,000","53,286,000","585,634,000","-36,752,000","-44,763,000","-27,542,000","-2,872,000","-2,972,000","0","0","0","9,551,000","224,148,000","0"
NormalizedEBITDA,"8,067,269,000","2,712,211,000","1,546,887,000","1,637,219,000","906,386,000","1,499,361,000","1,215,734,000","1,259,557,000","758,728,000","1,278,665,000","989,921,000","960,836,000","685,338,000","995,201,000","751,172,000","613,859,000","463,514,000","655,187,000","306,072,000"
TaxRateForCalcs,"0.16","0.125","0.169","0.174","0.218","0.148","0.159","0.19","0.214","0.007","0.248","0.245","0.246","0.253","0.249","0.282","0.26","0.19","0.299"
TaxEffectOfUnusualItems,"-7,275,366","-8,765,999.505","4,819,349.629","3,879,625.624","-5,774,472.202","246,071.405","8,454,899.331","111,356,877.441","-7,862,000.796","-318,388.174","-6,819,363.621","-703,199.752","-731,775.798","0","0","0","2,482,619.904","42,546,222.412","0"
