name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
TotalRevenue,"22,109,946,000","6,846,516,000","5,265,760,000","5,423,640,000","4,574,030,000","5,627,532,000","4,234,596,000","4,197,919,000","3,544,404,000","4,330,954,000","3,143,091,000","2,971,434,000","2,614,594,000","3,190,519,000","2,353,072,000","2,286,629,000","1,958,548,000","2,187,973,000","1,412,422,000"
	OperatingRevenue,"21,932,152,000","6,741,268,000","5,226,801,000","5,406,560,000","4,557,524,000","5,605,522,000","4,179,508,000","4,175,543,000","3,531,115,000","4,305,844,000","3,143,091,000","2,971,434,000","2,614,594,000","3,190,519,000","2,353,072,000","2,286,629,000","1,958,548,000","2,187,973,000","1,412,422,000"
CostOfRevenue,"15,488,778,000","4,850,446,000","3,668,821,000","3,655,072,000","3,314,439,000","4,077,343,000","2,909,282,000","2,740,665,000","2,512,278,000","2,977,696,000","2,005,323,000","1,847,525,000","1,883,945,000","2,029,393,000","1,500,596,000","1,458,810,000","1,357,100,000","1,354,735,000","972,723,000"
GrossProfit,"6,621,168,000","1,996,070,000","1,596,939,000","1,768,568,000","1,259,591,000","1,550,189,000","1,325,314,000","1,457,254,000","1,032,126,000","1,353,258,000","1,137,768,000","1,123,909,000","730,649,000","1,161,126,000","852,476,000","827,819,000","601,448,000","833,238,000","439,699,000"
OperatingExpense,"1,158,337,000","186,418,000","196,424,000","275,819,000","499,676,000","196,966,000","233,575,000","268,405,000","333,719,000","127,544,000","193,024,000","202,646,000","73,935,000","190,165,000","111,021,000","225,714,000","146,991,000","187,673,000","135,926,000"
	SellingGeneralAndAdministration,"1,546,227,000","392,206,000","290,893,000","305,350,000","557,778,000","276,425,000","249,493,000","269,178,000","415,626,000","222,457,000","193,422,000","202,664,000","161,974,000","196,871,000","128,396,000","218,097,000","162,631,000","186,384,000","156,171,000"
	OtherOperatingExpenses,"-387,890,000","-205,788,000","-94,469,000","-29,531,000","-58,102,000","-79,459,000","-15,918,000","-773,000","-81,907,000","-94,913,000","-398,000","-18,000","-88,039,000","-6,706,000","-17,375,000","7,617,000","-15,640,000","1,289,000","-20,245,000"
OperatingIncome,"5,462,831,000","1,809,652,000","1,400,515,000","1,492,749,000","759,915,000","1,353,223,000","1,091,739,000","1,188,849,000","698,407,000","1,225,714,000","944,744,000","921,263,000","656,714,000","970,961,000","741,455,000","602,105,000","454,457,000","645,565,000","303,773,000"
NetNonOperatingInterestIncomeExpense,"585,404,000","148,091,000","146,372,000","144,470,000","146,471,000","146,138,000","123,991,000","70,705,000","59,548,000","50,499,000","42,698,000","34,544,000","22,916,000","13,429,000","5,951,000","7,012,000","5,413,000","5,959,000","-1,994,000"
	InterestIncomeNonOperating,"585,404,000","148,091,000","146,372,000","144,470,000","146,471,000","146,138,000","123,995,000","70,708,000","60,321,000","52,951,000","45,177,000","39,573,000","28,624,000","14,263,000","9,717,000","11,754,000","9,057,000","9,622,000","2,299,000"
	InterestExpenseNonOperating,"0","0","0","0","0","0","4,000","3,000","773,000","2,452,000","2,479,000","5,029,000","5,708,000","834,000","3,766,000","4,742,000","3,644,000","3,663,000","4,293,000"
OtherIncomeExpense,"708,883,000","684,562,000","28,511,000","22,293,000","-26,483,000","1,659,000","53,286,000","585,634,000","-36,752,000","-44,763,000","-27,542,000","-2,872,000","-2,972,000","9,977,000",,,"9,551,000",,
	GainOnSaleOfSecurity,"13,301,000","-11,549,000","28,511,000","22,293,000","-25,954,000","1,659,000","40,382,000","35,901,000","-36,752,000","-14,763,000","-27,542,000","-2,872,000","-2,972,000","4,955,000",,,,,
	EarningsFromEquityInterest,"754,468,000","754,468,000",,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-58,886,000","-58,357,000","0","0","-529,000","0","12,904,000","549,733,000",,"-30,000,000","0","0","0","0","0","0","9,551,000","224,148,000","0"
		WriteOff,"56,026,000","56,026,000",,,,"0",,,,"30,000,000",,,,,,,,,
		GainOnSaleOfBusiness,"-2,860,000","-2,331,000","0","0","-529,000","0","12,904,000","549,733,000",,"0","0","0","0","0","0","0","9,551,000","224,148,000","0"
PretaxIncome,"6,757,118,000","2,642,305,000","1,575,398,000","1,659,512,000","879,903,000","1,501,020,000","1,269,016,000","1,845,188,000","721,203,000","1,231,450,000","959,900,000","952,935,000","676,658,000","994,367,000","747,406,000","609,117,000","469,421,000","875,672,000","301,779,000"
TaxProvision,"1,078,295,000","331,337,000","266,297,000","288,803,000","191,858,000","222,639,000","201,355,000","350,858,000","154,280,000","8,759,000","237,670,000","233,323,000","166,609,000","251,547,000","186,468,000","171,954,000","122,018,000","166,214,000","90,323,000"
EarningsFromEquityInterestNetOfTax,"-7,556,000","5,877,000","-1,420,000","-5,614,000","-6,398,000","473,000","-8,286,000","-2,104,000","-9,468,000","-814,000","-5,000,000","-2,689,000","-7,179,000","-3,010,000","-13,761,000","-11,361,000","-8,589,000","-6,407,000","1,691,000"
