name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TotalRevenue,"-107,625,000","-1,230,793,000","505,534,000","460,675,000","156,959,000","348,652,000","128,978,000","436,029,000","359,785,000","440,198,000","360,980,000","287,149,000","512,762,000","190,087,000","314,503,000","199,509,000","145,192,000","110,464,000","69,614,000","57,952,000","117,726,000","49,277,000","77,911,000","118,720,000","210,258,000","49,753,000","78,531,000","49,300,000","48,742,000","12,967,000","21,322,000","10,680,000","4,217,000","1,883,000"
	OperatingRevenue,"-107,625,000","-1,230,793,000","505,534,000","460,675,000","156,959,000","348,652,000","128,978,000","436,029,000","359,785,000","440,198,000","360,980,000","287,149,000","512,762,000","190,087,000","314,503,000","199,509,000","145,192,000","110,464,000","69,614,000","57,952,000","117,726,000","49,277,000","77,911,000","118,720,000","210,258,000","49,753,000","78,531,000","49,300,000","48,742,000","12,967,000","21,322,000","10,680,000","4,217,000","1,883,000"
PretaxIncome,"-1,328,333,000","-1,774,123,000","253,167,000","239,220,000","-46,597,000","201,909,000","-58,620,000","199,040,000","183,228,000","607,452,000","346,945,000","272,334,000","420,247,000","142,754,000","262,781,000","151,986,000","101,145,000","105,715,000","83,104,000","55,823,000","93,583,000","38,371,000","44,402,000","159,899,000","203,603,000","57,152,000","80,181,000","63,145,000","109,222,000","13,075,000","20,317,000","11,768,000","6,474,000","2,688,000"
TaxProvision,"-171,099,000","-166,868,000","22,786,000","-5,440,000","-21,577,000","45,997,000","-67,474,000","3,563,000","-2,608,000","-6,912,000","46,575,000","32,613,000","82,844,000","5,596,000","20,716,000","20,900,000","7,518,000","-10,223,000","-15,948,000","-5,932,000","14,306,000","-3,427,000","-6,526,000","7,801,000","21,395,000","287,000","0",,,,,,,
NetIncomeCommonStockholders,"-1,197,894,000","-1,602,315,000","211,780,000","224,584,000","-31,943,000","145,594,000","348,000","184,608,000","174,758,000","604,253,000","288,302,000","226,121,000","321,732,000","121,378,000","225,157,000","98,908,000","68,652,000","111,736,000","102,980,000","54,525,000","75,119,000","35,975,000","54,230,000","126,372,000","123,503,000","48,772,000","80,507,000","63,145,000","109,222,000","13,075,000","20,317,000","11,768,000","6,474,000","2,688,000"
	NetIncome,"-1,173,391,000","-1,591,093,000","219,723,000","229,922,000","-31,943,000","145,594,000","348,000","184,608,000","174,758,000","604,253,000","288,302,000","226,121,000","321,732,000","121,378,000","225,157,000","98,908,000","68,652,000","111,736,000","102,980,000","54,525,000","75,119,000","35,975,000","54,230,000","126,372,000","123,503,000","48,772,000","80,507,000","63,145,000","109,222,000","13,075,000","20,317,000","11,768,000","6,474,000","2,688,000"
		NetIncomeIncludingNoncontrollingInterests,"-1,157,234,000","-1,607,255,000","230,381,000","244,660,000","-25,020,000","155,912,000","8,854,000","195,477,000","185,836,000","614,364,000","300,370,000","239,721,000","337,403,000","137,158,000","242,065,000","131,086,000","93,627,000","115,938,000","99,052,000","61,755,000","79,277,000","41,798,000","50,928,000","152,098,000","182,208,000","56,865,000","80,181,000","63,145,000","109,222,000","13,075,000","20,317,000","11,768,000","6,474,000","2,688,000"
			NetIncomeContinuousOperations,"-1,157,234,000","-1,607,255,000","230,381,000","244,660,000","-25,020,000","155,912,000","8,854,000","195,477,000","185,836,000","614,364,000","300,370,000","239,721,000","337,403,000","137,158,000","242,065,000","131,086,000","93,627,000","115,938,000","99,052,000","61,755,000","79,277,000","41,798,000","50,928,000","152,098,000","182,208,000","56,865,000","80,181,000","63,145,000","109,222,000","13,075,000","20,317,000","11,768,000","6,474,000","2,688,000"
		MinorityInterests,"-16,157,000","16,162,000","-10,658,000","-14,738,000","-6,923,000","-10,318,000","-8,506,000","-10,869,000","-11,078,000","-10,111,000","-12,068,000","-13,600,000","-15,671,000","-15,780,000","-16,908,000","-32,178,000","-24,975,000","-4,202,000","3,928,000","-7,230,000","-4,158,000","-5,823,000","3,302,000","-25,726,000","-58,705,000","-8,093,000","326,000",,,,,,,
	PreferredStockDividends,,"11,222,000","7,943,000","5,338,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-1,197,894,000","-1,602,315,000","211,780,000","224,584,000","-31,943,000","145,594,000","348,000","184,608,000","174,758,000","604,253,000","288,302,000","226,121,000","321,732,000","121,378,000","225,157,000","98,908,000","68,652,000","111,736,000","102,980,000","54,525,000","75,119,000","35,975,000","54,230,000","126,372,000","123,503,000","48,772,000","80,507,000","63,145,000","109,222,000","13,075,000","20,317,000","11,768,000","6,474,000","2,688,000"
BasicEPS,,"-3.86","0.51","0.54","-0.08","0.37",,"0.54","0.52","1.83",,"0.74","1.05","0.42",,"0.41","0.3","0.48",,"0.24","0.37","0.25",,"0.89","0.9","0.38","0.64","0.5","0.86","0.103",,"0.093","0.051","0.021"
DilutedEPS,,"-3.86","0.51","0.54","-0.08","0.37",,"0.54","0.51","1.81",,"0.73","1.04","0.42",,"0.41","0.3","0.48",,"0.24","0.37","0.25",,"0.88","0.88","0.38","0.62","0.48","0.86","0.103",,"0.093","0.051","0.021"
BasicAverageShares,,"415,589,155","415,520,780","415,520,780","415,463,757","388,279,931",,"340,044,440","336,311,253","330,384,856",,"307,361,309","307,344,874","286,600,324",,"240,601,691","230,478,390","230,471,202",,"230,455,568","200,910,040","141,434,905",,"141,211,580","136,465,453","126,604,509","126,593,203","126,536,394","126,512,822","126,512,822",,"126,512,822","126,512,822","126,512,822"
DilutedAverageShares,,"415,589,155","415,673,185","415,588,238","415,665,460","388,601,075",,"340,868,403","339,538,503","333,380,436",,"309,207,345","309,392,512","288,241,188",,"241,099,381","230,839,753","230,538,712",,"231,215,235","205,169,099","144,911,309",,"144,166,601","139,668,127","129,919,967","129,898,246","129,944,642","128,329,744","126,512,822",,"126,512,822","126,512,822","126,512,822"
NetIncomeFromContinuingAndDiscontinuedOperation,"-1,173,391,000","-1,591,093,000","219,723,000","229,922,000","-31,943,000","145,594,000","348,000","184,608,000","174,758,000","604,253,000","288,302,000","226,121,000","321,732,000","121,378,000","225,157,000","98,908,000","68,652,000","111,736,000","102,980,000","54,525,000","75,119,000","35,975,000","54,230,000","126,372,000","123,503,000","48,772,000","80,507,000","63,145,000","109,222,000","13,075,000","20,317,000","11,768,000","6,474,000","2,688,000"
NormalizedIncome,"-1,090,975,300.297","-1,512,464,361.535","178,837,782.144","233,822,390","-27,345,460","148,268,092.071","-140,370","189,490,014.505","177,928,390","606,297,000","289,689,808.183","227,228,349.865","323,327,299.338","123,283,265.8","225,054,750.541","96,342,100.18","65,390,860.833","111,206,200","101,775,200","55,673,400","76,983,533.911","39,356,600","54,230,000","126,372,000","123,503,000","48,772,000","80,507,000","63,145,000","109,222,000","13,075,000","20,317,000","11,768,000","6,474,000","2,688,000"
InterestIncome,"1,729,636,000","402,373,000","463,089,000","448,127,000","416,047,000","438,867,000","451,321,000","425,524,000","403,805,000","383,573,000","357,467,000","397,722,000","471,952,000","292,538,000","326,834,000","282,388,000","277,477,000","190,036,000","200,181,000","182,341,000","178,177,000","84,373,000","85,124,000","97,587,000","92,656,000","71,490,000","26,492,000","21,885,000","22,999,000","16,191,000","14,948,000","12,295,000","4,479,000","2,037,000"
InterestExpense,"937,774,000","216,855,000","247,013,000","245,902,000","228,004,000","212,832,000","185,324,000","162,806,000","133,916,000","124,387,000","122,201,000","125,278,000","115,157,000","98,229,000","95,023,000","96,488,000","100,685,000","81,228,000","80,605,000","77,558,000","81,871,000","33,979,000","31,892,000","33,307,000","36,512,000","38,997,000","8,031,000","3,443,000","2,651,000","899,000","406,000","298,000","0","0"
NetInterestIncome,"791,862,000","185,518,000","216,076,000","202,225,000","188,043,000","226,035,000","265,997,000","262,718,000","269,889,000","259,186,000","235,266,000","272,444,000","356,795,000","194,309,000","231,811,000","185,900,000","176,792,000","108,808,000","119,576,000","104,783,000","96,306,000","50,394,000","53,232,000","64,280,000","56,144,000","32,493,000","18,461,000","18,442,000","20,348,000","15,292,000","14,542,000","11,997,000","4,479,000","2,037,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-1,173,391,000","-1,591,093,000","219,723,000","229,922,000","-31,943,000","145,594,000","348,000","184,608,000","174,758,000","604,253,000","288,302,000","226,121,000","321,732,000","121,378,000","225,157,000","98,908,000","68,652,000","111,736,000","102,980,000","54,525,000","75,119,000","35,975,000","54,230,000","126,372,000","123,503,000","48,772,000","80,507,000","63,145,000","109,222,000","13,075,000","20,317,000","11,768,000","6,474,000","2,688,000"
TotalUnusualItemsExcludingGoodwill,"-94,601,000","-86,792,000","44,929,000","-5,343,000","-6,298,000","-3,463,000","669,000","-4,971,000","-4,343,000","-2,800,000","-1,603,000","-1,258,000","-1,987,000","-1,983,000","111,000","2,975,000","3,523,000","883,000","2,008,000","-1,914,000","-2,201,000","-5,636,000",,,,,,,,,,,,
TotalUnusualItems,"-94,601,000","-86,792,000","44,929,000","-5,343,000","-6,298,000","-3,463,000","669,000","-4,971,000","-4,343,000","-2,800,000","-1,603,000","-1,258,000","-1,987,000","-1,983,000","111,000","2,975,000","3,523,000","883,000","2,008,000","-1,914,000","-2,201,000","-5,636,000",,,,,,,,,,,,
TaxRateForCalcs,"0.129","0.094","0.09","0.27","0.27","0.228","0.27","0.018","0.27","0.27","0.134","0.12","0.197","0.039","0.079","0.138","0.074","0.4","0.4","0.4","0.153","0.4","0.35","0.049","0.105","0.005","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35"
TaxEffectOfUnusualItems,"-12,185,300.297","-8,163,361.535","4,043,782.144","-1,442,610","-1,700,460","-788,907.929","180,630","-88,985.495","-1,172,610","-756,000","-215,191.817","-150,650.135","-391,700.662","-77,734.2","8,750.541","409,100.18","261,860.833","353,200","803,200","-765,600","-336,466.089","-2,254,400","0","0","0","0","0","0","0","0","0","0","0","0"
