name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
TotalRevenue,"10,615,000,000","10,721,000,000","10,132,000,000","8,618,000,000","7,473,000,000","6,369,000,000","6,054,000,000","5,434,000,000","4,899,000,000","4,740,000,000","4,112,000,000","4,291,000,000","5,150,000,000","4,994,000,000","4,309,000,000","4,464,000,000","4,202,000,000","4,087,000,000","4,135,000,000","4,353,000,000","5,787,651,000","3,944,800,000","2,736,200,000","2,298,800,000","1,850,900,000","1,419,900,000","1,064,600,000","965,000,000","749,500,000","569,500,000","387,400,000","345,900,000",,
	NetInterestIncome,"6,407,000,000","6,516,000,000","5,823,000,000","4,282,000,000","3,322,000,000","2,525,000,000","2,272,000,000","1,980,000,000","1,764,000,000","1,725,000,000","1,325,000,000","1,245,000,000","1,665,000,000","1,647,000,000","1,434,000,000","1,257,000,000","936,000,000","729,000,000","841,000,000","929,000,000","1,237,100,000","702,700,000","475,600,000","353,600,000","255,000,000","210,900,000","164,700,000","119,800,000","91,500,000","76,600,000","71,000,000","65,600,000",,
		InterestIncome,"7,290,000,000","7,580,000,000","6,680,000,000","4,624,000,000","3,493,000,000","2,657,000,000","2,374,000,000","2,085,000,000","1,914,000,000","1,900,000,000","1,723,000,000","1,428,000,000","1,908,000,000","2,270,000,000","2,113,000,000","1,944,000,000","1,213,000,000","970,000,000","1,186,000,000","1,857,000,000","2,588,876,000","1,471,100,000","1,127,500,000","900,100,000","680,900,000","568,100,000","362,900,000","252,200,000","251,000,000","302,200,000","309,500,000","272,900,000",,
			InterestIncomeFromLoansAndLease,"579,000,000","584,000,000","559,000,000","472,000,000","400,000,000","369,000,000","355,000,000","329,000,000","310,000,000",,"279,000,000","246,000,000","839,000,000","1,028,000,000","965,000,000","1,034,000,000","729,000,000","577,000,000","695,000,000","1,072,000,000",,,,,,,,,,,,,,
				InterestIncomeFromLoans,"579,000,000","584,000,000","559,000,000","472,000,000","400,000,000","369,000,000","355,000,000","329,000,000","310,000,000",,"279,000,000","246,000,000","839,000,000","1,028,000,000","965,000,000","1,034,000,000","729,000,000","577,000,000","695,000,000","1,072,000,000",,,,,,,,,,,,,,
			InterestIncomeFromSecurities,"4,969,000,000","5,151,000,000","4,589,000,000","3,169,000,000","2,285,000,000","1,586,000,000","1,374,000,000","1,167,000,000","980,000,000",,"847,000,000","595,000,000","927,000,000","1,042,000,000","928,000,000","228,000,000","432,000,000","358,000,000","413,000,000","634,000,000",,,,,,,,,,,,,,
			InterestIncomeFromDeposits,,,,,,,,,,,"76,000,000","113,000,000",,,,,,,,,,,,,,,,,,,,,,
			OtherInterestIncome,"1,742,000,000","1,845,000,000","1,532,000,000","983,000,000","808,000,000","702,000,000","645,000,000","589,000,000","624,000,000",,"521,000,000","474,000,000","142,000,000","200,000,000","220,000,000","682,000,000","52,000,000","35,000,000","78,000,000","151,000,000",,,,,,,,,,,,,,
		InterestExpense,"883,000,000","1,064,000,000","857,000,000","342,000,000","171,000,000","132,000,000","102,000,000","105,000,000","150,000,000","175,000,000","398,000,000","183,000,000","243,000,000","623,000,000","679,000,000","687,000,000","277,000,000","241,000,000","345,000,000","928,000,000","1,351,776,000","768,400,000","651,900,000","546,500,000","425,900,000","357,200,000","198,200,000","132,400,000","159,500,000","225,600,000","238,500,000","207,300,000",,
			InterestExpenseForDeposit,"531,000,000","700,000,000","545,000,000","148,000,000","37,000,000","29,000,000","30,000,000","31,000,000","42,000,000",,,"107,000,000","104,000,000","238,000,000","200,000,000","223,000,000","105,000,000","96,000,000","271,000,000","824,000,000",,,,,,,,,,,,,,
			InterestExpenseForShortTermDebt,"0","0","54,000,000","41,000,000","9,000,000",,,,,,"0","0","1,000,000",,,"32,000,000","18,000,000","14,000,000","23,000,000","27,000,000",,,,,,,,,,,,,,
			InterestExpenseForLongTermDebtAndCapitalSecurities,"262,000,000","258,000,000","190,000,000","119,000,000","104,000,000","92,000,000","73,000,000","69,000,000","103,000,000",,"92,000,000","71,000,000","59,000,000","38,000,000","29,000,000","34,000,000","32,000,000","35,000,000","46,000,000","55,000,000",,,,,,,,,,,,,,
			OtherInterestExpense,"90,000,000","106,000,000","68,000,000","34,000,000","21,000,000","11,000,000","1,000,000","5,000,000","5,000,000",,"306,000,000","5,000,000","79,000,000","347,000,000","450,000,000","398,000,000","122,000,000","96,000,000","5,000,000","22,000,000",,,,,,,,,,,,,,
	NonInterestIncome,"4,208,000,000","4,205,000,000","4,309,000,000","4,336,000,000","4,151,000,000","3,844,000,000","3,782,000,000","3,454,000,000","3,135,000,000","3,015,000,000","2,787,000,000","3,046,000,000","3,485,000,000","3,347,000,000","2,875,000,000","3,207,000,000","3,266,000,000","3,358,000,000","3,294,000,000","3,424,000,000","4,550,551,000","3,242,100,000","2,260,600,000","1,945,200,000","1,595,900,000","1,209,000,000","899,900,000","845,200,000","658,000,000","492,900,000","316,400,000","280,300,000",,
		FeesAndCommissions,"3,283,000,000","3,211,000,000","3,229,000,000","3,392,000,000","3,055,000,000","2,650,000,000","2,533,000,000","2,315,000,000","2,043,000,000","1,928,000,000","1,822,000,000","1,875,000,000","2,355,000,000","2,358,000,000","1,945,000,000","2,269,000,000","2,091,000,000","1,825,000,000","2,967,000,000","3,030,000,000","3,877,243,000","2,613,400,000","1,868,600,000","1,601,700,000","1,265,200,000","969,700,000","702,900,000","650,800,000","504,800,000","403,100,000","244,400,000","229,000,000",,
			FeesandCommissionIncome,"3,283,000,000","3,211,000,000","3,229,000,000","3,392,000,000","3,055,000,000","2,650,000,000","2,533,000,000","2,315,000,000","2,043,000,000","1,928,000,000","1,822,000,000","1,875,000,000","2,355,000,000","2,358,000,000","1,945,000,000","2,269,000,000","2,091,000,000","1,825,000,000","2,967,000,000","3,030,000,000","3,877,243,000","2,613,400,000","1,868,600,000","1,601,700,000","1,265,200,000","969,700,000","702,900,000","650,800,000","504,800,000","403,100,000","244,400,000","229,000,000",,
				TrustFeesbyCommissions,"3,283,000,000","3,211,000,000","3,229,000,000","3,392,000,000","3,055,000,000","2,650,000,000","2,533,000,000","2,315,000,000","2,043,000,000",,,,"340,000,000","378,000,000",,,,,"1,206,000,000","1,355,000,000","2,294,145,000","1,863,300,000","1,309,400,000","1,174,000,000","954,100,000","750,900,000","546,100,000","552,200,000","441,400,000","348,900,000","244,400,000","229,000,000",,
				OtherCustomerServices,,,,,,,,,,,,,"2,015,000,000","1,980,000,000",,,,,"1,761,000,000","1,675,000,000","1,583,098,000","750,100,000","559,200,000","427,700,000","311,100,000","218,800,000","156,800,000","98,600,000","63,400,000","54,200,000",,,,
		TradingGainLoss,"620,000,000","617,000,000","763,000,000","654,000,000","825,000,000","866,000,000","907,000,000","913,000,000","868,000,000","927,000,000","830,000,000","996,000,000",,,,,,,,,,,,,,,,,,,,,,
		GainLossonSaleofAssets,"0","0","0","0","0","0","-1,000,000","-10,000,000","-32,000,000","0","0","0","1,080,000,000","860,000,000","785,000,000","779,000,000","89,000,000","168,000,000","184,000,000","255,000,000","570,207,000","500,500,000","286,800,000","258,000,000","256,900,000","191,400,000","162,600,000","169,100,000","130,000,000",,,,,
			GainOnSaleOfSecurity,"0","0","0","0","0","0","-1,000,000","-10,000,000","-32,000,000","0","0","0","1,080,000,000","860,000,000","785,000,000","779,000,000","89,000,000","168,000,000","184,000,000","255,000,000","570,207,000","500,500,000","286,800,000","258,000,000","256,900,000","191,400,000","162,600,000","169,100,000","130,000,000",,,,,
		OtherNonInterestIncome,"305,000,000","377,000,000","317,000,000","290,000,000","271,000,000","328,000,000","343,000,000","236,000,000","256,000,000","160,000,000","135,000,000","175,000,000","50,000,000","129,000,000","145,000,000","159,000,000","1,086,000,000","1,365,000,000","143,000,000","139,000,000","103,101,000","128,200,000","105,200,000","85,500,000","73,800,000","47,900,000","34,400,000","25,300,000","23,200,000","89,800,000","72,000,000","51,300,000",,
CreditLossesProvision,,,,"0","5,000,000","11,000,000","4,000,000","1,000,000","-16,000,000","-18,000,000","-27,000,000","-38,000,000",,,,,,,,,,,,,,,,,,,,,,
NonInterestExpense,"5,984,000,000","5,873,000,000","5,570,000,000","4,968,000,000","4,485,000,000","4,101,000,000","3,943,000,000","3,730,000,000","3,433,000,000","3,299,000,000","3,469,000,000","2,917,000,000","3,122,000,000","3,141,000,000","2,833,000,000","3,279,000,000","3,557,000,000","3,291,000,000","3,533,000,000","3,799,000,000","4,556,178,000","2,973,600,000","2,159,700,000","1,851,500,000","1,456,900,000","1,142,800,000","840,300,000","758,700,000","603,300,000","481,500,000","358,300,000","312,600,000",,
	OccupancyAndEquipment,"570,000,000","559,000,000","496,000,000","436,000,000","398,000,000","353,000,000","324,000,000","309,000,000","311,000,000","301,000,000","272,000,000","318,000,000","299,000,000","282,000,000","260,000,000","331,000,000","389,000,000","441,000,000","471,000,000","490,000,000","415,356,000","266,400,000","201,000,000","154,200,000","130,500,000","111,000,000","87,600,000","76,700,000","65,200,000","51,200,000","42,900,000","34,200,000",,
	ProfessionalExpenseAndContractServicesExpense,"714,000,000","702,000,000","654,000,000","580,000,000","506,000,000","459,000,000","457,000,000","415,000,000","388,000,000","387,000,000","341,000,000","275,000,000",,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"4,062,000,000","4,002,000,000","3,801,000,000","3,415,000,000","2,968,000,000","2,723,000,000","2,652,000,000","2,504,000,000","2,264,000,000","2,180,000,000","2,296,000,000","1,941,000,000","1,910,000,000","2,011,000,000","1,808,000,000","2,080,000,000","2,061,000,000","1,910,000,000","2,065,000,000","2,121,000,000","2,746,791,000","1,866,400,000","1,317,800,000","1,091,400,000","850,300,000","646,900,000","543,800,000","433,500,000","340,400,000","259,600,000","175,000,000","149,100,000",,
		GeneralAndAdministrativeExpense,"3,757,000,000","3,695,000,000","3,488,000,000","3,147,000,000","2,703,000,000","2,474,000,000","2,407,000,000","2,247,000,000","2,023,000,000","1,952,000,000","2,100,000,000","1,750,000,000","1,667,000,000","1,781,000,000","1,619,000,000","1,902,000,000","1,877,000,000","1,771,000,000","1,854,000,000","1,875,000,000","2,414,480,000","1,624,500,000","1,162,800,000","961,800,000","766,300,000","594,100,000","437,100,000","392,800,000","306,600,000","234,400,000","155,100,000","130,700,000",,
			SalariesAndWages,"3,367,000,000","3,320,000,000","3,057,000,000","2,737,000,000","2,466,000,000","2,241,000,000","2,184,000,000","2,027,000,000","1,803,000,000","1,732,000,000","1,573,000,000","1,544,000,000","1,667,000,000","1,781,000,000","1,619,000,000","1,902,000,000","1,877,000,000","1,771,000,000","1,854,000,000","1,875,000,000","2,414,480,000","1,624,500,000","1,162,800,000","961,800,000","766,300,000","594,100,000","437,100,000","392,800,000","306,600,000","234,400,000","155,100,000","130,700,000",,
			OtherGandA,"390,000,000","375,000,000","431,000,000","410,000,000","237,000,000","233,000,000","223,000,000","220,000,000","220,000,000","220,000,000","527,000,000","206,000,000",,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"305,000,000","307,000,000","313,000,000","268,000,000","265,000,000","249,000,000","245,000,000","257,000,000","241,000,000","228,000,000","196,000,000","191,000,000","243,000,000","230,000,000","189,000,000","178,000,000","184,000,000","139,000,000","211,000,000","246,000,000","332,311,000","241,900,000","155,000,000","129,600,000","84,000,000","52,800,000","106,700,000","40,700,000","33,800,000","25,200,000","19,900,000","18,400,000",,
	DepreciationAmortizationDepletionIncomeStatement,"362,000,000","349,000,000","306,000,000","269,000,000","234,000,000","224,000,000","199,000,000","202,000,000","196,000,000","155,000,000","146,000,000","159,000,000",,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"362,000,000","349,000,000","306,000,000","269,000,000","234,000,000","224,000,000","199,000,000","202,000,000","196,000,000","155,000,000","146,000,000","159,000,000",,,,,,,,,,,,,,,,,,,,,,
	OtherNonInterestExpense,"276,000,000","261,000,000","313,000,000","268,000,000","379,000,000","342,000,000","311,000,000","300,000,000","274,000,000","276,000,000","414,000,000","224,000,000","913,000,000","848,000,000","765,000,000","868,000,000","1,107,000,000","940,000,000","997,000,000","1,188,000,000","1,394,031,000","840,800,000","640,900,000","605,900,000","476,100,000","384,900,000","208,900,000","248,500,000","197,700,000","170,700,000","140,400,000","129,300,000",,
SpecialIncomeCharges,,,,,,,,"0","0","-31,000,000","-36,000,000","-60,000,000",,,,,,"-86,000,000","-434,000,000","-419,000,000",,,,,,,,,,,,,,
	RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,"81,000,000","373,000,000","419,000,000",,,,,,,,,,,,,,
	ImpairmentOfCapitalAssets,,,,,,,,,,"31,000,000","36,000,000","60,000,000",,,,,,,,,,,,,,,,,,,,,,
	OtherSpecialCharges,,,,,,,,,,,,,,,,,,"5,000,000","61,000,000",,,,,,,,,,,,,,,
OtherNonOperatingIncomeExpenses,,,,,,,,,,"31,000,000","36,000,000","60,000,000",,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"4,631,000,000","4,848,000,000","4,562,000,000","3,650,000,000","2,993,000,000","2,279,000,000","2,115,000,000","1,705,000,000","1,450,000,000","1,392,000,000","779,000,000","1,276,000,000","2,028,000,000","1,853,000,000","1,476,000,000","1,185,000,000","645,000,000","710,000,000","168,000,000","135,000,000","1,231,473,000","971,300,000","576,600,000","447,300,000","394,100,000","277,100,000","224,300,000","206,300,000","146,200,000","88,100,000","29,100,000","33,200,000",,
TaxProvision,"1,096,000,000","1,144,000,000","1,055,000,000","1,296,000,000","1,104,000,000","832,000,000","794,000,000","634,000,000","522,000,000","528,000,000","325,000,000","489,000,000","798,000,000","733,000,000","585,000,000","455,000,000","231,000,000","238,000,000","71,000,000","57,000,000","513,336,000","382,400,000","228,100,000","177,000,000","160,300,000","104,500,000","89,000,000","81,900,000","65,000,000","38,600,000","12,300,000","14,300,000",,
