name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
MarketCap,"5,756,138,515","5,283,481,615","7,057,085,782","6,275,396,987","6,510,438,064","7,227,486,671","6,013,680,610","7,093,071,122","5,982,155,992","5,292,095,801","5,771,081,220","4,772,173,133","4,697,790,938","4,060,779,040","3,384,858,127","3,464,596,680","2,543,777,743","2,587,235,747","2,727,291,557","2,337,718,796","2,185,556,670","1,725,426,686","1,448,705,833"
EnterpriseValue,"7,106,931,515","6,511,200,615","8,468,117,782","7,457,635,987","7,617,205,064","8,165,649,671","7,077,674,610","8,270,847,122","7,191,159,992","6,445,552,801","6,927,717,220","5,492,237,133","5,395,207,938","4,744,458,040","4,136,961,127","4,250,196,680","3,326,716,743","3,355,684,747","3,608,280,557","3,195,726,796","3,055,401,670","2,588,771,686","2,648,657,833"
PeRatio,"24.748","22.565","30.789","41.693","41.485","47.539","92.889","64.818","61.421","62.848","50.877","49.142","43.61","61.538","42.729","48.299","55.68","33.147","89.532","293.573",,,
ForwardPeRatio,"21.834","14.144","19.455","17.606","19.881","22.026","18.939","23.095","22.676","20.121","23.81","19.802","23.866","20.704","19.92","21.053","17.606","16.155","20.704","18.018","18.657","16.722","16.695"
PegRatio,"2.755","1.307","1.452","1.42","1.555","1.669","1.156","1.44","1.417","1.248","1.48","1.522",,"1.593",,,,,,,,,
PsRatio,"1.888","1.788","2.471","2.256","2.28","2.548","2.176","2.733","2.489","2.415","2.874","2.55","2.639","2.321","1.998","2.099","1.578","1.675","1.753","1.528","1.455","0.848","0.944"
PbRatio,"5.198","4.847","7.454","5.393","5.879","6.928","6.175","7.547","6.392","5.71","6.227","5.724","6.063","5.568","4.601","4.852","3.589","3.682","3.935","3.361","3.372","2.549","3.473"
EnterprisesValueRevenueRatio,"2.272","8.308","10.582","9.553","9.979","11.309","9.7","11.526","9.948","9.184","10.562","9.437","10.109","9.727","8.758","9.377","7.298","7.8","8.412","7.92","7.778","6.662","7.159"
EnterprisesValueEBITDARatio,"15.325","63.034","67.809","57.982","71.228","72.667","56.828","127.733","69.89","65.103","460.681","90.406","81.832","82.107","76.236","57.65","42.271","288.686","52.355","44.576","57.133","42.597","143.683"
