name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
MarketCap,"12,166,208,534","16,357,187,732","15,106,045,262","16,922,701,863","17,834,108,620","17,383,688,382","21,137,624,294","23,440,847,498","24,469,688,280","24,817,436,734","22,085,656,534","19,990,939,393","20,795,424,822","17,053,962,094","16,448,577,708","13,949,583,790","15,353,649,830","11,300,073,237","11,254,909,107","15,970,789,888","17,639,635,387","20,074,486,364","24,851,498,996","23,883,315,909","22,047,891,865","24,655,712,836","23,681,349,800","20,060,015,108","22,598,047,488","24,879,825,181","25,259,925,789","24,214,773,691","25,742,416,759","25,355,025,272","24,301,720,038","33,468,719,874","35,450,415,152","33,219,542,763","34,891,998,813","29,485,354,746","36,054,468,219","40,396,041,223","31,834,708,276","25,310,219,422","20,468,669,945","23,047,544,716","28,158,226,189","39,138,637,623","35,881,608,139","45,451,014,729","53,912,885,251","36,189,216,480","31,348,908,775","25,660,087,460","20,802,473,384","21,433,628,052","20,440,440,504","15,862,166,290","18,214,280,143","14,159,863,824","15,895,630,620","14,340,203,231","12,219,182,873","10,818,092,947","11,425,016,694","10,966,595,566","9,350,886,573","8,562,927,250","6,440,995,297","8,085,574,299","8,328,207,550","10,524,106,575","10,091,873,375","8,876,217,500","6,058,983,250","7,610,391,700","6,927,308,875","6,006,111,867","6,839,321,935","8,813,085,984","10,098,327,690","12,852,417,060","11,857,924,353","12,733,455,957","6,769,086,252","6,390,396,112","5,151,116,334","4,541,988,000","7,272,247,500"
EnterpriseValue,"19,288,890,608","24,855,740,538","23,308,776,501","25,347,561,580","26,303,949,812","26,718,007,670","31,712,936,718","32,787,084,435","37,644,342,417","37,898,156,448","35,105,887,603","32,148,506,948","33,147,880,750","28,502,073,883","30,703,521,877","27,457,749,985","31,618,601,193","27,081,391,546","28,380,242,247","35,265,461,557","37,732,181,618","40,431,592,922","45,385,781,724","45,016,525,862","39,655,311,526","42,506,422,670","43,422,116,671","37,798,222,393","39,202,954,682","41,956,567,819","41,725,592,717","42,665,554,346","42,016,699,666","41,814,676,394","40,460,303,222","48,260,437,768","50,203,170,936","44,814,123,916","38,833,319,915","29,929,578,369","35,638,678,856","39,863,478,050","32,256,422,176","26,208,166,007","22,101,418,152","27,265,973,817","28,009,816,123","38,584,432,024","35,136,124,110","48,184,378,734","54,327,370,086","36,599,909,139","31,752,017,082","26,781,004,843","21,905,648,126","22,532,628,056","19,352,570,573","15,498,582,291","17,861,736,143","13,791,863,824","15,685,630,620","14,130,203,231","13,960,682,873","12,559,592,947","13,166,516,694","12,514,595,566","11,953,011,573","10,875,927,250","8,753,995,297","10,929,132,298","11,374,683,949","13,570,582,974","13,860,167,223","12,679,495,508","9,881,709,268","11,206,027,681","10,439,000,047","9,537,035,532","10,843,416,154","12,817,180,203","14,133,669,022","16,794,017,056","15,133,044,458","16,175,917,965","11,855,421,497","6,390,396,112","5,151,116,334","4,541,988,000","7,272,247,500"
PeRatio,"7.493","20.197","11.966","13.583","12.003","6.432","8.118","9.291","11.401","11.364","12.535","12.688","17.239","15.154","71.36","103.308",,,"24.163","20.266","32.619","21.005","18.119","20.734","13.71","15.197","13.233","10.951","10.294","11.171","11.864","9.043","8.084","8.931","8.422","8.7","9.925","8.962","7.997","6.935","9.396","14.77","14.659","12.168","7.561","6.536","7.84","10.205","9.739","12.02","13.177","10.153","9.737","6.359","6.876","7.111","5.789","3.817","4.498","3.225","3.949","3.908","3.995","4.183","5.004","6.609","6.053","6.528","5.87","8.825","20.06","52.937","13.377","11.658","5.08","4.097","4.987","6.46","4.905","6.321","7.316","9.787","8.526","14.113","7.767",,,,
ForwardPeRatio,"11.848","8.85","8.21","8.258","7.764","7.669","8.278","7.819","9.001","15.361","10.87","6.794","10.823","11.862","15.175","15.65","12.438","8.905","3.158","3.37","3.201","4.314","4.254","3.054","7.862","12.484","7.496","3.12","3.708","4.029","4.044","2.491","8.905","7.294","5.77","8.41","9.542","8.643",,,,,"11.198",,,,,,"19.763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,"1.929","10.973","0.855",,"3.399",,"1.073","0.538","0.617","0.213","0.142","0.135","0.267","0.247","0.13","0.336","0.814","0.449","0.19","0.182","0.35","0.376","249.073","1.799","1.094","1.277","1.861","0.83","0.691",,,,,"3.466",,,,,,"6.114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.215","0.288","0.277","0.301","0.309","0.31","0.379","0.437","0.449","0.447","0.442","0.414","0.442","0.388","0.337","0.294","0.286","0.22","0.213","0.273","0.297","0.344","0.398","0.379","0.381","0.422","0.401","0.374","0.398","0.432","0.411","0.418","0.428","0.371","0.35","0.49","0.578","0.618","0.986","0.91","1.093","1.747","0.959","0.786","0.667","0.686","1.176","1.465","1.2","1.353","1.677","1.296","1.249","0.794","0.782","0.809","0.774","0.625","0.737","0.576","0.669","0.622","0.59","0.579","0.602","0.742","0.636","0.63","0.542","0.672","0.837","1.055","0.862","0.751","0.485","0.702","0.592","0.701","0.597","0.769","0.893","1.198","0.926","1.127","0.579",,,,
PbRatio,"0.313","0.42","0.409","0.448","0.464","0.44","0.536","0.602","0.614","0.612","0.591","0.543","0.554","0.487","0.435","0.4","0.422","0.325","0.323","0.427","0.466","0.539","0.614","0.581","0.567","0.629","0.618","0.584","0.642","0.697","0.728","0.741","0.769","0.777","0.733","0.947","1.049","1.074","1.178","1.073","1.279","1.521","1.273","1.139","1.02","1.049","1.255","1.56","1.443","1.737","2.36","1.599","1.411","1.202","0.99","1.024","1.032","0.925","1.096","0.816","1.023","0.923","0.999","0.885","0.934","1.009","0.917","0.945","0.711","0.849","0.989","1.249","1.314","1.145","0.84","1.053","0.981","0.838","0.842","1.085","1.233","1.607","1.669","1.705","0.953",,,,
EnterprisesValueRevenueRatio,"0","0.002","0.001","0.002","0.002","0.002","0.002","0.002","0.002","0.003","0.002","0.002","0.002","0.002","0.002","0.002","0.003","0.002","0.002","0.002","0.002","0.002","0.003","0.003","0.003","0.003","0.003","0.002","0.003","0.003","0.003","0.003","0.003","0.002","0.002","0.003","0.003","0.001","0.005","0.004","0.005","0.002","0.005","0.004","0.003","0.001","0.003","0.005","0.006","0.006","0.007","0.005","0.004","0.004","0.003","0.004","0.003","0.002","0.003","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.003","0.002","0.003","0.003","0.003","0.003","0.005","0.004","0.003","0.003","0.003","0.002","0.004","0.004","0.005","0.006","0.004","0.005","0.004","0.002","0.001","0.001","0.002"
EnterprisesValueEBITDARatio,"0.003","0.02","0.009","0.018","0.012","0.034","0.013","0.017","0.015","0.022","0.016","0.018","0.014","0.033","0.019","0.022","0.021","0.027","0.126","0.028","0.023","0.036","0.033","0.026","0.033","0.032","0.027","0.033","0.033","0.21","0.017","0.021","0.019","0.017","0.014","0.016","0.019","0.018","0.019","0.014","0.015","0.013","0.018","0.025","0.023","0.012","0.013","0.016","0.019","-0.003","0.007","0.005","0.004","-0.002","0.003","0.023","0.003","-0.001","0.003","0.008","0.002","-0.001","0.002","0.002","0.002","-0.001","0.003","0.002","0.008","-0.001","0.003","0.003","0.05","-0.002","0.003","0.027","0.003","-0.001","0.004","0.004","0.005","-0.002","0.004","0.02","0.004","-0.001","0.001","0.006","0.002"
