name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
TotalAssets,"1,538,630,000","1,447,900,000","1,392,900,000","1,423,058,000","1,260,170,000","1,220,406,000","1,147,277,000","1,418,841,000","1,197,618,000","1,168,681,000","1,080,476,000","1,385,707,000","1,093,454,000","1,008,000,000","986,469,000","1,070,884,000","1,026,175,000","981,003,000","1,108,895,000","1,229,848,000"
	CurrentAssets,"471,317,000","408,843,000","358,002,000",,"382,963,000","349,743,000","286,719,000","641,395,000","424,684,000","394,057,000","312,339,000","621,999,000","336,789,000","250,498,000","222,962,000","310,181,000","269,638,000","253,910,000","377,298,000","516,618,000"
		CashCashEquivalentsAndShortTermInvestments,"340,575,000","277,555,000","217,716,000","285,746,000","279,543,000","243,656,000","159,901,000","206,723,000","330,013,000","305,914,000","202,296,000","300,314,000","253,605,000","156,067,000","105,972,000","166,169,000","131,927,000","97,777,000","97,687,000","88,662,000"
			CashAndCashEquivalents,"276,735,000","220,248,000","211,731,000","285,746,000","256,401,000","227,599,000","144,244,000","206,723,000","197,178,000","245,356,000","183,221,000","300,314,000","253,605,000","156,067,000","105,972,000","166,169,000","131,927,000","97,777,000","97,687,000","88,662,000"
			OtherShortTermInvestments,"63,840,000","57,307,000","5,985,000",,"23,142,000","16,057,000","15,657,000","209,319,000","132,835,000","60,558,000","19,075,000",,,,,,,,,
		Receivables,"130,369,000","130,916,000","139,915,000","151,352,000","103,052,000","105,721,000","126,452,000","131,853,000","94,671,000","88,143,000","110,043,000","129,313,000","83,184,000","94,431,000","116,990,000","144,012,000","137,711,000","156,133,000","279,611,000","427,956,000"
			AccountsReceivable,"62,412,000","64,814,000","67,918,000","70,830,000","65,365,000","66,010,000","84,800,000","77,259,000","33,543,000","39,355,000","62,480,000","60,718,000","33,230,000","45,748,000","53,081,000","58,100,000","43,057,000","55,115,000","52,581,000","57,488,000"
				GrossAccountsReceivable,"67,266,000","68,776,000","71,830,000","75,085,000","72,004,000","77,511,000","95,827,000","88,650,000","42,191,000","49,140,000","74,314,000","71,917,000","41,748,000","53,595,000","59,757,000","62,366,000","48,530,000","60,113,000","58,985,000","62,113,000"
				AllowanceForDoubtfulAccountsReceivable,"-4,854,000","-3,962,000","-3,912,000","-4,255,000","-6,639,000","-11,501,000","-11,027,000","-11,391,000","-8,648,000","-9,785,000","-11,834,000","-11,199,000","-8,518,000","-7,847,000","-6,676,000","-4,266,000","-5,473,000","-4,998,000","-6,404,000","-4,625,000"
			TaxesReceivable,,"3,380,000",,,,,,,"12,492,000","5,611,000",,"0","0","5,098,000","6,880,000","7,204,000",,,,
			DuefromRelatedPartiesCurrent,"0","0","0",,"7,027,000","7,870,000","8,762,000","8,732,000","7,108,000","8,659,000","11,912,000","10,913,000","8,198,000","7,929,000","7,500,000","27,408,000","26,318,000","55,936,000","196,669,000","327,921,000"
			OtherReceivables,"68,673,000","64,135,000","71,997,000","71,891,000","30,660,000","31,841,000","32,890,000","45,862,000","41,528,000","34,518,000","35,651,000","57,682,000","41,756,000","35,656,000","49,529,000","51,300,000","68,336,000","45,082,000","30,361,000","42,547,000"
			ReceivablesAdjustmentsAllowances,"-716,000","-1,413,000",,,,,,,,,,,,,,,,,,
		RestrictedCash,"373,000","372,000","371,000",,"368,000","366,000","366,000","93,500,000",,"0","0","192,372,000",,,,,,,,
	TotalNonCurrentAssets,"1,067,313,000","1,039,057,000","1,034,898,000",,"877,207,000","870,663,000","860,558,000","777,446,000","772,934,000","774,624,000","768,137,000","763,708,000","756,665,000","757,502,000","763,507,000","760,703,000","756,537,000","727,093,000","731,597,000","713,230,000"
		NetPPE,"170,959,000","172,714,000","168,004,000","31,034,000","30,865,000","31,699,000","31,871,000","32,146,000","32,171,000","33,083,000","32,107,000","30,416,000","30,329,000","27,715,000","27,933,000","21,701,000","18,277,000","16,851,000","16,407,000","16,489,000"
			GrossPPE,"221,440,000","220,322,000","214,404,000","74,347,000","73,761,000","72,644,000","70,686,000","69,224,000","69,609,000","68,895,000","66,050,000","62,609,000","65,441,000","61,702,000","61,299,000","54,171,000","49,574,000","47,066,000","46,060,000","44,844,000"
				Properties,"0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"48,343,000","45,755,000","42,036,000","38,860,000","39,561,000","38,571,000","37,097,000","36,188,000","37,777,000","37,388,000","36,474,000","35,221,000","34,446,000","38,116,000","36,827,000","36,141,000","31,526,000","29,091,000","28,182,000","27,088,000"
				OtherProperties,"130,520,000","132,889,000","132,669,000","1,117,000","1,114,000","1,116,000","1,116,000","1,120,000","1,118,000","1,107,000","1,093,000","1,090,000","1,073,000","1,041,000","1,039,000","1,043,000","1,045,000","1,049,000","995,000","991,000"
				Leases,"42,577,000","41,678,000","39,699,000","34,370,000","33,086,000","32,957,000","32,473,000","31,916,000","30,714,000","30,400,000","28,483,000","26,298,000","29,922,000","22,545,000","23,433,000","16,987,000","17,003,000","16,926,000","16,883,000","16,765,000"
