name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"111,643,000,000","109,056,000,000","108,028,000,000","107,926,000,000","122,520,000,000","111,583,000,000","87,971,000,000","86,626,000,000","84,347,000,000","84,143,000,000","82,810,000,000","81,574,000,000","78,127,000,000","77,650,000,000","74,721,000,000","73,837,000,000","71,866,000,000","71,015,000,000","64,778,000,000","64,974,000,000","65,575,000,000","55,480,000,000","55,121,000,000","54,540,000,000","52,446,000,000","47,692,000,000","47,260,000,000","48,540,000,000","47,681,000,000"
	CurrentAssets,"3,289,000,000","5,383,000,000","4,605,000,000","4,518,000,000","7,114,000,000","4,630,000,000","4,611,000,000","3,316,000,000","3,912,000,000","5,537,000,000","4,962,000,000","4,818,000,000","4,198,000,000","6,057,000,000","3,807,000,000","3,717,000,000","3,064,000,000","2,859,000,000","3,162,000,000","5,000,000,000","6,765,000,000","2,508,000,000","2,696,000,000","3,673,000,000","3,011,000,000","2,890,000,000","2,124,000,000","2,230,000,000","2,095,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,438,000,000","2,141,000,000","1,751,000,000","2,542,000,000","3,288,000,000","2,444,000,000","1,600,000,000","1,969,000,000","1,491,000,000","1,398,000,000","1,754,000,000","1,791,000,000","1,456,000,000","1,562,000,000","1,244,000,000","1,237,000,000","1,035,000,000","1,188,000,000","1,242,000,000","1,007,000,000","1,282,000,000","1,304,000,000","1,504,000,000","1,305,000,000","1,368,000,000","1,566,000,000","1,051,000,000","970,000,000","894,000,000"
			CashAndCashEquivalents,"1,438,000,000","2,141,000,000","1,751,000,000","2,542,000,000","3,288,000,000","2,444,000,000","1,600,000,000","1,969,000,000","1,491,000,000","1,398,000,000","1,754,000,000","1,791,000,000","1,456,000,000","1,562,000,000","1,244,000,000","1,237,000,000","1,035,000,000","1,188,000,000","1,242,000,000","1,007,000,000","1,282,000,000","1,304,000,000","1,504,000,000","1,305,000,000","1,368,000,000","1,566,000,000","1,051,000,000","970,000,000","894,000,000"
		Receivables,"567,000,000","561,000,000","529,000,000","605,000,000","1,255,000,000","694,000,000","487,000,000","476,000,000","428,000,000","386,000,000","356,000,000","357,000,000","416,000,000","373,000,000","332,000,000","348,000,000","426,000,000","375,000,000","542,000,000","627,000,000","595,000,000","501,000,000","617,000,000","1,646,000,000","994,000,000","605,000,000","1,073,000,000","1,260,000,000","484,000,000"
			AccountsReceivable,"510,000,000","488,000,000","481,000,000","567,000,000","794,000,000","589,000,000","443,000,000","432,000,000","421,000,000","383,000,000","332,000,000","333,000,000","414,000,000","371,000,000","330,000,000","347,000,000","422,000,000","370,000,000","409,000,000","519,000,000","478,000,000","416,000,000","530,000,000","573,000,000","386,000,000","476,000,000","946,000,000","1,098,000,000","272,000,000"
			LoansReceivable,"57,000,000","73,000,000","48,000,000","38,000,000","461,000,000","105,000,000","44,000,000","44,000,000","7,000,000","3,000,000","24,000,000","24,000,000","2,000,000","2,000,000","2,000,000","1,000,000","4,000,000","5,000,000","133,000,000","108,000,000","117,000,000","85,000,000","87,000,000","1,073,000,000","608,000,000","129,000,000","127,000,000","162,000,000","212,000,000"
			NotesReceivable,"0",,,,"268,000,000",,,,"517,000,000",,,,,,,,"449,000,000",,,,"609,000,000",,,,,,,"0",
		PrepaidAssets,"278,000,000","256,000,000","239,000,000","221,000,000","317,000,000","272,000,000","162,000,000","142,000,000","94,000,000","131,000,000","129,000,000","121,000,000","130,000,000","129,000,000",,,,,,,,,,,,,,,
		RestrictedCash,"239,000,000","294,000,000","310,000,000","337,000,000","631,000,000","315,000,000","249,000,000","283,000,000","237,000,000","268,000,000","312,000,000","323,000,000","313,000,000","466,000,000","417,000,000","444,000,000","338,000,000","337,000,000","337,000,000","388,000,000","2,121,000,000","355,000,000","337,000,000","439,000,000","337,000,000","354,000,000",,,"325,000,000"
