name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
TotalRevenue,"11,744,000,000","2,858,000,000","2,860,000,000","3,194,000,000","2,832,000,000","2,923,000,000","2,563,000,000","3,243,000,000","2,574,000,000","765,000,000","943,000,000","1,833,000,000","1,296,000,000","1,357,000,000","1,191,000,000","1,690,000,000","1,233,000,000","1,049,000,000","1,105,000,000","1,737,000,000"
	OperatingRevenue,"11,463,000,000","2,466,000,000","2,740,000,000","4,026,000,000","2,229,000,000","2,550,000,000","2,266,000,000","3,641,000,000","2,677,000,000","1,212,000,000","943,000,000","1,833,000,000","1,296,000,000","1,357,000,000","1,191,000,000","1,625,000,000","1,233,000,000","1,049,000,000","1,292,000,000","1,673,000,000"
CostOfRevenue,"7,138,000,000","1,712,000,000","1,832,000,000","2,084,000,000","1,509,000,000","1,846,000,000","1,915,000,000","1,973,000,000","1,602,000,000","844,000,000","1,032,000,000","1,056,000,000","924,000,000","897,000,000","928,000,000","1,064,000,000","909,000,000","773,000,000","838,000,000","1,020,000,000"
GrossProfit,"4,606,000,000","1,146,000,000","1,028,000,000","1,110,000,000","1,323,000,000","1,077,000,000","648,000,000","1,270,000,000","972,000,000","-79,000,000","-89,000,000","777,000,000","372,000,000","460,000,000","263,000,000","626,000,000","324,000,000","276,000,000","267,000,000","717,000,000"
OperatingExpense,"2,628,000,000","671,000,000","694,000,000","670,000,000","594,000,000","587,000,000","642,000,000","620,000,000","741,000,000","315,000,000","346,000,000","325,000,000","319,000,000","305,000,000","424,000,000","322,000,000","318,000,000","301,000,000","399,000,000","373,000,000"
	SellingGeneralAndAdministration,"974,000,000","252,000,000","267,000,000","246,000,000","210,000,000","182,000,000","215,000,000","194,000,000","352,000,000","162,000,000","166,000,000","147,000,000","147,000,000","135,000,000","208,000,000","165,000,000","154,000,000","162,000,000","181,000,000","173,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"1,654,000,000","419,000,000","427,000,000","424,000,000","384,000,000","405,000,000","427,000,000","426,000,000","389,000,000","153,000,000","180,000,000","178,000,000","172,000,000","170,000,000","216,000,000","157,000,000","164,000,000","139,000,000","218,000,000","200,000,000"
		DepreciationAndAmortizationInIncomeStatement,"1,654,000,000","419,000,000","427,000,000","424,000,000","384,000,000","405,000,000","427,000,000","426,000,000","389,000,000","153,000,000","180,000,000","178,000,000","172,000,000","170,000,000","216,000,000","157,000,000","164,000,000","139,000,000","218,000,000","200,000,000"
OperatingIncome,"1,978,000,000","475,000,000","334,000,000","440,000,000","729,000,000","490,000,000","6,000,000","650,000,000","231,000,000","-394,000,000","-435,000,000","452,000,000","53,000,000","155,000,000","-161,000,000","304,000,000","6,000,000","-25,000,000","-132,000,000","344,000,000"
NetNonOperatingInterestIncomeExpense,"-576,000,000","-133,000,000","-140,000,000","-148,000,000","-155,000,000","-145,000,000","-153,000,000","-162,000,000","-167,000,000","-44,000,000","-51,000,000","-54,000,000","-50,000,000","-51,000,000","-46,000,000","-369,000,000","-342,000,000","-334,000,000","-325,000,000","-325,000,000"
	InterestIncomeNonOperating,"7,000,000","1,000,000","1,000,000","2,000,000","3,000,000","4,000,000","4,000,000","3,000,000","4,000,000","6,000,000","5,000,000","4,000,000","4,000,000","1,000,000","1,000,000","2,000,000","1,000,000","1,000,000","0",
	InterestExpenseNonOperating,"542,000,000","125,000,000","128,000,000","138,000,000","151,000,000","147,000,000","155,000,000","161,000,000","162,000,000","47,000,000","54,000,000","51,000,000","51,000,000","51,000,000","48,000,000","367,000,000","343,000,000","335,000,000","322,000,000","325,000,000"
	TotalOtherFinanceCost,"41,000,000","9,000,000","13,000,000","12,000,000","7,000,000","2,000,000","2,000,000","4,000,000","9,000,000","3,000,000","2,000,000","7,000,000","3,000,000","1,000,000","-1,000,000","4,000,000",,,"3,000,000",
OtherIncomeExpense,"-425,000,000","-280,000,000","60,000,000","-133,000,000","-72,000,000","-44,000,000","-115,000,000","37,000,000","-33,000,000","43,000,000","127,000,000","126,000,000","-37,000,000","15,000,000","-26,000,000","249,000,000","-164,000,000","22,000,000","-1,216,000,000","-1,952,000,000"
	GainOnSaleOfSecurity,"-314,000,000","-174,000,000","55,000,000","-76,000,000","-119,000,000","-80,000,000","-128,000,000","38,000,000","25,000,000","59,000,000","32,000,000","3,000,000","-15,000,000","9,000,000","-11,000,000","336,000,000","-118,000,000","64,000,000","108,000,000","103,000,000"
