name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
TotalAssets,"10,131,600,000","9,551,419,000","8,992,511,000","7,300,905,000","6,961,732,000","7,464,392,000","3,259,826,000","3,160,926,000","3,147,822,000","3,074,743,000","3,239,283,000","3,032,502,000","2,683,805,000","2,506,421,000","2,433,316,000","2,355,852,000","2,330,093,000","2,258,530,000","2,224,580,000","1,841,439,000","1,742,600,000","1,588,600,000","1,105,700,000","768,900,000","789,400,000","593,900,000"
	CurrentAssets,"1,426,700,000","1,365,816,000","2,631,160,000","1,086,385,000","1,082,168,000","1,288,816,000","755,366,000","700,401,000","657,850,000","696,211,000","856,860,000","665,031,000","626,010,000","592,354,000","602,041,000","624,253,000","621,519,000","526,149,000","496,232,000","425,001,000","403,400,000","369,400,000","322,000,000","271,200,000","314,400,000","188,000,000"
		CashCashEquivalentsAndShortTermInvestments,"21,000,000","44,892,000","1,446,364,000","50,038,000","168,409,000","108,651,000","42,437,000","25,394,000","26,022,000","70,323,000","263,591,000","37,794,000","20,038,000","32,282,000","101,745,000","161,620,000","125,133,000",,"1,379,000",,"3,400,000","14,600,000","18,700,000","-4,300,000","-2,900,000","-2,200,000"
			CashAndCashEquivalents,"21,000,000","44,892,000","1,446,364,000","50,038,000","168,409,000","108,651,000","42,437,000","25,394,000","26,022,000","70,323,000","263,591,000","37,794,000","20,038,000","32,282,000","76,745,000","161,620,000","125,133,000",,"1,379,000",,"3,400,000","14,600,000","18,700,000","-4,300,000","-2,900,000","-2,200,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,"25,000,000",,,,,,,,,,,
		Receivables,"573,700,000","523,276,000","487,240,000","457,910,000","410,921,000","421,001,000","245,421,000","224,050,000","203,748,000","183,361,000","162,815,000","213,070,000","247,916,000","244,920,000","225,012,000","219,589,000","234,578,000","232,884,000","215,184,000","180,915,000","197,600,000","171,500,000","147,400,000","136,600,000","184,500,000","104,000,000"
			AccountsReceivable,"573,700,000","523,276,000","487,240,000","457,910,000","410,921,000","421,001,000","245,421,000","224,050,000","203,748,000","183,361,000","162,815,000","211,596,000","245,838,000","242,399,000","225,012,000","219,589,000","234,578,000","232,884,000","215,184,000",,,,,,,
				GrossAccountsReceivable,"578,400,000","526,629,000","489,630,000","464,176,000","417,861,000","425,078,000","249,502,000","230,119,000",,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,700,000","-3,353,000","-2,390,000","-6,266,000","-6,940,000","-4,077,000","-4,081,000","-6,069,000",,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,"2,078,000","2,521,000",,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,"1,474,000",,,,,,,,,,,,,,
		Inventory,"690,800,000","663,035,000","600,591,000","521,624,000","469,141,000","484,919,000","347,307,000","332,311,000","322,607,000","331,894,000","332,569,000","318,018,000","286,885,000","256,287,000","222,728,000","209,309,000","213,843,000","239,726,000","231,003,000","207,534,000","172,900,000","157,100,000","132,600,000","113,800,000","113,400,000","69,000,000"
			RawMaterials,"173,900,000","139,566,000","128,792,000","116,024,000","110,882,000","125,092,000","61,922,000","56,805,000","53,287,000","46,958,000","47,554,000","51,068,000","42,811,000","37,935,000","31,158,000",,,,,,,,,,,
			WorkInProcess,"41,900,000","66,920,000","62,761,000","61,171,000","55,194,000","65,250,000","16,077,000","16,442,000","11,116,000","13,842,000","16,296,000","17,206,000","18,642,000","19,271,000","17,990,000","17,412,000","12,535,000","8,967,000","5,659,000",,,,,,,
			FinishedGoods,"643,600,000","615,719,000","552,999,000","479,291,000","433,649,000","413,766,000","368,334,000","355,881,000","350,685,000","358,138,000","289,051,000","268,763,000","244,568,000","213,302,000","185,681,000","173,013,000","183,479,000","212,694,000","207,696,000",,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,"24,347,000","23,819,000","23,724,000","23,668,000",,,,,,,
			InventoriesAdjustmentsAllowances,"-168,600,000","-159,170,000","-143,961,000","-134,862,000","-130,584,000","-119,189,000","-99,026,000","-96,817,000","-92,481,000","-87,044,000","-20,332,000","-19,019,000","-19,136,000","-14,221,000","-12,101,000","-5,463,000","-5,990,000","-5,659,000","-6,020,000",,,,,,,
