name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,12/31/2005
TotalLiabilitiesNetMinorityInterest,"37,692,842,000","34,367,039,000","34,309,023,000","33,989,749,000","35,747,173,000","34,328,301,000","33,225,944,000","33,295,571,000","33,845,441,000","33,401,330,000","32,404,135,000","32,442,242,000","32,865,915,000","33,038,189,000","33,370,773,000","34,507,980,000","35,258,454,000","35,488,670,000","35,065,799,000","36,234,139,000","35,815,111,000","35,924,832,000","36,220,729,000","36,664,652,000","7,013,471,000","7,021,909,000","6,924,942,000","6,698,352,000","6,455,357,000","6,458,512,000","6,915,755,000","6,974,266,000","6,907,433,000","6,824,315,000","7,308,466,000","7,254,815,000","7,496,374,000","7,383,210,000","7,358,060,000","7,176,905,000","6,849,744,000","5,356,169,000","5,082,873,000","4,835,768,000","4,629,075,000","4,284,771,000","4,111,622,000","4,111,850,000","3,561,185,000","3,413,072,000","3,313,089,000","3,521,921,000","3,184,554,000","3,161,144,000","2,979,558,000","2,641,570,000"
	CurrentLiabilities,"2,653,875,000","2,684,614,000","2,756,644,000","2,743,368,000","2,846,606,000","2,794,304,000","2,835,816,000","2,806,520,000","2,970,454,000","3,024,055,000","3,149,225,000","3,235,893,000","3,325,824,000","3,368,218,000","3,495,328,000","3,542,202,000","3,669,979,000","3,914,425,000","3,929,488,000","3,829,275,000","3,853,947,000","3,862,964,000","3,939,660,000","3,982,337,000","599,684,000","562,125,000","528,460,000","516,305,000","508,881,000","499,094,000","618,423,000","581,458,000","663,134,000","634,026,000","506,947,000","541,368,000","668,111,000","558,258,000","516,126,000","492,181,000","472,339,000","446,330,000","309,940,000","311,722,000","312,501,000","315,094,000","410,515,000","439,698,000","427,526,000","436,700,000","444,879,000","462,677,000","368,768,000","524,936,000","411,393,000","404,102,000"
		PayablesAndAccruedExpenses,"2,653,875,000","2,684,614,000","2,756,644,000","2,743,368,000","2,846,606,000","2,794,304,000","2,835,816,000","2,806,520,000","2,970,454,000","3,024,055,000","3,149,225,000","3,235,893,000","3,325,824,000","3,368,218,000","3,495,328,000","3,542,202,000","3,669,979,000","3,914,425,000","3,929,488,000","3,829,275,000","3,853,947,000","3,862,964,000","3,939,660,000","3,982,337,000","599,684,000","562,125,000","528,460,000","516,305,000","508,881,000","499,094,000","618,423,000","581,458,000","541,716,000","531,182,000","506,947,000","541,368,000","547,422,000","558,258,000","516,126,000","492,181,000","472,339,000","320,237,000","309,940,000","311,722,000","312,501,000","315,094,000","326,839,000","335,327,000","386,866,000","382,147,000","414,541,000","431,217,000","339,703,000","496,545,000","272,472,000","229,459,000"
			Payables,"240,365,000","239,086,000","233,418,000","245,781,000","271,968,000","294,251,000","274,871,000","283,937,000","303,927,000","307,391,000","288,141,000","295,529,000","302,365,000","330,437,000","276,728,000","285,444,000","323,041,000","417,892,000","306,094,000","320,236,000","331,237,000","349,632,000","18,985,000","27,689,000","5,253,000","829,000","821,000","871,000","815,000","740,000","406,000","1,332,000","674,000","4,142,000","5,931,000","20,827,000","18,684,000","16,045,000","17,516,000","25,724,000","19,986,000","11,832,000","16,004,000","28,290,000","24,246,000","7,510,000","137,000","7,023,000","9,246,000","16,376,000","6,693,000","9,453,000","7,222,000","6,958,000","3,571,000","2,575,000"
				AccountsPayable,"240,365,000","239,086,000","233,418,000","245,781,000","271,968,000","294,251,000","274,871,000","283,937,000","303,927,000","307,391,000","288,141,000","295,529,000","302,365,000","330,437,000","276,728,000","285,444,000","323,041,000","417,892,000","306,094,000","320,236,000","331,237,000","349,632,000","11,419,000","25,221,000","5,253,000","829,000","821,000","871,000","815,000","740,000","406,000","1,332,000","674,000","4,142,000","5,931,000","20,827,000","18,684,000","16,045,000","17,516,000","25,724,000","19,986,000","11,832,000","16,004,000","28,290,000","24,246,000","7,510,000","137,000","7,023,000","9,246,000","16,376,000","6,693,000","9,453,000","7,222,000","6,958,000","3,571,000","2,575,000"
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,"7,566,000","2,468,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"2,413,510,000","2,445,528,000","2,523,226,000","2,497,587,000","2,574,638,000","2,500,053,000","2,560,945,000","2,522,583,000","2,666,527,000","2,716,664,000","2,861,084,000","2,940,364,000","3,023,459,000","3,037,781,000","3,218,600,000","3,256,758,000","3,346,938,000","3,496,533,000","3,623,394,000","3,509,039,000","3,522,710,000","3,513,332,000","3,920,675,000","3,954,648,000","594,431,000","561,296,000","527,639,000","515,434,000","508,066,000","498,354,000","618,017,000","580,126,000","541,042,000","527,040,000","501,016,000","520,541,000","528,738,000","542,213,000","498,610,000","466,457,000","452,353,000","308,405,000","293,936,000","283,432,000","288,255,000","307,584,000","326,702,000","328,304,000","377,620,000","365,771,000","407,848,000","421,764,000","332,481,000","489,587,000","268,901,000","226,884,000"
				InterestPayable,"263,626,000","255,369,000","242,002,000","254,834,000","313,589,000","262,559,000","290,814,000","269,792,000","298,166,000","254,865,000","292,900,000","247,784,000","297,059,000","287,205,000","295,395,000","303,516,000","319,307,000","310,739,000","308,262,000","311,068,000","309,490,000","318,967,000","291,043,000","335,973,000",,"44,916,000","49,085,000","44,080,000","48,866,000","44,257,000","45,019,000","36,467,000","31,066,000","26,702,000",,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104,263,000",,,,"120,689,000",,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104,263,000",,,,"120,689,000",,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,298,000","47,821,000","40,660,000","36,999,000","30,338,000","31,460,000","29,065,000","28,391,000","26,621,000","22,009,000"
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,782,000","7,779,000","4,997,000","3,425,000",,,,,,
			CurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,516,000","40,042,000","35,663,000","33,574,000","30,338,000","31,460,000","29,065,000","28,391,000","26,621,000","22,009,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,155,000","102,844,000",,,,,,,,"126,093,000",,,,,"36,378,000","56,550,000",,"17,554,000",,,,,"112,300,000","152,634,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"35,038,967,000","31,682,425,000","31,552,379,000","31,246,381,000","32,900,567,000","31,533,997,000","30,390,128,000","30,489,051,000","30,874,987,000","30,377,275,000","29,254,910,000","29,206,349,000","29,540,091,000","29,669,971,000","29,875,445,000","30,965,778,000","31,588,475,000","31,574,245,000","31,136,311,000","32,404,864,000","31,961,164,000","32,061,868,000","32,281,069,000","32,682,315,000","6,413,787,000","6,459,784,000","6,396,482,000","6,182,047,000","5,946,476,000","5,959,418,000","6,297,332,000","6,392,808,000","6,244,299,000","6,190,289,000","6,801,519,000","6,713,447,000","6,828,263,000","6,824,952,000","6,841,934,000","6,684,724,000","6,377,405,000","4,909,839,000","4,772,933,000","4,524,046,000","4,316,574,000","3,969,677,000","3,701,107,000","3,672,152,000","3,133,659,000","2,976,372,000","2,868,210,000","3,059,244,000","2,815,786,000","2,636,208,000","2,568,165,000","2,237,468,000"
		LongTermProvisions,,"2,190,159,000","2,281,224,000","2,242,753,000","2,261,049,000","2,237,494,000","2,270,131,000","2,252,791,000","2,368,361,000","2,461,799,000","2,568,184,000","2,692,580,000","2,726,400,000","2,750,576,000","2,923,205,000","2,953,242,000","3,027,631,000","3,185,794,000","3,315,132,000","3,197,971,000","3,213,220,000","3,194,365,000","3,277,240,000","3,142,310,000","482,965,000","466,293,000","441,134,000","437,748,000","427,028,000","421,830,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"32,809,851,000","29,537,275,000","29,334,865,000","29,074,111,000","30,815,946,000","29,507,587,000","28,387,468,000","28,545,513,000","28,890,287,000","28,420,739,000","27,287,634,000","27,180,966,000","27,520,504,000","27,716,999,000","27,997,884,000","29,139,129,000","29,812,797,000","29,806,843,000","29,321,208,000","30,682,408,000","30,256,631,000","30,402,392,000","30,827,610,000","31,340,669,000","6,204,408,000","6,236,892,000","6,231,549,000","6,023,932,000","5,793,566,000","5,803,499,000","6,131,199,000","6,224,987,000","6,176,754,000","6,111,165,000","6,200,711,000","6,519,233,000","6,731,055,000","6,696,194,000","6,700,609,000","6,393,867,000","6,082,544,000","4,846,664,000","4,593,268,000","4,336,966,000","4,133,991,000","3,790,487,000","3,603,013,000","3,580,002,000","3,044,462,000","2,892,744,000","2,781,646,000","2,977,654,000","2,665,987,000","2,555,139,000","2,458,977,000","2,172,995,000"
			LongTermDebt,"32,760,773,000","29,486,131,000","29,283,522,000","29,019,666,000","30,759,154,000","29,507,587,000","28,387,468,000","28,545,513,000","28,890,287,000","28,420,739,000","27,287,634,000","27,180,966,000","27,520,504,000","27,716,999,000","27,997,884,000","29,139,129,000","29,812,797,000","29,806,843,000","29,321,208,000","30,682,408,000","30,256,631,000","30,402,392,000","30,827,610,000","31,340,669,000","6,204,408,000","6,236,892,000","6,231,549,000","6,023,932,000","5,793,566,000","5,803,499,000","6,131,199,000","6,224,987,000","6,176,754,000","6,111,165,000","6,200,711,000","6,519,233,000","6,731,055,000","6,566,163,000","6,562,293,000","6,393,867,000","6,082,544,000","4,716,001,000","4,593,268,000","4,336,966,000","4,133,991,000","3,790,487,000","3,603,013,000","3,580,002,000","3,044,462,000","2,892,744,000","2,781,646,000","2,977,654,000","2,665,987,000","2,555,139,000","2,458,977,000","2,172,995,000"
			LongTermCapitalLeaseObligation,"49,078,000","51,144,000","51,343,000","54,445,000","56,792,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130,031,000","138,316,000",,,"130,663,000",,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"1,312,526,000","1,300,294,000","1,338,949,000","1,294,180,000","1,248,041,000","1,226,140,000","1,198,193,000","1,148,798,000","1,156,396,000","1,126,794,000","1,133,074,000","1,134,899,000","1,106,233,000","1,042,069,000","942,760,000","900,512,000","850,139,000","828,547,000","828,765,000","755,357,000","716,186,000","675,436,000","533,858,000","417,689,000","114,212,000","109,540,000","46,009,000","42,704,000","40,617,000","39,547,000","47,249,000","44,780,000","46,645,000","47,994,000","48,440,000","48,505,000","52,265,000","60,061,000","66,106,000","57,050,000","57,799,000","33,011,000","33,479,000","36,805,000","40,133,000","34,922,000",,,,,"1,152,000","2,843,000","4,490,000","3,383,000","45,785,000",
			NonCurrentDeferredTaxesLiabilities,"950,199,000","910,336,000","935,812,000","892,173,000","842,101,000","804,598,000","789,939,000","750,536,000","712,390,000","673,948,000","685,938,000","655,949,000","615,286,000","578,979,000","474,056,000","431,434,000","397,334,000","365,380,000","381,963,000","335,865,000","288,773,000","283,863,000","188,442,000","125,116,000","66,573,000","61,842,000",,,,,,,,,,,,,,,,,"0","0",,"0",,,,,"1,152,000","2,843,000","4,490,000","3,383,000","45,785,000",
			NonCurrentDeferredRevenue,"362,327,000","389,958,000","403,137,000","402,007,000","405,940,000","421,542,000","408,254,000","398,262,000","444,006,000","452,846,000","447,136,000","478,950,000","490,947,000","463,090,000","468,704,000","469,078,000","452,805,000","463,167,000","446,802,000","419,492,000","427,413,000","391,573,000","345,416,000","292,573,000","47,639,000","47,698,000","46,009,000","42,704,000","40,617,000","39,547,000","47,249,000","44,780,000","46,645,000","47,994,000","48,440,000","48,505,000","52,265,000","60,061,000","66,106,000","57,050,000","57,799,000","33,011,000","33,479,000","36,805,000","40,133,000","34,922,000",,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","3,971,000","6,209,000","6,739,000","4,800,000","12,928,000","10,917,000","12,477,000","13,190,000","22,363,000","24,378,000","29,878,000",,"33,306,000",,,,,,,,,,
		DerivativeProductLiabilities,"192,641,000","97,066,000","116,304,000","103,778,000","54,994,000","29,321,000",,"502,000","53,000",,"1,428,000","3,190,000","392,000",,"3,248,000","5,270,000","1,871,000","21,000","0","138,000","600,000","2,208,000","3,247,000","5,739,000","5,983,000","7,233,000","8,520,000","9,726,000","12,532,000","14,677,000","16,885,000","20,831,000","20,900,000","27,159,000","36,459,000","31,364,000","40,143,000","55,769,000","64,302,000","81,973,000","77,587,000","7,801,000","8,783,000","8,285,000","11,557,000","12,378,000",,,,,,,,,,
		OtherNonCurrentLiabilities,"723,949,000","747,790,000","762,261,000","774,312,000","781,586,000","770,949,000","804,467,000","794,238,000","828,251,000","829,742,000","832,774,000","887,294,000","912,962,000","910,903,000","931,553,000","920,867,000","923,668,000","938,834,000","986,338,000","966,961,000","987,747,000","981,832,000","916,354,000","918,218,000","89,184,000","106,119,000","110,404,000","105,685,000","99,761,000","101,695,000","101,999,000","102,210,000",,,"509,700,000","107,606,000",,"130,031,000",,"139,357,000","146,285,000",,"113,025,000","112,112,000","130,893,000","98,584,000","98,094,000","92,150,000","89,197,000","83,628,000","85,412,000","78,747,000","145,309,000","77,686,000","63,403,000","64,473,000"
TotalEquityGrossMinorityInterest,"9,451,986,000","9,382,205,000","9,239,991,000","9,078,175,000","8,969,781,000","8,880,614,000","8,923,592,000","8,723,816,000","8,648,279,000","8,638,814,000","8,602,595,000","8,577,247,000","8,576,983,000","8,582,264,000","8,427,027,000","8,414,827,000","8,459,256,000","8,425,809,000","8,136,288,000","7,822,340,000","8,268,639,000","7,942,548,000","7,644,555,000","7,273,678,000","2,486,016,000","2,429,232,000","2,361,925,000","2,274,205,000","2,194,016,000","2,122,906,000","2,218,059,000","2,314,813,000","2,348,466,000","2,283,317,000","2,244,918,000","2,316,222,000","2,292,681,000","2,217,397,000","1,980,520,000","1,921,454,000","1,859,785,000","1,413,332,000","1,334,755,000","1,295,059,000","1,161,003,000","1,126,055,000","1,157,885,000","1,105,876,000","1,033,465,000","981,155,000","940,117,000","889,366,000","845,500,000","761,848,000","571,789,000","419,663,000"
	StockholdersEquity,"9,382,926,000","9,314,897,000","9,174,916,000","9,013,009,000","8,906,178,000","8,828,048,000","8,869,852,000","8,669,467,000","8,592,625,000","8,579,710,000","8,546,475,000","8,520,758,000","8,519,654,000","8,524,447,000","8,369,518,000","8,351,710,000","8,392,850,000","8,348,963,000","8,059,825,000","7,746,243,000","8,192,083,000","7,863,777,000","7,564,190,000","7,194,613,000","2,483,164,000","2,425,372,000","2,358,302,000","2,272,453,000","2,193,034,000","2,122,038,000","2,215,120,000","2,310,606,000","2,342,958,000","2,277,236,000","2,238,909,000","2,310,360,000","2,286,194,000","2,211,350,000","1,768,726,000","1,717,219,000","1,665,614,000","1,258,009,000","1,213,844,000","1,177,882,000","1,165,069,000","1,109,037,000","1,126,560,000","1,073,266,000","1,002,886,000","950,373,000","907,882,000","856,033,000","813,815,000","729,911,000","539,769,000","419,663,000"
		CapitalStock,"1,721,000","1,754,000","1,810,000","1,810,000","1,866,000","1,866,000","1,923,000","1,923,000","1,923,000","2,058,000","2,117,000","2,174,000","2,229,000","2,282,000","2,282,000","2,380,000","2,408,000","2,457,000","2,568,000","2,568,000","2,562,000","2,559,000","2,559,000","2,559,000","1,199,000","1,199,000","1,197,000","1,196,000","1,193,000","1,193,000","1,278,000","1,570,000","1,570,000","1,570,000","1,570,000","1,570,000","1,570,000","1,570,000","1,163,000","1,163,000","1,163,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","384,964,000","370,000,000"
			CommonStock,"1,721,000","1,754,000","1,810,000","1,810,000","1,866,000","1,866,000","1,923,000","1,923,000","1,923,000","2,058,000","2,117,000","2,174,000","2,229,000","2,282,000","2,282,000","2,380,000","2,408,000","2,457,000","2,568,000","2,568,000","2,562,000","2,559,000","2,559,000","2,559,000","1,199,000","1,199,000","1,197,000","1,196,000","1,193,000","1,193,000","1,278,000","1,570,000","1,570,000","1,570,000","1,570,000","1,570,000","1,570,000","1,570,000","1,163,000","1,163,000","1,163,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","699,000","384,964,000","370,000,000"
		AdditionalPaidInCapital,"2,067,647,000","2,209,462,000","2,448,236,000","2,444,458,000","2,728,071,000","2,712,417,000","2,974,025,000","2,963,443,000","3,199,454,000","3,714,563,000","3,926,837,000","4,128,420,000","4,330,179,000","4,505,019,000","4,487,270,000","4,788,656,000","4,862,988,000","5,026,993,000","5,598,512,000","5,580,398,000","5,574,266,000","5,557,627,000","5,533,161,000","5,507,591,000","936,271,000","934,024,000","932,813,000","930,543,000","929,707,000","927,617,000","1,029,593,000","1,343,601,000","1,341,670,000","1,340,205,000","1,338,736,000","1,336,850,000","1,334,967,000","1,333,025,000","968,724,000","968,625,000","965,875,000","593,133,000","592,133,000","591,623,000","635,406,000","609,327,000","607,852,000","605,889,000","604,105,000","602,469,000","605,093,000","601,850,000","593,999,000","591,553,000",,
		RetainedEarnings,"7,986,142,000","7,734,609,000","7,424,094,000","7,157,186,000","6,825,312,000","6,591,674,000","6,359,681,000","6,095,973,000","5,846,544,000","5,580,257,000","5,313,120,000","5,047,251,000","4,767,381,000","4,509,007,000","4,146,969,000","3,924,226,000","3,690,953,000","3,472,132,000","3,220,402,000","2,931,090,000","2,621,981,000","2,310,486,000","2,033,996,000","1,689,925,000","1,554,750,000","1,500,039,000","1,434,416,000","1,350,768,000","1,275,079,000","1,207,629,000","1,196,476,000","1,138,565,000","1,108,984,000","1,043,974,000","967,586,000","974,681,000","943,839,000","871,750,000","799,309,000","747,431,000","698,576,000","664,177,000","621,012,000","585,560,000","528,964,000","499,011,000","518,009,000","466,678,000","398,082,000","347,205,000","302,090,000","253,484,000","219,117,000","137,659,000","154,805,000","49,663,000"
		TreasuryStock,"498,003,000","537,341,000","591,085,000","494,545,000","611,601,000","476,085,000","518,192,000","434,457,000","491,291,000","731,442,000","695,252,000","654,021,000","579,841,000","490,092,000","257,872,000","352,629,000","155,573,000","146,312,000","755,118,000","761,228,000",,,,,,,"0","2,000","0","0","1,300,000","162,719,000","100,000,000","100,000,000","60,632,000","1,449,000",,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-174,581,000","-93,587,000","-108,139,000","-95,900,000","-37,470,000","-1,824,000","52,415,000","42,585,000","35,995,000","14,274,000","-347,000","-3,066,000","-294,000","-1,769,000","-9,131,000","-10,923,000","-7,926,000","-6,307,000","-6,539,000","-6,585,000","-6,726,000","-6,895,000","-5,526,000","-5,462,000","-9,056,000","-9,890,000","-10,124,000","-10,052,000","-12,945,000","-14,401,000","-10,927,000","-10,411,000","-9,266,000","-8,513,000","-8,351,000","-1,292,000","5,818,000","5,005,000","-470,000",,,,,,,,,,,,,,,,"381,264,000",
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-381,264,000",
	MinorityInterest,"69,060,000","67,308,000","65,075,000","65,166,000","63,603,000","52,566,000","53,740,000","54,349,000","55,654,000","59,104,000","56,120,000","56,489,000","57,329,000","57,817,000","57,509,000","63,117,000","66,406,000","76,846,000","76,463,000","76,097,000","76,556,000","78,771,000","80,365,000","79,065,000","2,852,000","3,860,000","3,623,000","1,752,000","982,000","868,000","2,939,000","4,207,000","5,508,000","6,081,000","6,009,000","5,862,000","6,487,000","6,047,000","211,794,000","204,235,000","194,171,000","155,323,000","120,911,000","117,177,000","-4,066,000","17,018,000","31,325,000","32,610,000","30,579,000","30,782,000","32,235,000","33,333,000","31,685,000","31,937,000","32,020,000",
TotalCapitalization,"42,143,699,000","38,801,028,000","38,458,438,000","38,032,675,000","39,665,332,000","38,335,635,000","37,257,320,000","37,214,980,000","37,482,912,000","37,000,449,000","35,834,109,000","35,701,724,000","36,040,158,000","36,241,446,000","36,367,402,000","37,490,839,000","38,205,647,000","38,155,806,000","37,381,033,000","38,428,651,000","38,448,714,000","38,266,169,000","38,391,800,000","38,535,282,000","8,687,572,000","8,662,264,000","8,589,851,000","8,296,385,000","7,986,600,000","7,925,537,000","8,346,319,000","8,535,593,000","8,519,712,000","8,388,401,000","8,439,620,000","8,829,593,000","9,017,249,000","8,777,513,000","8,331,019,000","8,111,086,000","7,748,158,000","5,974,010,000","5,807,112,000","5,514,848,000","5,299,060,000","4,899,524,000","4,729,573,000","4,653,268,000","4,047,348,000","3,843,117,000","3,689,528,000","3,833,687,000","3,479,802,000","3,285,050,000","2,998,746,000","2,592,658,000"
CommonStockEquity,"9,382,926,000","9,314,897,000","9,174,916,000","9,013,009,000","8,906,178,000","8,828,048,000","8,869,852,000","8,669,467,000","8,592,625,000","8,579,710,000","8,546,475,000","8,520,758,000","8,519,654,000","8,524,447,000","8,369,518,000","8,351,710,000","8,392,850,000","8,348,963,000","8,059,825,000","7,746,243,000","8,192,083,000","7,863,777,000","7,564,190,000","7,194,613,000","2,483,164,000","2,425,372,000","2,358,302,000","2,272,453,000","2,193,034,000","2,122,038,000","2,215,120,000","2,310,606,000","2,342,958,000","2,277,236,000","2,238,909,000","2,310,360,000","2,286,194,000","2,211,350,000","1,768,726,000","1,717,219,000","1,665,614,000","1,258,009,000","1,213,844,000","1,177,882,000","1,165,069,000","1,109,037,000","1,126,560,000","1,073,266,000","1,002,886,000","950,373,000","907,882,000","856,033,000","813,815,000","729,911,000","539,769,000","419,663,000"
CapitalLeaseObligations,"49,078,000","51,144,000","51,343,000","54,445,000","56,792,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"104,263,000",,,,"120,689,000","130,031,000","138,316,000",,,"130,663,000",,,,,,,,,,,,,,
NetTangibleAssets,"8,306,787,000","8,197,888,000","7,944,875,000","7,736,820,000","7,524,812,000","7,386,288,000","7,341,299,000","7,052,198,000","6,857,720,000","6,722,340,000","6,509,727,000","6,315,110,000","6,103,709,000","5,959,421,000","5,536,675,000","5,280,522,000","5,088,647,000","4,748,912,000","4,153,946,000","3,627,170,000","3,872,980,000","3,434,042,000","2,888,148,000","2,475,579,000","2,475,418,000","2,416,018,000","2,346,736,000","2,258,966,000","2,177,537,000","2,103,938,000","2,194,170,000","2,286,781,000","2,316,258,000","2,247,559,000","2,204,677,000","2,254,775,000","2,226,054,000","2,145,937,000","1,697,382,000","1,639,945,000","1,578,661,000","1,219,834,000","1,172,466,000","1,133,213,000","1,115,984,000","1,055,162,000","1,068,896,000","1,011,702,000","950,683,000","901,742,000","857,945,000","803,157,000","757,959,000","688,906,000","472,089,000","381,092,000"
WorkingCapital,"6,121,181,000","2,401,142,000","2,594,467,000","2,078,963,000","3,659,954,000","2,180,013,000","2,770,122,000","2,804,717,000","3,835,927,000","3,048,433,000","2,525,588,000","3,060,613,000","2,656,037,000","2,699,494,000","3,187,237,000","4,103,707,000","3,508,246,000","2,937,702,000","1,981,939,000","2,234,374,000","2,088,485,000","2,532,306,000","2,615,263,000","2,747,623,000","320,658,000","344,262,000","356,978,000","161,484,000","328,642,000","461,560,000","20,703,000","202,153,000","84,570,000","44,396,000","7,844,000","187,410,000","48,434,000","238,796,000","182,689,000","187,585,000","117,751,000","35,173,000","171,985,000","74,129,000","148,339,000","138,394,000","626,549,000","576,906,000","528,637,000","459,084,000","397,450,000","437,483,000","292,332,000","160,492,000","330,230,000","256,034,000"
InvestedCapital,"42,143,699,000","38,801,028,000","38,458,438,000","38,032,675,000","39,665,332,000","38,335,635,000","37,257,320,000","37,214,980,000","37,482,912,000","37,000,449,000","35,834,109,000","35,701,724,000","36,040,158,000","36,241,446,000","36,367,402,000","37,490,839,000","38,205,647,000","38,155,806,000","37,381,033,000","38,428,651,000","38,448,714,000","38,266,169,000","38,391,800,000","38,535,282,000","8,687,572,000","8,662,264,000","8,589,851,000","8,296,385,000","7,986,600,000","7,925,537,000","8,346,319,000","8,535,593,000","8,519,712,000","8,388,401,000","8,439,620,000","8,829,593,000","9,017,249,000","8,777,513,000","8,331,019,000","8,111,086,000","7,748,158,000","5,974,010,000","5,807,112,000","5,514,848,000","5,299,060,000","4,899,524,000","4,729,573,000","4,653,268,000","4,047,348,000","3,843,117,000","3,689,528,000","3,833,687,000","3,479,802,000","3,285,050,000","2,998,746,000","2,592,658,000"
TangibleBookValue,"8,306,787,000","8,197,888,000","7,944,875,000","7,736,820,000","7,524,812,000","7,386,288,000","7,341,299,000","7,052,198,000","6,857,720,000","6,722,340,000","6,509,727,000","6,315,110,000","6,103,709,000","5,959,421,000","5,536,675,000","5,280,522,000","5,088,647,000","4,748,912,000","4,153,946,000","3,627,170,000","3,872,980,000","3,434,042,000","2,888,148,000","2,475,579,000","2,475,418,000","2,416,018,000","2,346,736,000","2,258,966,000","2,177,537,000","2,103,938,000","2,194,170,000","2,286,781,000","2,316,258,000","2,247,559,000","2,204,677,000","2,254,775,000","2,226,054,000","2,145,937,000","1,697,382,000","1,639,945,000","1,578,661,000","1,219,834,000","1,172,466,000","1,133,213,000","1,115,984,000","1,055,162,000","1,068,896,000","1,011,702,000","950,683,000","901,742,000","857,945,000","803,157,000","757,959,000","688,906,000","472,089,000","381,092,000"
TotalDebt,"32,809,851,000","29,537,275,000","29,334,865,000","29,074,111,000","30,815,946,000","29,507,587,000","28,387,468,000","28,545,513,000","28,890,287,000","28,420,739,000","27,287,634,000","27,180,966,000","27,520,504,000","27,716,999,000","27,997,884,000","29,139,129,000","29,812,797,000","29,806,843,000","29,321,208,000","30,682,408,000","30,256,631,000","30,402,392,000","30,827,610,000","31,340,669,000","6,204,408,000","6,236,892,000","6,231,549,000","6,023,932,000","5,793,566,000","5,803,499,000","6,131,199,000","6,224,987,000","6,281,017,000","6,111,165,000","6,200,711,000","6,519,233,000","6,851,744,000","6,696,194,000","6,700,609,000","6,393,867,000","6,082,544,000","4,846,664,000","4,593,268,000","4,336,966,000","4,133,991,000","3,790,487,000","3,603,013,000","3,580,002,000","3,044,462,000","2,892,744,000","2,781,646,000","2,977,654,000","2,665,987,000","2,555,139,000","2,458,977,000","2,172,995,000"
