name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,08/31/1992,08/31/1991,08/31/1990
TotalRevenue,"67,716,000,000","64,888,000,000","56,912,000,000","53,767,000,000","54,379,000,000","54,289,000,000","48,500,000,000","41,313,000,000","39,126,000,000","36,832,000,000","33,868,208,000","30,960,414,000","28,946,372,000","25,289,989,000","21,416,537,000","14,418,127,000","13,104,325,000","12,226,311,000","11,261,181,000","10,194,886,000","10,514,000,000","10,113,000,000","9,781,000,000","8,036,000,000","6,788,000,000","4,702,000,000","3,654,000,000","3,137,000,000","4,043,000,000","5,865,000,000","4,852,000,000"
	TotalPremiumsEarned,"65,659,000,000","62,948,000,000","54,941,000,000","52,380,000,000","53,021,000,000","52,409,000,000","45,959,000,000","38,829,000,000","37,009,000,000","35,106,000,000","32,712,323,000","29,926,751,000","28,064,844,000","24,434,347,000","20,729,182,000","14,001,591,000","12,689,432,000","11,825,283,000","10,930,397,000","9,938,961,000","10,395,000,000","9,959,000,000","9,597,000,000","7,880,000,000","6,677,000,000","4,605,000,000","3,576,000,000",,,,
	NetInvestmentIncome,"549,000,000","501,000,000","514,000,000","405,000,000","389,000,000","474,000,000","377,000,000","375,000,000","391,000,000","366,000,000","329,332,000","296,317,000","220,215,000",,,"157,099,000","142,097,000","129,352,000","86,388,000","118,835,000","119,000,000","154,000,000","184,000,000","156,000,000","101,000,000","87,000,000","62,000,000",,,,
	FeeRevenueAndOtherIncome,"1,508,000,000","1,439,000,000","1,457,000,000","982,000,000","969,000,000","1,406,000,000","2,164,000,000","2,109,000,000","1,726,000,000","1,360,000,000","826,553,000","737,346,000","661,313,000","855,642,000","687,355,000","259,437,000","272,796,000","271,676,000","244,396,000","137,090,000",,,,,"10,000,000","10,000,000","16,000,000","3,137,000,000","4,043,000,000","5,865,000,000","4,852,000,000"
		FeesAndCommissions,"1,508,000,000","1,439,000,000","1,457,000,000","982,000,000","969,000,000","1,406,000,000","2,164,000,000","2,109,000,000","1,726,000,000",,"508,244,000","496,135,000","451,879,000","391,515,000","341,211,000",,,,,,,,,,,,,,,,
		OtherIncomeExpense,,,,,,,,,,"1,360,000,000","318,309,000","241,211,000","209,434,000","464,127,000","346,144,000","259,437,000","272,796,000","271,676,000","244,396,000","137,090,000",,,,,"10,000,000","10,000,000","16,000,000","3,137,000,000","4,043,000,000","5,865,000,000","4,852,000,000"
TotalExpenses,"64,289,000,000","61,432,000,000","54,849,000,000","49,747,000,000","52,827,000,000","51,858,000,000","46,330,000,000","39,392,000,000","37,215,000,000","34,597,000,000","32,118,646,000","29,358,654,000","27,953,524,000","24,000,689,000","20,654,452,000","13,996,413,000","12,688,475,000","11,881,595,000","11,051,247,000","10,011,806,000","10,400,000,000","10,517,000,000","9,578,000,000","7,766,000,000","6,770,000,000","4,414,000,000","3,397,000,000","422,000,000","680,000,000","579,000,000","568,600,000"
	LossAdjustmentExpense,"55,993,000,000","53,857,000,000","45,882,000,000","43,496,000,000","45,007,000,000","44,269,000,000","38,166,000,000","32,564,000,000","30,985,000,000","28,823,000,000","27,087,874,000","24,775,002,000","23,708,233,000",,,,,,,,,,,,,,,,,,
		NetPolicyholderBenefitsAndClaims,"55,993,000,000","53,857,000,000","45,882,000,000","43,496,000,000","45,007,000,000","44,269,000,000","38,166,000,000","32,564,000,000","30,985,000,000","28,823,000,000","27,087,874,000","24,775,002,000","23,708,233,000",,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"7,838,000,000","7,381,000,000","7,525,000,000","6,567,000,000","7,277,000,000","7,318,000,000","7,639,000,000","6,355,000,000","5,830,000,000","5,395,000,000","4,662,802,000","4,227,535,000","3,944,652,000","3,476,468,000","3,021,509,000","2,176,770,000","1,877,864,000","1,858,028,000","1,739,192,000","1,545,129,000","1,442,000,000","1,368,000,000","1,328,000,000","1,116,000,000","940,000,000","571,000,000","436,000,000","368,000,000","371,000,000","226,000,000","226,400,000"
