name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
MarketCap,"10,555,952,000","8,412,780,000","7,205,640,000","4,377,967,920","3,083,107,460","3,367,280,000","2,661,886,310","1,594,017,250","1,265,379,720","1,020,400,612","844,105,649","585,632,089","474,166,860","1,097,575,369","912,576,701","740,388,470","1,280,201,290","640,180,587"
EnterpriseValue,"8,031,952,000","5,463,780,000","4,092,640,000","627,967,920","141,107,460","668,854,000","1,129,414,310","772,491,250","389,703,720","399,811,612","281,507,649","125,642,089","97,134,860","595,656,369","498,833,701","409,167,470","965,494,290","399,508,587"
PeRatio,"15.105","11.489","39.131",,"24.149","21.708","130.561","21.061","128.857","14.406","14.066","19.218","7.827","18.878","20.447","22.387","22.735","13.42"
ForwardPeRatio,,,"12.788","22.573","15.974","16.155","18.182","15.625","21.053","12.804","13.089",,,,,,,
PegRatio,,,,,,,"1.055","0.907","1.222","0.547","0.524",,,,,,,
PsRatio,"0.664","0.52","0.389","0.221","0.181","0.245","0.299","0.25","0.211","0.227","0.189","0.162","0.157","0.441","0.488","0.465","1.079","0.719"
PbRatio,"5.378","4.595","4.616","3.22","1.829","2.218","2.76","1.785","1.617","1.309","1.174","1.079","0.929","2.238","2.244","2.109","3.872","2.893"
EnterprisesValueRevenueRatio,"0.469","0.327","0.218","0.032","0.008","0.047","0.117","0.117","0.065","0.084","0.069","0.034","0.031","0.239","0.249","0.248","0.822","0.503"
EnterprisesValueEBITDARatio,"7.083","4.759","3.298","-1.987","0.289","1.301","3.459","3.402","3.401","2.587","1.698","1.316","0.664","4.716","5.127","6.718","10.012","5.393"
