name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
		GainsLossesNotAffectingRetainedEarnings,"7,171,000","5,490,000","9,196,000","13,279,000","10,440,000","9,170,000","10,604,000","11,403,000","10,468,000","-5,161,000","-18,611,000","-21,727,000","-23,549,000","-17,333,000","-21,527,000","-19,104,000","-35,162,000","-35,507,000","-21,473,000","-30,025,000","-12,686,000","3,980,000","18,870,000","14,538,000","13,978,000","14,676,000","6,529,000","21,678,000","24,439,000","27,283,000","26,380,000","30,875,000","27,096,000","25,453,000","50,336,000","41,920,000","35,017,000","33,743,000","-6,416,000","11,375,000","8,709,000","-9,667,000","-18,420,000","-39,375,000","-30,871,000","-7,432,000","6,117,000","5,785,000","6,035,000","7,188,000","5,207,000","5,205,000","4,565,000","465,000","614,000","203,000","210,000","791,000","933,000","367,000","391,000","306,000","868,000","745,000","669,000","308,000","152,000","101,000","126,000","115,000","-177,000","-315,000","18,000",,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,163,000",,,,"4,565,000",,,,,,,,,,,,,,"149,000","87,000","101,000","124,000","79,000","-7,000","18,000",,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-128,000",,,,,,,,,,,,,,,,,,"3,000","14,000","25,000","-9,000","-256,000","-308,000",,,,,,,,,
		OtherEquityInterest,"3,510,000","3,510,000","3,510,000","3,510,000","3,510,000","3,510,000","3,510,000","3,005,000","3,005,000","3,005,000","3,005,000","3,005,000","3,197,000","3,131,000","3,131,000","3,378,000","3,378,000","3,378,000","3,675,000","3,687,000","6,413,000","6,413,000","6,413,000","5,699,000","5,699,000","5,699,000","5,699,000","5,699,000","5,699,000",,,,,,,,,,,,,,,,,,,,"2,973,000","2,973,000",,"2,973,000",,,,,"-40,000","-61,000","-82,000","-104,000","-125,000","-164,000","-204,000","-244,000","-284,000","-359,000","-433,000","-508,000","-583,000",,,,"-150,000",,,,,,,,"-14,504,000"
	MinorityInterest,"14,168,000","12,690,000","12,609,000","12,452,000","12,056,000","10,313,000","9,727,000","9,276,000","9,264,000","10,487,000","9,418,000","9,217,000","8,520,000","3,477,000","3,641,000","3,890,000","3,911,000","20,569,000","34,118,000","215,039,000","217,970,000","223,767,000","258,044,000","227,320,000","222,000,000","225,521,000","221,344,000","220,563,000","221,478,000","256,915,000","249,263,000","264,876,000","297,345,000","264,823,000","261,561,000","253,714,000","267,400,000","289,598,000","289,560,000","271,421,000","274,271,000","257,586,000","256,928,000","238,254,000","256,022,000","198,786,000","174,405,000","168,106,000","63,437,000","62,534,000","59,935,000","57,768,000","55,520,000",,,,,,,,"0","0","10,202,000","9,620,000","11,449,000","10,893,000","10,319,000",,,,,,,,,,,,,,
TotalCapitalization,"6,033,390,000","5,828,475,000","6,012,277,000","5,371,502,000","4,763,472,000","4,299,834,000","4,265,136,000","3,960,542,000","3,783,373,000","3,674,799,000","3,603,012,000","3,595,711,000","3,475,915,000","3,348,072,000","3,229,844,000","3,158,378,000","3,117,122,000","3,168,794,000","3,049,317,000","2,764,173,000","2,624,891,000","2,534,491,000","2,586,022,000","2,271,797,000","2,207,969,000","1,973,546,000","1,916,780,000","1,910,902,000","1,661,185,000","1,614,432,000","1,564,125,000","1,643,840,000","1,628,776,000","1,387,263,000","1,290,314,000","1,164,145,000","1,193,699,000","1,090,398,000","1,092,352,000","1,080,779,000","1,056,842,000","1,019,919,000","1,011,705,000","1,015,011,000","1,006,743,000","543,380,000","476,631,000","794,805,000","510,826,000","503,921,000","411,834,000","472,476,000","380,758,000","179,468,000","177,324,000","167,890,000","165,123,000","148,443,000","147,594,000","146,210,000","146,174,000","139,885,000","137,981,000","135,714,000","134,483,000","123,793,000","122,730,000","120,434,000","120,249,000","112,404,000","110,397,000","100,125,000","97,657,000","93,833,000","93,006,000","92,397,000","91,403,000","85,682,000","84,328,000","83,711,000","68,594,000"
PreferredStockEquity,"510,389,000","510,389,000","510,389,000","510,389,000","510,389,000","400,389,000","400,389,000","389,000","389,000","389,000","389,000","389,000","389,000","389,000","389,000","2,726,000","2,726,000","2,726,000","2,726,000","2,726,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"4,331,794,000","4,127,411,000","4,004,441,000","3,757,323,000","3,391,544,000","3,504,975,000","3,517,032,000","3,099,646,000","3,136,295,000","3,020,956,000","2,961,836,000","2,864,477,000","2,801,923,000","2,777,065,000","2,615,425,000","2,575,038,000","2,514,146,000","2,435,348,000","2,396,084,000","2,331,449,000","2,304,850,000","2,214,258,000","2,199,810,000","1,786,558,000","1,755,523,000","1,617,883,000","1,568,877,000","1,563,932,000","1,553,755,000","1,487,274,000","1,437,813,000","1,400,739,000","1,386,066,000","1,072,694,000","1,084,678,000","959,715,000","948,421,000","883,221,000","821,433,000","826,238,000","801,881,000","700,757,000","656,948,000","622,327,000","615,209,000","543,380,000","476,631,000","464,842,000","450,599,000","416,599,000","411,834,000","400,731,000","318,610,000","179,468,000","177,324,000","167,890,000","165,123,000","148,443,000","147,594,000","146,210,000","146,174,000","139,885,000","137,981,000","135,714,000","134,483,000","123,793,000","122,730,000","120,434,000","120,249,000","112,404,000","110,397,000","100,125,000","97,657,000","93,833,000","93,006,000","92,397,000","91,403,000","85,682,000","84,328,000","83,711,000","68,594,000"
NetTangibleAssets,"4,625,715,000","4,420,751,000","4,297,235,000","4,049,552,000","3,683,208,000","3,686,069,000","3,697,556,000","2,920,672,000","2,956,095,000","2,839,514,000","2,779,721,000","2,681,181,000","2,617,457,000","2,591,111,000","2,428,259,000","2,389,876,000","2,325,568,000","2,245,322,000","2,200,655,000","2,134,366,000","2,103,700,000","2,011,272,000","1,994,858,000","1,637,164,000","1,605,453,000","1,596,661,000","1,547,655,000","1,542,710,000","1,532,533,000","1,466,052,000","1,416,591,000","1,379,517,000","1,364,844,000","1,051,472,000","1,063,456,000","938,493,000","927,199,000","861,999,000","800,211,000","805,016,000","780,659,000","679,535,000","635,726,000","601,105,000","593,987,000","522,158,000","455,409,000","443,620,000","429,377,000","395,377,000","390,612,000","379,509,000","297,388,000","179,468,000","177,324,000","167,890,000","165,123,000","148,443,000","147,594,000","146,210,000","146,174,000","139,885,000","137,981,000","135,714,000","134,483,000","123,793,000","122,730,000","120,434,000","120,249,000","112,404,000","110,397,000","100,125,000","97,657,000","93,833,000","93,006,000","92,397,000","91,403,000","85,682,000","84,328,000","83,711,000","68,594,000"
InvestedCapital,"5,523,001,000","5,338,086,000","5,501,888,000","4,861,113,000","4,253,083,000","3,899,445,000","3,956,642,000","3,960,153,000","3,782,984,000","3,674,410,000","3,602,623,000","3,595,322,000","3,475,526,000","3,347,683,000","3,229,455,000","3,155,652,000","3,114,396,000","3,166,068,000","3,046,591,000","2,761,447,000","2,624,891,000","2,534,491,000","2,586,022,000","2,271,797,000","2,207,969,000","1,973,546,000","1,916,780,000","1,910,902,000","1,661,185,000","1,614,432,000","1,564,125,000","1,643,840,000","1,628,776,000","1,387,263,000","1,290,314,000","1,164,145,000","1,193,699,000","1,090,398,000","1,092,352,000","1,080,779,000","1,056,842,000","1,019,919,000","1,011,705,000","1,015,011,000","1,006,743,000","543,380,000","476,631,000","794,805,000","510,826,000","503,921,000","411,834,000","472,476,000","380,758,000","179,468,000","177,324,000","167,890,000","165,123,000","148,443,000","147,594,000","146,210,000","146,174,000","139,885,000","137,981,000","135,714,000","134,483,000","123,793,000","122,730,000","120,434,000","120,249,000","112,404,000","110,397,000","100,125,000","97,657,000","93,833,000","93,006,000","92,397,000","91,403,000","85,682,000","84,328,000","83,711,000","68,594,000"
TangibleBookValue,"4,115,326,000","3,910,362,000","3,786,846,000","3,539,163,000","3,172,819,000","3,285,680,000","3,297,167,000","2,920,283,000","2,955,706,000","2,839,125,000","2,779,332,000","2,680,792,000","2,617,068,000","2,590,722,000","2,427,870,000","2,387,150,000","2,322,842,000","2,242,596,000","2,197,929,000","2,131,640,000","2,103,700,000","2,011,272,000","1,994,858,000","1,637,164,000","1,605,453,000","1,596,661,000","1,547,655,000","1,542,710,000","1,532,533,000","1,466,052,000","1,416,591,000","1,379,517,000","1,364,844,000","1,051,472,000","1,063,456,000","938,493,000","927,199,000","861,999,000","800,211,000","805,016,000","780,659,000","679,535,000","635,726,000","601,105,000","593,987,000","522,158,000","455,409,000","443,620,000","429,377,000","395,377,000","390,612,000","379,509,000","297,388,000","179,468,000","177,324,000","167,890,000","165,123,000","148,443,000","147,594,000","146,210,000","146,174,000","139,885,000","137,981,000","135,714,000","134,483,000","123,793,000","122,730,000","120,434,000","120,249,000","112,404,000","110,397,000","100,125,000","97,657,000","93,833,000","93,006,000","92,397,000","91,403,000","85,682,000","84,328,000","83,711,000","68,594,000"
TotalDebt,"1,191,207,000","1,210,675,000","1,497,447,000","1,103,790,000","861,539,000","394,470,000","439,610,000","860,507,000","646,689,000","653,454,000","640,787,000","730,845,000","673,603,000","570,618,000","614,030,000","580,614,000","600,250,000","730,720,000","650,507,000","429,998,000","320,041,000","320,233,000","386,212,000","485,239,000","452,446,000","355,663,000","347,903,000","346,970,000","107,430,000","127,158,000","126,312,000","243,101,000","242,710,000","314,569,000","205,636,000","204,430,000","245,278,000","207,177,000","270,919,000","254,541,000","254,961,000","319,162,000","354,757,000","392,684,000","391,534,000",,,"329,963,000","60,227,000","87,322,000",,"71,745,000","62,148,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt,"488,122,000","378,067,000","423,962,000","385,740,000","259,443,000",,,"207,680,000",,"29,003,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"21,511,505","21,490,210","21,484,537","21,467,515","21,459,997","21,443,789","21,439,272","19,417,335","19,406,722","19,395,124","19,390,013","19,385,526","19,372,178","19,301,786","19,297,060","22,266,584","22,236,634","22,231,008","22,227,246","22,223,740","22,173,909","22,172,282","22,159,135","19,545,257","19,501,235","19,499,954","19,498,726","19,497,494","19,450,701","19,411,617","16,437,293","16,435,928","19,363,580","17,243,779","14,269,592","15,956,424","15,912,913","16,679,906","16,676,873","16,673,633","16,553,685","13,579,483","16,551,173","16,291,904","16,290,849","16,306,190","14,933,451","11,944,289","11,920,377","11,909,969","11,909,969","11,909,969","11,779,335","5,739,384","5,739,384","5,517,909","5,517,909","5,517,909","5,517,909","5,517,909","5,517,909","5,517,909","5,517,909","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,265,753","5,265,753","5,265,753","5,265,753","5,265,753","5,265,753","5,265,753","5,265,569"
OrdinarySharesNumber,"21,511,505","21,490,210","21,484,537","21,467,515","21,459,997","21,443,789","21,439,272","19,417,335","19,406,722","19,395,124","19,390,013","19,385,526","19,372,178","19,301,786","19,297,060","19,293,692","19,263,742","19,258,116","19,254,354","19,250,848","19,201,017","19,199,390","19,186,243","16,572,365","16,528,343","16,527,062","16,525,834","16,524,602","16,477,809","16,438,725","16,437,293","16,435,928","16,390,688","14,270,887","14,269,592","12,983,532","12,940,021","13,707,014","13,703,981","13,700,741","13,580,793","13,579,483","13,578,281","13,319,012","13,317,957","13,333,298","11,960,559","11,944,289","11,920,377","11,909,969","11,909,969","11,909,969","11,779,335","5,739,384","5,739,384","5,517,909","5,517,909","5,517,909","5,517,909","5,517,909","5,517,909","5,517,909","5,517,909","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,465,753","5,265,753","5,265,753","5,265,753","5,265,753","5,265,753","5,265,753","5,265,753","5,265,569"
PreferredSharesNumber,"20,400","20,400","20,400","20,400","20,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreasurySharesNumber,,,,,,,,,,"0",,,,,,"2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892",,,"2,972,892","2,972,892",,"2,972,892","2,972,892","2,972,892","2,972,892","2,972,892","2,972,892",,"2,972,892","2,972,892","2,972,892","2,972,892","2,972,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
