name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
TotalAssets,"19,363,315,000","18,213,354,000","18,224,842,000","18,058,251,000","16,556,270,000","15,121,228,000","15,203,212,000","15,611,652,000","13,606,422,000","14,759,430,000","14,830,771,000","14,882,877,000","12,865,744,000","12,470,920,000","12,659,166,000","12,850,350,000","11,832,132,000","12,053,610,000","12,332,360,000","11,509,172,000","9,936,885,000","10,249,445,000","10,618,096,000","8,709,307,000","8,620,155,000","8,342,269,000","7,874,748,000","8,043,926,000","5,882,243,000","5,908,470,000","6,030,941,000","6,459,783,000","6,606,138,000","6,775,611,000","5,200,761,000","5,231,044,000","5,235,904,000","5,012,929,000","4,603,893,000","4,592,175,000","4,170,842,000","4,340,561,000","4,397,602,000","4,371,009,000","4,358,151,000","3,661,471,000","3,543,920,000","3,994,956,000","2,417,143,000","2,523,273,000","2,456,500,000","2,489,277,000","1,774,252,000","200,279,000","195,854,000","189,097,000","185,220,000","161,742,000","162,825,000","159,054,000","158,977,000","148,078,000","154,928,000","152,762,000","152,449,000","142,638,000","142,726,000","129,396,000","128,609,000","114,785,000","112,677,000","102,079,000","99,621,000","95,934,000","95,197,000","94,377,000","93,319,000","87,029,000","85,452,000","84,702,000","69,413,000"
TotalLiabilitiesNetMinorityInterest,"14,506,964,000","13,562,864,000","13,697,403,000","13,778,087,000","12,642,281,000","11,205,551,000","11,276,064,000","12,502,341,000","10,460,474,000","11,727,598,000","11,859,128,000","12,008,794,000","10,054,912,000","9,689,989,000","10,039,711,000","10,268,696,000","9,311,349,000","9,594,967,000","9,899,432,000","8,959,958,000","7,414,065,000","7,811,420,000","8,160,242,000","6,696,229,000","6,642,632,000","6,498,865,000","6,084,527,000","6,259,431,000","4,107,010,000","4,164,281,000","4,343,865,000","4,794,168,000","4,922,727,000","5,438,094,000","3,854,522,000","4,017,615,000","4,020,083,000","3,840,110,000","3,492,900,000","3,494,516,000","3,094,690,000","3,382,218,000","3,483,726,000","3,510,428,000","3,486,920,000","2,919,305,000","2,892,884,000","3,362,008,000","1,903,107,000","2,044,140,000","1,984,731,000","2,030,778,000","1,400,122,000","20,811,000","18,530,000","21,207,000","20,097,000","13,299,000","15,231,000","12,844,000","12,803,000","8,193,000","6,745,000","7,428,000","6,517,000","7,952,000","9,677,000","8,962,000","8,360,000","2,381,000","2,280,000","1,954,000","1,964,000","2,101,000","2,191,000","1,980,000","1,916,000","1,347,000","1,124,000","991,000","819,000"
TotalEquityGrossMinorityInterest,"4,856,351,000","4,650,490,000","4,527,439,000","4,280,164,000","3,913,989,000","3,915,677,000","3,927,148,000","3,109,311,000","3,145,948,000","3,031,832,000","2,971,643,000","2,874,083,000","2,810,832,000","2,780,931,000","2,619,455,000","2,581,654,000","2,520,783,000","2,458,643,000","2,432,928,000","2,549,214,000","2,522,820,000","2,438,025,000","2,457,854,000","2,013,078,000","1,977,523,000","1,843,404,000","1,790,221,000","1,784,495,000","1,775,233,000","1,744,189,000","1,687,076,000","1,665,615,000","1,683,411,000","1,337,517,000","1,346,239,000","1,213,429,000","1,215,821,000","1,172,819,000","1,110,993,000","1,097,659,000","1,076,152,000","958,343,000","913,876,000","860,581,000","871,231,000","742,166,000","651,036,000","632,948,000","514,036,000","479,133,000","471,769,000","458,499,000","374,130,000","179,468,000","177,324,000","167,890,000","165,123,000","148,443,000","147,594,000","146,210,000","146,174,000","139,885,000","148,183,000","145,334,000","145,932,000","134,686,000","133,049,000","120,434,000","120,249,000","112,404,000","110,397,000","100,125,000","97,657,000","93,833,000","93,006,000","92,397,000","91,403,000","85,682,000","84,328,000","83,711,000","68,594,000"
	StockholdersEquity,"4,842,183,000","4,637,800,000","4,514,830,000","4,267,712,000","3,901,933,000","3,905,364,000","3,917,421,000","3,100,035,000","3,136,684,000","3,021,345,000","2,962,225,000","2,864,866,000","2,802,312,000","2,777,454,000","2,615,814,000","2,577,764,000","2,516,872,000","2,438,074,000","2,398,810,000","2,334,175,000","2,304,850,000","2,214,258,000","2,199,810,000","1,786,558,000","1,755,523,000","1,617,883,000","1,568,877,000","1,563,932,000","1,553,755,000","1,487,274,000","1,437,813,000","1,400,739,000","1,386,066,000","1,072,694,000","1,084,678,000","959,715,000","948,421,000","883,221,000","821,433,000","826,238,000","801,881,000","700,757,000","656,948,000","622,327,000","615,209,000","543,380,000","476,631,000","464,842,000","450,599,000","416,599,000","411,834,000","400,731,000","318,610,000","179,468,000","177,324,000","167,890,000","165,123,000","148,443,000","147,594,000","146,210,000","146,174,000","139,885,000","137,981,000","135,714,000","134,483,000","123,793,000","122,730,000","120,434,000","120,249,000","112,404,000","110,397,000","100,125,000","97,657,000","93,833,000","93,006,000","92,397,000","91,403,000","85,682,000","84,328,000","83,711,000","68,594,000"
		CapitalStock,"528,391,000","528,370,000","528,364,000","528,347,000","528,339,000","418,323,000","418,319,000","16,802,000","16,791,000","16,780,000","16,775,000","16,770,000","16,564,000","16,560,000","16,556,000","18,889,000","18,859,000","18,854,000","18,553,000","18,537,000","15,761,000","15,760,000","15,747,000","13,847,000","13,803,000","13,801,000","13,800,000","13,799,000","13,752,000","19,412,000","19,411,000","19,409,000","19,364,000","17,244,000","17,243,000","12,984,000","15,913,000","16,680,000","16,677,000","16,674,000","16,554,000","16,552,000","16,551,000","16,424,000","16,307,000","16,306,000","14,934,000","14,921,000","11,920,000","11,920,000","14,893,000","11,854,000","19,000","62,000","62,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","59,000","59,000","59,000","59,000","59,000","59,000","59,000","59,000","59,000","59,000","57,000","57,000","57,000","57,000","57,000","57,000","57,000","57,000"
			PreferredStock,"510,389,000","510,389,000","510,389,000","510,389,000","510,389,000","400,389,000","400,389,000","389,000","389,000","389,000","389,000","389,000","389,000","389,000","389,000","2,726,000","2,726,000","2,726,000","2,726,000","2,726,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"18,002,000","17,981,000","17,975,000","17,958,000","17,950,000","17,934,000","17,930,000","16,413,000","16,402,000","16,391,000","16,386,000","16,381,000","16,175,000","16,171,000","16,167,000","16,163,000","16,133,000","16,128,000","15,827,000","15,811,000","15,761,000","15,760,000","15,747,000","13,847,000","13,803,000","13,801,000","13,800,000","13,799,000","13,752,000","19,412,000","19,411,000","19,409,000","19,364,000","17,244,000","17,243,000","12,984,000","15,913,000","16,680,000","16,677,000","16,674,000","16,554,000","16,552,000","16,551,000","16,424,000","16,307,000","16,306,000","14,934,000","14,921,000","11,920,000","11,920,000","14,893,000","11,854,000","19,000","62,000","62,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","59,000","59,000","59,000","59,000","59,000","59,000","59,000","59,000","59,000","59,000","57,000","57,000","57,000","57,000","57,000","57,000","57,000","57,000"
		AdditionalPaidInCapital,"1,836,778,000","1,830,507,000","1,822,202,000","1,809,107,000","1,804,664,000","1,812,727,000","1,808,063,000","1,400,624,000","1,395,067,000","1,391,229,000","1,386,332,000","1,382,421,000","1,380,109,000","1,379,389,000","1,376,590,000","1,373,203,000","1,373,044,000","1,369,268,000","1,365,016,000","1,323,482,000","1,321,715,000","1,320,398,000","1,317,502,000","962,989,000","962,145,000","961,270,000","960,399,000","959,503,000","958,571,000","959,191,000","958,351,000","957,504,000","956,329,000","775,471,000","774,637,000","671,724,000","667,907,000","727,506,000","727,323,000","726,770,000","721,120,000","718,315,000","718,247,000","713,459,000","709,485,000","709,344,000","593,983,000","593,712,000","590,934,000","590,720,000","590,504,000","590,373,000","111,371,000","198,248,000","198,198,000","190,039,000","190,008,000","190,008,000","190,008,000","190,008,000","190,008,000","190,008,000","190,008,000","188,608,000","188,591,000","188,574,000","188,558,000","188,491,000","188,425,000","188,358,000","188,292,000","188,147,000","188,001,000","183,191,000","183,191,000","183,191,000","183,191,000","183,191,000","183,191,000","183,191,000","183,191,000"
		RetainedEarnings,"2,887,892,000","2,691,482,000","2,573,117,000","2,335,028,000","1,976,539,000","2,083,193,000","2,098,484,000","2,089,760,000","2,132,912,000","2,037,051,000","1,996,283,000","1,905,956,000","1,847,550,000","1,817,266,000","1,662,623,000","1,622,957,000","1,578,312,000","1,503,640,000","1,454,598,000","1,440,053,000","1,395,206,000","1,289,266,000","1,262,837,000","1,211,044,000","1,181,457,000","1,043,996,000","1,004,009,000","984,812,000","972,853,000","902,947,000","855,230,000","814,510,000","804,836,000","676,085,000","664,021,000","654,646,000","651,143,000","526,851,000","505,408,000","492,978,000","477,057,000","397,116,000","362,129,000","353,378,000","341,847,000","246,721,000","283,156,000","271,983,000","260,296,000","225,357,000","222,789,000","211,885,000","202,655,000","-13,227,000","-15,470,000","-16,602,000","-19,305,000","-36,545,000","-37,515,000","-38,311,000","-38,350,000","-44,515,000","-46,941,000","-47,644,000","-48,742,000","-58,979,000","-59,796,000","-61,899,000","-61,968,000","-70,318,000","-71,967,000","-81,956,000","-84,461,000","-83,605,000","-84,432,000","-85,041,000","-86,035,000","-91,756,000","-93,110,000","-93,727,000","-94,340,000"
		TreasuryStock,"421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000","421,559,000",,"6,080,000","6,080,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000","5,810,000"
