name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,10/31/1993,07/31/1993,04/30/1993
TotalRevenue,"1,317,200,000","252,900,000","280,600,000","306,300,000","477,400,000","265,400,000","219,000,000","221,300,000","379,400,000","189,300,000","-163,600,000","314,800,000","451,900,000","279,500,000","278,300,000","303,400,000","438,500,000","288,400,000","272,387,000","279,765,000","409,239,000","250,910,000","168,308,000","173,665,000","303,651,000","167,310,000","161,833,000","185,646,000","283,773,000","148,073,000","158,494,000","164,877,000","270,816,000","138,196,000","149,265,000","166,349,000","249,686,000","131,554,000","174,039,000","135,744,000","200,512,000","75,050,000","85,031,000","100,896,000","180,037,000","73,737,000","85,945,000","99,603,000","179,297,000","65,721,000","89,055,000","103,905,000","169,933,000","47,842,000","51,987,000","106,350,000","175,025,000","45,028,000","81,766,000","112,016,000","163,202,000","56,252,000","116,066,000","119,683,000","191,068,000","37,729,000","92,423,000","117,525,000","180,496,000","33,789,000","110,005,000","125,587,000","172,627,000","30,972,000","110,819,000","121,247,000","163,257,000","31,715,000","100,896,000","103,536,000","131,938,000","25,645,000","93,500,000","63,100,000","84,100,000","17,700,000","31,200,000","33,300,000","67,400,000","15,400,000","28,400,000","16,800,000","60,800,000","13,300,000","27,800,000","14,000,000","54,900,000","11,600,000","21,200,000","13,200,000","49,300,000","8,600,000","11,800,000","11,800,000","40,000,000","2,400,000","3,100,000","34,400,000","8,800,000"
	OperatingRevenue,"1,242,600,000","238,400,000","268,900,000","279,900,000","455,400,000","252,900,000","201,900,000","214,400,000","374,400,000","185,000,000","-168,800,000","310,100,000","446,700,000","275,400,000","274,300,000","298,900,000","434,100,000","284,400,000","268,682,000","275,432,000","404,480,000","247,071,000","163,838,000","169,126,000","298,469,000","163,218,000","157,619,000","179,041,000","276,805,000","142,818,000","134,590,000","164,877,000","270,816,000","138,196,000","149,265,000","166,349,000","249,686,000","131,554,000","174,039,000","135,744,000","200,512,000","75,050,000","85,031,000","100,896,000","180,037,000","73,737,000","85,945,000","99,603,000","179,297,000","65,721,000","89,055,000","103,905,000","169,933,000","47,842,000","51,987,000","106,350,000","175,025,000","45,028,000","81,766,000","112,016,000","163,202,000","56,252,000","116,066,000","119,683,000","191,068,000","37,729,000","92,423,000","117,525,000","180,496,000","33,789,000","110,005,000","125,587,000","172,627,000","30,972,000","110,819,000","121,247,000","163,257,000","31,715,000","100,896,000","103,536,000","131,938,000","25,645,000","93,500,000","63,100,000","84,100,000","17,700,000","31,200,000","33,300,000","67,400,000","15,400,000","28,400,000","16,800,000","60,800,000","13,300,000","27,800,000","14,000,000","54,900,000","11,600,000","21,200,000","13,200,000","49,300,000","8,600,000","11,800,000","11,800,000","40,000,000","2,400,000","3,100,000","34,400,000","8,800,000"
CostOfRevenue,"1,000,300,000","222,600,000","244,200,000","243,200,000","290,300,000","209,000,000","178,300,000","173,700,000","217,600,000","149,800,000","-126,400,000","244,400,000","284,800,000","227,000,000","225,100,000","238,600,000","284,200,000","245,100,000","223,409,000","220,143,000","263,268,000","216,834,000","153,675,000","144,819,000","190,828,000","144,710,000","144,397,000","154,285,000","179,575,000","127,897,000","136,627,000","138,827,000","173,566,000","119,788,000","128,878,000","140,124,000","163,910,000","104,417,000","159,812,000","117,168,000","137,332,000","77,905,000","81,458,000","85,344,000","116,929,000","62,866,000","78,123,000","83,302,000","114,669,000","68,184,000","78,638,000","86,264,000","108,577,000","52,925,000","45,597,000","91,742,000","115,937,000","51,872,000","78,274,000","96,677,000","110,352,000","65,389,000","102,917,000","101,346,000","133,586,000","47,493,000","83,595,000","95,371,000","123,425,000","43,542,000","89,702,000","101,564,000","122,701,000","39,729,000","92,428,000","99,145,000","114,802,000","39,263,000","82,021,000","75,895,000","85,493,000","26,911,000","75,000,000","50,800,000","53,100,000","17,300,000","28,400,000","29,000,000","40,900,000","14,800,000","24,700,000","16,700,000","36,500,000","13,300,000","24,300,000","13,900,000","31,900,000","12,100,000","27,700,000","10,600,000","24,700,000","6,300,000",,,"17,300,000","900,000","1,800,000","15,800,000",
GrossProfit,"316,900,000","30,300,000","36,400,000","63,100,000","187,100,000","56,400,000","40,700,000","47,600,000","161,800,000","39,500,000","-37,200,000","70,400,000","167,100,000","52,500,000","53,200,000","64,800,000","154,300,000","43,300,000","48,978,000","59,622,000","145,971,000","34,076,000","14,633,000","28,846,000","112,823,000","22,600,000","17,436,000","31,361,000","104,198,000","20,176,000","21,867,000","26,050,000","97,250,000","18,408,000","20,387,000","26,225,000","85,776,000","27,137,000","14,227,000","18,576,000","63,180,000","-2,855,000","3,573,000","15,552,000","63,108,000","10,871,000","7,822,000","16,301,000","64,628,000","-2,463,000","10,417,000","17,641,000","61,356,000","-5,083,000","6,390,000","14,608,000","59,088,000","-6,844,000","3,492,000","15,339,000","52,850,000","-9,137,000","13,149,000","18,337,000","57,482,000","-9,764,000","8,828,000","22,154,000","57,071,000","-9,753,000","20,303,000","24,023,000","49,926,000","-8,757,000","18,391,000","22,102,000","48,455,000","-7,548,000","18,875,000","27,641,000","46,445,000","-1,266,000","18,500,000","12,300,000","31,000,000","400,000","2,800,000","4,300,000","26,500,000","600,000","3,700,000","100,000","24,300,000","0","3,500,000","100,000","23,000,000","-500,000","-6,500,000","2,600,000","24,600,000","2,300,000",,,"22,700,000","1,500,000","1,300,000","18,600,000",
OperatingExpense,"121,200,000","24,100,000","32,600,000","34,400,000","30,100,000","24,900,000","27,300,000","21,700,000","23,100,000","18,400,000","-24,400,000","36,700,000","36,800,000","34,800,000","34,700,000","36,900,000","35,800,000","34,300,000","32,271,000","47,330,000","31,882,000","31,804,000","24,510,000","20,473,000","18,666,000","21,465,000","22,604,000","21,188,000","22,096,000","17,558,000","25,837,000","18,237,000","15,067,000","14,688,000","14,086,000","16,138,000","18,301,000","16,004,000","18,497,000","15,281,000","15,956,000","13,371,000","13,427,000","13,092,000","11,986,000","19,866,000","13,001,000","12,006,000","13,545,000","-5,043,000","15,576,000","13,009,000","13,069,000","9,041,000","3,418,000","9,620,000","2,307,000","10,462,000","11,029,000","9,274,000","12,461,000","14,142,000","10,347,000","19,451,000","10,085,000","9,078,000","8,592,000","8,556,000","8,765,000","8,108,000","14,393,000","8,312,000","8,872,000","8,396,000","8,768,000","7,347,000","8,032,000","7,916,000","12,069,000","11,817,000","10,957,000","10,274,000","9,700,000","8,700,000","6,200,000","5,200,000","4,100,000","5,300,000","4,200,000","3,400,000","4,000,000","3,100,000","3,500,000","3,100,000","4,400,000","2,900,000","3,300,000","2,900,000","-5,500,000","6,200,000","7,000,000","5,200,000",,,"5,600,000","5,200,000","5,300,000","5,500,000",
	SellingGeneralAndAdministration,"121,200,000","24,100,000","32,600,000","34,400,000","30,100,000","24,900,000","27,300,000","21,700,000","23,100,000","18,400,000","5,500,000","26,800,000","26,700,000","24,100,000","24,900,000","27,600,000","24,600,000","23,100,000","22,537,000","24,643,000","22,035,000","21,572,000","24,510,000","20,473,000","18,666,000","21,465,000","22,604,000","21,188,000","22,096,000","17,558,000","19,323,000","18,237,000","20,070,000","16,199,000","14,086,000","16,138,000","18,301,000","16,004,000","18,497,000","15,281,000","15,956,000","13,371,000","13,427,000","13,092,000","11,986,000","12,449,000","13,001,000","12,006,000","13,545,000","12,157,000","15,576,000","13,009,000","13,069,000","9,825,000","9,695,000","11,452,000","11,921,000","10,462,000","11,029,000","9,274,000","12,461,000","14,142,000","16,549,000","13,249,000","10,085,000","9,078,000","8,592,000","8,556,000","8,765,000","8,108,000","9,893,000","8,312,000","8,872,000","8,396,000","8,768,000","7,347,000","8,032,000","7,916,000","7,438,000","7,430,000","6,782,000","6,181,000","6,100,000","5,500,000","3,600,000","3,300,000","2,400,000","3,800,000","2,800,000","2,200,000","2,700,000","2,000,000","2,400,000","2,000,000","3,000,000","1,800,000","2,100,000","1,800,000","-6,500,000","4,900,000","5,900,000","4,100,000",,,"4,800,000","4,300,000","4,600,000","4,800,000",
		GeneralAndAdministrativeExpense,,,,,,"24,900,000",,,,,,,,,,,,,,,,,,,,,"22,604,000",,,,"19,323,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,"24,900,000",,,,,,,,,,,,,,,,,,,,,"22,604,000",,,,"19,323,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,"9,700,000","9,900,000","10,300,000","9,700,000","8,800,000","9,700,000","10,800,000","9,370,000","9,950,000","9,847,000","10,232,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,417,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,631,000","4,387,000","4,175,000","4,093,000","3,600,000","3,200,000","2,600,000","1,900,000","1,700,000","1,500,000","1,400,000","1,200,000","1,300,000","1,100,000","1,100,000","1,100,000","1,400,000","1,100,000","1,200,000","1,100,000","1,000,000","1,300,000","1,100,000","1,100,000",,,"800,000","900,000","700,000","700,000",
