name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,10/31/1993,07/31/1993,04/30/1993
		NetIncomeIncludingNoncontrollingInterests,"102,100,000","-23,500,000","3,700,000","14,800,000","107,100,000","11,600,000","11,400,000","56,300,000","103,100,000","182,000,000","38,200,000","16,700,000","78,300,000","7,300,000","26,800,000","8,700,000","69,800,000","2,800,000","7,508,000","4,203,000","55,044,000","-1,558,000","-13,807,000","3,531,000","57,333,000","-700,000","-5,705,000","9,249,000","50,298,000","1,058,000","2,374,000","5,973,000","48,576,000","1,353,000","7,613,000","19,780,000","40,147,000","-3,185,000","-1,895,000","-689,000","27,605,000","-8,668,000","-6,882,000","-2,325,000","30,861,000","-4,826,000","-4,073,000","2,468,000","29,412,000","742,000","-6,215,000","818,000","29,319,000","-8,191,000","-2,016,000","8,747,000","33,353,000","-10,273,000","-3,016,000","71,635,000","22,678,000","-13,897,000","-3,013,000","-3,840,000","27,428,000","-11,746,000","-413,000","7,883,000","28,025,000","-11,496,000","1,987,000","7,909,000","23,108,000","-12,035,000","4,050,000","7,091,000","21,895,000","-10,960,000","2,286,000","7,303,000","18,340,000","-8,765,000","3,200,000","1,200,000","13,700,000","-3,000,000","-800,000","-700,000","13,500,000","-1,600,000","0","-1,800,000","12,800,000","-1,800,000","-100,000","-1,600,000","11,900,000","-2,100,000","-500,000","-2,200,000","10,700,000","-1,800,000","-1,000,000","-1,100,000","10,500,000","-2,200,000","-2,200,000","8,100,000","200,000"
			NetIncomeContinuousOperations,"105,100,000","-22,600,000","4,200,000","15,200,000","108,300,000","11,900,000","7,300,000","58,000,000","103,200,000","14,100,000","20,100,000","16,700,000","78,300,000","7,300,000","26,800,000","8,700,000","69,800,000","2,800,000","7,508,000","4,203,000","55,044,000","-1,558,000","-13,807,000","3,531,000","57,333,000","-700,000","-5,482,000","9,158,000","50,298,000","1,059,000","2,374,000","5,973,000","48,576,000","1,354,000","4,271,000","19,720,000","39,990,000","-3,186,000","-4,268,000","3,700,000","27,605,000","-8,409,000","-6,892,000","-1,216,000","30,856,000","-5,067,000","-3,466,000","2,348,000","29,431,000","835,000","-5,131,000","1,137,000","29,462,000","-8,430,000","3,331,000","2,718,000","33,353,000","-10,273,000","-3,852,000","3,842,000","22,678,000","-13,897,000","-3,194,000","-3,840,000","27,428,000","-11,746,000","-274,000","7,883,000","28,025,000","-11,496,000","1,987,000","7,909,000","23,108,000","-12,035,000","4,050,000","7,091,000","21,895,000","-10,960,000","2,286,000","7,303,000","18,340,000","-8,765,000","3,200,000","1,200,000","13,700,000","-3,000,000","-800,000","-700,000","13,500,000","-1,600,000","0","-1,800,000","12,800,000","-1,800,000","-100,000","-1,600,000","11,900,000","-2,100,000","-500,000","-2,200,000","10,700,000","-1,800,000","-1,000,000","-1,100,000","10,500,000","-2,200,000","-2,200,000","8,100,000","200,000"
			NetIncomeDiscontinuousOperations,"-3,000,000","-900,000","-500,000","-400,000","-1,200,000","-300,000","4,100,000","-1,700,000","-100,000","167,900,000","3,800,000",,,,,,,,,,,,"0","0","0","0","-223,000","91,000","0","-1,000","0","0","0","-1,000","3,342,000","60,000","157,000","1,000","2,373,000","-4,389,000","0","-259,000","10,000","-1,109,000","5,000","241,000","-607,000","120,000","-19,000","-93,000","-1,084,000","-319,000","-143,000","239,000","-5,347,000","6,029,000",,,"836,000","67,793,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"400,000","100,000","300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"102,500,000","-23,400,000","4,000,000","14,800,000","107,100,000","11,600,000","11,400,000","56,300,000","103,100,000","182,000,000","38,200,000","16,700,000","78,300,000","7,300,000","26,800,000","8,700,000","69,800,000","2,800,000","7,508,000","4,203,000","55,044,000","-1,558,000","-13,807,000","3,531,000","57,333,000","-700,000","-5,705,000","9,249,000","50,298,000","1,058,000","2,374,000","5,973,000","48,576,000","1,353,000","7,613,000","19,780,000","40,147,000","-3,185,000","-1,895,000","-689,000","27,605,000","-8,668,000","-6,882,000","-2,325,000","30,861,000","-4,826,000","-4,073,000","2,468,000","29,412,000","742,000","-6,215,000","818,000","29,319,000","-8,191,000","-2,016,000","8,747,000","33,353,000","-10,273,000","-3,016,000","71,635,000","22,678,000","-13,897,000","-3,013,000","-3,840,000","27,428,000","-11,746,000","-413,000","7,883,000","28,025,000","-11,496,000","1,987,000","7,909,000","23,108,000","-12,035,000","4,050,000","7,091,000","21,895,000","-10,960,000","2,286,000","7,303,000","18,340,000","-8,765,000","3,200,000","1,200,000","13,700,000","-3,000,000","-800,000","-700,000","13,500,000","-1,600,000","0","-1,800,000","12,800,000","-1,800,000","-100,000","-1,600,000","11,900,000","-2,100,000","-500,000","-2,200,000","10,700,000","-1,800,000","-1,000,000","-1,100,000","10,500,000","-2,200,000","-2,200,000","8,100,000","200,000"
BasicEPS,,"-0.59","0.1","0.37","2.66","0.29","0.28","1.383","2.533","4.203","0.833","0.363","1.62","0.147","0.54","0.173","1.387","0.057","0.147","0.08","1.04","-0.03","-0.27","0.07","1.077","-0.013","-0.11","0.173","0.95","0.02","0.047","0.113","0.94","0.027",,"0.39","0.797","-0.063",,"-0.013","0.617","-0.213",,"-0.057","0.733","-0.12",,"0.06","0.703","0.017",,"0.02","0.703","-0.203",,"0.213","0.82","-0.263",,"1.787","0.603","-0.36",,"-0.097","0.687","-0.297",,"0.2","0.71","-0.29",,"0.2","0.587","-0.307",,"0.18","0.557","-0.28",,"0.23","0.62","-0.297",,"0.043","0.607","-0.133",,"-0.03","0.603","-0.07",,"-0.082","0.583","-0.087",,"-0.073","0.53","-0.093",,"-0.097","0.47","-0.08",,"-0.047","0.463","-0.097","-0.1","0.36","0.01"
DilutedEPS,,"-0.59","0.1","0.36","2.63","0.29","0.28","1.373","2.517","4.183","0.82","0.36","1.603","0.147","0.533","0.173","1.37","0.053","0.143","0.08","1.033","-0.03","-0.27","0.067","1.07","-0.013","-0.11","0.173","0.937","0.02","0.047","0.113","0.923","0.027",,"0.39","0.79","-0.063",,"-0.013","0.617","-0.213",,"-0.057","0.733","-0.12",,"0.06","0.7","0.017",,"0.02","0.703","-0.203",,"0.213","0.817","-0.263",,"1.767","0.6","-0.36",,"-0.097","0.68","-0.297",,"0.197","0.697","-0.29",,"0.197","0.577","-0.307",,"0.18","0.553","-0.28",,"0.227","0.617","-0.297",,"0.04","0.597","-0.133",,"-0.03","0.597","-0.07",,"-0.082","0.583","-0.087",,"-0.073","0.53","-0.093",,"-0.097","0.47","-0.08",,"-0.047","0.463","-0.097","-0.1","0.36","0.01"
BasicAverageShares,,"39,700,000","40,600,000","40,000,000","40,100,000","40,400,000","40,599,999","40,800,000","40,500,000","43,200,000","45,900,000","45,900,000","48,300,000","48,900,000","48,900,000","49,200,000","49,500,000","49,500,000","51,573,000","52,041,000","51,993,000","51,804,000","51,354,000","51,060,000","52,593,000","52,257,000","52,110,000","51,984,000","51,804,000","51,627,000","51,516,000","51,390,000","50,934,000","50,709,000",,"50,574,000","49,332,000","49,074,000",,"48,933,000","43,320,000","40,827,000",,"40,761,000","40,719,000","40,719,000",,"40,647,000","40,587,000","40,566,000",,"40,527,000","40,281,000","40,113,000",,"39,447,000","39,372,000","39,222,000",,"38,739,000","38,652,000","38,643,000",,"39,930,000","39,861,000","39,771,000",,"39,576,000","39,522,000","39,477,000",,"39,378,000","39,345,000","39,315,000",,"39,279,000","39,252,000","39,135,000",,"31,947,000","29,562,000","29,562,000",,"27,692,308","22,582,418","22,500,000",,"23,333,333","22,375,691","22,857,143",,"21,800,000","21,942,857","20,769,231",,"21,818,182","22,452,830","22,500,000",,"22,758,621","22,765,957","22,500,000",,"23,571,429","22,661,871","22,758,621","22,000,000","22,500,000","20,000,000"
DilutedAverageShares,,"39,700,000","41,000,000","40,700,000","40,700,000","40,600,000","41,000,000","41,100,000","40,800,000","43,500,000","46,500,000","46,500,000","48,900,000","50,400,000","50,400,000","50,700,000","51,000,000","51,000,000","51,957,000","53,307,000","53,205,000","51,804,000","51,354,000","51,909,000","53,640,000","52,257,000","52,110,000","53,865,000","53,763,000","53,484,000","52,770,000","52,725,000","52,506,000","52,299,000",,"50,922,000","50,805,000","49,074,000",,"50,304,000","44,685,000","40,827,000",,"40,761,000","42,093,000","40,719,000",,"42,075,000","41,994,000","42,030,000",,"42,114,000","41,709,000","40,113,000",,"40,968,000","40,869,000","39,222,000",,"40,533,000","40,371,000","38,643,000",,"39,930,000","40,419,000","39,771,000",,"40,188,000","40,140,000","39,477,000",,"40,053,000","40,014,000","39,315,000",,"39,669,000","39,651,000","39,135,000",,"32,121,000","29,718,000","29,562,000",,"30,000,000","22,960,894","22,500,000",,"23,333,333","22,625,698","22,857,143",,"21,800,000","21,942,857","20,769,231",,"21,818,182","22,452,830","22,500,000",,"22,758,621","22,765,957","22,500,000",,"23,571,429","22,661,871","22,758,621","22,000,000","22,500,000","20,000,000"
TotalOperatingIncomeAsReported,"176,100,000","-11,600,000","3,500,000","27,800,000","156,400,000","28,000,000","12,000,000","20,500,000","136,600,000","19,700,000","-34,300,000","33,000,000","129,500,000","17,500,000","43,700,000","26,800,000","117,400,000","6,300,000","12,369,000","9,482,000","105,889,000","-4,128,000","-13,703,000","8,373,000","94,157,000","1,566,000","-5,168,000","10,173,000","82,102,000","2,993,000","3,036,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"1,121,500,000","246,700,000","276,800,000","277,600,000","320,400,000","233,900,000","205,600,000","195,400,000","240,700,000","168,200,000","-150,800,000","281,100,000","321,600,000","261,800,000","259,800,000","275,500,000","320,000,000","279,400,000","255,680,000","267,473,000","295,150,000","248,638,000","178,185,000","165,292,000","209,494,000","166,175,000","167,001,000","175,473,000","201,671,000","145,455,000","162,464,000","157,064,000","188,633,000","134,476,000","142,964,000","156,262,000","182,211,000","120,421,000","178,309,000","132,449,000","153,288,000","91,276,000","94,885,000","98,436,000","128,915,000","82,732,000","91,124,000","95,308,000","128,214,000","63,141,000","94,214,000","99,273,000","121,646,000","61,966,000","49,015,000","101,362,000","118,244,000","62,334,000","89,303,000","105,951,000","122,813,000","79,531,000","113,264,000","120,797,000","143,671,000","56,571,000","92,187,000","103,927,000","132,190,000","51,650,000","104,095,000","109,876,000","131,573,000","48,125,000","101,196,000","106,492,000","122,834,000","47,179,000","94,090,000","87,712,000","96,450,000","37,185,000","84,700,000","59,500,000","59,300,000","22,500,000","32,500,000","34,300,000","45,100,000","18,200,000","28,700,000","19,800,000","40,000,000","16,400,000","28,700,000","16,800,000","35,200,000","15,000,000","22,200,000","16,800,000","31,700,000","11,500,000",,,"22,900,000","6,100,000","7,100,000","21,300,000",
NetIncomeFromContinuingAndDiscontinuedOperation,"102,500,000","-23,400,000","4,000,000","14,800,000","107,100,000","11,600,000","11,400,000","56,300,000","103,100,000","182,000,000","38,200,000","16,700,000","78,300,000","7,300,000","26,800,000","8,700,000","69,800,000","2,800,000","7,508,000","4,203,000","55,044,000","-1,558,000","-13,807,000","3,531,000","57,333,000","-700,000","-5,705,000","9,249,000","50,298,000","1,058,000","2,374,000","5,973,000","48,576,000","1,353,000","7,613,000","19,780,000","40,147,000","-3,185,000","-1,895,000","-689,000","27,605,000","-8,668,000","-6,882,000","-2,325,000","30,861,000","-4,826,000","-4,073,000","2,468,000","29,412,000","742,000","-6,215,000","818,000","29,319,000","-8,191,000","-2,016,000","8,747,000","33,353,000","-10,273,000","-3,016,000","71,635,000","22,678,000","-13,897,000","-3,194,000","-3,840,000","27,428,000","-11,746,000","-274,000","7,883,000","28,025,000","-11,496,000","1,987,000","7,909,000","23,108,000","-12,035,000","4,050,000","7,091,000","21,895,000","-10,960,000","2,286,000","7,303,000","18,340,000","-8,765,000","3,200,000","1,200,000","13,700,000","-3,000,000","-800,000","-700,000","13,500,000","-1,600,000","0","-1,800,000","12,800,000","-1,800,000","-100,000","-1,600,000","11,900,000","-2,100,000","-500,000","-2,200,000","10,700,000","-1,800,000","-1,000,000","-1,100,000","10,500,000","-2,200,000","-2,200,000","8,100,000","200,000"
NormalizedIncome,"119,825,173.853","-10,737,426.901","4,719,000","15,789,655.172","108,742,341.729","14,163,586.957","8,322,000","19,566,265.06","104,793,529.412","15,282,035.928","44,520,000","17,120,000","78,797,933.227","7,423,728.814","8,645,161.29","9,360,000","70,488,609.865","4,420,000","16,766,499.089","6,591,500","59,964,000","-1,208,200","-11,000,263.801","3,531,000","57,333,000","-967,220","-5,482,000","9,158,000","50,298,000","770,250","-1,764,550","5,492,219.55","48,553,730.959","1,332,550","4,181,902.352","5,727,742.578","37,937,300","-3,465,785.165","-4,562,986.747","2,509,200","27,389,044.563","-8,600,100","-7,195,826.718","-1,425,300","30,614,843.298","-5,275,000","-3,794,469.008","2,162,648.283","29,131,350","-9,708,200","-4,274,300","822,400","28,778,613.946","-9,176,200","-380,000","1,551,600","27,453,800","-10,792,929.192","-4,322,400","3,291,800","22,507,600","-14,342,800","-5,314,400","-298,200","27,125,600","-11,947,600","-573,400","7,869,800","27,934,400","-11,737,200","4,901,200","8,260,600","23,361,881.177","-11,932,757.251","4,090,800","7,134,200","21,947,800","-11,038,600","2,077,800","7,361,200","18,615,400","-8,790,200","3,200,000","1,080,000","13,520,000","-3,120,000","-1,000,000","-827,272.727","13,377,828.054","-1,784,615.385","-180,000","-1,924,137.931","12,678,095.238","-1,920,000","-460,000","-1,792,000","11,839,593.909","-2,100,000","-560,000","-2,325,714.286","10,639,204.545","-1,862,068.966","-1,000,000","-1,100,000","10,439,306.358","-2,261,111.111","-2,380,000","7,797,761.194","200,000"
InterestIncome,,,,,,,,,,,,,,,,,"0",,"-190,000","8,000","6,000","218,000","5,000","6,000","5,000","4,000","7,000","6,000","89,000","10,000","6,000","31,000","35,000","18,000","228,000","116,000","56,000","68,000","27,000","30,000","17,000","111,000","116,000","393,000","264,000","123,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"76,500,000","19,300,000","18,900,000","18,900,000","19,400,000","13,700,000","10,900,000","9,900,000","9,700,000","9,600,000","13,300,000","12,600,000","11,600,000","11,800,000","10,900,000","11,100,000","11,100,000","10,600,000","7,259,000","6,740,000","7,112,000","7,484,000","5,735,000","5,173,000","4,961,000","4,973,000","2,092,000","1,407,000","1,256,000","1,476,000","1,453,000","873,000","982,000","1,223,000","1,427,000","1,576,000","3,461,000","2,460,000","1,876,000","1,625,000","1,420,000","1,258,000","885,000","245,000","211,000","316,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-76,500,000","-19,300,000","-18,900,000","-18,900,000","-19,400,000","-13,700,000","-10,900,000","-9,900,000","-9,700,000","-9,600,000","-13,300,000","-12,600,000","-11,600,000","-11,800,000","-10,900,000","-11,100,000","-11,100,000","-10,600,000","-7,449,000","-6,732,000","-7,106,000","-7,266,000","-5,730,000","-5,167,000","-4,956,000","-4,969,000","-2,085,000","-1,401,000","-1,167,000","-1,466,000","-1,447,000","-842,000","-947,000","-1,205,000","-1,199,000","-1,460,000","-3,405,000","-2,392,000","-1,849,000","-1,595,000","-1,403,000","-1,147,000","-769,000","148,000","53,000","-193,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"220,300,000","-14,900,000","26,800,000","42,100,000","166,300,000","32,100,000","17,400,000","84,600,000","145,700,000","26,300,000","-50,100,000","40,900,000","137,400,000","23,600,000","48,100,000","31,500,000","122,600,000","9,600,000","15,494,000","11,693,000","108,830,000","4,667,000","-13,086,000","9,550,000","97,061,000","3,835,000","-7,422,000","13,730,000","82,583,000","2,846,000","2,776,000","7,942,000","81,691,000","3,551,000","5,933,000","29,670,000","71,149,000","-2,744,000","-4,085,000","4,687,000","47,310,000","-15,378,000","-9,595,000","2,607,000","51,391,000","-8,230,000","-5,179,000","4,295,000","51,083,000","2,580,000","-5,159,000","4,632,000","48,287,000","-14,124,000","2,972,000","4,988,000","56,781,000","-17,306,000","-7,537,000","6,065,000","40,389,000","-23,279,000","2,802,000","-1,114,000","47,397,000","-18,842,000","236,000","13,598,000","48,306,000","-17,861,000","5,910,000","15,711,000","41,054,000","-17,153,000","9,623,000","14,755,000","40,423,000","-15,464,000","6,806,000","15,824,000","35,488,000","-11,540,000","8,800,000","3,600,000","24,800,000","-4,800,000","-1,300,000","-1,000,000","22,300,000","-2,800,000","-300,000","-3,000,000","20,800,000","-3,100,000","-900,000","-2,800,000","19,700,000","-3,400,000","-1,000,000","-3,600,000","17,600,000","-2,900,000","-44,700,000","11,800,000","17,100,000","-3,700,000","-4,000,000","13,100,000","8,800,000"
EBITDA,"323,700,000"
ReconciledCostOfRevenue,"1,000,300,000","222,600,000","244,200,000","243,200,000","290,300,000","209,000,000","178,300,000","173,700,000","217,600,000","149,800,000","-126,400,000","244,400,000","284,800,000","227,000,000","225,100,000","238,600,000","284,200,000","245,100,000","223,409,000","220,143,000","263,268,000","216,834,000","153,675,000","144,819,000","190,828,000","144,710,000","144,397,000","154,285,000","179,575,000","127,897,000","136,627,000","138,827,000","173,566,000","119,788,000","128,878,000","140,124,000","163,910,000","104,417,000","159,812,000","117,168,000","137,332,000","77,905,000","81,458,000","85,344,000","116,929,000","62,866,000","78,123,000","83,302,000","114,669,000","68,184,000","78,638,000","86,264,000","108,577,000","52,925,000","45,597,000","91,742,000","115,937,000","51,872,000","78,274,000","96,677,000","110,352,000","65,389,000","102,917,000","101,346,000","133,586,000","47,493,000","83,595,000","95,371,000","123,425,000","43,542,000","89,702,000","101,564,000","122,701,000","39,729,000","92,428,000","99,145,000","114,802,000","39,263,000","82,021,000","75,895,000","85,493,000","26,911,000","75,000,000","50,800,000","53,100,000","17,300,000","28,400,000","29,000,000","41,000,000","14,800,000","24,700,000","16,700,000","36,500,000","13,300,000","24,300,000","13,900,000","31,900,000","12,100,000","27,700,000","10,600,000","24,700,000","6,300,000",,,"17,400,000","900,000","1,900,000","15,800,000",
ReconciledDepreciation,"103,400,000","23,200,000","36,700,000","22,000,000","21,500,000","20,800,000","17,800,000","16,700,000","15,300,000","14,200,000","27,800,000","28,800,000","29,100,000","28,900,000","32,700,000","31,700,000","30,700,000","30,700,000","31,409,000","30,238,000","29,605,000","28,132,000","19,933,000","17,280,000","15,760,000","15,284,000","15,928,000","15,796,000","14,991,000","15,035,000","14,785,000","13,370,000","13,638,000","13,807,000","13,851,000","13,441,000","13,892,000","13,986,000","12,114,000","12,395,000","11,990,000","10,025,000","7,857,000","7,523,000","7,459,000","7,417,000","7,401,000","7,171,000","7,120,000","7,155,000","6,525,000","6,140,000","5,643,000","4,976,000","5,249,000","5,097,000","5,275,000","5,298,000","5,682,000","4,912,000","7,775,000","6,196,000","5,804,000","5,426,000","5,457,000","5,362,000","5,168,000","5,144,000","5,109,000","5,062,000","5,014,000","4,952,000","4,694,000","4,967,000","5,297,000","5,206,000","5,023,000","5,077,000","4,631,000","4,387,000","4,175,000","4,093,000","3,600,000","3,200,000","2,600,000","1,900,000","1,700,000","1,500,000","1,300,000","1,200,000","1,300,000","1,100,000","1,100,000","1,100,000","1,400,000","1,100,000","1,200,000","1,100,000","1,000,000","1,300,000","1,100,000","1,100,000",,,"700,000","900,000","600,000","700,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"105,500,000","-22,500,000","4,500,000","15,200,000","108,300,000","11,900,000","7,300,000","58,000,000","103,200,000","14,100,000","20,100,000","16,700,000","78,300,000","7,300,000","26,800,000","8,700,000","69,800,000","2,800,000","7,508,000","4,203,000","55,044,000","-1,558,000","-13,807,000","3,531,000","57,333,000","-700,000","-5,482,000","9,158,000","50,298,000","1,059,000","2,374,000","5,973,000","48,576,000","1,354,000","4,271,000","19,720,000","39,990,000","-3,186,000","-4,268,000","3,700,000","27,605,000","-8,409,000","-6,892,000","-1,216,000","30,856,000","-5,067,000","-3,466,000","2,348,000","29,431,000","835,000","-5,131,000","1,137,000","29,462,000","-8,430,000","3,331,000","2,718,000","33,353,000","-10,273,000","-3,852,000","3,842,000","22,678,000","-13,897,000","-3,194,000","-3,840,000","27,428,000","-11,746,000","-274,000","7,883,000","28,025,000","-11,496,000","1,987,000","7,909,000","23,108,000","-12,035,000","4,050,000","7,091,000","21,895,000","-10,960,000","2,286,000","7,303,000","18,340,000","-8,765,000","3,200,000","1,200,000","13,700,000","-3,000,000","-800,000","-700,000","13,500,000","-1,600,000","0","-1,800,000","12,800,000","-1,800,000","-100,000","-1,600,000","11,900,000","-2,100,000","-500,000","-2,200,000","10,700,000","-1,800,000","-1,000,000","-1,100,000","10,500,000","-2,200,000","-2,200,000","8,100,000","200,000"
TotalUnusualItemsExcludingGoodwill,"-19,600,000","-17,800,000","-300,000","-900,000","-600,000","-3,500,000","-1,400,000","49,500,000","-2,100,000","-1,400,000","-40,700,000","-700,000","-800,000","-200,000","25,200,000","-1,100,000","-1,100,000","-2,700,000","-10,155,000","-2,810,000","-8,200,000","-583,000","-3,826,000","0","0","431,000","0","0","0","375,000","6,367,000","569,000","37,000","33,000","94,000","19,934,000","3,158,000","457,000","412,000","1,832,000","359,000","294,000","462,000","322,000","400,000","320,000","529,000","292,000","461,000","17,572,000","-1,318,000","484,000","1,136,000","1,148,000","6,185,000","1,944,000","9,832,000","857,000","784,000","917,000","284,000","743,000","3,534,000","-5,903,000","504,000","336,000","499,000","22,000","151,000","402,000","-4,857,000","-586,000","-422,000","-169,000","-68,000","-72,000","-88,000","131,000","347,000","-97,000","-459,000","42,000","0","200,000","300,000","200,000","300,000","200,000","200,000","300,000","300,000","200,000","200,000","200,000","600,000","300,000","100,000",,"100,000","200,000","100,000","100,000",,,"100,000","100,000","300,000","500,000",
TotalUnusualItems,"-19,600,000","-17,800,000","-300,000","-900,000","-600,000","-3,500,000","-1,400,000","49,500,000","-2,100,000","-1,400,000","-40,700,000","-700,000","-800,000","-200,000","25,200,000","-1,100,000","-1,100,000","-2,700,000","-10,155,000","-2,810,000","-8,200,000","-583,000","-3,826,000","0","0","431,000","0","0","0","375,000","6,367,000","569,000","37,000","33,000","94,000","19,934,000","3,158,000","457,000","412,000","1,832,000","359,000","294,000","462,000","322,000","400,000","320,000","529,000","292,000","461,000","17,572,000","-1,318,000","484,000","1,136,000","1,148,000","6,185,000","1,944,000","9,832,000","857,000","784,000","917,000","284,000","743,000","3,534,000","-5,903,000","504,000","336,000","499,000","22,000","151,000","402,000","-4,857,000","-586,000","-422,000","-169,000","-68,000","-72,000","-88,000","131,000","347,000","-97,000","-459,000","42,000","0","200,000","300,000","200,000","300,000","200,000","200,000","300,000","300,000","200,000","200,000","200,000","600,000","300,000","100,000",,"100,000","200,000","100,000","100,000",,,"100,000","100,000","300,000","500,000",
NormalizedEBITDA,"343,300,000","26,100,000","63,800,000","65,000,000","188,400,000","56,400,000","36,600,000","51,800,000","163,100,000","41,900,000","18,400,000","70,400,000","167,300,000","52,700,000","55,600,000","64,300,000","154,400,000","43,000,000","57,058,000","44,741,000","146,635,000","33,382,000","10,673,000","26,830,000","112,821,000","18,688,000","8,506,000","29,526,000","97,574,000","17,506,000","11,194,000","20,743,000","95,292,000","17,325,000","19,690,000","23,177,000","81,883,000","10,785,000","7,617,000","15,250,000","58,941,000","-5,647,000","-2,200,000","9,808,000","58,450,000","-1,133,000","1,693,000","11,174,000","57,742,000","-7,837,000","2,684,000","10,288,000","52,794,000","-10,296,000","2,036,000","8,141,000","52,224,000","-12,865,000","-2,639,000","10,060,000","47,880,000","-17,826,000","5,072,000","10,215,000","52,350,000","-13,816,000","4,905,000","18,720,000","53,264,000","-13,201,000","15,781,000","21,249,000","46,170,000","-12,017,000","14,988,000","20,033,000","45,534,000","-10,518,000","11,090,000","20,308,000","40,122,000","-7,489,000","12,400,000","6,600,000","27,100,000","-3,100,000","100,000","300,000","23,500,000","-1,900,000","700,000","-2,100,000","21,700,000","-2,200,000","-100,000","-2,000,000","20,800,000","-2,300,000","-100,000","-2,500,000","18,600,000","-1,900,000","-44,700,000","11,800,000","17,800,000","-2,900,000","-3,600,000","13,300,000","8,800,000"
TaxRateForCalcs,"0.269","0.339","0.27","0.345","0.263","0.353","0.27","0.224","0.241","0.156","0.4","0.4","0.378","0.381","0.28","0.4","0.374","0.4","0.088","0.15","0.4","0.4","0.266","0.19","0.38","0.38","0.35","0.26","0.38","0.23","0.35","0.155","0.398","0.35","0.052","0.298","0.35","0.388","0.284","0.35","0.398","0.35","0.342","0.35","0.397","0.35","0.379","0.365","0.35","0.4","0.35","0.35","0.398","0.35","0.4","0.4","0.4","0.393","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.398","0.395","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.333","0.364","0.389","0.385","0.4","0.379","0.39","0.4","0.4","0.36","0.396","0.4","0.4","0.371","0.392","0.379","0.4","0.4","0.393","0.389","0.4","0.396","0.4"
