name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006
MarketCap,"2,091,677,041","2,948,246,432","2,977,240,385","4,249,466,849","4,314,654,857","4,166,083,611","4,018,694,746","3,541,536,514","1,989,864,381","1,499,374,008","1,480,606,781","1,055,166,583","1,410,427,324","1,482,349,032","1,575,535,570"
PeRatio,"11.452","17.522","18.246","22.032","24.474","23.472","32.435","26.102","21.683","19.824","23.429",,"87.066","86.71","225.837"
ForwardPeRatio,"9.285","13.245",,"19.418","21.142","21.645","23.641","26.042","15.823","15.456","19.763",,,,
PegRatio,,,,,,,"1.55","1.707","1.037","1.031","1.317",,,,
PsRatio,"2.937","4.765","4.115","5.727","6.499","6.747","6.733","6.079","4.61","4.223","4.871","54.356","12.261","16.381","14.342"
PbRatio,"0.806","1.006","0.981","1.347","1.386","1.239","1.133","3.143","1.865","1.571","1.643","1.288","1.702","1.715","1.75"
