name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"23,894,091,000","23,894,091,000","21,340,088,000","14,209,608,000","13,071,589,000","10,855,810,000","9,049,918,000","7,184,794,000","6,514,099,000","5,905,411,000","5,115,316,000","4,165,820,000","5,128,817,000","6,034,249,000","4,032,027,000","2,910,641,000","2,365,096,000","1,630,074,000","1,170,277,000","562,828,000"
	OperatingRevenue,"23,894,091,000","23,894,091,000","21,340,088,000","14,209,608,000","13,071,589,000","10,855,810,000","9,049,918,000","7,184,794,000","6,514,099,000","5,905,411,000","5,115,316,000","4,165,820,000","5,128,817,000","6,034,249,000","4,032,027,000","2,910,641,000","2,365,096,000","1,630,074,000","1,170,277,000","52,144,000"
CostOfRevenue,"18,689,013,000","18,689,013,000","16,449,212,000","9,893,226,000","9,123,727,000","7,082,932,000","5,611,262,000","4,189,389,000","3,742,514,000","3,457,130,000","2,960,170,000","2,447,885,000","2,926,721,000","3,200,718,000","2,110,512,000","1,470,087,000","1,203,765,000","796,408,000",,
GrossProfit,"5,205,078,000","5,205,078,000","4,890,876,000","4,316,382,000","3,947,862,000","3,772,878,000","3,438,656,000","2,995,405,000","2,771,585,000","2,448,281,000","2,155,146,000","1,717,935,000","2,202,096,000","2,833,531,000","1,921,515,000","1,440,554,000","1,161,331,000","833,666,000",,
OperatingExpense,"3,875,233,000","3,875,233,000","3,817,761,000","3,264,768,000","3,148,237,000","2,947,705,000","2,704,061,000","2,294,700,000","2,172,559,000","1,998,385,000","1,716,063,000","1,490,011,000","2,990,565,000","2,077,628,000","1,371,376,000","1,068,148,000","964,749,000","756,654,000","1,064,179,000","500,096,000"
	SellingGeneralAndAdministration,"3,436,009,000","3,436,009,000","3,365,773,000","2,858,654,000","2,781,310,000","2,633,609,000","2,438,960,000","2,104,310,000","2,002,914,000","1,882,666,000","1,607,682,000","1,383,579,000","1,747,082,000","1,988,658,000","1,303,781,000","1,022,632,000","909,892,000","678,397,000","493,949,000","212,040,000"
	DepreciationAmortizationDepletionIncomeStatement,"439,224,000","439,224,000","451,988,000","406,114,000","366,927,000","314,096,000","265,101,000","190,390,000","169,645,000","115,719,000","108,381,000","99,473,000","102,817,000","113,269,000","67,595,000","45,516,000","54,857,000","92,622,000","24,614,000","12,198,000"
		DepreciationAndAmortizationInIncomeStatement,"439,224,000","439,224,000","451,988,000","406,114,000","366,927,000","314,096,000","265,101,000","190,390,000","169,645,000","115,719,000","108,381,000","99,473,000","102,817,000","113,269,000","67,595,000","45,516,000","54,857,000","92,622,000","24,614,000","12,198,000"
	OtherOperatingExpenses,,,,,,,,,,,,"6,959,000","1,140,666,000","-24,299,000",,,,"-14,365,000","545,616,000","275,858,000"
OperatingIncome,"1,329,845,000","1,329,845,000","1,073,115,000","1,051,614,000","799,625,000","825,173,000","734,595,000","700,705,000","599,026,000","449,896,000","439,083,000","227,924,000","-788,469,000","755,903,000","550,139,000","372,406,000","196,582,000","77,012,000","106,098,000","62,732,000"
