name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
MarketCap,"19,719,673,773","18,660,435,580","26,645,566,921","26,295,038,079","24,521,614,378","22,793,134,861","19,900,011,321","23,792,344,819","24,186,975,286","25,020,957,060","25,236,784,678","24,516,617,775","21,876,079,439","22,346,786,324","23,432,516,794","19,900,864,193","20,101,773,256","19,774,321,979","18,948,407,906","19,594,850,793","20,512,200,407","18,760,070,551","22,005,288,304","22,246,296,309","22,446,214,900","21,145,555,128","21,472,996,788","19,327,107,913","17,922,609,159","16,034,578,451","15,580,097,706","13,819,025,242","12,664,024,347","13,955,645,091","10,789,442,236","13,999,626,096","17,408,590,193","18,004,827,810","17,289,591,660","14,850,614,460","14,972,876,126","18,090,607,914","16,307,427,230","17,652,278,042","15,075,200,000","10,001,600,000","12,958,400,000","19,807,200,000","22,916,070,450","26,282,400,000","31,558,087,033","29,791,600,000","27,108,821,000","25,968,800,000","24,217,590,096","23,574,180,000","23,239,260,000","24,769,920,000","23,354,077,674","22,044,120,000","19,781,900,000","19,263,680,000","19,857,123,092","18,024,000,000","17,364,000,000","16,116,000,000","15,011,266,038","13,054,950,000","12,815,090,000","11,587,260,000","10,543,157,503","9,795,300,000","13,487,620,000","9,361,440,000","9,158,400,000","8,420,000,000","9,998,750,000","8,163,190,000","11,235,750,000","8,703,750,000","7,121,250,000","4,325,200,000"
EnterpriseValue,"19,616,626,976","21,843,347,980","27,081,924,878","26,309,390,678","21,443,462,461","25,106,419,725","20,285,466,234","24,534,413,765","24,978,257,155","28,530,586,431","26,026,944,365","25,323,803,334","23,243,952,791","25,595,180,498","24,431,586,702","20,966,464,397","21,607,441,152","16,505,557,592","20,659,159,699","21,792,246,990","22,954,779,261","23,713,544,963","25,133,141,791","26,092,436,371","26,615,326,358","27,110,046,816","25,576,230,350","23,989,871,817","21,697,306,663","22,279,928,391","21,959,096,265","21,356,752,100","20,589,046,210","18,324,143,751","17,753,899,018","20,851,317,336","24,536,970,210","25,108,351,585","27,448,966,160","23,449,180,073","23,394,310,226","26,522,046,438","22,857,899,964","25,232,968,471","22,066,893,864","16,010,153,100","18,923,067,214","25,065,087,776","28,378,833,271","31,334,397,862","34,601,609,198","34,698,344,722","32,002,966,597","30,262,701,826","28,422,150,852","27,691,998,760","27,364,470,285","28,753,651,857","24,602,077,502","23,294,910,693","20,976,665,885","20,475,828,281","21,672,219,503","20,012,847,147","19,286,891,244","18,041,443,500","14,515,416,752","14,341,353,266","14,236,398,769","12,914,117,666","9,157,150,835","11,066,618,736","13,802,217,770","7,057,507,710","6,849,319,964","8,899,852,080","10,506,703,951","8,638,280,720","11,771,505,431","9,335,761,242","7,762,474,175","5,099,822,247"
PeRatio,"12.006","10.343","14.344","15.094","13.243","12.465","12.879","13.265","14.421","15.223","11.947","11.793","11.509","12.095","13.921","12.925","11.449","11.799","12.396","12.654","14.137","13.649","14.052","14.446","14.224","13.777","16.34","13.171","13.664","12.194","11.602",,,,"11.891","15.526","8.749","10.949","10.908","11.195","20.392","16.056","31.992","51.373","164.488","375.864","20.556","17.745","10.911","12.245","14.389","13.904","14.074","14.61","14.239","14.07","13.655","15.56","15.488","14.437","13.67","13.347","14.452","17.697","18.731","18.244","17.258","22.189","22.132","34.894","32.734","12.532","16.729","18.464","18.389","13.304","18.622","16.089","97.389","75.595","60.962","38.308"
ForwardPeRatio,"10.081","8.21","10.929","10.881","10.741","10.395","9.025","10.288","11.261","11.481","11.862","11.468","11.806","11.976","12.61","10.684","11.299","10.204","11.351","11.377","11.416","11.001","12.516","12.331","12.315","12.092","13.316","11.99","11.588","10.384","10.132","8.673","7.962","8.591","7.013","7.911","9.814","10.091","10.764",,,"10.352","10.204","10.905","9.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,"1.326","1.507","1.486","1.483","1.456","1.604","1.444","1.396","1.251","1.221","1.045","0.959","1.196","0.868","0.915","1.091","1.082","1.154",,,"1.035","1.134","1.363","1.174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.828","0.685","0.908","1.003","1.014","1.168","1.011","1.181","1.159","1.119","1.391","1.208","1.074","1.056","1.008","0.926","1.266","1.338","1.271","1.218","0.964","0.939","1.121","1.155","1.458","1.694","1.715","1.415","1.036","0.954","0.908","0.595","0.609","0.606","0.519","0.678","0.792","0.772","0.696","0.595","0.588","0.645","0.613","0.686","0.832","0.757","1.017","1.3","1.219","1.403","1.496","1.313","1.192","1.249","1.225","1.199","1.164","1.317","1.269","1.182","1.134","1.108","1.116","1.398","1.442","1.317","1.204","1.31","1.219","1.121","1.031","0.72","1.114","1.261","1.256","0.802","0.914","0.796","1.083","0.841","0.678","0.426"
PbRatio,"1.29","1.258","1.675","1.627","1.346","1.431","1.315","1.493","1.572","1.609","1.579","1.511","1.429","1.519","1.642","1.407","1.408","1.198","1.425","1.481","1.435","1.433","1.591","1.596","1.548","1.574","1.612","1.322","1.274","1.144","1.089","0.983","0.965","1.049","0.778","1.003","1.178","1.241","1.058","0.932","0.976","1.185","0.975","1.204","1.077","0.812","0.906","1.262","1.327","1.55","1.815","1.705","1.589","1.741","1.748","1.665","1.638","1.797","1.78","1.676","1.602","1.55","1.656","1.545","1.549","1.468","1.221","1.248","1.232","1.17","0.957","1.063","2.615","1.535","1.5","1.918","2.177","1.922","2.58","2.059","1.661","1.064"
EnterprisesValueRevenueRatio,"0.564","3.367","3.177","2.736","2.113","2.204","2.48","4.09","3.659","4.761","3.01","4.559","2.862","3.652","10.326","2.657","2.267","1.879","3.711","4.644","13.647","3.234","3.408","4.648","4.215","4.197","5.43","5.772","17.814","5.879","7.009","4.079","3.403","5.836","3.107","2.778","4.758","5.974","6.804","3.028","3.437","4.38","4.578","2.857","2.531","3.184","4.021","9.791","6.434","8.083","6.401","6.089","7.104","5.418","4.607","4.201","4.405","5.415","4.681","4.216","3.489","3.998","4.171","3.696","3.458","3.251","-75.608","2.717","2.537","2.24","-2.766","1.786","2.319","1.302","-32.747","2.522","2.655","1.996","2.927","2.195","1.847","1.363"
