name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
	InterestIncomeNonOperating,,,,,,"42,000","20,000","112,000","90,000","468,000","185,000","896,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"76,500,000","70,900,000","40,100,000","49,300,000","43,700,000","28,595,000","20,842,000","6,231,000","4,531,000","8,924,000","6,179,000","1,657,000",,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"70,900,000","40,100,000",,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"24,600,000","46,300,000","74,900,000","-17,100,000","37,900,000","-4,718,000","3,552,000","1,900,000","6,124,000","22,530,000","2,326,000","544,000","15,807,000","-929,000","20,261,000","2,728,000","-1,529,000","1,074,000","-6,034,000","-97,000","-166,000","300,000","1,000,000","900,000","1,100,000","500,000","800,000","1,000,000"
	EarningsFromEquityInterest,"43,200,000","50,600,000","29,600,000","25,500,000","17,400,000","11,180,000","6,328,000","-4,142,000","-1,701,000","-1,113,000","-571,000","-960,000","-3,047,000","-3,372,000",,,,,,,,,,,,,,
	SpecialIncomeCharges,"-19,600,000","-5,300,000","44,600,000","-42,400,000","20,300,000","-21,748,000","-3,395,000","375,000","7,006,000","23,643,000","2,897,000","1,504,000","18,854,000","2,443,000","20,261,000","2,728,000","-1,529,000","1,074,000","-6,034,000","-97,000","-166,000","300,000","1,000,000","900,000","1,100,000","500,000","800,000","1,000,000"
		RestructuringAndMergernAcquisition,"2,100,000","5,300,000","10,300,000",,"3,400,000","21,748,000","3,826,000",,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"17,500,000","0","0","21,700,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,"20,700,000",,,"-431,000","-375,000","-7,006,000",,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,"0","54,900,000",,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,"0","0","23,700,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"1,000,000","700,000","-200,000","200,000","5,850,000","619,000","5,667,000","819,000",,,,,,,,,,,,,,,,,,,
PretaxIncome,"143,800,000","196,400,000","233,900,000","102,500,000","168,100,000","112,089,000","76,518,000","85,506,000","91,429,000","95,084,000","27,898,000","34,516,000","49,800,000","29,344,000","49,609,000","22,661,000","22,905,000","40,448,000","35,490,000","37,204,000","32,587,000","25,900,000","17,300,000","14,900,000","13,100,000","10,300,000","10,200,000","9,400,000"
TaxProvision,"38,700,000","56,800,000","51,300,000","-19,900,000","60,000,000","46,892,000","30,161,000","30,473,000","33,152,000","34,289,000","8,341,000","16,835,000","20,652,000","12,306,000","19,392,000","9,851,000","13,990,000","16,310,000","14,521,000","15,128,000","13,423,000","10,900,000","6,800,000","5,800,000","5,000,000","4,100,000","4,000,000","3,600,000"
NetIncomeCommonStockholders,"102,500,000","137,500,000","352,800,000","140,500,000","108,100,000","65,197,000","46,357,000","54,900,000","58,276,000","64,355,000","16,353,000","16,828,000","28,549,000","15,731,000","29,811,000","78,908,000","9,096,000","23,999,000","20,969,000","22,076,000","19,164,000","15,000,000","10,500,000","9,100,000","8,100,000","6,200,000","6,200,000","5,900,000"
	NetIncome,"102,500,000","137,500,000","352,800,000","140,500,000","108,100,000","65,197,000","46,357,000","54,900,000","58,276,000","64,355,000","16,353,000","16,828,000","28,549,000","15,731,000","29,811,000","78,908,000","9,096,000","23,999,000","20,969,000","22,076,000","19,164,000","15,000,000","10,500,000","9,100,000","8,100,000","6,200,000","6,200,000","5,900,000"
		NetIncomeIncludingNoncontrollingInterests,"102,100,000","137,200,000","352,800,000","140,500,000","108,100,000","65,197,000","46,357,000","54,900,000","58,276,000","64,355,000","16,353,000","16,828,000","28,549,000","15,731,000","29,811,000","78,908,000","9,096,000","23,999,000","20,969,000","22,076,000","19,164,000","15,000,000","10,500,000","9,100,000","8,100,000","6,200,000","6,200,000","5,900,000"
			NetIncomeContinuousOperations,"105,100,000","139,600,000","182,600,000","122,400,000","108,100,000","65,197,000","46,357,000","55,033,000","58,277,000","60,795,000","19,557,000","17,681,000","29,148,000","17,038,000","30,217,000","12,810,000","8,915,000","24,138,000","20,969,000","22,076,000","19,164,000","15,000,000","10,500,000","9,100,000","8,100,000","6,200,000","6,200,000","5,800,000"
			NetIncomeDiscontinuousOperations,"-3,000,000","-2,400,000","170,200,000","18,100,000",,,"0","-133,000","-1,000","3,560,000","-3,204,000","-853,000","-599,000","-1,307,000","-406,000","66,098,000",,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,"181,000","-139,000",,,,,,,,,,
		MinorityInterests,"400,000","300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"102,500,000","137,500,000","352,800,000","140,500,000","108,100,000","65,197,000","46,357,000","54,900,000","58,276,000","64,355,000","16,353,000","16,828,000","28,549,000","15,731,000","29,811,000","78,908,000","9,096,000","23,999,000","20,969,000","22,076,000","19,164,000","15,000,000","10,500,000","9,100,000","8,100,000","6,200,000","6,200,000","5,900,000"
BasicEPS,,"3.43","8.54","2.97","2.173","1.25","0.89","1.04","1.13","1.267","0.353","0.407","0.687","0.383","0.737","1.973","0.223","0.61","0.533","0.563","0.59","0.58","0.47","0.417","0.362","0.273","0.273","0.26"
DilutedEPS,,"3.38","8.48","2.923","2.14","1.237","0.88","1.02","1.113","1.253","0.35","0.403","0.683","0.38","0.73","1.953","0.223","0.6","0.523","0.557","0.583","0.573","0.467","0.417","0.362","0.273","0.273","0.26"
BasicAverageShares,,"40,100,000","41,300,000","47,100,000","49,200,000","51,675,000","51,813,000","51,882,000","51,141,000","49,914,000","45,558,000","40,746,000","40,623,000","40,374,000","39,477,000","38,760,000","39,588,000","39,567,000","39,369,000","39,243,000","32,547,000","25,794,000","22,380,174","21,936,156","22,396,313","22,682,927","22,682,927","22,692,308"
DilutedAverageShares,,"40,600,000","41,600,000","48,000,000","50,400,000","52,728,000","52,767,000","53,814,000","52,425,000","51,375,000","46,998,000","42,120,000","42,051,000","41,916,000","41,001,000","40,500,000","40,116,000","40,176,000","40,077,000","39,639,000","32,820,000","26,154,000","22,618,446","21,962,010","22,396,313","22,682,927","22,682,927","22,692,308"
TotalOperatingIncomeAsReported,"176,100,000","215,700,000","188,800,000","145,700,000","194,200,000","123,612,000","90,393,000","90,100,000","96,752,000",,,,,,,,,,,,,,,,,,,
TotalExpenses,"1,121,500,000","1,108,700,000","809,900,000","713,700,000","1,134,700,000","1,066,941,000","719,146,000","689,600,000","642,637,000","615,844,000","553,779,000","404,968,000","377,787,000","377,099,000","327,089,000","387,914,000","432,424,000","379,954,000","393,669,000","377,701,000","315,438,000","225,900,000","130,100,000","104,500,000","95,500,000","82,200,000","56,500,000","46,900,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"102,500,000","137,500,000","352,800,000","140,500,000","108,100,000","65,197,000","46,357,000","54,900,000","58,276,000","64,355,000","16,353,000","16,828,000","28,549,000","15,731,000","29,811,000","78,908,000","8,915,000","24,138,000","20,969,000","22,076,000","19,164,000","15,000,000","10,500,000","9,100,000","8,100,000","6,200,000","6,200,000","5,800,000"
NormalizedIncome,"119,825,173.853","143,667,209.776","147,781,872.595","147,840,000","95,045,687.091","78,245,800","48,427,950","54,793,000","53,793,160","45,678,090.899","17,526,150.871","16,703,400","16,892,900","15,450,050","17,875,960.33","11,173,200","9,832,400","23,493,600","24,589,400","22,134,200","19,263,600","14,820,000","9,893,063.584","8,550,335.57","7,419,847.328","5,899,029.126","5,713,725.49","5,182,978.723"
InterestIncome,,,,,,"42,000","20,000","112,000","90,000","468,000","185,000","896,000",,,,,,,,,,,,,,,,
InterestExpense,"76,500,000","70,900,000","40,100,000","49,300,000","43,700,000","28,595,000","20,842,000","6,231,000","4,531,000","8,924,000","6,179,000","1,657,000",,,,,,,,,,,,,,,,
NetInterestIncome,"-76,500,000","-70,900,000","-40,100,000","-49,300,000","-43,700,000","-28,553,000","-20,822,000","-6,119,000","-4,441,000","-8,456,000","-5,994,000","-761,000",,,,,,,,,,,,,,,,
EBIT,"220,300,000","267,300,000","274,000,000","151,800,000","211,800,000","140,684,000","97,360,000","91,737,000","95,960,000","104,008,000","34,077,000","36,173,000","52,779,000","33,636,000","49,582,000","20,887,000","30,689,000","44,279,000","45,522,000","49,337,000","46,578,000","32,500,000","17,200,000","14,400,000","12,400,000","10,200,000","9,400,000","8,400,000"
EBITDA,"323,700,000"
ReconciledCostOfRevenue,"1,000,300,000","986,700,000","719,400,000","629,800,000","993,000,000","922,901,000","634,032,000","606,154,000","568,808,000","551,315,000","491,345,000","354,014,000","344,278,000","326,404,000","301,607,000","342,229,000","383,463,000","345,933,000","353,696,000","345,638,000","270,320,000","196,100,000","113,300,000","90,800,000","82,000,000","69,300,000","32,900,000","27,900,000"
ReconciledDepreciation,"103,400,000","101,000,000","64,000,000","114,600,000","125,800,000","119,384,000","68,257,000","61,750,000","55,600,000","55,170,000","46,524,000","30,256,000","28,847,000","23,284,000","20,919,000","24,565,000","22,049,000","20,483,000","19,627,000","20,603,000","17,286,000","11,300,000","5,700,000","4,600,000","4,800,000","4,500,000","3,300,000","2,400,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"105,500,000","139,900,000","182,600,000","122,400,000","108,100,000","65,197,000","46,357,000","55,033,000","58,277,000","60,795,000","19,557,000","17,681,000","29,148,000","17,038,000","30,217,000","12,810,000","8,915,000","24,138,000","20,969,000","22,076,000","19,164,000","15,000,000","10,500,000","9,100,000","8,100,000","6,200,000","6,200,000","5,800,000"
TotalUnusualItemsExcludingGoodwill,"-19,600,000","-5,300,000","44,600,000","-42,400,000","20,300,000","-21,748,000","-3,395,000","375,000","7,006,000","23,643,000","2,897,000","1,504,000","18,854,000","2,443,000","20,261,000","2,728,000","-1,529,000","1,074,000","-6,034,000","-97,000","-166,000","300,000","1,000,000","900,000","1,100,000","500,000","800,000","1,000,000"
TotalUnusualItems,"-19,600,000","-5,300,000","44,600,000","-42,400,000","20,300,000","-21,748,000","-3,395,000","375,000","7,006,000","23,643,000","2,897,000","1,504,000","18,854,000","2,443,000","20,261,000","2,728,000","-1,529,000","1,074,000","-6,034,000","-97,000","-166,000","300,000","1,000,000","900,000","1,100,000","500,000","800,000","1,000,000"
NormalizedEBITDA,"343,300,000","373,600,000","293,400,000","308,800,000","317,300,000","281,816,000","169,012,000","153,112,000","144,554,000","135,535,000","77,704,000","64,925,000","62,772,000","54,477,000","50,240,000","42,724,000","54,267,000","63,688,000","71,183,000","70,037,000","64,030,000","43,500,000","21,900,000","18,100,000","16,100,000","14,200,000","11,900,000","9,800,000"
TaxRateForCalcs,"0.269","0.289","0.219","0.4","0.357","0.4","0.39","0.36","0.36","0.361","0.299","0.35","0.35","0.35","0.391","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.393","0.389","0.382","0.398","0.392","0.383"
TaxEffectOfUnusualItems,"-5,274,826.147","-1,532,790.224","9,781,872.595","-16,960,000","7,245,687.091","-8,699,200","-1,324,050","135,000","2,522,160","8,526,090.899","866,150.871","526,400","6,598,900","855,050","7,919,960.33","1,091,200","-611,600","429,600","-2,413,600","-38,800","-66,400","120,000","393,063.584","350,335.57","419,847.328","199,029.126","313,725.49","382,978.723"
