name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalAssets,"23,555,728,000","22,388,030,000","21,275,647,000","18,890,142,000","9,879,459,000","6,766,499,000","4,787,068,000","4,040,207,000","3,839,987,000","3,273,659,000","2,770,811,000","3,233,303,000","2,710,875,000","2,529,400,000","2,134,882,000","1,726,840,000","1,386,529,000","1,035,853,000","871,379,000","826,952,000","796,000,000","612,400,000","352,100,000","270,600,000"
	CashCashEquivalentsAndFederalFundsSold,"1,495,757,000","290,672,000","440,388,000","866,360,000","90,988,000","150,203,000","195,975,000","207,967,000","58,927,000","49,029,000","78,294,000","40,982,000","47,521,000","42,734,000","40,586,000","41,548,000","28,833,000","25,182,000","31,332,000","22,540,000","24,600,000","15,000,000","18,500,000","7,200,000"
		CashAndCashEquivalents,"1,495,757,000","290,672,000","440,388,000","866,360,000","90,988,000","150,203,000","195,975,000","207,967,000","58,927,000","49,029,000","78,294,000","40,982,000","47,521,000","42,734,000","40,586,000","41,548,000","28,833,000","25,182,000","31,332,000","20,540,000","24,600,000","15,000,000","15,600,000","6,800,000"
			CashFinancial,,,,"814,255,000","89,122,000","147,751,000","195,094,000","206,500,000",,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,"40,665,000","47,192,000","42,531,000","40,379,000","41,107,000","28,405,000","24,755,000","31,114,000","20,523,000","24,300,000",,,
			CashAndDueFromBanks,"1,495,757,000","290,672,000","440,388,000","52,105,000","1,866,000","2,452,000","881,000","1,467,000","58,927,000","49,029,000","78,294,000","317,000","329,000","203,000","207,000","441,000","428,000","427,000","218,000","17,000","300,000","15,000,000","15,600,000","6,800,000"
		MoneyMarketInvestments,,,,,,,,,,,,,,,,,,,,"2,000,000",,,"2,900,000","400,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,,,,,,,,"2,000,000",,,"2,900,000","400,000"
	FederalHomeLoanBankStock,"21,855,000","25,941,000",,,,,,,,,,,,,,,,,,,,,,
	ForeclosedAssets,"19,096,000","16,171,000","25,357,000","43,702,000","22,870,000","37,775,000","49,811,000","66,875,000","104,669,000",,"61,148,000",,,,,,,,,,,,,
	OtherRealEstateOwned,,,,,,,,,,"31,145,000",,,,,,,,,,,,,,
	BankOwnedLifeInsurance,"738,860,000","721,238,000","658,147,000","580,945,000","300,427,000","182,052,000","143,473,000","123,846,000","62,078,000","59,771,000","47,421,000",,,,,,,,,,,,,
	SecuritiesAndInvestments,"2,277,389,000","2,862,340,000","2,622,796,000","1,471,612,000","602,348,000","839,321,000","669,384,000","494,266,000","438,910,000","398,698,000","506,678,000","944,783,000","578,348,000","620,132,000","574,120,000","434,512,000","364,320,000","232,168,000","187,167,000","253,216,000","263,400,000","176,600,000","42,500,000","39,600,000"
		AvailableForSaleSecurities,,,,,,,,,"438,910,000","398,698,000","506,678,000","944,783,000","578,348,000","620,132,000","574,120,000","434,512,000","364,320,000","232,168,000","187,167,000","253,216,000","263,400,000","176,600,000","42,500,000","39,600,000"
		OtherShortTermInvestments,"2,277,389,000","2,862,340,000","2,622,796,000","1,471,612,000","602,348,000","839,321,000","669,384,000","494,266,000",,,,,,,,,,,,,,,,
	NetLoan,"17,423,518,000","17,015,559,000","15,948,909,000","14,486,574,000","8,273,817,000","5,074,899,000","3,314,134,000","2,714,869,000","2,653,037,000","2,313,744,000","1,864,485,000","1,991,687,000","1,851,578,000","1,659,690,000","1,353,716,000","1,118,458,000","895,327,000","706,959,000","607,364,000","503,938,000","461,100,000","382,800,000","271,800,000","211,400,000"
		GrossLoan,"17,532,043,000","17,117,823,000","16,043,029,000","14,563,115,000","8,334,671,000","5,127,817,000","3,357,079,000","2,753,607,000","2,692,206,000","2,353,974,000","1,904,104,000","2,021,199,000","1,871,135,000","1,677,389,000","1,370,723,000","1,134,591,000","909,147,000","717,895,000","616,076,000","510,544,000","467,200,000","387,500,000","275,500,000","214,400,000"
			CommercialLoan,"661,952,000","823,417,000","738,225,000","440,147,000","291,803,000","356,532,000","157,721,000","183,633,000","120,679,000","120,038,000",,,,,,,,,,,,,,
			ConsumerLoan,"2,934,534,000","2,345,863,000","1,472,593,000","1,028,991,000","35,232,000","40,937,000","33,148,000","34,125,000","40,162,000","54,401,000",,,,,,,,,,,,,,
			MortgageLoan,"12,770,908,000","13,212,147,000","12,959,881,000","12,089,412,000","7,431,700,000","4,507,815,000","3,008,973,000","2,455,809,000","1,660,634,000","1,626,827,000",,,,,,,,,,,,,,
			OtherLoanAssets,"1,164,649,000","736,396,000","872,330,000","1,004,565,000","575,936,000","222,533,000","157,237,000","80,040,000","870,731,000","552,708,000","1,904,104,000","2,021,199,000","1,871,135,000","1,677,389,000","1,370,723,000","1,134,591,000","909,147,000","717,895,000","616,076,000","510,544,000","467,200,000","387,500,000","275,500,000","214,400,000"
		AllowanceForLoansAndLeaseLosses,"108,525,000","102,264,000","94,120,000","76,541,000","60,854,000","52,918,000","42,945,000","38,738,000","39,169,000","40,230,000","39,619,000","29,512,000","19,557,000","17,699,000","17,007,000","16,133,000","13,820,000","10,936,000","8,712,000","6,606,000","6,100,000","4,700,000","3,700,000","3,000,000"
	Receivables,"75,208,000","81,968,000","64,608,000","51,919,000","25,499,000","20,192,000","14,359,000","13,201,000","291,131,000","167,010,000","14,760,000","18,877,000","17,420,000","17,384,000","13,802,000","8,561,000","7,029,000","6,029,000","5,821,000","8,894,000","7,200,000","5,500,000","3,000,000","2,600,000"
		AccountsReceivable,"75,208,000","81,968,000","64,608,000","51,919,000","25,499,000","20,192,000","14,359,000","13,201,000","12,868,000","13,899,000","14,760,000","18,877,000","17,420,000","17,384,000","13,802,000","8,561,000",,,,,,,,
			GrossAccountsReceivable,,,,,,,,,"12,868,000","13,899,000","14,760,000","18,877,000","17,420,000","17,384,000","13,802,000","8,561,000",,,,,,,,
		OtherReceivables,,,,,,,,,"278,263,000","153,111,000",,,,,,,,,,,,,,
	NetPPE,"711,541,000","567,189,000","519,811,000","504,086,000","296,238,000","273,591,000","245,472,000","225,754,000","186,533,000","170,497,000","156,204,000","152,586,000","130,048,000","116,679,000","88,786,000","65,181,000","50,251,000","39,050,000","33,123,000","30,535,000","30,500,000","27,200,000","13,400,000","6,900,000"
		GrossPPE,"838,061,000","684,007,000","623,021,000","586,822,000","364,152,000","331,106,000","294,765,000","267,543,000","221,515,000","200,152,000","181,621,000",,,,,,,,,,,,,
