name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,09/30/2016,12/31/2015
TotalAssets,"26,669,000,000","26,616,000,000","26,443,000,000","26,520,000,000","25,568,000,000","26,024,000,000","25,888,000,000","26,470,000,000","14,776,000,000","14,600,000,000","15,000,000,000","14,784,000,000","14,715,000,000","16,875,000,000","15,658,000,000"
	CurrentAssets,"4,559,000,000","4,114,000,000","4,128,000,000","4,539,000,000","3,324,000,000","3,435,000,000","3,276,000,000","3,374,000,000","2,699,000,000","2,673,000,000","2,440,000,000","2,397,000,000","2,185,000,000","3,387,000,000","3,450,000,000"
		CashCashEquivalentsAndShortTermInvestments,"717,000,000","300,000,000","707,000,000","964,000,000","546,000,000","636,000,000","811,000,000","757,000,000","1,379,000,000","1,487,000,000","1,054,000,000","986,000,000","916,000,000","1,829,000,000","1,400,000,000"
			CashAndCashEquivalents,"717,000,000","300,000,000","707,000,000","964,000,000","546,000,000","636,000,000","811,000,000","757,000,000","1,379,000,000","1,487,000,000","1,054,000,000","986,000,000","916,000,000","1,829,000,000","1,400,000,000"
		Receivables,"1,097,000,000","1,365,000,000","1,419,000,000","1,101,000,000","1,000,000,000","1,087,000,000","1,255,000,000","1,160,000,000","463,000,000","582,000,000","717,000,000","651,000,000","482,000,000","750,000,000","533,000,000"
			AccountsReceivable,"1,097,000,000","1,365,000,000","1,419,000,000","1,101,000,000","1,000,000,000","1,087,000,000","1,243,000,000","1,149,000,000","463,000,000","582,000,000","717,000,000","651,000,000","482,000,000","750,000,000","533,000,000"
				GrossAccountsReceivable,"1,137,000,000","1,401,000,000","1,451,000,000","1,118,000,000","1,019,000,000","1,106,000,000","1,268,000,000","1,163,000,000","477,000,000","596,000,000","738,000,000","660,000,000","490,000,000","763,000,000","542,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-40,000,000","-36,000,000","-32,000,000","-17,000,000","-19,000,000","-19,000,000","-25,000,000","-14,000,000","-14,000,000","-14,000,000","-21,000,000","-9,000,000","-8,000,000","-13,000,000","-9,000,000"
			TaxesReceivable,,,,,,,"12,000,000","11,000,000",,,,,,,
		Inventory,"514,000,000","469,000,000","430,000,000","476,000,000","433,000,000","412,000,000","393,000,000","465,000,000","226,000,000","253,000,000","295,000,000","310,000,000","315,000,000","374,000,000","428,000,000"
