name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
			Goodwill,"2,839,000,000","2,976,000,000","2,768,000,000","2,632,000,000","1,584,000,000","1,635,000,000","1,718,000,000","1,647,000,000","1,610,000,000","1,437,000,000","970,000,000"
			OtherIntangibleAssets,"1,174,000,000","1,232,000,000","1,168,000,000","1,201,000,000","435,000,000","431,000,000","488,000,000","484,000,000","505,000,000","416,000,000","91,000,000"
		OtherNonCurrentAssets,"589,000,000","264,000,000","210,000,000","186,000,000","194,000,000","235,000,000","193,000,000","187,000,000","173,000,000","92,000,000","52,000,000"
TotalLiabilitiesNetMinorityInterest,"4,743,000,000","4,440,000,000","4,341,000,000","4,267,000,000","2,573,000,000","2,737,000,000","2,655,000,000","2,605,000,000","2,566,000,000","1,016,000,000","848,000,000"
	CurrentLiabilities,"1,501,000,000","1,389,000,000","1,100,000,000","1,238,000,000","823,000,000","908,000,000","853,000,000","781,000,000","817,000,000","649,000,000","571,000,000"
		PayablesAndAccruedExpenses,"965,000,000","938,000,000","897,000,000","796,000,000","589,000,000","633,000,000","596,000,000","574,000,000","540,000,000","390,000,000","337,000,000"
			Payables,"676,000,000","671,000,000","624,000,000","520,000,000","402,000,000","415,000,000","377,000,000","382,000,000","399,000,000","329,000,000","281,000,000"
				AccountsPayable,"597,000,000","586,000,000","549,000,000","457,000,000","338,000,000","338,000,000","332,000,000","332,000,000","322,000,000","309,000,000","256,000,000"
				TotalTaxPayable,"79,000,000","85,000,000","75,000,000","63,000,000","64,000,000","77,000,000","45,000,000","50,000,000","77,000,000","20,000,000","25,000,000"
					IncomeTaxPayable,,"85,000,000","75,000,000","63,000,000","64,000,000","77,000,000","45,000,000","50,000,000","77,000,000","20,000,000","25,000,000"
			CurrentAccruedExpenses,"289,000,000","267,000,000","273,000,000","276,000,000","187,000,000","218,000,000","219,000,000","192,000,000","141,000,000","61,000,000","56,000,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"199,000,000","194,000,000","203,000,000","182,000,000","156,000,000","186,000,000","215,000,000","201,000,000","211,000,000","161,000,000","135,000,000"
		CurrentDebtAndCapitalLeaseObligation,"337,000,000","257,000,000",,"260,000,000","78,000,000","89,000,000","42,000,000","6,000,000","5,000,000",,
			CurrentDebt,"276,000,000","257,000,000",,"260,000,000","78,000,000","89,000,000","42,000,000","6,000,000","5,000,000",,
				CommercialPaper,"276,000,000",,,,,,,,,,
				LineOfCredit,,"257,000,000",,,,,,,,,
				OtherCurrentBorrowings,,"257,000,000",,,,,,,,,
			CurrentCapitalLeaseObligation,"61,000,000",,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,"0","8,000,000","12,000,000","11,000,000"
			CurrentDeferredTaxesLiabilities,,,,,,,,"0","8,000,000","12,000,000","11,000,000"
		OtherCurrentLiabilities,,"129,000,000","119,000,000","80,000,000","64,000,000","66,000,000","63,000,000","60,000,000","53,000,000","86,000,000","88,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,242,000,000","3,051,000,000","3,241,000,000","3,029,000,000","1,750,000,000","1,829,000,000","1,802,000,000","1,824,000,000","1,749,000,000","367,000,000","277,000,000"
		LongTermDebtAndCapitalLeaseObligation,"2,040,000,000","2,051,000,000","2,200,000,000","2,108,000,000","1,196,000,000","1,199,000,000","1,199,000,000","1,199,000,000","1,201,000,000",,
			LongTermDebt,"2,040,000,000","2,051,000,000","2,200,000,000","2,108,000,000","1,196,000,000","1,199,000,000","1,199,000,000","1,199,000,000","1,201,000,000",,
		NonCurrentDeferredLiabilities,"310,000,000","303,000,000","252,000,000","352,000,000","118,000,000","158,000,000","191,000,000","173,000,000","165,000,000","99,000,000","60,000,000"
			NonCurrentDeferredTaxesLiabilities,"310,000,000","303,000,000","252,000,000","352,000,000","118,000,000","158,000,000","191,000,000","173,000,000","165,000,000","99,000,000","60,000,000"
		NonCurrentAccruedExpenses,"447,000,000","297,000,000","347,000,000","161,000,000","101,000,000","84,000,000","64,000,000","52,000,000","316,000,000",,
		EmployeeBenefits,"445,000,000","400,000,000","442,000,000","408,000,000","335,000,000","388,000,000","348,000,000","400,000,000",,"163,000,000","140,000,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"445,000,000","400,000,000","442,000,000","408,000,000","335,000,000","388,000,000","348,000,000","400,000,000",,"163,000,000","140,000,000"
		OtherNonCurrentLiabilities,,,,,,,,,"67,000,000","105,000,000","77,000,000"
TotalEquityGrossMinorityInterest,"2,967,000,000","2,782,000,000","2,519,000,000","2,207,000,000","2,084,000,000","2,127,000,000","2,241,000,000","2,074,000,000","1,827,000,000","2,719,000,000","1,687,000,000"
	StockholdersEquity,"2,957,000,000","2,768,000,000","2,503,000,000","2,190,000,000","2,084,000,000","2,127,000,000","2,241,000,000","2,074,000,000","1,827,000,000","2,719,000,000","1,687,000,000"
		CapitalStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,361,000,000","1,272,000,000"
			CommonStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,361,000,000","1,272,000,000"
		AdditionalPaidInCapital,"1,991,000,000","1,950,000,000","1,912,000,000","1,876,000,000","1,834,000,000","1,796,000,000","1,753,000,000","1,706,000,000","1,663,000,000",,
		RetainedEarnings,"1,866,000,000","1,639,000,000","1,227,000,000","1,033,000,000","885,000,000","648,000,000","405,000,000","264,000,000","40,000,000",,
		TreasuryStock,"527,000,000","487,000,000","428,000,000","403,000,000","399,000,000","220,000,000","86,000,000","13,000,000",,,
		GainsLossesNotAffectingRetainedEarnings,"-375,000,000","-336,000,000","-210,000,000","-318,000,000","-238,000,000","-99,000,000","167,000,000","115,000,000","122,000,000","358,000,000","415,000,000"
		OtherEquityInterest,,,,,,,,,,"2,361,000,000","1,272,000,000"
	MinorityInterest,"10,000,000","14,000,000","16,000,000","17,000,000",,,,,,,
TotalCapitalization,"4,997,000,000","4,819,000,000","4,703,000,000","4,298,000,000","3,280,000,000","3,326,000,000","3,440,000,000","3,273,000,000","3,028,000,000","2,719,000,000","1,687,000,000"
CommonStockEquity,"2,957,000,000","2,768,000,000","2,503,000,000","2,190,000,000","2,084,000,000","2,127,000,000","2,241,000,000","2,074,000,000","1,827,000,000","2,719,000,000","1,687,000,000"
CapitalLeaseObligations,"61,000,000",,,,,,,,,,
NetTangibleAssets,"-1,056,000,000","-1,440,000,000","-1,433,000,000","-1,643,000,000","65,000,000","61,000,000","35,000,000","-57,000,000","-288,000,000","866,000,000","626,000,000"
WorkingCapital,"949,000,000","705,000,000","971,000,000","601,000,000","1,182,000,000","1,194,000,000","1,156,000,000","1,093,000,000","825,000,000","687,000,000","517,000,000"
InvestedCapital,"5,273,000,000","5,076,000,000","4,703,000,000","4,558,000,000","3,358,000,000","3,415,000,000","3,482,000,000","3,279,000,000","3,033,000,000","2,719,000,000","1,687,000,000"
TangibleBookValue,"-1,056,000,000","-1,440,000,000","-1,433,000,000","-1,643,000,000","65,000,000","61,000,000","35,000,000","-57,000,000","-288,000,000","866,000,000","626,000,000"
TotalDebt,"2,377,000,000","2,308,000,000","2,200,000,000","2,368,000,000","1,274,000,000","1,288,000,000","1,241,000,000","1,205,000,000","1,206,000,000",,
NetDebt,"1,592,000,000","2,012,000,000","1,786,000,000","2,060,000,000","594,000,000","625,000,000","708,000,000","701,000,000","888,000,000",,
ShareIssued,"193,900,000","192,900,000","192,300,000","191,400,000","190,200,000","188,900,000","187,600,000","186,200,000","184,600,000","184,000,000","184,000,000"
OrdinarySharesNumber,"180,200,000","179,700,000","179,900,000","179,500,000","178,400,000","182,300,000","184,600,000","185,700,000","184,600,000","184,000,000","184,000,000"
TreasurySharesNumber,"13,700,000","13,200,000","12,400,000","11,900,000","11,800,000","6,600,000","3,000,000","500,000",,,
